$French Daily Discharge,
Auto-Generated,
JDAY,Flow
1651,0.050839333
1652,0.055568573
1653,0.054386263
1654,0.054780367
1655,0.050248178
1656,0.048080609
1657,0.038819181
1658,0.032710579
1659,0.028375442
1660,0.024040305
1661,0.022463891
1662,0.019251949
1663,0.019902219
1664,0.019311064
1665,0.056553832
1666,0.11626049
1667,0.058130245
1668,0.05635678
1669,0.060494865
1670,0.052415746
1671,0.042563162
1672,0.031922372
1673,0.02699608
1674,0.024828511
1675,0.036060457
1676,0.035075199
1677,0.028966597
1678,0.024237356
1679,0.02344915
1680,0.019685463
1681,0.020493375
1682,0.033892889
1683,0.071529759
1684,0.047292403
1685,0.036848664
1686,0.113107663
1687,0.048474713
1688,0.026010822
1689,0.018069639
1690,0.017320843
1691,0.016335584
1692,0.015054748
1693,0.01235514
1694,0.010443739
1695,0.010404329
1696,0.012985706
1697,0.009497891
1698,0.008985557
1699,0.009793468
1700,0.010049636
1701,0.008256465
1702,0.012000447
1703,0.01121224
1704,0.009793468
1705,0.011192535
1706,0.012808359
1707,0.014010374
1708,0.009497891
1709,0.010187572
1710,0.009241724
1711,0.009675237
1712,0.007310617
1713,0.010148161
1714,0.006817988
1715,0.004413958
1716,0.006463295
1717,0.016631162
1718,0.011389587
1719,0.009813174
1720,0.012118678
1721,0.011527523
1722,0.007290912
1723,0.0087688
1724,0.006542116
1725,0.007645605
1726,0.008414107
1727,0.009754058
1728,0.009024967
1729,0.007921477
1730,0.008985557
1731,0.006345064
1732,0.009537301
1733,0.009359955
1734,0.004138085
1735,0.012729538
1736,0.013793617
1737,0.013655681
1738,0.015567083
1739,0.018877551
1740,0.023252098
1741,0.027587235
1742,0.031331217
1743,0.030148907
1744,0.02817839
1745,0.024040305
1746,0.021478633
1747,0.019902219
1748,0.018109049
1749,0.018384922
1750,0.017596715
1751,0.017104086
1752,0.015842955
1753,0.014542414
1754,0.015113864
1755,0.015961186
1756,0.015370031
1757,0.015172979
1758,0.015094159
1759,0.014562119
1760,0.014365067
1761,0.014286247
1762,0.013616271
1763,0.010089046
1764,0.009793468
1765,0.010640791
1766,0.016690277
1767,0.0163947
1768,0.012768949
1769,0.00937966
1770,0.009281134
1771,0.009241724
1772,0.009300839
1773,0.009359955
1774,0.009734353
1775,0.010483149
1776,0.009793468
1777,0.009458481
1778,0.009557006
1779,0.010384623
1780,0.010266392
1781,0.01002993
1782,0.010049636
1783,0.011606344
1784,0.012414256
1785,0.01121224
1786,0.010069341
1787,0.022463891
1788,0.028966597
1789,0.018463742
1790,0.012591602
1791,0.011448702
1792,0.078426568
1793,0.098328787
1794,0.065618209
1795,0.048080609
1796,0.042169059
1797,0.038819181
1798,0.036651612
1799,0.033695837
1800,0.030937113
1801,0.031134165
1802,0.037833922
1803,0.035469302
1804,0.03408994
1805,0.033892889
1806,0.03054301
1807,0.027981338
1808,0.026010822
1809,0.025025563
1810,0.03172532
1811,0.03054301
1812,0.03172532
1813,0.033498785
1814,0.03172532
1815,0.030937113
1816,0.03290763
1817,0.040001491
1818,0.074091431
1819,0.101087511
1820,0.078426568
1821,0.057736142
1822,0.047489454
1823,0.041577904
1824,0.046898299
1825,0.127689487
1826,0.087885048
1827,0.062859485
1828,0.050248178
1829,0.072515018
1830,0.059115503
1831,0.052021643
1832,0.065027054
1833,0.117836903
1834,0.103255079
1835,0.072712069
1836,0.05399216
1837,0.059509607
1838,0.192125386
1839,0.166902771
1840,0.136556813
1841,0.248285114
1842,0.174193683
1843,0.125718971
1844,0.101087511
1845,0.087687997
1846,0.079214775
1847,0.066997571
1848,0.060494865
1849,0.055765625
1850,0.051233436
1851,0.048671764
1852,0.048474713
1853,0.047095351
1854,0.043154317
1855,0.038819181
1856,0.033892889
1857,0.033301734
1858,0.035469302
1859,0.036651612
1860,0.038030974
1861,0.039410336
1862,0.039607387
1863,0.039410336
1864,0.039410336
1865,0.038030974
1866,0.038030974
1867,0.038030974
1868,0.037045715
1869,0.035666354
1870,0.039607387
1871,0.050248178
1872,0.048277661
1873,0.046504196
1874,0.044730731
1875,0.044533679
1876,0.043548421
1877,0.042563162
1878,0.05517447
1879,0.075667844
1880,0.085520428
1881,0.081579395
1882,0.072317966
1883,0.064238847
1884,0.058130245
1885,0.053401005
1886,0.049854075
1887,0.047292403
1888,0.044139576
1889,0.042760214
1890,0.040395594
1891,0.037636871
1892,0.037242767
1893,0.037242767
1894,0.040789697
1895,0.040001491
1896,0.047686506
1897,0.057933193
1898,0.138330278
1899,0.134389244
1900,0.113501767
1901,0.128280642
1902,0.095175961
1903,0.086308635
1904,0.075864896
1905,0.152912102
1906,0.214786329
1907,0.155276722
1908,0.153700309
1909,0.121383834
1910,0.101284563
1911,0.091826082
1912,0.079214775
1913,0.08217055
1914,0.151926844
1915,1.158663867
1916,1.661145646
1917,0.983287874
1918,0.646329504
1919,0.439425242
1920,0.344840437
1921,0.346810953
1922,0.309371135
1923,0.246314598
1924,0.299518551
1925,0.334987853
1926,0.242373564
1927,0.197051678
1928,0.182666906
1929,0.163355841
1930,0.146015293
1931,0.148182862
1932,0.303459584
1933,0.262078732
1934,0.192519489
1935,0.159217756
1936,0.133601038
1937,0.117048697
1938,0.104634441
1939,0.111334198
1940,0.133601038
1941,0.107393165
1942,0.11034894
1943,0.181681647
1944,0.160597118
1945,0.125127816
1946,0.123945506
1947,0.467012477
1948,0.498540746
1949,0.293607
1950,0.206904262
1951,0.166311616
1952,0.137936175
1953,0.118231007
1954,0.104240338
1955,0.095964167
1956,0.094190702
1957,0.098722891
1958,0.083746963
1959,0.076850154
1960,0.071726811
1961,0.065224105
1962,0.062859485
1963,0.160005963
1964,0.200992712
1965,0.137936175
1966,0.108378423
1967,0.086111583
1968,0.076456051
1969,0.075864896
1970,0.078229516
1971,0.078820671
1972,0.077638361
1973,0.064435899
1974,0.1174428
1975,0.127886539
1976,0.098328787
1977,0.11034894
1978,0.095175961
1979,0.074682586
1980,0.060100762
1981,0.059509607
1982,0.069165139
1983,0.087096842
1984,0.066800519
1985,0.05044523
1986,0.042366111
1987,0.039213284
1988,0.033104682
1989,0.029951855
1990,0.039410336
1991,0.058918452
1992,0.046110093
1993,0.034286992
1994,0.031922372
1995,0.033301734
1996,0.028572493
1997,0.026010822
1998,0.021872736
1999,0.019547526
2000,0.017182906
2001,0.016138532
2002,0.015192684
2003,0.038819181
2004,0.030937113
2005,0.02581377
2006,0.023055046
2007,0.020493375
2008,0.020690426
2009,0.017281432
2010,0.02108453
2011,0.114289973
2012,0.111925353
2013,0.060494865
2014,0.038030974
2015,0.036651612
2016,0.030148907
2017,0.031922372
2018,0.027193132
2019,0.023252098
2020,0.019606642
2021,0.020493375
2022,0.020493375
2023,0.033498785
2024,0.032316475
2025,0.026010822
2026,0.02226684
2027,0.020887478
2028,0.018897256
2029,0.017478484
2030,0.016256763
2031,0.016631162
2032,0.014936517
2033,0.014089195
2034,0.014660645
2035,0.015507967
2036,0.015567083
2037,0.013892143
2038,0.012828064
2039,0.01231573
2040,0.011685165
2041,0.011448702
2042,0.010581675
2043,0.010286098
2044,0.010148161
2045,0.009616122
2046,0.009793468
2047,0.009320544
2048,0.008591453
2049,0.008020003
2050,0.007448553
2051,0.01883814
2052,0.073894379
2053,0.047883558
2054,0.032316475
2055,0.021675685
2056,0.015074453
2057,0.011566934
2058,0.010167867
2059,0.009182608
2060,0.008867326
2061,0.008946146
2062,0.008689979
2063,0.008985557
2064,0.007842657
2065,0.007822952
2066,0.009399365
2067,0.008532338
2068,0.007310617
2069,0.007271207
2070,0.008906736
2071,0.011113715
2072,0.02108453
2073,0.013813323
2074,0.010266392
2075,0.0087688
2076,0.009162903
2077,0.007980593
2078,0.007152976
2079,0.007113566
2080,0.00705445
2081,0.006463295
2082,0.006384474
2083,0.006955924
2084,0.006739167
2085,0.006522411
2086,0.00640418
2087,0.006226833
2088,0.006010076
2089,0.005813025
2090,0.008335286
2091,0.010108751
2092,0.008079119
2093,0.006660347
2094,0.005931256
2095,0.005773614
2096,0.005596268
2097,0.005202164
2098,0.005044523
2099,0.005280985
2100,0.005990371
2101,0.009911699
2102,0.010759022
2103,0.008827915
2104,0.009576712
2105,0.008552043
2106,0.007724426
2107,0.008157939
2108,0.008473222
2109,0.008552043
2110,0.008591453
2111,0.008867326
2112,0.008788505
2113,0.008985557
2114,0.008630863
2115,0.024828511
2116,0.098525839
2117,0.042169059
2118,0.02817839
2119,0.02108453
2120,0.017143496
2121,0.016020301
2122,0.262078732
2123,0.463071443
2124,0.208874779
2125,0.118428059
2126,0.072515018
2127,0.049657023
2128,0.038030974
2129,0.03054301
2130,0.027784287
2131,0.044139576
2132,0.048080609
2133,0.039607387
2134,0.03290763
2135,0.026404925
2136,0.023843253
2137,0.053598056
2138,0.044730731
2139,0.030345958
2140,0.024434408
2141,0.023252098
2142,0.025025563
2143,0.023055046
2144,0.031922372
2145,0.032119424
2146,0.024434408
2147,0.045124834
2148,0.125718971
2149,0.083944015
2150,0.0587214
2151,0.045518938
2152,0.062662434
2153,0.055568573
2154,0.073303224
2155,0.095373012
2156,0.069953346
2157,0.077835413
2158,0.070741552
2159,0.060888969
2160,0.056553832
2161,0.080002981
2162,0.123748454
2163,0.162173531
2164,0.222668396
2165,0.171829063
2166,0.186607939
2167,0.368486638
2168,0.240403047
2169,0.271931316
2170,1.002993041
2171,0.689680873
2172,0.405926457
2173,0.273901833
2174,0.210845296
2175,0.174587787
2176,0.148182862
2177,0.191731283
2178,0.220697879
2179,0.174784838
2180,0.143453622
2181,0.125718971
2182,0.114289973
2183,0.114684077
2184,0.144832983
2185,0.264049249
2186,0.236462014
2187,0.17734651
2188,0.15035043
2189,0.128674746
2190,0.10916663
2191,0.091234927
2192,0.082367601
2193,0.083155808
2194,0.080200033
2195,0.121580885
2196,0.220697879
2197,0.131827573
2198,0.11980742
2199,0.105422648
2200,0.092023134
2201,0.085914532
2202,0.080002981
2203,0.081185291
2204,0.08098824
2205,0.073697328
2206,0.069953346
2207,0.067588726
2208,0.065421157
2209,0.073697328
2210,0.344840437
2211,0.220697879
2212,0.129068849
2213,0.104437389
2214,0.092023134
2215,0.087096842
2216,0.084929273
2217,0.073894379
2218,0.202963228
2219,0.128674746
2220,0.104831493
2221,0.086505687
2222,0.075470793
2223,0.072120914
2224,0.081579395
2225,0.093402495
2226,0.078820671
2227,0.072515018
2228,0.069559242
2229,0.066406416
2230,0.064435899
2231,0.064830002
2232,0.067391674
2233,0.063844744
2234,0.061480124
2235,0.06108602
2236,0.060297813
2237,0.060297813
2238,0.060297813
2239,0.059115503
2240,0.055568573
2241,0.054189211
2242,0.054189211
2243,0.052021643
2244,0.052612798
2245,0.051036385
2246,0.050051126
2247,0.048868816
2248,0.047095351
2249,0.045518938
2250,0.043942524
2251,0.042760214
2252,0.045124834
2253,0.045321886
2254,0.051036385
2255,0.055371522
2256,0.048671764
2257,0.045913041
2258,0.045518938
2259,0.045913041
2260,0.050051126
2261,0.070347449
2262,0.113501767
2263,0.090840824
2264,0.08689979
2265,0.120595627
2266,0.111137146
2267,0.119019214
2268,0.148576965
2269,0.127098332
2270,0.09399365
2271,0.090052617
2272,0.089067358
2273,0.082367601
2274,0.076653103
2275,0.077047206
2276,0.121580885
2277,0.334987853
2278,0.344840437
2279,0.236462014
2280,0.196854626
2281,0.184046267
2282,0.210845296
2283,0.220697879
2284,0.350751987
2285,0.68573984
2286,0.673916739
2287,0.423661108
2288,0.372427672
2289,0.334987853
2290,0.319223718
2291,0.329076302
2292,0.382280255
2293,0.380309739
2294,0.334987853
2295,0.303459584
2296,0.271931316
2297,0.22660943
2298,0.194095903
2299,0.17971113
2300,0.161385324
2301,0.161188273
2302,0.378339222
2303,0.354693021
2304,0.258137698
2305,0.208874779
2306,0.174784838
2307,0.153109154
2308,0.132812831
2309,0.125127816
2310,0.115866387
2311,0.106999061
2312,0.096949426
2313,0.121974989
2314,0.105225596
2315,0.086702738
2316,0.075667844
2317,0.065421157
2318,0.062465382
2319,0.063647692
2320,0.059706658
2321,0.056553832
2322,0.054386263
2323,0.050051126
2324,0.046701248
2325,0.041380852
2326,0.035863405
2327,0.034878147
2328,0.033301734
2329,0.029951855
2330,0.030148907
2331,0.029557752
2332,0.026207873
2333,0.024434408
2334,0.024237356
2335,0.022660943
2336,0.02108453
2337,0.020493375
2338,0.01643411
2339,0.016079417
2340,0.018384922
2341,0.016867624
2342,0.016847918
2343,0.045715989
2344,0.279813383
2345,0.301489067
2346,0.140497846
2347,0.075864896
2348,0.047686506
2349,0.03290763
2350,0.026404925
2351,0.024434408
2352,0.026799028
2353,0.020493375
2354,0.016690277
2355,0.014897107
2356,0.012906885
2357,0.023252098
2358,0.03408994
2359,0.02699608
2360,0.02108453
2361,0.01647352
2362,0.013892143
2363,0.037636871
2364,0.077244258
2365,0.044730731
2366,0.034681095
2367,0.029163648
2368,0.027193132
2369,0.020690426
2370,0.090052617
2371,0.178134717
2372,0.103058028
2373,0.082564653
2374,0.100102252
2375,0.112910612
2376,0.05990371
2377,0.037242767
2378,0.027193132
2379,0.022069788
2380,0.019606642
2381,0.017301137
2382,0.097737632
2383,0.055962677
2384,0.030345958
2385,0.022660943
2386,0.019094308
2387,0.017379958
2388,0.013675386
2389,0.012079268
2390,0.012335435
2391,0.01349804
2392,0.012256614
2393,0.010759022
2394,0.009813174
2395,0.009103788
2396,0.008473222
2397,0.008414107
2398,0.009084082
2399,0.009478186
2400,0.00995111
2401,0.020296323
2402,0.02344915
2403,0.023646201
2404,0.015882365
2405,0.011961037
2406,0.009438775
2407,0.013320693
2408,0.014168016
2409,0.01170487
2410,0.010207277
2411,0.009359955
2412,0.009103788
2413,0.008887031
2414,0.014798581
2415,0.021675685
2416,0.016040007
2417,0.012946295
2418,0.011448702
2419,0.011409292
2420,0.010207277
2421,0.009182608
2422,0.008315581
2423,0.007527374
2424,0.007152976
2425,0.006916514
2426,0.006896809
2427,0.006936219
2428,0.006620936
2429,0.006364769
2430,0.006128307
2431,0.006029781
2432,0.005970666
2433,0.005793319
2434,0.005478037
2435,0.005202164
2436,0.005024818
2437,0.004808061
2438,0.00465042
2439,0.004394252
2440,0.004059265
2441,0.003941034
2442,0.003901623
2443,0.003822803
2444,0.004591304
2445,0.008532338
2446,0.007744131
2447,0.007606195
2448,0.009064377
2449,0.010108751
2450,0.008650569
2451,0.007290912
2452,0.006522411
2453,0.006069192
2454,0.005635678
2455,0.005162754
2456,0.004926292
2457,0.004926292
2458,0.004808061
2459,0.004748945
2460,0.004670125
2461,0.004630714
2462,0.004532189
2463,0.004473073
2464,0.022660943
2465,0.028572493
2466,0.019291359
2467,0.014995633
2468,0.012729538
2469,0.01113342
2470,0.009911699
2471,0.0087688
2472,0.017281432
2473,0.017596715
2474,0.013557155
2475,0.010502854
2476,0.009261429
2477,0.008157939
2478,0.007921477
2479,0.007468259
2480,0.00705445
2481,0.00701504
2482,0.00701504
2483,0.006896809
2484,0.006916514
2485,0.00701504
2486,0.007113566
2487,0.00701504
2488,0.00701504
2489,0.007231797
2490,0.006995335
2491,0.006857398
2492,0.008473222
2493,0.029557752
2494,0.026010822
2495,0.01765583
2496,0.013734502
2497,0.011823101
2498,0.010818137
2499,0.010325508
2500,0.009852584
2501,0.009635827
2502,0.00937966
2503,0.012867475
2504,0.014443888
2505,0.008039708
2506,0.009931405
2507,0.013872438
2508,0.015527672
2509,0.016985855
2510,0.015054748
2511,0.012138383
2512,0.010542265
2513,0.00995111
2514,0.010148161
2515,0.041380852
2516,0.057144987
2517,0.039410336
2518,0.02817839
2519,0.022463891
2520,0.020099271
2521,0.019468706
2522,0.019212539
2523,0.019271654
2524,0.020099271
2525,0.018956371
2526,0.01765583
2527,0.022069788
2528,0.030740062
2529,0.030740062
2530,0.027587235
2531,0.024040305
2532,0.022069788
2533,0.020887478
2534,0.019902219
2535,0.018562268
2536,0.01704497
2537,0.016099122
2538,0.015330621
2539,0.01529121
2540,0.023055046
2541,0.024040305
2542,0.045518938
2543,0.063647692
2544,0.049854075
2545,0.037045715
2546,0.033301734
2547,0.032316475
2548,0.037242767
2549,0.153306206
2550,0.141877208
2551,0.095175961
2552,0.07980593
2553,0.077835413
2554,0.072120914
2555,0.066012312
2556,0.065224105
2557,0.077047206
2558,0.071135656
2559,0.060888969
2560,0.053203953
2561,0.045124834
2562,0.040592646
2563,0.037833922
2564,0.035863405
2565,0.035666354
2566,0.082958756
2567,0.309371135
2568,0.204933745
2569,0.196460523
2570,0.125718971
2571,0.08689979
2572,0.097343529
2573,0.119413317
2574,0.098919942
2575,0.080594136
2576,0.069362191
2577,0.060297813
2578,0.052415746
2579,0.048671764
2580,0.046110093
2581,0.044139576
2582,0.044730731
2583,0.051233436
2584,0.049657023
2585,0.047686506
2586,0.045321886
2587,0.044927783
2588,0.048671764
2589,0.051824591
2590,0.058327297
2591,0.120201524
2592,0.126704229
2593,0.105422648
2594,0.089461462
2595,0.079608878
2596,0.071923862
2597,0.068376932
2598,0.068771036
2599,0.061283072
2600,0.054386263
2601,0.054583315
2602,0.050248178
2603,0.061480124
2604,0.186607939
2605,0.183849216
2606,0.126310126
2607,0.106407906
2608,0.131039366
2609,0.142271312
2610,0.114092922
2611,0.128280642
2612,0.705445007
2613,0.5753909
2614,0.313312168
2615,0.220697879
2616,0.17734651
2617,0.145227087
2618,0.169858546
2619,0.195081161
2620,0.156261981
2621,0.132812831
2622,0.119413317
2623,0.109363681
2624,0.103058028
2625,0.097146477
2626,0.093402495
2627,0.120004472
2628,0.118428059
2629,0.105225596
2630,0.096358271
2631,0.188972559
2632,0.28769545
2633,0.234491497
2634,0.188184353
2635,0.148971069
2636,0.126901281
2637,0.120792679
2638,0.120595627
2639,0.114881128
2640,0.106604958
2641,0.108575475
2642,0.122763195
2643,0.108575475
2644,0.124142557
2645,0.218727363
2646,0.163749944
2647,0.131039366
2648,0.117048697
2649,0.111728301
2650,0.117245748
2651,0.11153125
2652,0.10798432
2653,0.103255079
2654,0.138724381
2655,0.311341651
2656,0.220697879
2657,0.162370583
2658,0.134192193
2659,0.131039366
2660,0.13734502
2661,0.11862511
2662,0.105028544
2663,0.095570064
2664,0.0880821
2665,0.081382343
2666,0.077244258
2667,0.068573984
2668,0.062465382
2669,0.062662434
2670,0.074288483
2671,0.066209364
2672,0.059706658
2673,0.064238847
2674,0.077638361
2675,0.067982829
2676,0.063253589
2677,0.06463295
2678,0.0587214
2679,0.05990371
2680,0.08098824
2681,0.079017723
2682,0.076850154
2683,0.095964167
2684,0.105028544
2685,0.094978909
2686,0.079017723
2687,0.066800519
2688,0.061874227
2689,0.055371522
2690,0.050839333
2691,0.053598056
2692,0.050642281
2693,0.043942524
2694,0.040986749
2695,0.039213284
2696,0.03645456
2697,0.042366111
2698,0.040789697
2699,0.038425077
2700,0.03408994
2701,0.037242767
2702,0.039213284
2703,0.033104682
2704,0.028572493
2705,0.02581377
2706,0.023252098
2707,0.027981338
2708,0.0293607
2709,0.024040305
2710,0.021675685
2711,0.019705168
2712,0.018404627
2713,0.01937018
2714,0.045715989
2715,0.034484044
2716,0.026601977
2717,0.021872736
2718,0.019192833
2719,0.017695241
2720,0.018306101
2721,0.017833177
2722,0.019015487
2723,0.016670572
2724,0.013892143
2725,0.011231946
2726,0.009675237
2727,0.008926441
2728,0.008552043
2729,0.008177645
2730,0.007566784
2731,0.007192386
2732,0.006778578
2733,0.006423885
2734,0.006246538
2735,0.006029781
2736,0.006660347
2737,0.006857398
2738,0.006029781
2739,0.005950961
2740,0.005852435
2741,0.005379511
2742,0.005182459
2743,0.005182459
2744,0.004926292
2745,0.004768651
2746,0.004945997
2747,0.005064228
2748,0.005162754
2749,0.005044523
2750,0.004532189
2751,0.003881918
2752,0.004039559
2753,0.004177496
2754,0.003743982
2755,0.003487815
2756,0.003389289
2757,0.00293607
2758,0.002581377
2759,0.002502556
2760,0.00232521
2761,0.002226684
2762,0.002009927
2763,0.001694644
2764,0.001615824
2765,0.001379362
2766,0.001320246
2767,0.002246389
2768,0.002581377
2769,0.002522261
2770,0.002187274
2771,0.003014891
2772,0.002620787
2773,0.002187274
2774,0.001832581
2775,0.001655234
2776,0.001438477
2777,0.00122172
2778,0.001202015
2779,0.001399067
2780,0.001615824
2781,0.001241426
2782,0.001576413
2783,0.00468983
2784,0.002758723
2785,0.002522261
2786,0.002660198
2787,0.002384325
2788,0.00240403
2789,0.002344915
2790,0.002049337
2791,0.004630714
2792,0.00407897
2793,0.003645456
2794,0.003074006
2795,0.002876954
2796,0.002601082
2797,0.002384325
2798,0.002246389
2799,0.001871991
2800,0.001812875
2801,0.001950812
2802,0.002009927
2803,0.001832581
2804,0.001674939
2805,0.001497593
2806,0.00171435
2807,0.002226684
2808,0.002305505
2809,0.002128158
2810,0.001812875
2811,0.001950812
2812,0.001694644
2813,0.001576413
2814,0.001379362
2815,0.00122172
2816,0.00122172
2817,0.00122172
2818,0.001261131
2819,0.002463146
2820,0.00232521
2821,0.001931106
2822,0.00171435
2823,0.001576413
2824,0.002009927
2825,0.00175376
2826,0.001497593
2827,0.001990222
2828,0.001990222
2829,0.001871991
2830,0.00175376
2831,0.002522261
2832,0.002522261
2833,0.002463146
2834,0.002226684
2835,0.002029632
2836,0.002069043
2837,0.002147863
2838,0.001990222
2839,0.002837544
2840,0.00346811
2841,0.002916365
2842,0.00293607
2843,0.003074006
2844,0.00297548
2845,0.002817839
2846,0.002837544
2847,0.002857249
2848,0.004138085
2849,0.004236611
2850,0.003803097
2851,0.029951855
2852,0.113304715
2853,0.055962677
2854,0.031331217
2855,0.021281581
2856,0.015547377
2857,0.013340399
2858,0.034286992
2859,0.033498785
2860,0.026010822
2861,0.022069788
2862,0.018483447
2863,0.017261727
2864,0.016158238
2865,0.015133569
2866,0.014857697
2867,0.014424183
2868,0.017596715
2869,0.012197499
2870,0.011980742
2871,0.012256614
2872,0.012414256
2873,0.011941332
2874,0.011428997
2875,0.011409292
2876,0.015389736
2877,0.038819181
2878,0.035666354
2879,0.035666354
2880,0.030345958
2881,0.033104682
2882,0.032316475
2883,0.027193132
2884,0.02581377
2885,0.049854075
2886,0.044139576
2887,0.033498785
2888,0.02344915
2889,0.019705168
2890,0.022857995
2891,0.055568573
2892,0.283754416
2893,0.224638913
2894,0.126310126
2895,0.088476203
2896,0.069953346
2897,0.0587214
2898,0.05517447
2899,0.053795108
2900,0.049854075
2901,0.043745473
2902,0.037636871
2903,0.043745473
2904,0.046898299
2905,0.044927783
2906,0.040592646
2907,0.037636871
2908,0.039410336
2909,0.051036385
2910,0.071332707
2911,0.075667844
2912,0.058327297
2913,0.049657023
2914,0.045321886
2915,0.058327297
2916,0.089658514
2917,0.072120914
2918,0.090249669
2919,0.120004472
2920,0.095964167
2921,0.094978909
2922,0.078032465
2923,0.082761705
2924,0.072515018
2925,0.08335286
2926,0.297548034
2927,0.273901833
2928,0.178134717
2929,0.125127816
2930,0.104240338
2931,0.100890459
2932,0.088673255
2933,0.120201524
2934,0.208874779
2935,0.311341651
2936,0.214786329
2937,0.157641342
2938,0.128280642
2939,0.111137146
2940,0.11034894
2941,0.107196113
2942,0.106013803
2943,0.104043286
2944,0.119019214
2945,0.133403986
2946,0.141286053
2947,0.143453622
2948,0.148971069
2949,0.171040857
2950,0.1761642
2951,0.137542071
2952,0.112122405
2953,0.094978909
2954,0.090643772
2955,0.083944015
2956,0.076258999
2957,0.070347449
2958,0.069362191
2959,0.068376932
2960,0.066997571
2961,0.074879638
2962,0.085323377
2963,0.086111583
2964,0.085520428
2965,0.07980593
2966,0.081776446
2967,0.077638361
2968,0.073894379
2969,0.077244258
2970,0.070741552
2971,0.069559242
2972,0.094190702
2973,0.126901281
2974,0.115275232
2975,0.109757785
2976,0.149562224
2977,0.297548034
2978,0.478835578
2979,0.516275397
2980,0.333017336
2981,0.23843253
2982,0.202963228
2983,0.182863957
2984,0.145818242
2985,0.11862511
2986,0.103255079
2987,0.097737632
2988,0.097540581
2989,0.102269821
2990,0.101481614
2991,0.09162903
2992,0.08098824
2993,0.074485534
2994,0.071135656
2995,0.071332707
2996,0.081382343
2997,0.09162903
2998,0.084732222
2999,0.077441309
3000,0.073697328
3001,0.074485534
3002,0.084141067
3003,0.093008392
3004,0.081579395
3005,0.076258999
3006,0.074879638
3007,0.078229516
3008,0.105422648
3009,0.180105234
3010,0.336958369
3011,0.313312168
3012,0.252226148
3013,0.295577517
3014,0.285724933
3015,0.319223718
3016,0.563567799
3017,0.815793947
3018,0.675887256
3019,1.026639243
3020,0.63056537
3021,0.392132839
3022,0.295577517
3023,0.242373564
3024,0.200992712
3025,0.17852882
3026,0.146015293
3027,0.120398575
3028,0.105816751
3029,0.094978909
3030,0.092023134
3031,0.073500276
3032,0.069756294
3033,0.094190702
3034,0.130842314
3035,0.10798432
3036,0.085126325
3037,0.074485534
3038,0.133206934
3039,0.146409397
3040,0.11034894
3041,0.084732222
3042,0.071135656
3043,0.064041795
3044,0.071726811
3045,0.073303224
3046,0.058918452
3047,0.068968087
3048,0.200992712
3049,0.180499337
3050,0.126113074
3051,0.094387754
3052,0.076061948
3053,0.065224105
3054,0.056947935
3055,0.053203953
3056,0.218727363
3057,0.273901833
3058,0.206904262
3059,0.127295384
3060,0.086111583
3061,0.076456051
3062,0.067391674
3063,0.052021643
3064,0.048277661
3065,0.057342038
3066,0.050642281
3067,0.046307144
3068,0.506422813
3069,0.545833148
3070,0.279813383
3071,0.188381404
3072,0.161779428
3073,0.155079671
3074,0.200992712
3075,0.142271312
3076,0.105816751
3077,0.08926441
3078,0.099708149
3079,0.216756846
3080,0.354693021
3081,0.22660943
3082,0.163552893
3083,0.120201524
3084,0.089461462
3085,0.069756294
3086,0.055962677
3087,0.046898299
3088,0.040789697
3089,0.037833922
3090,0.072909121
3091,0.069756294
3092,0.066603467
3093,0.103649183
3094,0.086505687
3095,0.067785777
3096,0.046504196
3097,0.041380852
3098,0.037833922
3099,0.039410336
3100,0.036257509
3101,0.043351369
3102,0.039016232
3103,0.034484044
3104,0.053598056
3105,0.055371522
3106,0.046307144
3107,0.03408994
3108,0.027193132
3109,0.02344915
3110,0.028375442
3111,0.035469302
3112,0.046898299
3113,0.034286992
3114,0.030937113
3115,0.029163648
3116,0.03054301
3117,0.03172532
3118,0.036651612
3119,0.034681095
3120,0.029951855
3121,0.022660943
3122,0.018916961
3123,0.01590207
3124,0.016867624
3125,0.014443888
3126,0.01174428
3127,0.025616718
3128,0.066800519
3129,0.046504196
3130,0.037636871
3131,0.032316475
3132,0.025616718
3133,0.020887478
3134,0.017498189
3135,0.015330621
3136,0.016808508
3137,0.020296323
3138,0.017439074
3139,0.019547526
3140,0.028375442
3141,0.021478633
3142,0.019646052
3143,0.017104086
3144,0.016690277
3145,0.015074453
3146,0.013695092
3147,0.012985706
3148,0.011251651
3149,0.010128456
3150,0.009123493
3151,0.008670274
3152,0.008335286
3153,0.008433812
3154,0.007941183
3155,0.006995335
3156,0.006384474
3157,0.007133271
3158,0.00701504
3159,0.006739167
3160,0.006226833
3161,0.006246538
3162,0.005576562
3163,0.005241575
3164,0.005143049
3165,0.004847471
3166,0.004512483
3167,0.004098675
3168,0.009557006
3169,0.014503004
3170,0.009872289
3171,0.010286098
3172,0.107590216
3173,0.106604958
3174,0.058918452
3175,0.035666354
3176,0.025222615
3177,0.019508116
3178,0.0141089
3179,0.011350177
3180,0.015567083
3181,0.05990371
3182,0.025222615
3183,0.017360253
3184,0.014463593
3185,0.014030079
3186,0.014916812
3187,0.012453666
3188,0.010778727
3189,0.009576712
3190,0.008315581
3191,0.007448553
3192,0.007034745
3193,0.006620936
3194,0.005852435
3195,0.005655383
3196,0.005773614
3197,0.005418921
3198,0.005143049
3199,0.004886882
3200,0.004965702
3201,0.006325359
3202,0.007231797
