JDAY	WSE
2138	119.06
2139	119.06
2140	119.06
2141	119.05
2142	119.05
2143	119.05
2144	119.05
2145	119.05
2146	119.05
2147	119.05
2148	119.10
2149	119.08
2150	119.05
2151	119.02
2152	119.00
2153	119.01
2154	119.02
2155	119.04
2156	119.02
2157	119.04
2158	119.02
2159	118.99
2160	118.97
2161	118.95
2162	118.92
2163	118.96
2164	119.00
2165	119.03
2166	119.09
2167	119.14
2168	119.16
2169	119.16
2170	119.27
2171	119.38
2172	119.42
2173	119.41
2174	119.37
2175	119.33
2176	119.29
2177	119.26
2178	119.20
2179	119.16
2180	119.11
2181	119.07
2182	119.04
2183	119.00
2184	118.98
2185	118.98
2186	118.99
2187	118.98
2188	118.99
2189	118.99
2190	118.99
2191	118.98
2192	118.97
2193	118.95
2194	118.94
2195	118.96
2196	118.97
2197	118.97
2198	118.97
2199	118.95
2200	118.96
2201	118.97
2202	118.98
2203	118.99
2204	119.01
2205	119.01
2206	119.02
2207	119.03
2208	119.04
2209	119.02
2210	119.06
2211	119.09
2212	119.09
2213	119.07
2214	119.04
2215	119.01
2216	118.98
2217	118.95
2218	118.93
2219	118.91
2220	118.87
2221	118.83
2222	118.78
2223	118.74
2224	118.72
2225	118.69
2226	118.66
2227	118.61
2228	118.56
2229	118.51
2230	118.47
2231	118.45
2232	118.41
2233	118.37
2234	118.34
2235	118.32
2236	118.29
2237	118.28
2238	118.26
2239	118.23
2240	118.20
2241	118.18
2242	118.15
2243	118.12
2244	118.10
2245	118.07
2246	118.04
2247	118.02
2248	117.99
2249	117.98
2250	117.99
2251	118.00
2252	118.00
2253	118.00
2254	118.02
2255	118.02
2256	118.04
2257	118.04
2258	118.03
2259	118.03
2260	118.02
2261	118.02
2262	118.02
2263	118.03
2264	118.05
2265	118.07
2266	118.09
2267	118.09
2268	118.10
2269	118.10
2270	118.10
2271	118.09
2272	118.09
2273	118.07
2274	118.06
2275	118.03
2276	117.99
2277	118.00
2278	118.05
2279	118.08
2280	118.09
2281	118.10
2282	118.10
2283	118.11
2284	118.13
2285	118.23
2286	118.35
2287	118.41
2288	118.46
2289	118.50
2290	118.57
2291	118.60
2292	118.66
2293	118.72
2294	118.75
2295	118.79
2296	118.82
2297	118.83
2298	118.84
2299	118.85
2300	118.86
2301	118.86
2302	118.92
2303	118.96
2304	118.97
2305	118.96
2306	118.95
2307	118.92
2308	118.90
2309	118.88
2310	118.89
2311	118.91
2312	118.92
2313	118.93
2314	118.94
2315	118.94
2316	118.95
2317	118.96
2318	118.96
2319	118.97
2320	118.99
2321	119.01
2322	119.02
2323	119.02
2324	119.01
2325	119.01
2326	119.00
2327	118.99
2328	118.98
2329	118.97
2330	118.98
2331	119.00
2332	119.01
2333	119.02
2334	119.02
2335	119.03
2336	119.03
2337	119.03
2338	119.04
2339	119.03
2340	119.03
2341	119.02
2342	119.02
2343	119.06
2344	119.10
2345	119.12
2346	119.12
2347	119.11
2348	119.09
2349	119.06
2350	119.04
2351	119.04
2352	119.06
2353	119.06
2354	119.06
2355	119.04
2356	119.03
2357	119.04
2358	119.06
2359	119.08
2360	119.08
2361	119.06
2362	119.06
2363	119.10
2364	119.12
2365	119.14
2366	119.12
2367	119.10
2368	119.07
2369	119.05
2370	119.07
2371	119.09
2372	119.11
2373	119.09
2374	119.09
2375	119.09
2376	119.09
2377	119.09
2378	119.09
2379	119.08
2380	119.06
2381	119.05
2382	119.09
2383	119.10
2384	119.09
2385	119.09
2386	119.07
2387	119.03
2388	119.02
2389	119.02
2390	119.03
2391	119.04
2392	119.05
2393	119.04
2394	119.02
2395	119.01
2396	119.01
2397	119.01
2398	119.01
2399	119.02
2400	119.02
2401	119.02
2402	119.02
2403	119.02
2404	119.02
2405	119.02
2406	119.02
2407	119.02
2408	119.03
2409	119.03
2410	119.03
2411	119.03
2412	119.02
2413	119.02
2414	119.01
2415	119.05
2416	119.05
2417	119.05
2418	119.03
2419	119.04
2420	119.04
2421	119.03
2422	119.03
2423	119.03
2424	119.02
2425	119.02
2426	119.03
2427	119.04
2428	119.04
2429	119.04
2430	119.04
2431	119.03
2432	119.03
2433	119.03
2434	119.03
2435	119.03
2436	119.02
2437	119.01
2438	119.00
2439	119.00
2440	119.00
2441	119.00
2442	118.99
2443	118.98
2444	118.98
2445	119.02
2446	119.03
2447	119.03
2448	119.04
2449	119.04
2450	119.04
2451	119.04
2452	119.03
2453	119.03
2454	119.03
2455	119.03
2456	119.02
2457	119.02
2458	119.02
2459	119.02
2460	119.02
2461	119.02
2462	119.01
2463	118.98
2464	118.95
2465	118.97
2466	118.93
2467	118.94
2468	118.94
2469	118.94
2470	118.94
2471	118.94
2472	118.94
2473	118.94
2474	118.95
2475	118.95
2476	118.95
2477	118.95
2478	118.97
2479	118.97
2480	118.94
2481	118.93
2482	118.93
2483	118.92
2484	118.92
2485	118.93
2486	118.94
2487	118.95
2488	118.95
2489	118.97
2490	118.98
2491	118.98
2492	118.98
2493	119.02
2494	118.99
2495	118.99
2496	119.00
2497	119.01
2498	119.02
2499	119.03
2500	119.03
2501	119.02
2502	119.01
2503	119.01
2504	119.02
2505	119.03
2506	119.03
2507	119.04
2508	119.04
2509	119.04
2510	119.04
2511	119.04
2512	119.03
2513	119.04
2514	119.03
2515	119.05
2516	119.06
2517	119.06
2518	119.06
2519	119.05
2520	119.05
2521	119.03
2522	119.03
2523	119.02
2524	119.01
2525	118.98
2526	118.98
2527	118.98
2528	118.99
2529	118.96
2530	119.00
2531	119.02
2532	119.05
2533	119.08
2534	119.10
2535	119.14
2536	119.16
2537	119.19
2538	119.22
2539	119.23
2540	119.23
2541	119.19
2542	119.16
2543	119.14
2544	119.10
2545	119.07
2546	119.05
2547	119.00
2548	118.98
2549	118.99
2550	119.03
2551	119.03
2552	119.13
2553	119.16
2554	119.16
2555	119.16
2556	119.14
2557	119.11
2558	119.09
2559	119.06
2560	119.03
2561	119.01
2562	118.97
2563	118.95
2564	118.97
2565	119.02
2566	119.06
2567	119.12
2568	119.18
2569	119.24
2570	119.29
2571	119.28
2572	119.27
2573	119.26
2574	119.24
2575	119.23
2576	119.20
2577	119.17
2578	119.14
2579	119.15
2580	119.18
2581	119.20
2582	119.17
2583	119.14
2584	119.16
2585	119.19
2586	119.23
2587	119.26
2588	119.28
2589	119.26
2590	119.23
2591	119.22
2592	119.22
2593	119.26
2594	119.30
2595	119.33
2596	119.32
2597	119.29
2598	119.27
2599	119.23
2600	119.20
2601	119.17
2602	119.14
2603	119.11
2604	119.09
2605	119.09
2606	119.06
2607	119.04
2608	119.02
2609	119.01
2610	118.98
2611	118.98
2612	119.04
2613	119.11
2614	119.14
2615	119.16
2616	119.16
2617	119.15
2618	119.16
2619	119.16
2620	119.16
2621	119.15
2622	119.14
2623	119.12
2624	119.11
2625	119.10
2626	119.09
2627	119.12
2628	119.15
2629	119.17
2630	119.19
2631	119.23
2632	119.27
2633	119.30
2634	119.31
2635	119.31
2636	119.30
2637	119.31
2638	119.30
2639	119.28
2640	119.25
2641	119.22
2642	119.19
2643	119.16
2644	119.12
2645	119.14
2646	119.12
2647	119.10
2648	119.08
2649	119.05
2650	119.03
2651	119.01
2652	119.00
2653	118.99
2654	118.99
2655	119.02
2656	119.05
2657	119.06
2658	119.06
2659	119.05
2660	119.05
2661	119.05
2662	119.04
2663	119.02
2664	119.01
2665	118.99
2666	118.98
2667	118.96
2668	118.97
2669	118.96
2670	119.00
2671	119.03
2672	119.04
2673	119.01
2674	119.00
2675	118.98
2676	118.95
2677	118.89
2678	118.85
2679	118.80
2680	118.77
2681	118.73
2682	118.70
2683	118.67
2684	118.63
2685	118.60
2686	118.56
2687	118.52
2688	118.49
2689	118.45
2690	118.42
2691	118.39
2692	118.35
2693	118.33
2694	118.33
2695	118.34
2696	118.35
2697	118.38
2698	118.42
2699	118.45
2700	118.48
2701	118.52
2702	118.55
2703	118.56
2704	118.59
2705	118.62
2706	118.64
2707	118.68
2708	118.71
2709	118.73
2710	118.75
2711	118.77
2712	118.79
2713	118.81
2714	118.87
2715	118.90
2716	118.92
2717	118.94
2718	118.93
2719	118.93
2720	118.95
2721	118.97
2722	118.95
2723	118.95
2724	118.95
2725	118.95
2726	118.95
2727	118.96
2728	118.96
2729	118.96
2730	118.96
2731	118.96
2732	118.96
2733	118.96
2734	118.96
2735	118.95
2736	118.95
2737	118.97
2738	118.97
2739	118.97
2740	118.96
2741	118.95
2742	118.95
2743	118.95
2744	118.96
2745	118.95
2746	118.95
2747	118.96
2748	118.97
2749	118.98
2750	118.98
2751	118.98
2752	118.97
2753	118.98
2754	118.97
2755	118.97
2756	118.97
2757	118.96
2758	118.95
2759	118.95
2760	118.94
2761	118.94
2762	118.95
2763	118.95
2764	118.95
2765	118.95
2766	118.95
2767	118.97
2768	119.00
2769	119.01
2770	119.03
2771	119.05
2772	119.07
2773	119.06
2774	119.05
2775	119.05
2776	119.05
2777	119.05
2778	119.04
2779	119.03
2780	119.05
2781	119.04
2782	119.04
2783	119.06
2784	119.07
2785	119.06
2786	119.08
2787	119.08
2788	119.07
2789	119.06
2790	119.05
2791	119.08
2792	119.08
2793	119.07
2794	119.06
2795	119.05
2796	119.05
2797	119.05
2798	119.04
2799	119.03
2800	119.02
2801	119.02
2802	119.02
2803	119.01
2804	119.01
2805	119.01
2806	119.01
2807	119.02
2808	119.02
2809	119.03
2810	119.02
2811	119.02
2812	119.02
2813	119.02
2814	119.01
2815	119.01
2816	119.01
2817	119.01
2818	119.01
2819	119.02
2820	119.03
2821	119.04
2822	119.05
2823	119.05
2824	119.06
2825	119.06
2826	119.06
2827	119.06
2828	119.06
2829	119.05
2830	119.05
2831	119.06
2832	119.07
2833	119.08
2834	119.03
2835	118.98
2836	118.94
2837	118.93
2838	118.93
2839	118.95
2840	118.96
2841	118.96
2842	118.96
2843	118.96
2844	118.96
2845	118.96
2846	118.96
2847	118.96
2848	118.97
2849	118.97
2850	118.97
2851	118.97
2852	119.09
2853	119.07
2854	119.04
2855	119.03
2856	119.02
2857	119.01
2858	119.03
2859	119.04
2860	119.04
2861	119.04
2862	119.04
2863	119.04
2864	119.03
2865	119.03
2866	119.04
2867	119.04
2868	119.04
2869	119.04
2870	119.03
2871	119.03
2872	119.03
2873	119.02
2874	119.02
2875	119.02
2876	119.02
2877	119.05
2878	119.05
2879	119.06
2880	119.06
2881	119.07
2882	119.07
2883	119.07
2884	119.06
2885	119.06
2886	119.08
2887	119.08
2888	119.09
2889	119.09
2890	119.08
2891	119.10
2892	119.16
2893	119.17
2894	119.15
2895	119.12
2896	119.08
2897	119.08
2898	119.06
2899	119.04
2900	119.04
2901	119.04
2902	119.04
2903	119.05
2904	119.05
2905	119.05
2906	119.02
2907	119.00
2908	119.01
2909	119.02
2910	119.02
2911	119.02
2912	119.02
2913	119.03
2914	119.03
2915	119.04
2916	119.06
2917	119.07
2918	119.08
2919	119.09
2920	119.08
2921	119.09
2922	119.06
2923	119.04
2924	119.03
2925	119.04
2926	119.09
2927	119.14
2928	119.14
2929	119.13
2930	119.12
2931	119.11
2932	119.09
2933	119.08
2934	119.08
2935	119.08
2936	119.09
2937	119.08
2938	119.07
2939	119.05
2940	119.05
2941	119.04
2942	119.03
2943	119.01
2944	119.00
2945	118.99
2946	119.01
2947	119.00
2948	118.99
2949	119.01
2950	119.03
2951	119.04
2952	119.05
2953	119.06
2954	119.06
2955	119.07
2956	119.08
2957	119.09
2958	119.09
2959	119.09
2960	119.08
2961	119.07
2962	119.05
2963	119.06
2964	119.03
2965	119.02
2966	119.02
2967	119.00
2968	118.98
2969	118.95
2970	118.94
2971	118.91
2972	118.89
2973	118.88
2974	118.86
2975	118.86
2976	118.84
2977	118.84
2978	118.87
2979	118.93
2980	118.97
2981	118.99
2982	119.00
2983	119.02
2984	119.02
2985	119.01
2986	119.00
2987	118.99
2988	119.01
2989	119.05
2990	119.08
2991	119.10
2992	119.09
2993	119.07
2994	119.05
2995	119.04
2996	119.06
2997	119.05
2998	119.03
2999	119.05
3000	119.08
3001	119.10
3002	119.12
3003	119.15
3004	119.17
3005	119.19
3006	119.21
3007	119.22
3008	119.23
3009	119.29
3010	119.33
3011	119.37
3012	119.40
3013	119.48
3014	119.52
3015	119.53
3016	119.54
3017	119.69
3018	119.76
3019	119.88
3020	120.03
3021	120.08
3022	120.11
3023	120.08
3024	120.05
3025	120.05
3026	120.05
3027	120.04
3028	120.02
3029	120.02
3030	120.00
3031	119.99
3032	119.99
3033	119.99
3034	120.01
3035	120.02
3036	120.01
3037	119.91
3038	119.91
3039	119.91
3040	119.89
3041	119.87
3042	119.86
3043	119.85
3044	119.84
3045	119.84
3046	119.81
3047	119.78
3048	119.79
3049	119.80
3050	119.78
3051	119.75
3052	119.73
3053	119.69
3054	119.66
3055	119.65
3056	119.68
3057	119.71
3058	119.73
3059	119.69
3060	119.69
3061	119.67
3062	119.62
3063	119.59
3064	119.58
3065	119.56
3066	119.54
3067	119.52
3068	119.56
3069	119.66
3070	119.68
3071	119.67
3072	119.66
3073	119.64
3074	119.62
3075	119.62
3076	119.60
3077	119.59
3078	119.59
3079	119.60
3080	119.66
3081	119.67
3082	119.66
3083	119.62
3084	119.60
3085	119.58
3086	119.54
3087	119.51
3088	119.47
3089	119.43
3090	119.42
3091	119.40
3092	119.37
3093	119.36
3094	119.34
3095	119.31
3096	119.27
3097	119.22
3098	119.19
3099	119.16
3100	119.12
3101	119.14
3102	119.15
3103	119.15
3104	119.16
3105	119.17
3106	119.17
3107	119.16
3108	119.15
3109	119.14
3110	119.12
3111	119.13
3112	119.13
3113	119.12
3114	119.11
3115	119.10
3116	119.09
3117	119.10
3118	119.10
3119	119.10
3120	119.09
3121	119.08
3122	119.08
3123	119.07
3124	119.05
3125	119.07
3126	119.07
3127	119.05
3128	119.09
3129	119.10
3130	119.09
3131	119.10
3132	119.09
3133	119.07
3134	119.05
3135	119.03
3136	119.03
3137	119.04
3138	119.03
3139	119.02
3140	119.04
3141	119.05
3142	119.03
3143	119.04
3144	119.02
3145	119.01
3146	118.99
3147	118.99
3148	119.00
3149	119.05
3150	119.11
3151	119.12
3152	119.09
3153	119.08
3154	119.08
3155	119.08
3156	119.06
3157	119.03
3158	119.03
3159	119.03
3160	119.02
3161	119.01
3162	118.99
3163	118.99
3164	118.98
3165	118.97
3166	118.97
3167	118.98
3168	118.98
3169	118.99
3170	118.98
3171	118.99
3172	118.99
3173	119.02
3174	119.15
3175	119.16
3176	119.16
3177	119.14
3178	119.14
3179	119.13
3180	119.12
3181	119.12
3182	119.12
3183	119.12
3184	119.11
3185	119.11
3186	119.11
3187	119.10
3188	119.09
3189	119.08
3190	119.07
3191	119.06
3192	119.05
3193	119.04
3194	119.02
3195	119.01
3196	119.00
3197	119.00
3198	118.99
3199	118.98
3200	118.98
3201	118.97
3202	118.97
3203	118.98
3204	118.99
3205	119.01
3206	119.01
3207	119.01
3208	119.02
3209	119.01
3210	119.01
3211	119.01
3212	119.01
3213	119.00
3214	118.99
3215	118.98
3216	118.98
3217	118.98
3218	118.98
3219	118.98
3220	119.04
3221	119.08
3222	119.14
3223	119.13
3224	119.12
3225	119.23
3226	119.36
3227	119.40
3228	119.40
3229	119.39
3230	119.37
3231	119.35
3232	119.34
3233	119.29
3234	119.27
3235	119.25
3236	119.22
3237	119.19
3238	119.16
3239	119.12
3240	119.10
3241	119.08
3242	119.05
3243	119.03
3244	119.00
3245	118.98
3246	118.97
3247	118.98
3248	118.99
3249	119.02
3250	119.04
3251	119.05
3252	119.05
3253	119.06
3254	119.05
3255	119.05
3256	119.05
3257	119.05
3258	119.05
3259	119.06
3260	119.06
3261	119.07
3262	119.10
3263	119.11
3264	119.13
3265	119.14
3266	119.17
3267	119.18
3268	119.18
3269	119.20
3270	119.21
3271	119.21
3272	119.21
3273	119.21
3274	119.20
3275	119.20
3276	119.19
3277	119.19
3278	119.19
3279	119.21
3280	119.23
3281	119.26
3282	119.27
3283	119.24
3284	119.24
3285	119.23
3286	119.22
3287	119.22
3288	119.22
3289	119.21
3290	119.20
3291	119.18
3292	119.16
3293	119.13
3294	119.10
3295	119.07
3296	119.04
3297	119.01
3298	118.97
3299	118.95
3300	119.03
3301	119.14
3302	119.17
3303	119.17
3304	119.16
3305	119.17
3306	119.15
3307	119.11
3308	119.07
3309	119.04
3310	119.01
3311	119.02
3312	119.02
3313	118.98
3314	118.95
3315	118.93
3316	118.91
3317	118.88
3318	118.85
3319	118.80
3320	118.78
3321	118.73
3322	118.69
3323	118.68
3324	118.66
3325	118.63
3326	118.64
3327	118.63
3328	118.62
3329	118.65
3330	118.74
3331	118.82
3332	118.86
3333	118.87
3334	118.88
3335	118.89
3336	118.91
3337	118.92
3338	118.94
3339	118.97
3340	118.99
3341	119.01
3342	119.01
3343	119.02
3344	119.03
3345	119.05
3346	119.05
3347	119.04
3348	119.03
3349	119.15
3350	119.21
3351	119.23
3352	119.22
3353	119.20
3354	119.23
3355	119.23
3356	119.21
3357	119.19
3358	119.17
3359	119.16
3360	119.17
3361	119.16
3362	119.14
3363	119.12
3364	119.10
3365	119.08
3366	119.06
3367	119.05
3368	119.04
3369	119.03
3370	119.02
3371	119.02
3372	119.02
3373	119.01
3374	119.00
3375	119.00
3376	119.02
3377	119.04
3378	119.05
3379	119.06
3380	119.06
3381	119.10
3382	119.13
3383	119.15
3384	119.20
3385	119.22
3386	119.22
3387	119.22
3388	119.22
3389	119.21
3390	119.20
3391	119.17
3392	119.16
3393	119.20
3394	119.31
3395	119.43
3396	119.37
3397	119.38
3398	119.35
3399	119.32
3400	119.29
3401	119.24
3402	119.21
3403	119.21
3404	119.21
3405	119.21
3406	119.19
3407	119.18
3408	119.16
3409	119.16
3410	119.13
3411	119.11
3412	119.10
3413	119.09
3414	119.10
3415	119.10
3416	119.09
3417	119.07
3418	119.05
3419	119.03
3420	119.02
3421	119.00
3422	118.98
3423	118.98
3424	119.01
3425	119.02
3426	119.03
3427	119.05
3428	119.06
3429	119.05
3430	119.05
3431	119.04
3432	119.02
3433	119.02
3434	119.04
3435	119.05
3436	119.06
3437	119.05
3438	119.04
3439	119.02
3440	119.02
3441	119.02
3442	119.03
3443	119.05
3444	119.03
3445	119.05
3446	119.03
3447	119.03
3448	119.04
3449	119.05
3450	119.04
3451	119.02
3452	119.00
3453	118.99
3454	118.99
3455	118.99
3456	118.98
3457	118.98
3458	118.98
3459	118.95
3460	118.92
3461	118.93
3462	118.96
3463	119.01
3464	119.05
3465	119.02
3466	119.04
3467	119.11
3468	119.12
3469	119.12
3470	119.12
3471	119.11
3472	119.09
3473	119.05
3474	119.04
3475	119.05
3476	119.04
3477	119.03
3478	119.01
3479	119.00
3480	118.99
3481	119.00
3482	119.01
3483	119.03
3484	119.03
3485	119.02
3486	119.10
3487	119.12
3488	119.11
3489	119.10
3490	119.10
3491	119.10
3492	119.09
3493	119.08
3494	119.08
3495	119.08
3496	119.07
3497	119.06
3498	119.05
3499	119.04
3500	119.06
3501	119.07
3502	119.05
3503	119.05
3504	119.09
3505	119.11
3506	119.10
3507	119.05
3508	119.07
3509	119.09
3510	119.12
3511	119.21
3512	119.24
3513	119.27
3514	119.34
3515	119.31
3516	119.28
3517	119.25
3518	119.24
3519	119.21
3520	119.19
3521	119.15
3522	119.13
3523	119.14
3524	119.13
3525	119.12
3526	119.11
3527	119.10
3528	119.09
3529	119.09
3530	119.09
3531	119.09
3532	119.08
3533	119.08
3534	119.07
3535	119.06
3536	119.05
3537	119.06
3538	119.07
3539	119.08
3540	119.08
3541	119.09
3542	119.08
3543	119.09
3544	119.09
3545	119.08
3546	119.07
3547	119.05
3548	119.05
3549	119.13
3550	119.15
3551	119.15
3552	119.16
3553	119.16
3554	119.13
3555	119.12
3556	119.17
3557	119.22
3558	119.26
3559	119.25
3560	119.22
3561	119.17
3562	119.10
3563	119.10
3564	119.12
3565	119.10
3566	119.10
3567	119.10
3568	119.11
3569	119.08
3570	119.07
3571	119.05
3572	119.12
3573	119.19
3574	119.22
3575	119.23
3576	119.22
3577	119.22
3578	119.19
3579	119.18
3580	119.18
3581	119.17
3582	119.17
3583	119.17
3584	119.18
3585	119.18
3586	119.17
3587	119.20
3588	119.23
3589	119.23
3590	119.21
3591	119.19
3592	119.16
3593	119.15
3594	119.28
3595	119.45
3596	119.51
3597	119.53
3598	119.58
3599	119.59
3600	119.58
3601	119.68
3602	119.74
3603	119.75
3604	119.76
3605	119.88
3606	119.91
3607	119.98
3608	120.02
3609	120.01
3610	120.00
3611	120.02
3612	120.02
3613	120.01
3614	119.98
3615	119.94
3616	119.93
3617	119.93
3618	120.03
3619	120.16
3620	120.20
3621	120.19
3622	120.17
3623	120.21
3624	120.29
3625	120.33
3626	120.34
3627	120.32
3628	120.29
3629	120.25
3630	120.20
3631	120.17
3632	120.11
3633	120.05
3634	119.99
3635	119.94
3636	119.89
3637	119.82
3638	119.77
3639	119.70
3640	119.63
3641	119.57
3642	119.58
3643	119.69
3644	119.73
3645	119.73
3646	119.69
3647	119.66
3648	119.61
3649	119.55
3650	119.55
3651	119.52
3652	119.47
