$Withdrawal from North Dyke + Towns, Nashua River, Wachusett Aqueduct, Spillway, , , , 
FROM: 2017_WaterBalance, , , , ,,,
JDAY,ND+T,Nash,Wach,Spill,,,
2299,0.07,0.33,0,0,,,
2300,0.07,0.33,0,0,,,
2301,0.05,0.33,0,0,,,
2302,0.06,1.45,0,0,,,
2303,0.07,3.57,0,0,,,
2304,0.06,4.45,0,0,,,
2305,0.06,4.45,0,0,,,
2306,0.07,4.45,0,0,,,
2307,0.06,4.45,0,0,,,
2308,0.09,4.45,0,0,,,
2309,0.10,4.45,0,0,,,
2310,0.09,4.45,0,0,,,
2311,0.09,4.45,0,0,,,
2312,0.09,4.45,0,0,,,
2313,0.07,4.45,0,0,,,
2314,0.07,4.45,0,0,,,
2315,0.07,4.45,0,0,,,
2316,0.06,3.71,0,0,,,
2317,0.09,2.6,0,0,,,
2318,0.08,1.5,0,0,,,
2319,0.09,0.53,0,0,,,
2320,0.08,0.31,0,0,,,
2321,0.10,0.31,0,0,,,
2322,0.09,0.31,0,0,,,
2323,0.07,0.31,0,0,,,
2324,0.10,0.31,0,0,,,
2325,0.08,0.31,0,0,,,
2326,0.10,0.31,0,0,,,
2327,0.08,0.31,0,0,,,
2328,0.10,0.31,0,0,,,
2329,0.10,0.31,0,0,,,
2330,0.07,0.31,0,0,,,
2331,0.10,0.31,0,0,,,
2332,0.08,0.31,0,0,,,
2333,0.10,0.31,0,0,,,
2334,0.09,0.31,0,0,,,
2335,0.11,0.31,0,0,,,
2336,0.11,0.31,0,0,,,
2337,0.10,0.31,0,0,,,
2338,0.11,0.31,0,0,,,
2339,0.10,0.31,0,0,,,
2340,0.10,0.31,0,0,,,
2341,0.11,0.31,0,0,,,
2342,0.08,0.31,0,0,,,
2343,0.07,1.4,0,0,,,
2344,0.08,3.54,0,0,,,
2345,0.08,4.45,0,0,,,
2346,0.09,4.45,0,0,,,
2347,0.09,3.19,0,0,,,
2348,0.09,2.28,0,0,,,
2349,0.11,2.28,0,0,,,
2350,0.10,1.17,0,0,,,
2351,0.09,0.31,0,0,,,
2352,0.10,0.31,0,0,,,
2353,0.10,0.31,0,0,,,
2354,0.10,0.31,0,0,,,
2355,0.11,0.31,0,0,,,
2356,0.10,0.31,0,0,,,
2357,0.09,0.31,0,0,,,
2358,0.07,0.31,0,0,,,
2359,0.09,0.31,0,0,,,
2360,0.08,1.24,0,0,,,
2361,0.11,3.13,0,0,,,
2362,0.08,3.38,0,0,,,
2363,0.09,3.38,0,0,,,
2364,0.09,2.22,0,0,,,
2365,0.09,1.19,0,0,,,
2366,0.10,1.92,0,0,,,
2367,0.10,3.02,0,0,,,
2368,0.09,2.17,0,0,,,
2369,0.09,0.6,0,0,,,
2370,0.07,0.36,0,0,,,
2371,0.09,0.36,0,0,,,
2372,0.11,1.21,0,0,,,
2373,0.10,2.92,0,0,,,
2374,0.11,1.8,0,0,,,
2375,0.09,0.31,0,0,,,
2376,0.07,0.31,0,0,,,
2377,0.10,0.31,0,0,,,
2378,0.12,0.31,0,0,,,
2379,0.09,0.31,0,0,,,
2380,0.10,0.31,0,0,,,
2381,0.06,0.31,0,0,,,
2382,0.09,0.7,0,0,,,
2383,0.09,0.31,0,0,,,
2384,0.11,0.31,0,0,,,
2385,0.10,0.31,0,0,,,
2386,0.08,0.31,0,0,,,
2387,0.09,0.31,0,0,,,
2388,0.10,0.31,0,0,,,
2389,0.09,0.31,0,0,,,
2390,0.07,0.31,0,0,,,
2391,0.11,0.31,0,0,,,
2392,0.11,0.31,0,0,,,
2393,0.09,0.31,0,0,,,
2394,0.10,0.31,0,0,,,
2395,0.10,0.31,0,0,,,
2396,0.08,0.31,0,0,,,
2397,0.09,0.31,0,0,,,
2398,0.09,0.31,0,0,,,
2399,0.07,0.31,0,0,,,
2400,0.11,0.31,0,0,,,
2401,0.09,0.31,0,0,,,
2402,0.08,0.31,0,0,,,
2403,0.08,0.31,0,0,,,
2404,0.11,0.31,0,0,,,
2405,0.09,0.31,0,0,,,
2406,0.12,0.31,0,0,,,
2407,0.08,0.31,0,0,,,
2408,0.08,0.31,0,0,,,
2409,0.09,0.31,0,0,,,
2410,0.10,0.31,0,0,,,
2411,0.10,0.31,0,0,,,
2412,0.09,0.31,0,0,,,
2413,0.09,0.31,0,0,,,
2414,0.10,0.31,0,0,,,
2415,0.09,0.31,0,0,,,
2416,0.08,0.31,0,0,,,
2417,0.11,0.31,0,0,,,
2418,0.11,0.31,0,0,,,
2419,0.08,0.31,0,0,,,
2420,0.11,0.31,0,0,,,
2421,0.11,0.31,0,0,,,
2422,0.09,0.31,0,0,,,
2423,0.09,0.31,0,0,,,
2424,0.10,0.31,0,0,,,
2425,0.07,0.31,0,0,,,
2426,0.10,0.31,0,0,,,
2427,0.08,0.31,0,0,,,
2428,0.08,0.31,0,0,,,
2429,0.10,0.29,0,0,,,
2430,0.09,0.29,0,0,,,
2431,0.10,0.29,0,0,,,
2432,0.09,0.3,0,0,,,
2433,0.10,0.3,0,0,,,
2434,0.10,0.3,0,0,,,
2435,0.10,0.3,0,0,,,
2436,0.11,0.3,0,0,,,
2437,0.10,0.3,0,0,,,
2438,0.10,0.3,0,0,,,
2439,0.09,0.3,0,0,,,
2440,0.10,0.3,0,0,,,
2441,0.11,0.3,0,0,,,
2442,0.10,0.3,0,0,,,
2443,0.10,0.3,0,0,,,
2444,0.08,0.3,0,0,,,
2445,0.07,0.3,0,0,,,
2446,0.09,0.3,0,0,,,
2447,0.08,0.3,0,0,,,
2448,0.08,0.3,0,0,,,
2449,0.08,0.3,0,0,,,
2450,0.08,0.3,0,0,,,
2451,0.09,0.3,0,0,,,
2452,0.09,0.3,0,0,,,
2453,0.08,0.3,0,0,,,
2454,0.09,0.3,0,0,,,
2455,0.10,0.3,0,0,,,
2456,0.08,0.3,0,0,,,
2457,0.08,0.3,0,0,,,
2458,0.10,0.3,0,0,,,
2459,0.09,0.3,0,0,,,
2460,0.08,0.3,0,0,,,
2461,0.10,0.3,0,0,,,
2462,0.09,0.3,0,0,,,
2463,0.08,0.3,0,0,,,
2464,0.07,0.3,0,0,,,
2465,0.08,0.3,0,0,,,
2466,0.06,0.3,0,0,,,
2467,0.07,0.3,0,0,,,
2468,0.08,0.3,0,0,,,
2469,0.09,0.3,0,0,,,
2470,0.11,0.3,0,0,,,
2471,0.10,0.3,0,0,,,
2472,0.10,0.3,0,0,,,
2473,0.08,0.3,0,0,,,
2474,0.07,0.3,0,0,,,
2475,0.07,0.3,0,0,,,
2476,0.09,0.3,0,0,,,
2477,0.07,0.3,0,0,,,
2478,0.07,0.3,0,0,,,
2479,0.08,0.3,0,0,,,
2480,0.07,0.3,0,0,,,
2481,0.06,0.3,0,0,,,
2482,0.08,0.3,0,0,,,
2483,0.06,0.3,0,0,,,
2484,0.06,0.26,0,0,,,
2485,0.08,0.29,0,0,,,
2486,0.06,0.29,0,0,,,
2487,0.07,0.29,0,0,,,
2488,0.06,0.29,0,0,,,
2489,0.06,0.29,0,0,,,
2490,0.06,0.29,0,0,,,
2491,0.06,0.29,0,0,,,
2492,0.05,0.29,0,0,,,
2493,0.07,0.29,0,0,,,
2494,0.06,0.29,0,0,,,
2495,0.06,0.29,0,0,,,
2496,0.06,0.29,0,0,,,
2497,0.06,0.29,0,0,,,
2498,0.06,0.29,0,0,,,
2499,0.07,0.29,0,0,,,
2500,0.06,0.29,0,0,,,
2501,0.06,0.29,0,0,,,
2502,0.06,0.29,0,0,,,
2503,0.07,0.29,0,0,,,
2504,0.07,0.29,0,0,,,
2505,0.05,0.29,0,0,,,
2506,0.06,0.29,0,0,,,
2507,0.07,0.29,0,0,,,
2508,0.06,0.29,0,0,,,
2509,0.06,0.29,0,0,,,
2510,0.07,0.29,0,0,,,
2511,0.06,0.29,0,0,,,
2512,0.06,0.29,0,0,,,
2513,0.07,0.29,0,0,,,
2514,0.06,0.29,0,0,,,
2515,0.06,0.29,0,0,,,
2516,0.06,0.29,0,0,,,
2517,0.07,0.29,0,0,,,
2518,0.06,0.29,0,0,,,
2519,0.06,0.29,0,0,,,
2520,0.07,0.29,0,0,,,
2521,0.06,0.29,0,0,,,
2522,0.05,0.29,0,0,,,
2523,0.07,0.29,0,0,,,
2524,0.05,0.29,0,0,,,
2525,0.07,0.29,0,0,,,
2526,0.06,0.29,0,0,,,
2527,0.06,0.29,0,0,,,
2528,0.07,0.29,0,0,,,
2529,0.06,0.29,0,0,,,
2530,0.06,0.29,0,0,,,
2531,0.06,0.29,0,0,,,
2532,0.06,0.29,0,0,,,
2533,0.06,0.29,0,0,,,
2534,0.05,0.29,0,0,,,
2535,0.07,0.29,0,0,,,
2536,0.06,0.29,0,0,,,
2537,0.05,0.29,0,0,,,
2538,0.06,0.29,0,0,,,
2539,0.05,0.29,0,0,,,
2540,0.06,0.29,0,0,,,
2541,0.07,0.29,0,0,,,
2542,0.06,0.29,0,0,,,
2543,0.05,0.29,0,0,,,
2544,0.06,0.29,0,0,,,
2545,0.06,0.29,0,0,,,
2546,0.06,0.29,0,0,,,
2547,0.05,0.29,0,0,,,
2548,0.07,0.29,0,0,,,
2549,0.05,0.29,0,0,,,
2550,0.06,0.29,0,0,,,
2551,0.06,0.29,0,0,,,
2552,0.05,0.29,0,0,,,
2553,0.06,0.29,0,0,,,
2554,0.06,0.29,0,0,,,
2555,0.06,0.29,0,0,,,
2556,0.07,0.29,0,0,,,
2557,0.05,0.29,0,0,,,
2558,0.06,0.29,0,0,,,
2559,0.06,0.29,0,0,,,
2560,0.05,0.3,0,0,,,
2561,0.07,0.3,0,0,,,
2562,0.06,0.3,0,0,,,
2563,0.03,0.3,0,0,,,
2564,0.06,0.3,0,0,,,
2565,0.06,0.3,0,0,,,
2566,0.07,0.3,0,0,,,
2567,0.05,0.3,0,0,,,
2568,0.07,0.3,0,0,,,
2569,0.05,0.3,0,0,,,
2570,0.07,0.3,0,0,,,
2571,0.05,0.3,0,0,,,
2572,0.07,0.3,0,0,,,
2573,0.05,0.3,0,0,,,
2574,0.07,0.3,0,0,,,
2575,0.06,0.3,0,0,,,
2576,0.06,0.31,0,0,,,
2577,0.06,0.31,0,0,,,
2578,0.06,0.31,0,0,,,
2579,0.06,0.31,0,0,,,
2580,0.06,0.31,0,0,,,
2581,0.07,0.31,0,0,,,
2582,0.05,0.31,0,0,,,
2583,0.07,0.31,0,0,,,
2584,0.06,0.31,0,0,,,
2585,0.06,0.31,0,0,,,
2586,0.06,0.31,0,0,,,
2587,0.06,0.31,0,0,,,
2588,0.07,0.31,0,0,,,
2589,0.05,0.31,0,0,,,
2590,0.07,0.31,0,0,,,
2591,0.06,0.31,0,0,,,
2592,0.06,0.31,0,0,,,
2593,0.06,0.31,0,0,,,
2594,0.06,0.31,0,0,,,
2595,0.06,0.31,0,0,,,
2596,0.06,0.31,0,0,,,
2597,0.06,0.31,0,0,,,
2598,0.06,0.31,0,0,,,
2599,0.05,0.31,0,0,,,
2600,0.06,0.31,0,0,,,
2601,0.07,0.31,0,0,,,
2602,0.06,0.31,0,0,,,
2603,0.07,0.31,0,0,,,
2604,0.06,0.31,0,0,,,
2605,0.06,0.31,0,0,,,
2606,0.07,0.31,0,0,,,
2607,0.05,0.31,0,0,,,
2608,0.07,0.31,0,0,,,
2609,0.07,0.31,0,0,,,
2610,0.06,0.31,0,0,,,
2611,0.05,0.3,0,0,,,
2612,0.08,0.3,0,0,,,
2613,0.07,0.3,0,0,,,
2614,0.05,0.3,0,0,,,
2615,0.07,0.3,0,0,,,
2616,0.07,0.3,0,0,,,
2617,0.06,0.3,0,0,,,
2618,0.05,0.3,0,0,,,
2619,0.07,0.3,0,0,,,
2620,0.06,0.3,0,0,,,
2621,0.05,0.3,0,0,,,
2622,0.07,0.3,0,0,,,
2623,0.06,0.3,0,0,,,
2624,0.06,0.3,0,0,,,
2625,0.05,0.3,0,0,,,
2626,0.07,0.3,0,0,,,
2627,0.07,0.3,0,0,,,
2628,0.07,0.3,0,0,,,
2629,0.07,0.3,0,0,,,
2630,0.06,0.3,0,0,,,
2631,0.06,0.3,0,0,,,
2632,0.06,0.3,0,0,,,
2633,0.06,0.3,0,0,,,
2634,0.06,0.3,0,0,,,
2635,0.05,0.3,0,0,,,
2636,0.07,0.3,0,0,,,
2637,0.06,0.3,0,0,,,
2638,0.07,1.39,0,0,,,
2639,0.05,3.54,0,0,,,
2640,0.06,4.46,0,0,,,
2641,0.06,4.46,0,0,,,
2642,0.05,4.46,0,0,,,
2643,0.07,4.46,0,0,,,
2644,0.06,4.46,0,0,,,
2645,0.06,4.46,0,0,,,
2646,0.06,4.46,0,0,,,
2647,0.06,4.46,0,0,,,
2648,0.07,4.46,0,0,,,
2649,0.05,4.46,0,0,,,
2650,0.07,4.46,0,0,,,
2651,0.06,3.15,0,0,,,
2652,0.06,1.14,0,0,,,
2653,0.06,0.29,0,0,,,
2654,0.06,0.29,0,0,,,
2655,0.07,0.29,0,0,,,
2656,0.05,0.29,0,0,,,
2657,0.07,0.29,0,0,,,
2658,0.06,0.29,0,0,,,
2659,0.06,0.29,0,0,,,
2660,0.06,0.29,0,0,,,
2661,0.07,0.29,0,0,,,
2662,0.07,0.29,0,0,,,
2663,0.06,0.29,0,0,,,
2664,0.07,0.29,0,0,,,
2665,0.07,0.29,0,0,,,
2666,0.08,0.29,0,0,,,
2667,0.09,0.29,0,0,,,
2668,0.09,0.29,0,0,,,
2669,0.08,0.29,0,0,,,
2670,0.07,0.29,0,0,,,
2671,0.07,0.29,0,0,,,
2672,0.08,0.29,0,0,,,
2673,0.08,0.29,0,0,,,
2674,0.07,0.29,0,0,,,
2675,0.07,1.39,0,0,,,
2676,0.07,3.59,0,0,,,
2677,0.07,4.4,0,0,,,
2678,0.07,4.45,0,0,,,
2679,0.05,4.45,0,0,,,
2680,0.08,4.45,0,0,,,
2681,0.06,4.45,0,0,,,
2682,0.07,4.45,0,0,,,
2683,0.06,4.45,0,0,,,
2684,0.07,4.45,0,0,,,
2685,0.06,4.45,0,0,,,
2686,0.07,3.32,0,0,,,
2687,0.08,2.28,0,0,,,
2688,0.08,1.01,0,0,,,
2689,0.07,0.29,0,0,,,
2690,0.06,0.29,0,0,,,
2691,0.09,0.29,0,0,,,
2692,0.06,0.29,0,0,,,
2693,0.08,0.29,0,0,,,
2694,0.07,0.29,0,0,,,
2695,0.09,0.29,0,0,,,
2696,0.07,0.29,0,0,,,
2697,0.08,0.29,0,0,,,
2698,0.07,0.29,0,0,,,
2699,0.09,0.29,0,0,,,
2700,0.08,0.29,0,0,,,
2701,0.07,0.27,0,0,,,
2702,0.09,0.27,0,0,,,
2703,0.08,0.26,0,0,,,
2704,0.10,0.26,0,0,,,
2705,0.09,0.26,0,0,,,
2706,0.09,0.26,0,0,,,
2707,0.08,0.26,0,0,,,
2708,0.10,0.26,0,0,,,
2709,0.12,0.26,0,0,,,
2710,0.12,0.26,0,0,,,
2711,0.12,0.26,0,0,,,
2712,0.12,0.26,0,0,,,
2713,0.11,0.26,0,0,,,
2714,0.09,0.26,0,0,,,
2715,0.10,0.26,0,0,,,
2716,0.08,0.26,0,0,,,
2717,0.09,0.26,0,0,,,
2718,0.09,0.26,0,0,,,
2719,0.09,0.26,0,0,,,
2720,0.08,0.26,0,0,,,
2721,0.09,0.26,0,0,,,
2722,0.10,0.26,0,0,,,
2723,0.10,0.26,0,0,,,
2724,0.10,0.26,0,0,,,
2725,0.11,0.26,0,0,,,
2726,0.11,0.26,0,0,,,
2727,0.12,0.26,0,0,,,
2728,0.12,0.26,0,0,,,
2729,0.11,0.26,0,0,,,
2730,0.10,0.26,0,0,,,
2731,0.11,0.26,0,0,,,
2732,0.12,0.26,0,0,,,
2733,0.11,0.26,0,0,,,
2734,0.12,0.26,0,0,,,
2735,0.14,0.26,0,0,,,
2736,0.13,0.26,0,0,,,
2737,0.13,0.26,0,0,,,
2738,0.13,0.26,0,0,,,
2739,0.14,0.26,0,0,,,
2740,0.09,0.26,0,0,,,
2741,0.12,0.26,0,0,,,
2742,0.12,0.26,0,0,,,
2743,0.10,0.26,0,0,,,
2744,0.12,0.26,0,0,,,
2745,0.11,0.26,0,0,,,
2746,0.09,0.26,0,0,,,
2747,0.07,0.26,0,0,,,
2748,0.10,0.26,0,0,,,
2749,0.09,0.26,0,0,,,
2750,0.11,0.26,0,0,,,
2751,0.12,0.26,0,0,,,
2752,0.08,0.26,0,0,,,
2753,0.10,0.26,0,0,,,
2754,0.11,0.26,0,0,,,
2755,0.11,0.26,0,0,,,
2756,0.10,0.26,0,0,,,
2757,0.11,0.26,0,0,,,
2758,0.11,0.26,0,0,,,
2759,0.11,0.26,0,0,,,
2760,0.12,0.26,0,0,,,
2761,0.12,0.26,0,0,,,
2762,0.12,0.26,0,0,,,
2763,0.12,0.26,0,0,,,
2764,0.11,0.26,0,0,,,
2765,0.12,0.26,0,0,,,
2766,0.11,0.26,0,0,,,
2767,0.09,0.26,0,0,,,
2768,0.08,0.26,0,0,,,
2769,0.10,0.26,0,0,,,
2770,0.07,0.26,0,0,,,
2771,0.10,0.26,0,0,,,
2772,0.08,0.26,0,0,,,
2773,0.09,0.26,0,0,,,
2774,0.11,0.26,0,0,,,
2775,0.08,0.26,0,0,,,
2776,0.10,0.26,0,0,,,
2777,0.12,0.26,0,0,,,
2778,0.10,0.26,0,0,,,
2779,0.08,0.26,0,0,,,
2780,0.09,0.26,0,0,,,
2781,0.10,0.26,0,0,,,
2782,0.07,0.26,0,0,,,
2783,0.09,0.26,0,0,,,
2784,0.09,0.26,0,0,,,
2785,0.08,0.26,0,0,,,
2786,0.10,0.26,0,0,,,
2787,0.08,0.26,0,0,,,
2788,0.10,0.26,0,0,,,
2789,0.10,0.26,0,0,,,
2790,0.08,0.26,0,0,,,
2791,0.10,0.26,0,0,,,
2792,0.08,0.26,0,0,,,
2793,0.09,0.26,0,0,,,
2794,0.10,0.26,0,0,,,
2795,0.09,0.26,0,0,,,
2796,0.09,0.26,0,0,,,
2797,0.11,0.26,0,0,,,
2798,0.09,0.26,0,0,,,
2799,0.09,0.26,0,0,,,
2800,0.09,0.26,0,0,,,
2801,0.09,0.26,0,0,,,
2802,0.08,0.26,0,0,,,
2803,0.08,0.26,0,0,,,
2804,0.08,0.26,0,0,,,
2805,0.07,0.26,0,0,,,
2806,0.09,0.26,0,0,,,
2807,0.07,0.26,0,0,,,
2808,0.08,0.26,0,0,,,
2809,0.08,0.26,0,0,,,
2810,0.07,0.26,0,0,,,
2811,0.10,0.26,0,0,,,
2812,0.08,0.26,0,0,,,
2813,0.42,0.26,0,0,,,
2814,0.76,0.26,0,0,,,
2815,0.76,0.26,0,0,,,
2816,0.72,0.26,0,0,,,
2817,0.75,0.26,0,0,,,
2818,0.78,0.26,0,0,,,
2819,0.75,0.26,0,0,,,
2820,0.72,0.26,0,0,,,
2821,0.75,0.26,0,0,,,
2822,0.74,0.26,0,0,,,
2823,0.74,0.26,0,0,,,
2824,0.75,0.26,0,0,,,
2825,0.74,0.26,0,0,,,
2826,0.75,0.26,0,0,,,
2827,0.74,0.26,0,0,,,
2828,0.75,0.26,0,0,,,
2829,0.74,0.26,0,0,,,
2830,0.73,0.26,0,0,,,
2831,0.73,0.26,0,0,,,
2832,0.76,0.26,0,0,,,
2833,0.78,0.26,0,0,,,
2834,0.77,0.26,0,0,,,
2835,0.77,0.26,0,0,,,
2836,0.76,0.26,0,0,,,
2837,0.73,0.26,0,0,,,
2838,0.72,0.26,0,0,,,
2839,0.74,0.26,0,0,,,
2840,0.74,0.26,0,0,,,
2841,0.73,0.26,0,0,,,
2842,0.72,0.26,0,0,,,
2843,0.74,0.25,0,0,,,
2844,0.70,0.26,0,0,,,
2845,0.76,0.26,0,0,,,
2846,0.74,0.26,0,0,,,
2847,0.72,0.26,0,0,,,
2848,0.74,0.26,0,0,,,
2849,0.73,0.26,0,0,,,
2850,0.74,0.26,0,0,,,
2851,0.43,0.26,0,0,,,
2852,0.43,0.26,0,0,,,
2853,0.44,0.26,0,0,,,
2854,0.05,0.26,0,0,,,
2855,0.07,0.26,0,0,,,
2856,0.05,0.26,0,0,,,
2857,0.09,0.26,0,0,,,
2858,0.05,0.26,0,0,,,
2859,0.06,0.26,0,0,,,
2860,0.06,0.26,0,0,,,
2861,0.05,0.26,0,0,,,
2862,0.06,0.26,0,0,,,
2863,0.05,0.26,0,0,,,
2864,0.06,0.26,0,0,,,
2865,0.05,0.26,0,0,,,
2866,0.05,0.26,0,0,,,
2867,0.06,0.26,0,0,,,
2868,0.06,0.26,0,0,,,
2869,0.05,0.26,0,0,,,
2870,0.06,0.26,0,0,,,
2871,0.05,0.26,0,0,,,
2872,0.05,0.26,0,0,,,
2873,0.06,0.26,0,0,,,
2874,0.05,0.26,0,0,,,
2875,0.07,0.26,0,0,,,
2876,0.05,0.26,0,0,,,
2877,0.65,0.26,0,0,,,
2878,0.74,0.26,0,0,,,
2879,0.73,0.26,0,0,,,
2880,0.74,0.26,0,0,,,
2881,0.75,0.26,0,0,,,
2882,0.72,0.26,0,0,,,
2883,0.74,0.26,0,0,,,
2884,0.72,0.26,0,0,,,
2885,0.75,0.26,0,0,,,
2886,0.69,0.26,0,0,,,
2887,0.74,0.26,0,0,,,
2888,0.74,0.26,0,0,,,
2889,0.74,0.26,0,0,,,
2890,0.73,0.26,0,0,,,
2891,0.68,0.26,0,0,,,
2892,0.76,0.26,0,0,,,
2893,0.19,0.26,0,0,,,
2894,0.05,0.26,0,0,,,
2895,0.07,0.26,0,0,,,
2896,0.05,0.26,0,0,,,
2897,0.05,0.26,0,0,,,
2898,0.06,0.26,0,0,,,
2899,0.06,0.26,0,0,,,
2900,0.05,0.26,0,0,,,
2901,0.05,0.26,0,0,,,
2902,0.07,0.26,0,0,,,
2903,0.05,0.26,0,0,,,
2904,0.06,0.26,0,0,,,
2905,0.07,0.26,0,0,,,
2906,0.05,0.26,0,0,,,
2907,0.05,0.26,0,0,,,
2908,0.06,0.26,0,0,,,
2909,0.07,0.26,0,0,,,
2910,0.06,0.26,0,0,,,
2911,0.05,0.26,0,0,,,
2912,0.07,0.26,0,0,,,
2913,0.06,0.26,0,0,,,
2914,0.05,0.26,0,0,,,
2915,0.06,0.26,0,0,,,
2916,0.06,0.26,0,0,,,
2917,0.05,0.26,0,0,,,
2918,0.06,0.26,0,0,,,
2919,0.06,0.26,0,0,,,
2920,0.05,0.26,0,0,,,
2921,0.06,0.26,0,0,,,
2922,0.05,0.26,0,0,,,
2923,0.05,0.26,0,0,,,
2924,0.07,0.26,0,0,,,
2925,0.06,0.26,0,0,,,
2926,0.05,0.26,0,0,,,
2927,0.07,0.26,0,0,,,
2928,0.05,0.26,0,0,,,
2929,0.05,0.26,0,0,,,
2930,0.07,0.26,0,0,,,
2931,0.06,0.26,0,0,,,
2932,0.05,0.26,0,0,,,
2933,0.07,0.26,0,0,,,
2934,0.06,0.26,0,0,,,
2935,0.05,0.26,0,0,,,
2936,0.05,0.26,0,0,,,
2937,0.07,0.26,0,0,,,
2938,0.05,0.26,0,0,,,
2939,0.05,0.26,0,0,,,
2940,0.06,0.26,0,0,,,
2941,0.06,0.26,0,0,,,
2942,0.05,0.26,0,0,,,
2943,0.07,0.26,0,0,,,
2944,0.06,0.26,0,0,,,
2945,0.05,0.26,0,0,,,
2946,0.07,0.26,0,0,,,
2947,0.06,0.26,0,0,,,
2948,0.06,0.26,0,0,,,
2949,0.06,0.26,0,0,,,
2950,0.07,0.26,0,0,,,
2951,0.05,0.26,0,0,,,
2952,0.06,0.26,0,0,,,
2953,0.06,0.26,0,0,,,
2954,0.05,0.26,0,0,,,
2955,0.06,0.26,0,0,,,
2956,0.06,0.26,0,0,,,
2957,0.05,0.26,0,0,,,
2958,0.06,0.26,0,0,,,
2959,0.07,0.26,0,0,,,
2960,0.05,0.26,0,0,,,
2961,0.05,0.26,0,0,,,
2962,0.07,0.26,0,0,,,
2963,0.05,0.26,0,0,,,
2964,0.05,0.26,0,0,,,
2965,0.07,0.26,0,0,,,
2966,0.05,0.26,0,0,,,
2967,0.05,0.26,0,0,,,
2968,0.07,0.26,0,0,,,
2969,0.05,0.26,0,0,,,
2970,0.06,0.26,0,0,,,
2971,0.07,0.26,0,0,,,
2972,0.05,0.26,0,0,,,
2973,0.06,0.26,0,0,,,
2974,0.07,0.26,0,0,,,
2975,0.06,0.26,0,0,,,
2976,0.05,0.26,0,0,,,
2977,0.07,0.26,0,0,,,
2978,0.05,0.26,0,0,,,
2979,0.06,0.26,0,0,,,
2980,0.07,0.26,0,0,,,
2981,0.05,0.26,0,0,,,
2982,0.05,0.26,0,0,,,
2983,0.07,0.26,0,0,,,
2984,0.06,0.26,0,0,,,
2985,0.05,0.26,0,0,,,
2986,0.08,0.26,0,0,,,
2987,0.06,0.26,0,0,,,
2988,0.05,0.26,0,0,,,
2989,0.06,0.26,0,0,,,
2990,0.06,0.26,0,0,,,
2991,0.05,0.26,0,0,,,
2992,0.05,0.26,0,0,,,
2993,0.07,0.26,0,0,,,
2994,0.06,0.26,0,0,,,
2995,0.05,0.26,0,0,,,
2996,0.07,0.26,0,0,,,
2997,0.06,0.26,0,0,,,
2998,0.05,0.26,0,0,,,
2999,0.06,0.26,0,0,,,
3000,0.07,0.26,0,0,,,
3001,0.06,0.26,0,0,,,
3002,0.06,0.26,0,0,,,
3003,0.07,0.26,0,0,,,
3004,0.06,0.26,0,0,,,
3005,0.05,0.26,0,0,,,
3006,0.07,0.26,0,0,,,
3007,0.06,0.26,0,0,,,
3008,0.05,0.26,0,0,,,
3009,0.05,0.26,0,0,,,
3010,0.07,0.26,0,0,,,
3011,0.06,0.26,0,0,,,
3012,0.06,0.94,0,0,,,
3013,0.06,3.64,0,0,,,
3014,0.06,4.45,0,0,,,
3015,0.06,4.45,0,4.93,,,
3016,0.06,4.45,0,2.11,,,
3017,0.07,4.45,0,7.02,,,
3018,0.05,4.45,0,5.9,,,
3019,0.05,4.45,0,0.01,,,
3020,0.07,4.45,0,0.09,,,
3021,0.06,4.45,0,0.93,,,
3022,0.08,4.45,0,4.96,,,
3023,0.10,4.45,0,7.05,,,
3024,0.08,4.45,0,2.6,,,
3025,0.09,4.45,0,0,,,
3026,0.07,4.45,0,0,,,
3027,0.06,4.45,0,0,,,
3028,0.05,2.82,0,0,,,
3029,0.07,1.19,0,0,,,
3030,0.05,0.54,0,0,,,
3031,0.06,0.27,0,0,,,
3032,0.05,0.27,0,0,,,
3033,0.05,0.27,0,0,,,
3034,0.06,0.27,0,0,,,
3035,0.05,0.72,0,0,,,
3036,0.06,3.61,0,10.03,,,
3037,0.05,4.45,0,8.09,,,
3038,0.05,4.45,0,0,,,
3039,0.05,4.45,0,0,,,
3040,0.06,3.55,0,0,,,
3041,0.06,1.45,0,0,,,
3042,0.05,0.31,0,0,,,
3043,0.05,0.31,0,0,,,
3044,0.05,0.3,0,0,,,
3045,0.06,0.74,0,0,,,
3046,0.05,3.31,0,0,,,
3047,0.05,4.45,0,0,,,
3048,0.05,4.45,0,0,,,
3049,0.05,4.45,0,0,,,
3050,0.05,4.45,0,0,,,
3051,0.05,4.45,0,0,,,
3052,0.05,4.45,0,0,,,
3053,0.06,3.63,0,0,,,
3054,0.04,1.54,0,0,,,
3055,0.05,1.18,0,0,,,
3056,0.05,2.16,0,0,,,
3057,0.05,4.15,0,0,,,
3058,0.05,4.45,0,0,,,
3059,0.07,4.45,0,0,,,
3060,0.07,4.45,0,0,,,
3061,0.08,3.65,0,0,,,
3062,0.06,2.43,0,0,,,
3063,0.08,0.62,0,0,,,
3064,0.06,0.31,0,0,,,
3065,0.07,0.31,0,0,,,
3066,0.07,0.31,0,0,,,
3067,0.06,0.31,0,0,,,
3068,0.06,0.52,0,0,,,
3069,0.06,1.85,0,0,,,
