$Withdrawal from North Dyke + Towns, Nashua River, Wachusett Aqueduct, Spillway, , , , 
FROM: 2017_WaterBalance, , , , ,,,
JDAY,ND+T,Nash,Wach,Spill,,,
777,0.08,0.08,0,0,,,
778,0.08,0.08,0,0,,,
779,0.08,0.08,0,0,,,
780,0.07,0.08,0,0,,,
781,0.07,0.08,0,0,,,
782,0.08,0.08,0,0,,,
783,0.08,0.08,0,0,,,
784,0.08,0.08,0,0,,,
785,0.08,0.08,0,0,,,
786,0.08,0.08,0,0,,,
787,0.07,0.08,0,0,,,
788,0.07,0.08,0,0,,,
789,0.08,0.08,0,0,,,
790,0.08,0.08,0,0,,,
791,0.08,0.08,0,0,,,
792,0.07,0.08,0,0,,,
793,0.08,0.08,0,0,,,
794,0.07,0.08,0,0,,,
795,0.12,0.47,0,0,,,
796,0.08,0.7,0,0,,,
797,0.08,0.08,0,0,,,
798,0.08,0.08,0,0,,,
799,0.08,1.55,0,0,,,
800,0.08,2.83,0,0,,,
801,0.08,0.08,0,0,,,
802,0.07,0.84,0,0,,,
803,0.09,2.42,1.7,0,,,
804,0.08,4.15,4.29,2.39,,,
805,0.08,1.88,5.51,1.49,,,
806,0.08,1.59,6.13,1.68,,,
807,0.08,4.15,7.32,4.17,,,
808,0.07,4.47,7.89,4.53,,,
809,0.08,4.47,7.89,4.54,,,
810,0.09,4.47,9.31,4.42,,,
811,0.08,4.47,9.24,4.14,,,
812,0.08,4.47,8.76,3.86,,,
813,0.08,4.47,8.76,3.9,,,
814,0.07,4.47,8.76,3.82,,,
815,0.07,4.47,8.76,3.52,,,
816,0.07,4.46,8.76,3.22,,,
817,0.08,4.47,2.92,2.91,,,
818,0.08,4.47,0,4.57,,,
819,0.08,4.47,0,3.65,,,
820,0.08,4.46,0,1.56,,,
821,0.08,4.46,0,0,,,
822,0.09,4.46,0,0,,,
823,0.08,4.46,0,0,,,
824,0.08,4.46,0,0,,,
825,0.08,4.46,0,0,,,
826,0.07,4.46,0,0,,,
827,0.08,4.46,0,0,,,
828,0.08,4.46,0,0,,,
829,0.07,4.46,0,0,,,
830,0.08,4.46,0,0,,,
831,0.08,4.46,0,0,,,
832,0.07,4.46,0,0,,,
833,0.07,4.46,0,0,,,
834,0.07,4.45,0,0,,,
835,0.07,4.46,0,0,,,
836,0.07,4.46,0,0,,,
837,0.07,4.04,0,0,,,
838,0.07,2.17,0,0,,,
839,0.07,0.94,0,0,,,
840,0.07,3.08,0,0,,,
841,0.07,4.46,0,0,,,
842,0.07,4.46,0,0,,,
843,0.08,4.46,0,0,,,
844,0.08,4.46,0,0,,,
845,0.06,4.46,0,0,,,
846,0.08,4.46,0,3.46,,,
847,0.07,4.46,0,2.8,,,
848,0.08,4.45,0,1.41,,,
849,0.07,4.45,0,1.5,,,
850,0.08,4.45,0,2.35,,,
851,0.08,4.45,0,1.47,,,
852,0.10,4.45,0,1.95,,,
853,0.10,4.16,0,1.78,,,
854,0.09,4.46,0,1.27,,,
855,0.09,4.46,0,0.99,,,
856,0.09,4.46,0,0.33,,,
857,0.07,4.46,0,0,,,
858,0.07,4.46,0,0,,,
859,0.08,4.46,0,0,,,
860,0.08,3.94,0,0,,,
861,0.08,2.56,0,0,,,
862,0.08,0.99,0,0,,,
863,0.08,0.08,0,0,,,
864,0.07,0.08,0,0,,,
865,0.08,0.08,0,0,,,
866,0.08,0.08,0,0,,,
867,0.07,1.31,0,0,,,
868,0.07,3.59,0,0,,,
869,0.07,4.46,0,0,,,
870,0.07,4.46,0,0,,,
871,0.07,4.46,0,0,,,
872,0.07,4.46,0,0,,,
873,0.07,4.46,0,0,,,
874,0.07,4.46,0,0,,,
875,0.07,4.46,0,0,,,
876,0.08,4.46,0,0,,,
877,0.08,4.46,0,0,,,
878,0.09,4.46,0,0,,,
879,0.08,4.46,0,0,,,
880,0.10,4.46,0,0,,,
881,0.08,4.46,0,0,,,
882,0.08,4.46,0,0,,,
883,0.08,4.46,0,0,,,
884,0.08,4.46,0,0,,,
885,0.08,4.46,0,0,,,
886,0.08,4.46,0,0,,,
887,0.09,4.46,0,0,,,
888,0.11,4.46,0,0,,,
889,0.12,3.65,0,0,,,
890,0.08,2.56,0,0,,,
891,0.08,2.28,0,0,,,
892,0.09,2.28,0,0,,,
893,0.08,3.29,0,0,,,
894,0.08,4.46,0,0,,,
895,0.08,4.46,0,0,,,
896,0.08,4.46,0,0,,,
897,0.09,4.46,0,0,,,
898,0.09,4.46,0,0,,,
899,0.08,4.46,0,0,,,
900,0.09,4.46,0,0,,,
901,0.09,4.46,0,0,,,
902,0.09,4.46,0,0,,,
903,0.10,4.46,0,0,,,
904,0.07,4.46,0,0,,,
905,0.07,4.45,0,0,,,
906,0.07,4.45,0,0,,,
907,0.08,4.45,0,0,,,
908,0.09,4.45,0,0,,,
909,0.09,4.45,0,0,,,
910,0.08,4.45,0,0,,,
911,0.08,4.45,0,0,,,
912,0.09,4.46,0,0,,,
913,0.09,4.46,0,0,,,
914,0.08,4.46,0,0,,,
915,0.09,4.46,0,0,,,
916,0.09,4.46,0,0,,,
917,0.10,4.46,0,0,,,
918,0.10,4.46,0,0,,,
919,0.09,4.46,0,0,,,
920,0.08,4.46,0,0,,,
921,0.10,4.46,0,0,,,
922,0.11,4.46,0,0,,,
923,0.14,4.46,0,0,,,
924,0.17,4.46,0,0,,,
925,0.14,4.46,0,0,,,
926,0.14,4.46,0,0,,,
927,0.13,4.46,0,0,,,
928,0.13,4.46,0,0,,,
929,0.13,4.46,3.07,0,,,
930,0.12,4.46,6.44,0,,,
931,0.14,4.46,7.74,0,,,
932,0.14,4.46,8.76,0,,,
933,0.14,4.46,8.76,0,,,
934,0.12,4.46,6.31,0,,,
935,0.12,4.46,5.26,0,,,
936,0.11,3.78,1.48,0,,,
937,0.10,3.38,0,0,,,
938,0.11,2.78,0,0,,,
939,0.12,1.1,0,0,,,
940,0.10,0.08,0,0,,,
941,0.12,0.08,0,0,,,
942,0.12,0.08,0,0,,,
943,0.11,0.08,0,0,,,
944,0.12,0.08,0,0,,,
945,0.12,0.08,0,0,,,
946,0.11,0.08,0,0,,,
947,0.11,0.08,0,0,,,
948,0.10,0.08,0,0,,,
949,0.10,0.08,0,0,,,
950,0.11,0.08,0,0,,,
951,0.10,0.08,0,0,,,
952,0.09,0.08,0,0,,,
953,0.12,0.08,0,0,,,
954,0.13,0.08,0,0,,,
955,0.12,0.08,0,0,,,
956,0.09,0.08,0,0,,,
957,0.11,0.08,0,0,,,
958,0.10,0.08,0,0,,,
959,0.09,1.34,0,0,,,
960,0.11,3.52,0,0,,,
961,0.10,4.46,0,0,,,
962,0.09,4.46,0,0,,,
963,0.10,4.46,0,0,,,
964,0.11,4.46,0,0,,,
965,0.10,4.46,0,0,,,
966,0.11,4.46,3.77,0,,,
967,0.08,4.46,6.57,0,,,
968,0.10,4.46,1.93,0,,,
969,0.10,2.51,0,0,,,
970,0.09,4.46,0,0,,,
971,0.10,4.46,0,0,,,
972,0.07,4.46,0,0,,,
973,0.12,4.46,0,0,,,
974,0.09,4.46,0,0,,,
975,0.08,4.46,0,0,,,
976,0.10,4.46,0,0,,,
977,0.09,4.46,0,0,,,
978,0.10,4.46,0,0,,,
979,0.09,4.46,0,0,,,
980,0.09,3.18,0,0,,,
981,0.08,3.7,0,0,,,
982,0.09,4.46,0,0,,,
983,0.09,4.46,0,0,,,
984,0.09,4.46,0,0.34,,,
985,0.10,4.46,0,1.27,,,
986,0.09,4.46,0,1.52,,,
987,0.10,4.46,0,1.54,,,
988,0.08,4.46,0,1.46,,,
989,0.10,4.46,0,1.57,,,
990,0.09,4.46,0,0.86,,,
991,0.09,4.46,0,0.01,,,
992,0.09,3.28,0,0,,,
993,0.09,0.98,0,0,,,
994,0.09,0.08,0,0,,,
995,0.06,0.08,0,0,,,
996,0.08,0.08,0,0,,,
997,0.09,1.08,0,0,,,
998,0.09,3.35,0,0,,,
999,0.11,4.46,0,0,,,
1000,0.12,4.46,0,0,,,
1001,0.12,4.46,0,0,,,
1002,0.11,4.46,0,0,,,
1003,0.08,4.46,0,0,,,
1004,0.09,4.46,0,0,,,
1005,0.09,4.46,0,0,,,
1006,0.08,4.46,0,0,,,
1007,0.08,4.46,0,0,,,
1008,0.08,4.46,0,0,,,
1009,0.09,4.46,0,0.35,,,
1010,0.08,4.46,0,0.84,,,
1011,0.09,4.46,0,0.86,,,
1012,0.09,4.46,0,0.47,,,
1013,0.09,4.46,0,0.2,,,
1014,0.08,4.46,0,0,,,
1015,0.10,4.46,0,0,,,
1016,0.07,4.46,0,0,,,
1017,0.09,4.46,0,0,,,
1018,0.08,4.46,0,0,,,
1019,0.08,4.46,0,0,,,
1020,0.09,4.46,0,0,,,
1021,0.08,4.46,0,0,,,
1022,0.09,4.46,0,0,,,
1023,0.08,4.46,0,0,,,
1024,0.09,4.46,0,0,,,
1025,0.08,4.46,0,0,,,
1026,0.08,4.46,0,0,,,
1027,0.09,4.46,0,0.47,,,
1028,0.09,4.46,0,0.89,,,
1029,0.07,4.46,0,1.11,,,
1030,0.08,4.46,0,0,,,
1031,0.08,4.46,0,0,,,
1032,0.08,4.46,0,0,,,
1033,0.06,4.46,0,0,,,
1034,0.06,4.46,0,0,,,
1035,0.07,4.46,0,0,,,
1036,0.10,2.96,0,0,,,
1037,0.08,4.46,0,0.38,,,
1038,0.07,4.46,0,0.63,,,
1039,0.06,4.46,0,0.52,,,
1040,0.08,4.46,0,0.28,,,
1041,0.08,4.46,0,0.48,,,
1042,0.08,4.46,0,0.52,,,
1043,0.08,4.46,0,0.13,,,
1044,0.08,4.46,0,0,,,
1045,0.08,4.46,0,0,,,
1046,0.08,4.46,0,0,,,
1047,0.07,4.46,0,0.45,,,
1048,0.06,4.46,0,0.42,,,
1049,0.09,4.46,0,0.07,,,
1050,0.07,4.46,0,0,,,
1051,0.07,4.46,0,0,,,
1052,0.08,4.46,0,0,,,
1053,0.07,4.46,0,0,,,
1054,0.09,4.46,0,0,,,
1055,0.07,4.46,0,0,,,
1056,0.07,4.46,0,0,,,
1057,0.08,4.46,0,0,,,
1058,0.06,4.46,0,0,,,
1059,0.07,4.46,0,0,,,
1060,0.09,4.46,0,0,,,
1061,0.07,4.46,0,0,,,
1062,0.07,4.46,0,0,,,
1063,0.07,4.46,0,0,,,
1064,0.09,4.46,0,0,,,
1065,0.06,4.46,0,0,,,
1066,0.09,4.46,0,0,,,
1067,0.05,4.46,0,0,,,
1068,0.09,4.46,0,0,,,
1069,0.06,4.46,0,0.63,,,
1070,0.07,4.46,0,0.74,,,
1071,0.09,4.46,0,0.36,,,
1072,0.07,4.46,0,0,,,
1073,0.07,4.46,0,0,,,
1074,0.09,4.46,0,0,,,
1075,0.06,4.46,0,0,,,
1076,0.09,4.43,0,0.69,,,
1077,0.05,4.41,0,1.82,,,
1078,0.09,4.4,0,3.32,,,
1079,0.05,4.43,0,3.08,,,
1080,0.09,4.46,0,3.33,,,
1081,0.08,4.46,0,3.47,,,
1082,0.08,4.46,0,4.01,,,
1083,0.07,4.46,0,3.45,,,
1084,0.09,4.46,0,3.75,,,
1085,0.05,4.46,0,3.55,,,
1086,0.09,4.46,0,3.25,,,
1087,0.06,4.46,0,3.65,,,
1088,0.08,4.46,0,4.05,,,
1089,0.07,4.46,0,3.95,,,
1090,0.07,4.46,0,3.65,,,
1091,0.07,4.46,0,1.18,,,
1092,0.10,4.46,0,0.37,,,
1093,0.05,4.46,0,1.57,,,
1094,0.09,4.46,0,2.18,,,
1095,0.07,4.46,0,1.85,,,
1096,0.08,4.46,0,1.47,,,
1097,0.07,4.46,0,1.12,,,
1098,0.09,4.46,0,1.61,,,
1099,0.06,4.46,0,0.6,,,
1100,0.10,4.46,0,0,,,
1101,0.05,4.46,0,0,,,
1102,0.09,2.98,0,0,,,
1103,0.07,0.52,0,0,,,
1104,0.07,0.08,0,0,,,
1105,0.09,0.9,0,0,,,
1106,0.06,3.64,0,0,,,
1107,0.09,4.46,0,0,,,
1108,0.06,4.46,0,0,,,
1109,0.09,4.46,0,0,,,
1110,0.07,4.46,0,0,,,
1111,0.09,4.46,0,0,,,
1112,0.08,4.46,0,0,,,
1113,0.07,4.46,0,0,,,
1114,0.09,4.46,0,0,,,
1115,0.06,4.46,0,0,,,
1116,0.09,4.46,0,0,,,
1117,0.06,4.46,0,0,,,
1118,0.10,4.46,0,0,,,
1119,0.07,4.46,0,0,,,
1120,0.08,4.46,0,0,,,
1121,0.08,4.46,0,0,,,
1122,0.06,4.46,0,0,,,
1123,0.09,4.46,0,0,,,
1124,0.06,4.46,0,0,,,
1125,0.09,4.46,0,0,,,
1126,0.05,4.46,0,0,,,
1127,0.09,4.46,0,0,,,
1128,0.08,4.46,0,0,,,
1129,0.07,4.46,0,0,,,
1130,0.10,4.46,0,0,,,
1131,0.06,1.54,0,0,,,
1132,0.09,0.08,0,0,,,
1133,0.05,1.36,0,0,,,
1134,0.09,3.55,0,0,,,
1135,0.06,4.46,0,0,,,
1136,0.08,4.46,0,0,,,
1137,0.08,4.46,0,0,,,
1138,0.07,4.46,0,0,,,
1139,0.07,4.46,0,0,,,
1140,0.09,4.46,1.45,0,,,
1141,0.05,4.46,3.65,0,,,
1142,0.09,4.46,4.38,0,,,
1143,0.05,4.46,4.38,0,,,
1144,0.09,4.46,4.38,0,,,
1145,0.06,4.46,4.38,0,,,
1146,0.08,4.46,4.38,0,,,
1147,0.07,4.46,5.84,0,,,
1148,0.07,4.46,6.22,0,,,
1149,0.08,4.46,6.22,0,,,
1150,0.05,4.05,6.22,0,,,
1151,0.09,2.14,6.22,0,,,
1152,0.05,0.6,6.22,0,,,
1153,0.09,1.19,6.22,0,,,
1154,0.06,3.48,6.22,0,,,
1155,0.07,4.5,6.22,0,,,
1156,0.08,4.5,6.22,0,,,
1157,0.06,4.47,6.22,0,,,
1158,0.09,4.46,6.22,0,,,
1159,0.05,4.46,6.22,0,,,
1160,0.08,4.46,3.89,2.83,,,
1161,0.08,4.46,0,5.01,,,
1162,0.07,4.46,0,2.52,,,
1163,0.08,4.46,0,0,,,
1164,0.06,2.85,0,1.46,,,
1165,0.09,0,0,4.81,,,
1166,0.06,0,0,5.14,,,
1167,0.08,0,0,7.67,,,
1168,0.06,0,0,7.27,,,
1169,0.08,0,0,11.4,,,
1170,0.05,0,0,10.5,,,
1171,0.09,0,0,9.63,,,
1172,0.05,0,0,8.93,,,
1173,0.09,0,0,8.25,,,
1174,0.06,0,0,7.59,,,
1175,0.08,0,0,7.21,,,
1176,0.08,0,0,6.7,,,
1177,0.07,0,0,6.7,,,
1178,0.10,0,0,5.97,,,
1179,0.05,0,0,5.5,,,
1180,0.08,0,0,5.27,,,
1181,0.09,0,0,5.04,,,
1182,0.07,0,3.1,4.6,,,
1183,0.07,0,4.64,3.76,,,
1184,0.07,0,0,4.17,,,
1185,0.07,0,0,4.6,,,
1186,0.09,0,0,4.38,,,
1187,0.06,0,0,4.28,,,
1188,0.09,0,0,4.28,,,
1189,0.05,0,0,3.96,,,
1190,0.10,0,0,3.76,,,
1191,0.05,0,0,3.66,,,
1192,0.09,0,0,3.76,,,
1193,0.06,0,0,3.66,,,
1194,0.09,0,0,4.07,,,
1195,0.07,0,0,4.49,,,
1196,0.08,0,0,4.6,,,
1197,0.08,0,0,4.38,,,
1198,0.06,0,0,2.41,,,
1199,0.09,0,0,1.3,,,
1200,0.06,0,0,1.37,,,
1201,0.09,0,0,1.45,,,
1202,0.10,0,0,1.3,,,
1203,0.06,0,0,1.16,,,
1204,0.10,0,0,1.23,,,
1205,0.09,0,0,1.23,,,
1206,0.08,0,0,1.03,,,
1207,0.10,0,0,0.41,,,
1208,0.06,0,0,0.46,,,
1209,0.12,0,0,0.73,,,
1210,0.12,0,0,1.38,,,
1211,0.12,0,0,1.45,,,
1212,0.11,0,0,1.1,,,
1213,0.09,0,0,0.91,,,
1214,0.06,0,0,0.91,,,
1215,0.10,0,0,0.91,,,
1216,0.10,0,0,0.73,,,
1217,0.09,0.51,0,0.91,,,
1218,0.07,1.98,0,0.53,,,
1219,0.08,2.26,0,0,,,
1220,0.08,2.26,0,0,,,
1221,0.08,2.26,0,0,,,
1222,0.09,2.27,0,0,,,
1223,0.10,3.03,0,0,,,
1224,0.06,4.18,0,0,,,
1225,0.08,4.46,0,0,,,
1226,0.08,4.46,0,0,,,
1227,0.08,4.46,0,0,,,
1228,0.08,4.46,0,0,,,
1229,0.10,4.46,0,0,,,
1230,0.08,4.46,0,0,,,
1231,0.09,4.46,0,0,,,
1232,0.07,4.46,0,0,,,
1233,0.08,4.46,0,0,,,
1234,0.10,4.46,0,0,,,
1235,0.09,4.46,0,0,,,
1236,0.10,4.46,0,0,,,
1237,0.09,4.46,0,0,,,
1238,0.08,4.46,0,0,,,
1239,0.07,3.95,0,0,,,
1240,0.10,4.46,1.14,0,,,
1241,0.09,4.46,2.19,0,,,
1242,0.11,4.46,2.19,0,,,
1243,0.10,4.46,2.19,0,,,
1244,0.11,4.46,2.19,0,,,
1245,0.10,4.46,2.19,0,,,
1246,0.08,4.46,2.19,0,,,
1247,0.12,4.46,2.72,0,,,
1248,0.07,4.46,3.07,0,,,
1249,0.09,4.46,3.07,0,,,
1250,0.09,4.46,4.62,0,,,
1251,0.08,4.46,5.26,0,,,
1252,0.08,4.46,6.81,0,,,
1253,0.08,4.46,7.45,1.92,,,
1254,0.09,4.46,5.9,2.71,,,
1255,0.10,4.46,3.09,3.18,,,
1256,0.14,4.46,0.91,3.96,,,
1257,0.09,4.46,0,2.98,,,
1258,0.09,4.46,0,2.27,,,
1259,0.09,4.46,0,1.78,,,
1260,0.09,4.46,0,1.71,,,
1261,0.08,4.46,0,1.71,,,
1262,0.11,4.46,0,1.49,,,
1263,0.11,4.46,0,1.2,,,
1264,0.09,4.46,0,0.88,,,
1265,0.13,4.46,0,0.6,,,
1266,0.10,4.46,0,0.45,,,
1267,0.13,4.46,0,0.31,,,
1268,0.13,4.46,0,0.1,,,
1269,0.11,3.29,0,0,,,
1270,0.12,2.28,0,0,,,
1271,0.10,2.28,0,0,,,
1272,0.12,3.73,0,0,,,
1273,0.08,4.07,0,0,,,
1274,0.11,4.46,0,0.94,,,
1275,0.12,4.46,0,1.49,,,
1276,0.11,4.46,0,1.2,,,
1277,0.11,4.46,0,1.01,,,
1278,0.11,4.46,0,0.88,,,
1279,0.12,4.46,0,0.76,,,
1280,0.11,4.46,0,0.71,,,
1281,0.10,4.46,0,0.71,,,
1282,0.10,4.46,0,0.29,,,
1283,0.12,4.46,0,0,,,
1284,0.09,4.46,0,0,,,
1285,0.13,4.46,0,0,,,
1286,0.16,3.32,0,0,,,
1287,0.16,0.97,0,0,,,
1288,0.15,1.34,0,0,,,
1289,0.16,2.26,0,0,,,
1290,0.15,2.26,0,0,,,
1291,0.13,2.26,0,0,,,
1292,0.11,2.26,0,0,,,
1293,0.14,2.26,0,0,,,
1294,0.14,2.13,0,0,,,
1295,0.11,0.98,0,0,,,
1296,0.14,0.08,0,0,,,
1297,0.11,0.08,0,0,,,
1298,0.14,0.08,0,0,,,
1299,0.13,0.08,0,0,,,
1300,0.11,0.08,0,0,,,
1301,0.11,0.08,0,0,,,
1302,0.12,0.08,0,0,,,
1303,0.12,0.08,0,0,,,
1304,0.08,0.08,0,0,,,
1305,0.12,0.08,0,0,,,
1306,0.09,0.08,0,0,,,
1307,0.11,0.08,0,0,,,
1308,0.09,0.08,0,0,,,
1309,0.12,0.08,0,0,,,
1310,0.11,0.08,0,0,,,
1311,0.12,0.08,0,0,,,
1312,0.11,0.08,0,0,,,
1313,0.12,0.08,0,0,,,
1314,0.11,0.08,0,0,,,
1315,0.11,0.08,0,0,,,
1316,0.11,0.08,0,0,,,
1317,0.12,0.08,0,0,,,
1318,0.09,0.08,0,0,,,
1319,0.09,0.08,0,0,,,
1320,0.09,0.08,0,0,,,
1321,0.10,0.08,0,0,,,
1322,0.10,0.08,0,0,,,
1323,0.10,0.08,0,0,,,
1324,0.11,0.08,0,0,,,
1325,0.09,0.08,0,0,,,
1326,0.11,0.08,0,0,,,
1327,0.08,0.08,0,0,,,
1328,0.13,0.08,0,0,,,
1329,0.11,0.08,0,0,,,
1330,0.12,0.08,0,0,,,
1331,0.10,0.08,0,0,,,
1332,0.11,0.08,0,0,,,
1333,0.11,0.08,0,0,,,
1334,0.12,0.08,0,0,,,
1335,0.11,0.08,0,0,,,
1336,0.11,0.08,0,0,,,
1337,0.10,0.08,0,0,,,
1338,0.11,0.08,0,0,,,
1339,0.11,0.08,0,0,,,
1340,0.09,0.08,0,0,,,
1341,0.10,0.08,0,0,,,
1342,0.12,0.08,0,0,,,
1343,0.10,0.08,0,0,,,
1344,0.08,0.08,0,0,,,
1345,0.12,0.08,0,0,,,
1346,0.08,0.08,0,0,,,
1347,0.10,0.08,0,0,,,
1348,0.10,0.08,0,0,,,
1349,0.09,0.08,0,0,,,
1350,0.12,0.08,0,0,,,
1351,0.09,0.08,0,0,,,
1352,0.11,0.08,0,0,,,
1353,0.08,0.08,0,0,,,
1354,0.10,0.08,0,0,,,
1355,0.09,0.08,0,0,,,
1356,0.10,0.08,0,0,,,
1357,0.09,0.08,0,0,,,
1358,0.09,0.08,0,0,,,
1359,0.11,0.08,0,0,,,
1360,0.09,0.08,0,0,,,
1361,0.09,0.08,0,0,,,
1362,0.07,0.08,0,0,,,
1363,0.11,0.08,0,0,,,
1364,0.07,0.08,0,0,,,
1365,0.10,0.08,0,0,,,
1366,0.07,0.08,0,0,,,
1367,0.10,0.08,0,0,,,
1368,0.08,0.08,0,0,,,
1369,0.10,0.08,0,0,,,
1370,0.11,0.31,0,0,,,
1371,0.11,0.28,0,0,,,
1372,0.11,0.29,0,0,,,
1373,0.11,0.27,0,0,,,
1374,0.09,0.29,0,0,,,
1375,0.06,0.29,0,0,,,
1376,0.09,0.29,0,0,,,
1377,0.10,0.29,0,0,,,
1378,0.06,0.29,0,0,,,
1379,0.09,0.29,0,0,,,
1380,0.09,0.29,0,0,,,
1381,0.08,0.29,0,0,,,
1382,0.06,0.29,0,0,,,
1383,0.10,0.29,0,0,,,
1384,0.07,0.29,0,0,,,
1385,0.09,0.29,0,0,,,
1386,0.06,0.29,0,0,,,
1387,0.10,0.29,0,0,,,
1388,0.06,0.29,0,0,,,
1389,0.09,0.29,0,0,,,
1390,0.09,0.29,0,0,,,
1391,0.09,0.29,0,0,,,
1392,0.06,0.29,0,0,,,
1393,0.09,0.29,0,0,,,
1394,0.08,0.29,0,0,,,
1395,0.09,1.03,0,0,,,
1396,0.08,3.67,0,0,,,
1397,0.09,2.09,0,0,,,
1398,0.08,0.31,0,0,,,
1399,0.07,0.31,0,0,,,
1400,0.07,0.31,0,0,,,
1401,0.10,0.31,0,0,,,
1402,0.05,0.31,0,0,,,
1403,0.09,0.31,0,0,,,
1404,0.08,0.31,0,0,,,
1405,0.09,0.31,0,0,,,
1406,0.08,0.31,0,0,,,
1407,0.07,0.31,0,0,,,
1408,0.07,0.31,0,0,,,
1409,0.08,0.31,0,0,,,
1410,0.09,0.31,0,0,,,
1411,0.08,0.31,0,0,,,
1412,0.08,0.31,0,0,,,
1413,0.08,0.31,0,0,,,
1414,0.10,0.31,0,0,,,
1415,0.07,0.31,0,0,,,
1416,0.08,0.31,0,0,,,
1417,0.08,0.31,0,0,,,
1418,0.13,0.3,0,0,,,
1419,0.09,0.19,0,0,,,
1420,0.09,0.08,0,0,,,
1421,0.07,0.08,0,0,,,
1422,0.09,0.08,0,0,,,
1423,0.07,0.08,0,0,,,
1424,0.08,0.08,0,0,,,
1425,0.08,0.08,0,0,,,
1426,0.08,0.08,0,0,,,
1427,0.08,0.08,0,0,,,
1428,0.08,0.08,0,0,,,
1429,0.09,0.08,0,0,,,
1430,0.09,0.08,0,0,,,
1431,0.07,0.08,0,0,,,
1432,0.10,0.08,0,0,,,
1433,0.08,0.08,0,0,,,
1434,0.09,0.08,0,0,,,
1435,0.07,0.08,0,0,,,
1436,0.10,0.08,0,0,,,
1437,0.06,0.08,0,0,,,
1438,0.09,0.08,0,0,,,
1439,0.08,0.08,0,0,,,
1440,0.09,0.08,0,0,,,
1441,0.09,0.08,0,0,,,
1442,0.08,0.08,0,0,,,
1443,0.07,0.08,0,0,,,
1444,0.09,0.08,0,0,,,
1445,0.07,0.08,0,0,,,
1446,0.10,0.08,0,0,,,
1447,0.09,0.08,0,0,,,
1448,0.09,0.08,0,0,,,
1449,0.07,0.08,0,0,,,
1450,0.10,0.08,0,0,,,
1451,0.07,0.08,0,0,,,
1452,0.09,0.08,0,0,,,
1453,0.09,0.08,0,0,,,
1454,0.09,0.08,0,0,,,
1455,0.06,0.08,0,0,,,
1456,0.10,0.08,0,0,,,
1457,0.08,0.08,0,0,,,
1458,0.10,0.08,0,0,,,
1459,0.09,0.08,0,0,,,
1460,0.06,0.08,0,0,,,
1461,0.07,0.08,0,0,,,
1462,0.08,0.08,0,0,,,
1463,0.07,0.08,0,0,,,
1464,0.08,0.08,0,0,,,
1465,0.05,0.08,0,0,,,
1466,0.08,0.08,0,0,,,
1467,0.08,0.08,0,0,,,
1468,0.08,0.08,0,0,,,
1469,0.07,0.08,0,0,,,
1470,0.07,0.08,0,0,,,
1471,0.08,0.08,0,0,,,
1472,0.08,0.08,0,0,,,
1473,0.06,0.08,0,0,,,
1474,0.08,0.08,0,0,,,
1475,0.08,0.08,0,0,,,
1476,0.08,0.08,0,0,,,
1477,0.08,0.08,0,0,,,
1478,0.05,0.08,0,0,,,
1479,0.09,0.08,0,0,,,
1480,0.07,0.08,0,0,,,
1481,0.09,0.08,0,0,,,
1482,0.09,0.08,0,0,,,
1483,0.05,0.08,0,0,,,
1484,0.09,0.08,0,0,,,
1485,0.07,0.08,0,0,,,
1486,0.09,0.08,0,0,,,
1487,0.08,0.08,0,0,,,
1488,0.09,0.08,0,0,,,
1489,0.09,0.08,0,0,,,
1490,0.05,0.08,0,0,,,
1491,0.09,0.08,0,0,,,
1492,0.07,0.08,0,0,,,
1493,0.07,0.08,0,0,,,
1494,0.08,0.08,0,0,,,
1495,0.08,0.08,0,0,,,
1496,0.09,0.08,0,0,,,
1497,0.05,0.08,0,0,,,
1498,0.09,0.08,0,0,,,
1499,0.05,0.08,0,0,,,
1500,0.08,0.08,0,0,,,
1501,0.08,0.08,0,0,,,
1502,0.05,0.08,0,0,,,
1503,0.09,0.85,0,0,,,
1504,0.04,1.39,0,0,,,
1505,0.08,1.39,0,0,,,
1506,0.05,1.39,0,0,,,
1507,0.08,0.81,0,0,,,
1508,0.06,0.08,0,0,,,
1509,0.07,0.08,0,0,,,
1510,0.07,0.08,0,0,,,
1511,0.06,0.08,0,0,,,
1512,0.08,0.08,0,0,,,
1513,0.05,0.08,0,0,,,
1514,0.08,0.08,0,0,,,
1515,0.05,0.08,0,0,,,
1516,0.08,0.08,0,0,,,
1517,0.04,0.08,0,0,,,
1518,0.08,0.08,0,0,,,
1519,0.05,0.08,0,0,,,
1520,0.07,0.08,0,0,,,
1521,0.06,0.08,0,0,,,
1522,0.06,0.08,0,0,,,
1523,0.07,0.08,0,0,,,
1524,0.05,0.79,0,0,,,
1525,0.08,1.78,0,0,,,
1526,0.04,3.36,0,0,,,
1527,0.08,3.36,0,0,,,
1528,0.04,3.36,0,0,,,
1529,0.08,3.36,0,0,,,
1530,0.05,3.36,0,0,,,
1531,0.08,3.84,3.61,0,,,
1532,0.06,4.46,5.26,0,,,
1533,0.05,4.46,4.05,0,,,
1534,0.08,4.46,3.51,0,,,
1535,0.06,4.46,1.02,0,,,
1536,0.08,4.46,0,0,,,
1537,0.05,4.46,2.04,0,,,
1538,0.08,4.46,1.1,0,,,
1539,0.04,4.46,0,0,,,
1540,0.08,4.46,0,0,,,
