$Cosgrove Out, 
FROM: 2017_WaterBalance, 
JDAY,m3/s
1873,7.7042
1874,7.8627
1875,7.6408
1876,7.7368
1877,7.7857
1878,7.6506
1879,7.4704
1880,8.0443
1881,7.7134
1882,8.005
1883,7.8303
1884,7.6933
1885,7.9795
1886,7.8749
1887,7.4348
1888,7.9169
1889,7.9718
1890,7.626
1891,7.8036
1892,7.6695
1893,7.4374
1894,8.0359
1895,7.4827
1896,7.7168
1897,7.5443
1898,7.536
1899,8.1006
1900,7.3961
1901,7.6172
1902,7.8433
1903,7.5955
1904,7.7708
1905,7.7744
1906,7.4983
1907,7.8728
1908,7.6927
1909,7.5205
1910,8.0305
1911,7.8729
1912,7.5797
1913,7.7748
1914,7.3003
1915,7.31
1916,7.6331
1917,7.5998
1918,7.3596
1919,8.1365
1920,7.3963
1921,7.4831
1922,7.5342
1923,7.5175
1924,7.6577
1925,7.8225
1926,7.5572
1927,8.0733
1928,7.5112
1929,7.9561
1930,7.8826
1931,8.0198
1932,7.7112
1933,7.7758
1934,7.5936
1935,7.4296
1936,7.4621
1937,7.5978
1938,7.8264
1939,7.7215
1940,7.6477
1941,7.5258
1942,7.3979
1943,7.3037
1944,7.5704
1945,7.6893
1946,7.9899
1947,7.4058
1948,7.4438
1949,7.7554
1950,7.4747
1951,8.0393
1952,7.8945
1953,7.9484
1954,8.3897
1955,7.5903
1956,7.608
1957,8.1037
1958,8.905
1959,7.9841
1960,8.4357
1961,8.5277
1962,8.6359
1963,7.6807
1964,8.2462
1965,8.4435
1966,8.1824
1967,8.606
1968,8.4244
1969,7.8311
1970,7.8606
1971,7.4384
1972,8.3887
1973,8.5073
1974,7.7361
1975,8.2437
1976,8.4146
1977,8.0115
1978,8.8025
1979,9.4847
1980,9.3983
1981,8.4096
1982,8.3614
1983,8.2051
1984,8.5046
1985,9.3779
1986,9.334
1987,8.9591
1988,8.6976
1989,8.6439
1990,8.1805
1991,7.7013
1992,8.1793
1993,9.0788
1994,9.4528
1995,9.6583
1996,9.4113
1997,9.8849
1998,9.1381
1999,9.4751
2000,9.7129
2001,10.1886
2002,10.6284
2003,9.031
2004,9.1962
2005,9.3545
2006,9.9669
2007,11.1885
2008,10.6892
2009,11.5099
2010,10.01
2011,8.3937
2012,7.4018
2013,8.7194
2014,10.2756
2015,9.9231
2016,10.4545
2017,10.3727
2018,10.4308
2019,9.8905
2020,9.6859
2021,9.7062
2022,9.0386
2023,9.2144
2024,8.4714
2025,9.2315
2026,8.9886
2027,8.8713
2028,9.9574
2029,10.5854
2030,10.4147
2031,10.0715
2032,10.1399
2033,9.7529
2034,8.9842
2035,9.178
2036,8.9455
2037,9.2642
2038,9.5739
2039,9.8272
2040,8.322
2041,8.6273
2042,9.8405
2043,9.7975
2044,10.1587
2045,9.4175
2046,10.0868
2047,9.3911
2048,9.857
2049,10.4342
2050,10.0846
2051,8.6074
2052,8.8654
2053,8.7373
2054,9.0238
2055,9.0434
2056,9.8474
2057,9.6727
2058,9.8374
2059,9.7938
2060,9.0295
2061,9.1303
2062,8.9846
2063,10.5427
2064,10.2023
2065,10.7817
2066,9.6591
2067,9.8688
2068,9.3411
2069,9.3076
2070,9.1555
2071,10.2047
2072,9.6656
2073,9.8787
2074,10.4827
2075,9.8188
2076,9.0965
2077,9.4684
2078,9.6776
2079,9.6787
2080,9.6589
2081,9.6205
2082,9.0939
2083,8.7152
2084,9.1823
2085,9.109
2086,9.4726
2087,9.0892
2088,9.4644
2089,9.3211
2090,8.9548
2091,9.5862
2092,9.3642
2093,9.294
2094,9.3863
2095,9.6354
2096,9.7151
2097,9.5478
2098,10.0216
2099,8.7286
2100,8.2994
2101,8.2426
2102,8.1036
2103,7.4334
2104,8.3781
2105,8.3121
2106,8.468
2107,8.5496
2108,8.5353
2109,8.0872
2110,7.9065
2111,7.4086
2112,7.9708
2113,8.5423
2114,8.5531
2115,8.1196
2116,7.7995
2117,7.8761
2118,7.6072
2119,7.7402
2120,8.1865
2121,7.8334
2122,7.5318
2123,7.9193
2124,7.4425
2125,7.4814
2126,7.9793
2127,7.5563
2128,7.8874
2129,7.7288
2130,7.1355
2131,7.3903
2132,7.2414
2133,7.4814
2134,7.7093
2135,7.6835
2136,7.3942
2137,7.5419
2138,7.5231
2139,7.242
2140,7.6816
2141,7.6763
2142,7.6452
2143,7.4131
2144,7.2685
2145,7.6638
2146,7.2891
2147,7.3994
2148,7.8383
2149,7.5788
2150,7.398
2151,7.6031
2152,7.3668
2153,7.1905
2154,7.8518
2155,7.2571
2156,7.3013
2157,7.3703
2158,6.484
2159,7.3267
2160,7.1063
2161,7.363
2162,7.4635
2163,7.2741
2164,7.4196
2165,7.5906
2166,7.0939
2167,7.6232
2168,7.3721
2169,7.3967
2170,7.4778
2171,7.408
2172,7.282
2173,7.4393
2174,7.4282
2175,7.2187
2176,7.4075
2177,7.56
2178,7.4081
2179,7.1726
2180,7.4016
2181,7.034
2182,7.1309
2183,6.8807
2184,7.2097
2185,6.4456
2186,6.9717
2187,6.5119
2188,6.7739
2189,6.8579
2190,7.1417
2191,7.4567
2192,6.7813
2193,6.9215
2194,6.6928
2195,6.7108
2196,7.2615
2197,7.1831
2198,7.5353
2199,7.3443
2200,7.612
2201,7.0727
2202,7.4626
2203,7.5905
2204,7.9218
2205,7.5835
2206,7.5805
2207,7.3145
2208,7.2208
2209,7.403
2210,8.2227
2211,7.5927
2212,7.4297
2213,7.2869
2214,7.3136
2215,7.0017
2216,7.7338
2217,7.8061
2218,6.5403
2219,7.3373
2220,7.4004
2221,7.5117
2222,7.541
2223,7.6462
2224,7.0582
2225,7.5261
2226,7.5345
2227,7.8893
2228,7.4573
2229,7.7689
2230,7.3355
2231,7.1125
2232,7.8227
2233,7.5493
2234,7.3316
2235,7.5169
2236,7.6711
2237,7.1314
2238,8.2525
2239,7.7794
2240,7.5905
2241,7.9226
2242,7.8525
2243,7.6435
2244,7.9792
2245,7.991
2246,8.1452
2247,7.9765
2248,7.9507
2249,7.9559
2250,7.7846
2251,7.9143
2252,7.7894
2253,8.0799
2254,8.0216
2255,8.154
2256,7.7912
2257,7.8127
2258,7.7237
2259,7.9314
2260,7.7421
2261,7.8972
2262,7.6926
2263,7.7062
2264,7.339
2265,7.5401
2266,7.9695
2267,7.7535
2268,7.446
2269,7.6313
2270,7.7689
2271,7.3128
2272,7.7886
2273,7.7294
2274,7.796
2275,7.7439
2276,7.9235
2277,7.6094
2278,7.5897
2279,7.672
2280,8.1351
2281,8.0348
2282,7.8784
2283,7.6747
2284,7.732
2285,7.5235
2286,7.9708
2287,7.7737
2288,7.7702
2289,7.9069
2290,7.2146
2291,7.633
2292,7.8144
2293,7.8477
2294,8.295
2295,7.9034
2296,7.9126
2297,7.587
2298,7.7627
2299,7.8744
2300,7.495
2301,7.4297
2302,7.6387
2303,7.9327
2304,7.8236
2305,7.5428
2306,7.5362
2307,7.4315
2308,7.8153
2309,7.9091
2310,7.8836
2311,7.8617
2312,7.7347
2313,7.6847
2314,8.3573
2315,8.4195
2316,8.3743
2317,8.4777
2318,9.0342
2319,8.9619
2320,8.2788
2321,9.0587
2322,9.2033
2323,9.1932
2324,8.4975
2325,9.1104
2326,9.6765
2327,8.8528
2328,9.3785
2329,9.4039
2330,8.9934
2331,9.1047
2332,8.791
2333,9.7347
2334,9.2396
2335,9.5717
2336,10.1549
2337,10.5343
2338,11.8176
2339,10.3279
2340,10.7205
2341,10.3056
2342,8.9439
2343,8.345
2344,7.9923
2345,8.6087
2346,8.2447
2347,9.2813
2348,9.0521
2349,9.6287
2350,9.6997
2351,9.7163
2352,10.1308
2353,10.7652
2354,10.8778
2355,10.2079
2356,10.4392
2357,8.8961
2358,8.4769
2359,9.1914
2360,9.942
2361,10.062
2362,9.1555
2363,8.6302
2364,9.0648
2365,9.1371
2366,10.0015
2367,10.0966
2368,9.8771
2369,9.0539
2370,7.8985
2371,8.416
2372,8.9404
2373,9.0622
2374,9.0153
2375,9.1971
2376,8.154
2377,9.2151
2378,10.0427
2379,9.9525
2380,10.5623
2381,9.6002
2382,8.7989
2383,9.5078
2384,9.5446
2385,10.512
2386,9.9569
2387,9.8986
2388,9.3939
2389,9.9152
2390,9.0758
2391,9.2633
2392,10.3893
2393,10.7871
2394,10.3231
2395,9.9831
2396,10.526
2397,8.9404
2398,8.9864
2399,10.3017
2400,10.4476
2401,11.2471
2402,10.9956
2403,10.3017
2404,10.3231
2405,10.0147
2406,11.2217
2407,10.3722
2408,9.3886
2409,10.3604
2410,10.1632
2411,9.6318
2412,9.5564
2413,10.4848
2414,8.8843
2415,9.432
2416,9.3619
2417,10.1374
2418,9.7089
2419,9.2396
2420,11.0342
2421,11.0149
2422,10.4467
2423,10.526
2424,9.8679
2425,8.6079
2426,8.4444
2427,8.9908
2428,9.3246
2429,10.1133
2430,9.8381
2431,10.0944
2432,9.3956
2433,9.8872
2434,10.5382
2435,10.8883
2436,10.9716
2437,10.8445
2438,9.6379
2439,9.6142
2440,9.4504
2441,10.7521
2442,11.4955
2443,11.4815
2444,10.2732
2445,9.0578
2446,9.0578
2447,8.8449
2448,9.3855
2449,9.7474
2450,10.4243
2451,10.3976
2452,10.4414
2453,9.9709
2454,9.6304
2455,10.2592
2456,9.8854
2457,9.9095
2458,9.9866
2459,9.9218
2460,9.1393
2461,9.5731
2462,9.9468
2463,9.4986
2464,8.5233
2465,8.0208
2466,8.2135
2467,7.6247
2468,8.1864
2469,8.575
2470,8.5259
2471,8.9908
2472,8.2762
2473,8.5356
2474,8.0576
2475,7.8828
2476,8.7007
2477,8.416
2478,8.3691
2479,8.1842
2480,8.4479
2481,7.6681
2482,8.3143
2483,8.2026
2484,8.2806
2485,7.8368
2486,8.4624
2487,7.8368
2488,7.7553
2489,7.796
2490,7.7978
2491,7.8254
2492,7.6904
2493,7.566
2494,7.6063
2495,7.5529
2496,7.2383
2497,7.8736
2498,7.3929
2499,7.9134
2500,7.7088
2501,7.8828
2502,7.1204
2503,7.7071
2504,7.1704
2505,7.5244
2506,7.0836
2507,7.8968
2508,7.2137
2509,7.1441
2510,7.0297
2511,7.3215
2512,6.9298
2513,7.2028
2514,7.1594
2515,7.2562
2516,7.0503
2517,7.4297
2518,7.0109
2519,7.1559
2520,7.0367
2521,6.9044
2522,6.5417
2523,6.578
2524,6.9964
2525,7.1502
2526,6.9478
2527,7.0249
2528,7.29
2529,6.9079
2530,7.0486
2531,7.0385
2532,7.1866
2533,7.1748
2534,7.0197
2535,7.2497
2536,7.2028
2537,7.109
2538,7.3921
2539,6.8667
2540,7.184
2541,6.9417
2542,6.9609
2543,6.7152
2544,7.1099
2545,6.9154
2546,7.1844
2547,6.9737
2548,6.9684
2549,6.6245
2550,6.1171
2551,6.2656
2552,6.3309
2553,6.5907
2554,6.5434
2555,6.8838
2556,7.1226
2557,6.23890598
2558,6.570943273
2559,7.077197184
2560,7.117883338
2561,7.35045561
2562,6.72033862
2563,7.216772227
2564,7.275656211
2565,6.704338809
2566,6.835500996
2567,7.228368689
2568,7.399747951
2569,6.966783057
2570,7.412252301
2571,6.971235397
2572,7.211866312
2573,7.06120216
2574,7.294843297
2575,7.430117531
2576,7.308231145
2577,7.804453035
2578,7.176191942
2579,7.14944195
2580,7.36938474
2581,7.734163647
2582,7.357776961
2583,7.149887742
2584,7.569541965
2585,7.399747951
2586,7.11422869
2587,7.213650261
2588,7.618998331
2589,7.25107369
2590,7.662700294
2591,7.235282408
2592,7.181408768
2593,6.990292969
2594,7.599499958
2595,7.485781848
2596,7.260308375
2597,7.129338137
2598,7.459644654
2599,7.453345625
2600,7.595967276
2601,7.557515794
2602,8.064684413
2603,9.130631351
2604,8.302776511
2605,8.17023582
2606,8.644989115
2607,7.69384093
2608,7.483011529
2609,9.26096334
2610,7.960329927
2611,7.391084856
2612,7.453390298
2613,7.38010044
2614,6.98103103
2615,7.531544455
2616,7.499455489
2617,7.252545847
2618,7.222927156
2619,7.791153649
2620,7.210082384
2621,7.147658793
2622,7.16758682
2623,7.43851495
2624,7.204730732
2625,7.239966083
2626,7.652724174
2627,7.227922654
2628,7.107097938
2629,6.908915172
2630,7.277485567
2631,7.365098683
2632,7.136425414
2633,7.147302165
2634,7.160676343
2635,6.831497665
2636,7.250493754
2637,6.990604679
2638,6.822957598
2639,7.270302129
2640,7.512996345
2641,6.802765919
2642,6.970523014
2643,7.420693347
2644,7.078623011
2645,6.921421566
2646,7.587516019
2647,7.10790013
2648,7.713709995
2649,6.428002085
2650,7.201876599
2651,7.299841282
2652,7.279448805
2653,7.377287492
2654,6.780620602
2655,7.466882174
2656,7.044763441
2657,6.907580034
2658,7.310551831
2659,7.499366114
2660,7.161166753
2661,7.737117804
2662,6.734206567
2663,7.486228678
2664,7.310864234
2665,6.947238914
2666,7.250092261
2667,7.591585081
2668,7.754888771
2669,7.528192211
2670,7.358982341
2671,7.236620585
2672,7.830831507
2673,7.201742813
2674,7.502538939
2675,7.518180638
2676,8.26710314
2677,7.114897216
2678,7.230063635
2679,7.501600491
2680,7.8223218
2681,6.950711256
2682,6.830029805
2683,7.87141621
2684,7.147658793
2685,7.47322647
2686,7.466926851
2687,7.807319056
2688,8.492116335
2689,8.950218347
2690,7.910533358
2691,8.255872768
2692,8.457251554
2693,8.449424985
2694,8.260814026
2695,8.720403587
2696,9.423824264
2697,8.372396031
2698,8.557774547
2699,8.077470386
2700,9.676772306
2701,8.254704859
2702,9.348910516
2703,10.41786252
2704,9.903302657
2705,9.384031539
2706,9.143465076
2707,7.521890203
2708,9.886406573
2709,10.0081282
2710,9.449996384
2711,9.459279989
2712,9.202903319
2713,9.207243469
2714,8.498820319
2715,9.468156562
2716,9.112015388
2717,9.029582015
2718,9.147532333
2719,9.19517274
2720,8.197039694
2721,10.03954014
2722,9.844719554
2723,10.1077508
2724,10.95298178
2725,10.48961923
2726,10.11934969
2727,9.85280175
2728,11.44295203
2729,10.20184138
2730,10.73231269
2731,11.00472181
2732,10.96432557
2733,10.70801668
2734,10.80842279
2735,11.78868529
2736,9.97008809
2737,10.69988844
2738,10.47183643
2739,11.30925088
2740,8.469621981
2741,9.563975696
2742,10.39730828
2743,9.836773999
2744,11.57135096
2745,10.75186194
2746,10.34477325
2747,8.673231233
2748,8.72738836
2749,9.878367976
2750,10.59407843
2751,12.23940641
2752,10.97470953
2753,10.9251748
2754,11.28921727
2755,10.82162945
2756,11.47571863
2757,11.09163527
2758,11.34166782
2759,11.00408124
2760,12.74775523
2761,10.64382457
2762,11.1338513
2763,11.44832087
2764,12.67030732
2765,11.86343779
2766,12.39755818
2767,10.41325922
2768,10.33712007
2769,9.365383778
2770,10.00721912
2771,9.640675369
2772,10.20602859
2773,10.85942788
2774,11.03840117
2775,10.18800619
2776,10.44224868
2777,11.6217392
2778,11.4882489
2779,10.62492824
2780,10.08564715
2781,11.30581243
2782,9.90248506
2783,9.66366575
2784,10.71345098
2785,10.56195752
2786,10.41572037
2787,10.83451734
2788,11.36863369
2789,10.03413009
2790,10.28574447
2791,9.758339973
2792,10.09506127
2793,10.70098435
2794,11.07030278
2795,10.50443983
2796,10.25423549
2797,10.1346798
2798,11.41689062
2799,10.80467578
2800,10.48432977
2801,10.29061711
2802,9.755163535
2803,9.847534651
2804,9.060020559
2805,9.497054378
2806,9.484008902
2807,9.001587694
2808,9.405624223
2809,9.892310901
2810,9.329045466
2811,9.80104692
2812,9.861020611
2813,9.965816566
2814,10.55675676
2815,9.615240434
2816,9.845264407
2817,9.681761262
2818,9.341760602
2819,9.317779226
2820,9.149023689
2821,9.159147227
2822,9.812849077
2823,9.489670861
2824,8.713374084
2825,8.831658529
2826,9.066434225
2827,9.125615655
2828,8.343492502
2829,8.688863568
2830,8.63260393
2831,7.900181751
2832,7.994134944
2833,7.966381974
2834,8.412142061
2835,8.649222836
2836,8.646880763
2837,8.333424803
2838,8.104840614
2839,8.081687759
2840,7.510940556
2841,8.20332607
2842,8.602073269
2843,8.958297229
2844,8.645259349
2845,8.112918055
2846,8.906130775
2847,8.621030353
2848,8.451089221
2849,9.088387326
2850,8.408859459
2851,8.14078865
2852,8.175039504
2853,7.723004637
2854,8.390117888
2855,7.934962739
2856,8.240421974
2857,7.615132391
2858,7.797245047
2859,6.911939421
2860,7.460831993
2861,7.11258798
2862,7.570574742
2863,7.698512691
2864,7.452805297
2865,7.149547344
2866,6.905505637
2867,7.070715216
2868,7.619889093
2869,7.918857345
2870,7.773202909
2871,7.648016855
2872,7.273243628
2873,8.150844659
2874,7.113876565
2875,7.774913468
2876,7.651342665
2877,7.81329076
2878,7.714316455
2879,7.277159797
2880,7.372470584
2881,7.502587211
2882,8.136383898
2883,7.202770731
2884,7.227547477
2885,6.875959884
2886,6.657565096
2887,6.292039696
2888,7.355782052
2889,7.065700503
2890,7.040675553
2891,8.170730539
2892,7.094308034
2893,6.852850053
2894,7.314880903
2895,7.293906194
2896,7.317960425
2897,7.014341169
2898,6.815085174
2899,7.206692981
2900,7.228591707
2901,7.303456003
2902,6.787068183
2903,7.440971734
2904,6.812372179
2905,7.588365594
2906,6.979650696
2907,7.08423734
2908,6.785289511
2909,7.478185938
2910,7.092659244
2911,7.225781705
2912,7.203928002
2913,6.505290627
2914,7.182211373
2915,6.520691213
2916,6.316358083
2917,5.878475913
2918,6.864328273
2919,7.058573621
2920,6.50750963
2921,6.811438209
2922,6.70185011
2923,6.494551143
2924,6.835767889
2925,6.560021271
2926,6.898679432
2927,7.149754005
2928,6.963443893
2929,6.160433421
2930,6.784622515
2931,7.525286996
2932,7.304393168
2933,6.741363308
2934,7.19153084
2935,6.451601271
2936,6.841906558
2937,6.937267527
2938,6.902284109
2939,7.169548564
2940,6.699317014
2941,6.74923169
2942,6.596520001
2943,7.40863486
2944,6.501873431
2945,7.091188717
2946,6.600472369
2947,7.691603593
2948,7.268919024
2949,7.614525995
2950,7.400417799
2951,6.999867234
2952,7.062093201
2953,8.008125517
2954,7.885529434
2955,6.883505175
2956,6.667901459
2957,6.831453184
2958,7.353982312
2959,6.510571909
2960,6.760835006
2961,6.930813203
2962,6.645643685
2963,6.764036086
2964,6.81481832
2965,7.026233152
2966,6.425917382
2967,7.474343453
2968,6.92013082
2969,6.498056919
2970,7.003118176
2971,6.722205381
2972,6.669856399
2973,6.781109719
2974,7.150511854
2975,6.407156425
2976,7.018839519
2977,7.535343758
2978,6.582976199
2979,6.550698271
2980,6.936777879
2981,6.804989533
2982,6.994968693
2983,6.922712324
2984,6.570588073
2985,6.606201275
2986,6.987665724
2987,7.074434686
2988,6.616460586
2989,6.849646993
2990,6.902551126
2991,6.758789909
2992,6.655106148
2993,6.901839083
2994,6.823980601
2995,6.824469865
2996,7.089896449
2997,7.094887343
2998,6.894273837
2999,6.728339195
3000,6.897255386
3001,7.364875454
3002,7.037992482
3003,7.220830883
3004,6.945280195
3005,7.065345547
3006,6.757322792
3007,6.903085161
3008,6.869177874
3009,6.983034765
3010,7.476443403
3011,6.974040442
3012,6.892671836
3013,6.442019177
3014,6.880434919
3015,7.394925133
3016,6.875273477
3017,6.867398185
3018,7.084638372
3019,6.995592135
3020,6.942564741
3021,7.497891445
3022,7.830025303
3023,7.996915015
3024,8.313471228
3025,7.452630859
3026,6.837369256
3027,6.954895984
3028,7.008640492
3029,7.817261
3030,8.231663015
3031,7.928684054
3032,6.83389965
3033,6.499876406
3034,6.682164245
3035,6.933127824
3036,7.315461098
3037,6.798051971
3038,7.137049468
3039,6.954895984
3040,7.352643048
3041,7.610724619
3042,6.667990319
3043,7.288551437
3044,6.842885211
3045,7.992969123
3046,7.05407403
3047,6.997507007
3048,6.73989637
3049,7.017147054
3050,7.353312678
3051,7.237378891
3052,7.512996345
3053,7.285115572
3054,7.18051699
3055,7.345500515
3056,6.04024002
3057,7.374251356
3058,7.747368298
3059,8.329110287
3060,8.671744671
3061,9.340448314
3062,7.663818736
3063,8.055802185
3064,7.601243972
3065,8.262565966
3066,8.009829589
3067,7.718319648
3068,7.02079924
3069,7.813723023
3070,6.434212019
3071,7.548977371
3072,7.211866312
3073,8.591627653
3074,7.650621671
3075,7.999381252
3076,8.255154054
3077,7.393406872
3078,7.40081971
3079,7.410867837
3080,7.946747359
3081,7.883065122
3082,8.104257261
3083,8.148194773
3084,9.622856858
3085,9.9510035
3086,10.34800775
3087,9.450494514
3088,9.415357799
3089,8.987592519
3090,7.897806811
3091,8.097391815
3092,9.430253667
3093,8.718601118
3094,9.293756483
3095,9.347281392
3096,9.739146243
3097,9.111608754
3098,8.603514102
3099,9.475810767
3100,8.29473352
3101,9.334927779
3102,8.741494106
3103,8.731399122
3104,8.631162813
3105,8.935460858
3106,9.175644651
3107,8.902521321
3108,9.37420949
3109,9.915657989
3110,8.860387467
3111,7.768498234
3112,8.228743742
3113,9.977540827
3114,8.381252529
3115,9.658087877
3116,8.03741141
3117,7.934779609
3118,8.136749104
3119,8.478799262
3120,10.18172616
3121,9.599238142
3122,9.703487844
3123,10.02435612
3124,10.34363436
3125,9.732748881
3126,9.316783857
3127,9.137997051
3128,7.759275893
3129,8.4997652
3130,8.772233984
3131,8.80514447
3132,8.78900389
3133,8.390109561
3134,9.672055627
3135,10.11525586
3136,9.793693739
3137,8.455317363
3138,9.246762763
3139,8.863995892
3140,7.929311525
3141,8.742170134
3142,8.701884272
3143,9.984903041
3144,9.408385778
3145,9.827557685
3146,8.783639116
3147,9.007637631
3148,9.770910252
3149,9.647612921
3150,9.567148069
3151,10.1722611
3152,9.594297272
3153,8.312662357
3154,9.452124769
3155,10.33374915
3156,10.21130829
3157,9.430932845
3158,10.03772162
3159,9.588676664
3160,9.252415696
3161,9.384484184
3162,10.0490423
3163,9.214974677
3164,8.989669138
3165,9.680672749
3166,8.89282135
3167,8.746992558
3168,8.432558799
3169,7.865099304
3170,9.33483728
3171,9.069189477
3172,8.200901293
3173,8.26265581
3174,8.37617234
3175,8.355224041
3176,9.658450659
3177,9.188030224
3178,9.907708669
3179,8.995041399
3180,8.98786338
3181,8.175129294
3182,8.067017209
3183,9.143013166
3184,8.587575674
3185,8.163636625
3186,7.855960437
3187,8.254974376
3188,8.158608866
3189,8.595589696
3190,8.895844063
3191,8.986870223
3192,9.218003974
3193,9.36529326
3194,8.97012298
3195,7.667129374
3196,7.958716091
3197,8.27168538
3198,8.878159812
3199,8.550122663
3200,8.761235403
3201,8.72883042
3202,8.457701369
3203,7.965081884
3204,7.861515366
3205,8.109013903
3206,8.199464407
3207,8.280445941
3208,8.287904063
3209,7.871057796
3210,7.892788196
3211,8.140474459
3212,8.070561335
3213,8.481903472
3214,8.45918577
3215,7.979742196
3216,7.920437532
3217,7.588410308
3218,8.389435149
3219,7.767960994
3220,7.632863446
3221,7.680641139
3222,7.034161686
3223,6.995057756
3224,7.559795772
3225,7.188186465
3226,7.401221622
3227,6.897677636
3228,7.239140056
3229,7.51796295
3230,6.720604629
3231,6.773099855
3232,7.649041798
3233,6.810916746
3234,6.837908402
3235,6.701571758
3236,7.240653006
3237,6.570837345
3238,7.624557502
3239,6.710843926
3240,7.031987907
3241,7.09111141
3242,6.608389165
3243,7.207727012
3244,6.657347126
3245,6.59907805
3246,7.484450797
3247,6.824634029
3248,6.553682331
3249,7.070704902
3250,5.636276176
3251,6.911223996
3252,6.17815466
3253,7.037010415
3254,6.961332341
3255,7.119746729
3256,7.009232846
3257,6.261594865
3258,6.827253308
3259,6.888395649
3260,6.895146137
3261,6.620538694
3262,6.889017393
3263,6.461774133
3264,7.405463752
3265,6.243231073
3266,6.575891079
3267,7.150076756
3268,7.077862473
3269,7.647436167
3270,6.766975347
3271,7.368143115
3272,7.324018684
3273,7.87946582
3274,6.993057199
3275,7.942624367
3276,7.710244948
3277,7.308704593
3278,6.426335395
3279,6.343038211
3280,6.659076868
3281,5.918753051
3282,6.260842576
3283,6.705209584
3284,7.2303741
3285,6.939963482
3286,7.154302026
3287,6.841193852
3288,8.198916276
3289,8.077136626
3290,8.197547242
3291,7.909399175
3292,8.552374646
3293,8.31448938
3294,8.692940742
3295,8.76378601
3296,8.332094006
3297,8.466340333
3298,8.288937549
3299,8.474282346
3300,8.062277775
3301,8.225688331
3302,8.4032495
3303,8.418445732
3304,7.916400226
3305,7.99276632
3306,8.081411899
3307,7.73445322
3308,8.154717522
3309,7.792830175
3310,8.186027029
3311,7.847270104
3312,8.035067157
3313,7.728239385
3314,7.982750118
3315,7.754404215
3316,7.952938292
3317,7.787493612
3318,8.10426291
3319,7.729426519
3320,7.911141891
3321,7.641825521
3322,7.934102808
3323,7.763162119
3324,7.988265292
3325,7.420233648
3326,7.949660855
3327,7.59961999
3328,7.491038812
3329,7.596913734
3330,7.615809842
3331,7.762472342
3332,7.636019353
3333,7.730702432
3334,7.428441556
3335,7.564654138
3336,7.294972568
3337,7.538905131
3338,7.475179055
3339,7.627177956
3340,6.973980296
3341,7.791249143
3342,7.237550033
3343,7.55519323
3344,7.480240344
3345,7.516676269
3346,7.382049055
3347,7.864183417
3348,7.185198168
3349,7.402916144
3350,7.474542269
3351,7.317658816
3352,7.567751105
3353,7.26193787
3354,7.432201405
3355,7.023572409
3356,7.739305137
3357,7.106798689
3358,7.754856474
3359,6.588232988
3360,7.766439998
3361,7.226715529
3362,7.830559451
3363,7.26129168
3364,7.893982295
3365,7.172925695
3366,7.639821012
3367,7.53404426
3368,7.517825833
3369,7.535268826
3370,7.503070988
3371,7.499087348
3372,7.942945204
3373,7.1981809
3374,8.04347119
3375,7.126154082
3376,7.817319627
3377,7.474864396
3378,7.706435946
3379,7.240676118
3380,7.83457302
3381,7.290656269
3382,8.143849767
3383,7.396326882
3384,7.670200284
3385,7.774964722
3386,7.861773028
3387,7.876131738
3388,7.962750742
3389,7.543584464
3390,8.03351161
3391,7.342528215
3392,7.192939946
3393,7.738359103
3394,7.558865479
3395,7.665217454
3396,7.248050204
3397,7.814132564
3398,7.23333013
3399,7.9143163
3400,7.820487384
3401,8.23687056
3402,7.797187554
3403,7.89101501
3404,7.558104451
3405,8.037221675
3406,7.596488906
3407,8.225447292
3408,7.393041119
3409,8.947288359
3410,8.4136063
3411,8.448993562
3412,8.085300229
3413,8.166694015
3414,8.01739469
3415,8.783097116
3416,8.411857805
3417,8.647786208
3418,8.512664361
3419,7.909994482
3420,7.606864964
3421,8.478452364
3422,8.748844156
3423,8.335521321
3424,8.160269068
3425,8.660642632
3426,8.090032863
3427,7.986890455
3428,8.820023614
3429,8.581482611
3430,9.223937436
3431,8.736087592
3432,9.774696118
3433,8.984777295
3434,8.110986941
3435,8.311561463
3436,9.414893854
3437,9.9601214
3438,9.58826858
3439,10.26761947
3440,9.228411684
3441,9.213708397
3442,8.515489985
3443,8.736523209
3444,8.237204582
3445,9.150875387
3446,9.768783968
3447,9.596647392
3448,9.768589659
3449,10.41187747
3450,10.22708449
3451,10.09192209
3452,10.06629279
3453,10.21248609
3454,10.20835122
3455,11.1032913
3456,12.06310564
3457,11.15073772
3458,12.07033185
3459,11.76475729
3460,12.08170757
3461,10.31057052
3462,10.62119697
3463,10.3561864
3464,11.21172236
3465,11.47271835
3466,10.1119073
3467,10.75455097
3468,11.44341134
3469,11.65660742
3470,12.74481901
3471,12.38807869
3472,12.57683098
3473,12.41722047
3474,11.51122474
3475,10.70327193
3476,11.48762487
3477,12.74941539
3478,13.03417938
3479,12.38080594
3480,11.86260217
3481,12.63125646
3482,11.79807669
3483,11.08874944
3484,12.7529417
3485,11.55398367
3486,10.64416191
3487,11.09133595
3488,11.62753646
3489,10.5256514
3490,9.773119385
3491,10.01760614
3492,10.33360204
3493,10.57894005
3494,9.471207499
3495,10.05246791
3496,9.969489052
3497,10.11574093
3498,11.26947685
3499,10.61904205
3500,11.31381193
3501,11.6659067
3502,11.84766734
3503,10.03048083
3504,10.50585234
3505,12.36810969
