$West Boylston Daily Discharge,
Auto-Generated,
JDAY,Flow
2912,0.0098171512
2913,0.0083578449
2914,0.0076281918
2915,0.0098171512
2916,0.0150905533
2917,0.0121387748
2918,0.0151900515
2919,0.0201981253
2920,0.016151867
2921,0.0159860367
2922,0.0131337563
2923,0.0139297416
2924,0.0122051069
2925,0.0140292397
2926,0.0500807375
2927,0.0461008113
2928,0.0299821104
2929,0.0210604426
2930,0.0175448411
2931,0.0169810183
2932,0.0149247231
2933,0.0202312913
2934,0.0351560144
2935,0.0524023611
2936,0.0361509959
2937,0.0265328411
2938,0.0215910994
2939,0.0187056529
2940,0.0185729887
2941,0.0180423319
2942,0.0178433356
2943,0.0175116751
2944,0.020032295
2945,0.0224534167
2946,0.0237800588
2947,0.0241448854
2948,0.0250735348
2949,0.0287881325
2950,0.0296504499
2951,0.0231499038
2952,0.0188714832
2953,0.0159860367
2954,0.0152563836
2955,0.0141287379
2956,0.0128352619
2957,0.0118402803
2958,0.0116744501
2959,0.0115086198
2960,0.0112764574
2961,0.0126030995
2962,0.0143609002
2963,0.0144935644
2964,0.0143940663
2965,0.0134322508
2966,0.0137639113
2967,0.0130674242
2968,0.0124372692
2969,0.0130010921
2970,0.0119066124
2971,0.0117076161
2972,0.0158533725
2973,0.021358937
2974,0.01940214
2975,0.0184734906
2976,0.0251730329
2977,0.0500807375
2978,0.0805935047
2979,0.0868950545
2980,0.0560506267
2981,0.0401309221
2982,0.0341610329
2983,0.0307780956
2984,0.024542878
2985,0.0199659629
2986,0.0173790109
2987,0.0164503615
2988,0.0164171954
2989,0.0172131806
2990,0.0170805164
2991,0.0154222139
2992,0.0136312471
2993,0.0125367674
2994,0.0119729445
2995,0.0120061106
2996,0.0136975792
2997,0.0154222139
2998,0.0142614021
2999,0.0130342582
3000,0.0124041032
3001,0.0125367674
3002,0.0141619039
3003,0.0156543762
3004,0.0137307452
3005,0.0128352619
3006,0.0126030995
3007,0.0131669224
3008,0.0177438375
3009,0.0303137709
3010,0.0567139478
3011,0.0527340216
3012,0.0424525457
3013,0.049749077
3014,0.0480907744
3015,0.0537290031
3016,0.0948549068
3017,0.1373074525
3018,0.113759556
3019,0.1727951274
3020,0.1061313642
3021,0.0660004421
3022,0.049749077
3023,0.0407942431
3024,0.0338293723
3025,0.0300484425
3026,0.024576044
3027,0.0202644574
3028,0.0178101696
3029,0.0159860367
3030,0.015488546
3031,0.0123709371
3032,0.0117407822
3033,0.0158533725
3034,0.0220222581
3035,0.0181749961
3036,0.0143277342
3037,0.0125367674
3038,0.0224202507
3039,0.0246423761
3040,0.0185729887
3041,0.0142614021
3042,0.0119729445
3043,0.0107789667
3044,0.0120724427
3045,0.0123377711
3046,0.0099166493
3047,0.011608118
3048,0.0338293723
3049,0.030380103
3050,0.0212262728
3051,0.0158865386
3052,0.0128020958
3053,0.010977963
3054,0.0095849888
3055,0.0089548339
3056,0.036814317
3057,0.0461008113
3058,0.0348243539
3059,0.0214252692
3060,0.0144935644
3061,0.0128684279
3062,0.0113427896
3063,0.0087558375
3064,0.0081256826
3065,0.0096513209
3066,0.0085236752
3067,0.0077940221
3068,0.0852367519
3069,0.0918699621
3070,0.0470957929
3071,0.0317067451
3072,0.0272293281
3073,0.0261016824
3074,0.0338293723
3075,0.0239458891
3076,0.0178101696
3077,0.0150242212
3078,0.016782022
3079,0.0364826564
3080,0.0596988924
3081,0.038140959
3082,0.0275278226
3083,0.0202312913
3084,0.0150573873
3085,0.0117407822
3086,0.0094191586
3087,0.0078935202
3088,0.0068653726
3089,0.0063678819
3090,0.012271439
3091,0.0117407822
3092,0.0112101253
3093,0.017445343
3094,0.0145598965
3095,0.0114091217
3096,0.0078271881
3097,0.0069648708
3098,0.0063678819
3099,0.0066332103
3100,0.0061025534
3101,0.0072965313
3102,0.0065668782
3103,0.005804059
3104,0.009021166
3105,0.0093196604
3106,0.0077940221
3107,0.0057377269
3108,0.0045769151
3109,0.0039467601
3110,0.0047759114
3111,0.0059698892
3112,0.0078935202
3113,0.0057708929
3114,0.0052070701
3115,0.0049085756
3116,0.005140738
3117,0.0053397343
3118,0.0061688855
3119,0.005837225
3120,0.0050412398
3121,0.0038140959
3122,0.0031839409
3123,0.0026765003
3124,0.002839014
3125,0.0024310716
3126,0.0019766967
3127,0.0043115867
3128,0.0112432914
3129,0.0078271881
3130,0.0063347158
3131,0.0054392324
3132,0.0043115867
3133,0.0035156014
3134,0.0029451454
3135,0.0025803188
3136,0.0028290642
3137,0.0034161033
3138,0.0029351955
3139,0.0032900723
3140,0.0047759114
3141,0.0036150996
3142,0.0033066553
3143,0.0028788133
3144,0.0028091645
3145,0.0025372029
3146,0.0023050406
3147,0.0021856428
3148,0.0018937815
3149,0.001704735
3150,0.0015355882
3151,0.0014593063
3152,0.001402924
3153,0.001419507
3154,0.0013365919
3155,0.0011773948
3156,0.0010745801
3157,0.0012006111
3158,0.0011807114
3159,0.001134279
3160,0.0010480472
3161,0.0010513638
3162,0.0009385993
3163,0.000882217
3164,0.0008656339
3165,0.0008158849
3166,0.0007595026
3167,0.0006898539
3168,0.0016085535
3169,0.0024410214
3170,0.0016616192
3171,0.0017312679
3172,0.018108664
3173,0.0179428338
3174,0.0099166493
3175,0.0060030553
3176,0.0042452546
3177,0.0032834391
3178,0.0023746893
3179,0.0019103646
3180,0.0026201181
3181,0.0100824796
3182,0.0042452546
3183,0.0029219291
3184,0.0024343882
3185,0.0023614229
3186,0.0025106701
3187,0.0020960944
3188,0.001814183
3189,0.0016118701
3190,0.0013996074
3191,0.0012536767
3192,0.001184028
3193,0.0011143793
3194,0.0009850317
3195,0.0009518657
3196,0.0009717653
3197,0.0009120664
3198,0.0008656339
3199,0.0008225181
3200,0.0008357845
3201,0.0010646302
3202,0.0012171941
3203,0.0011210125
3204,0.001562121
3205,0.0028887631
3206,0.0019335808
3207,0.00156875425
3208,0.0012039277
3209,0.0011276457
3210,0.0011143793
3211,0.0020032295
3212,0.0017976
3213,0.0012636266
3214,0.0010944797
3215,0.0010215144
3216,0.000931966
3217,0.0008789004
3218,0.0008556841
3219,0.0012868428
3220,0.0143609002
3221,0.0537290031
3222,0.0650054606
3223,0.0284896381
3224,0.0183408264
3225,0.2354789644
3226,0.1320008842
3227,0.0577089293
3228,0.0354876749
3229,0.0262343466
3230,0.0211267747
3231,0.018108664
3232,0.0172131806
3233,0.018771985
3234,0.0150573873
3235,0.0130010921
3236,0.0113759556
3237,0.0096181549
3238,0.0098171512
3239,0.0097508191
3240,0.0108121327
3241,0.0106463025
3242,0.0113427896
3243,0.0143277342
3244,0.0130674242
3245,0.0167488559
3246,0.0199659629
3247,0.0163840294
3248,0.0153227157
3249,0.0170473504
3250,0.0148252249
3251,0.0132664205
3252,0.012271439
3253,0.0112432914
3254,0.0111769593
3255,0.0102814759
3256,0.0095849888
3257,0.0096181549
3258,0.0094523246
3259,0.0092201623
3260,0.0089548339
3261,0.0086231733
3262,0.0173790109
3263,0.0191368116
3264,0.0150573873
3265,0.0134985829
3266,0.0137307452
3267,0.0130010921
3268,0.0128684279
3269,0.0145267305
3270,0.0121387748
3271,0.0102483099
3272,0.0102483099
3273,0.0094191586
3274,0.009021166
3275,0.0096513209
3276,0.0113759556
3277,0.010314642
3278,0.0089879999
3279,0.010347808
3280,0.0185729887
3281,0.016185033
3282,0.0127025977
3283,0.012304605
3284,0.0108784648
3285,0.0106131364
3286,0.0104141401
3287,0.0101819778
3288,0.0096181549
3289,0.0092201623
3290,0.0094191586
3291,0.0109116309
3292,0.0122051069
3293,0.0128684279
3294,0.0133659187
3295,0.0124704353
3296,0.0114091217
3297,0.0107458006
3298,0.0112432914
3299,0.0222875865
3300,0.1664935776
3301,0.1310059027
3302,0.0898799991
3303,0.0514073795
3304,0.0272624942
3305,0.0236473946
3306,0.0215247673
3307,0.0198332987
3308,0.0184734906
3309,0.0177770035
3310,0.0241780514
3311,0.0470957929
3312,0.0348243539
3313,0.0248413724
3314,0.0212926049
3315,0.0250072027
3316,0.0242775496
3317,0.0203307895
3318,0.0181418301
3319,0.0163840294
3320,0.0186393208
3321,0.0211267747
3322,0.0153558818
3323,0.0293187894
3324,0.0238795569
3325,0.01940214
3326,0.0221217562
3327,0.0209609444
3328,0.0175780072
3329,0.064010479
3330,0.126694316
3331,0.064010479
3332,0.0404625826
3333,0.0334977118
3334,0.0328343908
3335,0.0297831141
3336,0.0272624942
3337,0.025206199
3338,0.0414575641
3339,0.0487540954
3340,0.0414575641
3341,0.0341610329
3342,0.036814317
3343,0.0391359406
3344,0.0547239847
3345,0.0421208852
3346,0.0338293723
3347,0.029716782
3348,0.0474274534
3349,0.113759556
3350,0.0673270842
3351,0.0474274534
3352,0.03880428
3353,0.0338293723
3354,0.0348243539
3355,0.0334977118
3356,0.0293187894
3357,0.0268645016
3358,0.0262343466
3359,0.0269971658
3360,0.0280916455
3361,0.0264001768
3362,0.025836354
3363,0.0255710256
3364,0.0200986271
3365,0.0184403245
3366,0.0178433356
3367,0.0173458448
3368,0.0177438375
3369,0.0192694758
3370,0.0205629518
3371,0.021358937
3372,0.0198332987
3373,0.0201317931
3374,0.0228514094
3375,0.0323369
3376,0.0417892247
3377,0.0467641324
3378,0.0344926934
3379,0.0291529591
3380,0.0283569739
3381,0.0441108483
3382,0.0514073795
3383,0.0361509959
3384,0.038140959
3385,0.036814317
3386,0.0304796012
3387,0.025836354
3388,0.0233157341
3389,0.0216905976
3390,0.0234815643
3391,0.0205961179
3392,0.0185729887
3393,0.0490857559
3394,0.1542221386
3395,0.0975081909
3396,0.062020516
3397,0.0484224349
3398,0.0378092985
3399,0.0317730772
3400,0.0272293281
3401,0.0238795569
3402,0.0265328411
3403,0.0494174165
3404,0.0404625826
3405,0.0404625826
3406,0.0331660513
3407,0.0313087524
3408,0.0292856233
3409,0.0251398669
3410,0.0215579334
3411,0.0199327968
3412,0.0181749961
3413,0.0182081622
3414,0.021955926
3415,0.019368974
3416,0.0169810183
3417,0.0152232176
3418,0.0140624058
3419,0.0132000884
3420,0.014858391
3421,0.0146262286
3422,0.0131337563
3423,0.0235478964
3424,0.0184071585
3425,0.0151237194
3426,0.0130010921
3427,0.0152232176
3428,0.0139960737
3429,0.0122382729
3430,0.0112764574
3431,0.0095518228
3432,0.0082583468
3433,0.0077940221
3434,0.0078271881
3435,0.0088221697
3436,0.008391011
3437,0.007130701
3438,0.0061357195
3439,0.0053729003
3440,0.0053729003
3441,0.0057708929
3442,0.0051075719
3443,0.0066332103
3444,0.0062020516
3445,0.0055718966
3446,0.0052070701
3447,0.0049085756
3448,0.0048090774
3449,0.0042452546
3450,0.0039467601
3451,0.0034492693
3452,0.0032204236
3453,0.002586952
3454,0.0022154922
3455,0.0019899631
3456,0.0016981018
3457,0.001562121
3458,0.001402924
3459,0.001008248
3460,0.0005505565
3461,0.0004245255
3462,0.0059367232
3463,0.0217237636
3464,0.0085236752
3465,0.0056713948
3466,0.0149578891
3467,0.0100161475
3468,0.0052402361
3469,0.0031574081
3470,0.0030214273
3471,0.0025173033
3472,0.0019833299
3473,0.0018340826
3474,0.0017677505
3475,0.0016218199
3476,0.0014626229
3477,0.0013067424
3478,0.0011541786
3479,0.001024831
3480,0.0009021166
3481,0.0008357845
3482,0.0007959852
3483,0.0007827188
3484,0.0010812133
3485,0.0131337563
3486,0.015521712
3487,0.0037809299
3488,0.0018871483
3489,0.0014593063
3490,0.0015488546
3491,0.0023680561
3492,0.0028025313
3493,0.002460921
3494,0.0044442509
3495,0.004510583
3496,0.0032237402
3497,0.0026698671
3498,0.0024907705
3499,0.0021292605
3500,0.001830766
3501,0.0018606155
3502,0.004543749
3503,0.0053065682
3504,0.0076945239
3505,0.0044774169
3506,0.0032701727
3507,0.0035819335
3508,0.0042452546
3509,0.003847262
3510,0.0082915128
3511,0.0461008113
3512,0.0324032321
3513,0.0606938739
3514,0.062020516
3515,0.0330997192
3516,0.0189046493
3517,0.0173790109
3518,0.0215910994
3519,0.0151237194
3520,0.0102483099
3521,0.014228236
3522,0.0201649592
3523,0.0126362656
3524,0.00772769
3525,0.0056382287
3526,0.0044110848
3527,0.0040130922
3528,0.0032204236
3529,0.0026964
3530,0.002460921
3531,0.0021126775
3532,0.0019169978
3533,0.0017478509
3534,0.0015554878
3535,0.0013763911
3536,0.001704735
3537,0.0030512767
3538,0.0027428324
3539,0.0020131793
3540,0.0020397122
3541,0.0121056087
3542,0.0122051069
3543,0.0132664205
3544,0.0105799704
3545,0.0072633652
3546,0.0054392324
3547,0.0043115867
3548,0.0736286339
3549,0.137639113
3550,0.0560506267
3551,0.0328675569
3552,0.0207619481
3553,0.014858391
3554,0.0110774611
3555,0.0143609002
3556,0.049749077
3557,0.075618597
3558,0.051075719
3559,0.0364826564
3560,0.0253056972
3561,0.0195016382
3562,0.0203971216
3563,0.0351560144
3564,0.0309439259
3565,0.022652413
3566,0.0263338447
3567,0.0179096677
3568,0.0133327526
3569,0.0117076161
3570,0.0113759556
3571,0.0209277784
3572,0.0729653129
3573,0.038140959
3574,0.027793151
3575,0.0225197488
3576,0.0216242655
3577,0.01940214
3578,0.0164835275
3579,0.0146262286
3580,0.0137970773
3581,0.0126694316
3582,0.0115749519
3583,0.0115417859
3584,0.0133327526
3585,0.0125699334
3586,0.0112764574
3587,0.016185033
3588,0.0467641324
3589,0.0358193354
3590,0.0308112617
3591,0.0263670108
3592,0.0424525457
3593,0.0285228041
3594,0.1853982269
3595,0.1479205889
3596,0.0726336524
3597,0.0723019919
3598,0.0961815488
3599,0.0613571949
3600,0.0447741693
3601,0.088553357
3602,0.0736286339
3603,0.049749077
3604,0.0859000729
3605,0.1203927663
3606,0.0673270842
3607,0.0623521765
3608,0.0573772688
3609,0.0477591139
3610,0.0464324718
3611,0.0616888554
3612,0.0547239847
3613,0.0401309221
3614,0.0305790993
3615,0.0295509517
3616,0.0322705679
3617,0.0394676011
3618,0.1485839099
3619,0.1164128401
3620,0.0689853867
3621,0.050412398
3622,0.0417892247
3623,0.0623521765
3624,0.0961815488
3625,0.0673270842
3626,0.0480907744
3627,0.0391359406
3628,0.0338293723
3629,0.0288876307
3630,0.0253388632
3631,0.0240453872
3632,0.0218232618
3633,0.0208282802
3634,0.0185066566
3635,0.0182744943
3636,0.0191699777
3637,0.0195679703
3638,0.0307117635
3639,0.0267981695
3640,0.0208282802
3641,0.0190373135
3642,0.0434475272
3643,0.1097796299
3644,0.0606938739
3645,0.0391359406
3646,0.031010258
3647,0.0255710256
3648,0.0228845754
3649,0.023912723
3650,0.0348243539
3651,0.0291529591
3652,0.024542878
