$West Boylston Daily Discharge,
Auto-Generated,
JDAY,Flow
1502,0.0231830699
1503,0.0221880883
1504,0.0223539186
1505,0.020065461
1506,0.018771985
1507,0.0178433356
1508,0.0188383171
1509,0.0158533725
1510,0.0148252249
1511,0.0162513651
1512,0.0197338005
1513,0.0172463467
1514,0.0149247231
1515,0.0156875423
1516,0.0183076603
1517,0.0203971216
1518,0.0196343024
1519,0.0321047377
1520,0.0746236155
1521,0.0593672319
1522,0.0431158667
1523,0.0358193354
1524,0.0329007229
1525,0.031010258
1526,0.0319057414
1527,0.0315077488
1528,0.0307449296
1529,0.032967055
1530,0.0322374019
1531,0.0324695642
1532,0.0437791877
1533,0.0978398514
1534,0.089216678
1535,0.063347158
1536,0.050412398
1537,0.0421208852
1538,0.0378092985
1539,0.0371459775
1540,0.0361509959
1541,0.0341610329
1542,0.0310765901
1543,0.029053461
1544,0.0291197931
1545,0.0318062432
1546,0.0312755864
1547,0.0328343908
1548,0.036814317
1549,0.0404625826
1550,0.0484224349
1551,0.0530656821
1552,0.0696487078
1553,0.0792668626
1554,0.0570456083
1555,0.0444425088
1556,0.0421208852
1557,0.0414575641
1558,0.0391359406
1559,0.0371459775
1560,0.0378092985
1561,0.0391359406
1562,0.0404625826
1563,0.0427842062
1564,0.0550556452
1565,0.050412398
1566,0.0427842062
1567,0.0364826564
1568,0.0329007229
1569,0.0304132691
1570,0.0281248115
1571,0.0323369
1572,0.0334977118
1573,0.0287549665
1574,0.0241448854
1575,0.0238132248
1576,0.0230504057
1577,0.0217900957
1578,0.0195016382
1579,0.0169146862
1580,0.0145598965
1581,0.0130674242
1582,0.012271439
1583,0.0116744501
1584,0.0106463025
1585,0.0106131364
1586,0.0112432914
1587,0.0112432914
1588,0.0107789667
1589,0.0111437932
1590,0.0270303318
1591,0.0285559702
1592,0.0251398669
1593,0.0251067008
1594,0.0177438375
1595,0.0141287379
1596,0.0123377711
1597,0.0115417859
1598,0.0117739482
1599,0.0214252692
1600,0.0155548781
1601,0.009717653
1602,0.008391011
1603,0.0155548781
1604,0.0156875423
1605,0.0941915857
1606,0.0945232463
1607,0.0723019919
1608,0.0500807375
1609,0.0361509959
1610,0.0334977118
1611,0.0596988924
1612,0.0543923242
1613,0.0384726195
1614,0.0269308337
1615,0.0260685163
1616,0.0234483983
1617,0.0179759998
1618,0.0140955718
1619,0.0194684721
1620,0.1097796299
1621,0.0925332832
1622,0.0573772688
1623,0.1187344637
1624,0.1346541683
1625,0.0958498883
1626,0.1588653858
1627,0.1270259765
1628,0.0868950545
1629,0.0646738001
1630,0.0703120288
1631,0.0610255344
1632,0.0464324718
1633,0.0354876749
1634,0.0287549665
1635,0.0236473946
1636,0.0181749961
1637,0.0174121769
1638,0.0175448411
1639,0.0199659629
1640,0.0267981695
1641,0.0289207967
1642,0.0201317931
1643,0.025206199
1644,0.0686537262
1645,0.0520707006
1646,0.0295177857
1647,0.0188714832
1648,0.0133659187
1649,0.0109447969
1650,0.0098171512
1651,0.0085568412
1652,0.0093528265
1653,0.0091538302
1654,0.0092201623
1655,0.0084573431
1656,0.0080925165
1657,0.0065337121
1658,0.0055055645
1659,0.0047759114
1660,0.0040462583
1661,0.0037809299
1662,0.0032403232
1663,0.0033497712
1664,0.003250273
1665,0.0095186567
1666,0.0195679703
1667,0.0097839851
1668,0.0094854907
1669,0.0101819778
1670,0.0088221697
1671,0.0071638671
1672,0.0053729003
1673,0.004543749
1674,0.0041789225
1675,0.0060693874
1676,0.0059035571
1677,0.0048754095
1678,0.0040794243
1679,0.0039467601
1680,0.0033132885
1681,0.0034492693
1682,0.0057045608
1683,0.0120392766
1684,0.0079598523
1685,0.0062020516
1686,0.0190373135
1687,0.0081588486
1688,0.0043779188
1689,0.0030413269
1690,0.0029152959
1691,0.0027494657
1692,0.0025338863
1693,0.0020795114
1694,0.0017578007
1695,0.0017511675
1696,0.0021856428
1697,0.0015986037
1698,0.0015123719
1699,0.0016483528
1700,0.0016914686
1701,0.0013896576
1702,0.0020198125
1703,0.0018871483
1704,0.0016483528
1705,0.0018838317
1706,0.0021557933
1707,0.0023581062
1708,0.0015986037
1709,0.0017146849
1710,0.0015554878
1711,0.0016284531
1712,0.0012304605
1713,0.0017080516
1714,0.0011475454
1715,0.0007429195
1716,0.0010878465
1717,0.0027992147
1718,0.0019169978
1719,0.0016516694
1720,0.0020397122
1721,0.001940214
1722,0.0012271439
1723,0.0014758893
1724,0.0011011129
1725,0.0012868428
1726,0.0014161904
1727,0.0016417195
1728,0.0015190052
1729,0.0013332753
1730,0.0015123719
1731,0.0010679469
1732,0.0016052369
1733,0.0015753874
1734,0.0006964871
1735,0.0021425269
1736,0.0023216236
1737,0.0022984074
1738,0.0026201181
1739,0.0031773077
1740,0.0039135941
1741,0.0046432472
1742,0.0052734022
1743,0.0050744059
1744,0.0047427453
1745,0.0040462583
1746,0.0036150996
1747,0.0033497712
1748,0.0030479601
1749,0.0030943926
1750,0.0029617284
1751,0.0028788133
1752,0.0026665505
1753,0.0024476546
1754,0.0025438361
1755,0.0026864502
1756,0.002586952
1757,0.002553786
1758,0.0025405195
1759,0.0024509712
1760,0.0024178051
1761,0.0024045387
1762,0.0022917741
1763,0.0016981018
1764,0.0016483528
1765,0.0017909668
1766,0.0028091645
1767,0.0027594155
1768,0.0021491601
1769,0.001578704
1770,0.001562121
1771,0.0015554878
1772,0.0015654376
1773,0.0015753874
1774,0.0016384029
1775,0.0017644339
1776,0.0016483528
1777,0.0015919705
1778,0.0016085535
1779,0.0017478509
1780,0.0017279513
1781,0.001688152
1782,0.0016914686
1783,0.0019534804
1784,0.0020894612
1785,0.0018871483
1786,0.0016947852
1787,0.0037809299
1788,0.0048754095
1789,0.003107659
1790,0.0021193107
1791,0.0019269476
1792,0.0132000884
1793,0.0165498596
1794,0.0110442951
1795,0.0080925165
1796,0.007097535
1797,0.0065337121
1798,0.0061688855
1799,0.0056713948
1800,0.0052070701
1801,0.0052402361
1802,0.0063678819
1803,0.0059698892
1804,0.0057377269
1805,0.0057045608
1806,0.005140738
1807,0.0047095793
1808,0.0043779188
1809,0.0042120885
1810,0.0053397343
1811,0.005140738
1812,0.0053397343
1813,0.0056382287
1814,0.0053397343
1815,0.0052070701
1816,0.0055387306
1817,0.0067327084
1818,0.0124704353
1819,0.0170141843
1820,0.0132000884
1821,0.009717653
1822,0.0079930184
1823,0.0069980368
1824,0.0078935202
1825,0.0214916013
1826,0.0147920589
1827,0.0105799704
1828,0.0084573431
1829,0.0122051069
1830,0.0099498154
1831,0.0087558375
1832,0.0109447969
1833,0.0198332987
1834,0.0173790109
1835,0.0122382729
1836,0.0090874981
1837,0.0100161475
1838,0.0323369
1839,0.0280916455
1840,0.0229840736
1841,0.0417892247
1842,0.0293187894
1843,0.0211599407
1844,0.0170141843
1845,0.0147588928
1846,0.0133327526
1847,0.0112764574
1848,0.0101819778
1849,0.0093859925
1850,0.0086231733
1851,0.0081920147
1852,0.0081588486
1853,0.0079266863
1854,0.0072633652
1855,0.0065337121
1856,0.0057045608
1857,0.0056050627
1858,0.0059698892
1859,0.0061688855
1860,0.0064010479
1861,0.0066332103
1862,0.0066663763
1863,0.0066332103
1864,0.0066332103
1865,0.0064010479
1866,0.0064010479
1867,0.0064010479
1868,0.0062352176
1869,0.0060030553
1870,0.0066663763
1871,0.0084573431
1872,0.0081256826
1873,0.0078271881
1874,0.0075286936
1875,0.0074955276
1876,0.0073296973
1877,0.0071638671
1878,0.0092864944
1879,0.0127357637
1880,0.0143940663
1881,0.0137307452
1882,0.0121719408
1883,0.0108121327
1884,0.0097839851
1885,0.0089879999
1886,0.008391011
1887,0.0079598523
1888,0.0074291955
1889,0.0071970331
1890,0.0067990405
1891,0.0063347158
1892,0.0062683837
1893,0.0062683837
1894,0.0068653726
1895,0.0067327084
1896,0.0080261844
1897,0.0097508191
1898,0.023282568
1899,0.022619247
1900,0.0191036456
1901,0.0215910994
1902,0.0160192028
1903,0.0145267305
1904,0.0127689298
1905,0.0257368558
1906,0.0361509959
1907,0.0261348484
1908,0.02586952
1909,0.0204302876
1910,0.0170473504
1911,0.0154553799
1912,0.0133327526
1913,0.0138302434
1914,0.0255710256
1915,0.1950163817
1916,0.2795898126
1917,0.1654985961
1918,0.1087846483
1919,0.0739602944
1920,0.0580405898
1921,0.0583722503
1922,0.0520707006
1923,0.0414575641
1924,0.050412398
1925,0.0563822872
1926,0.0407942431
1927,0.0331660513
1928,0.0307449296
1929,0.0274946565
1930,0.024576044
1931,0.0249408706
1932,0.051075719
1933,0.0441108483
1934,0.0324032321
1935,0.0267981695
1936,0.0224865828
1937,0.0197006345
1938,0.0176111732
1939,0.018738819
1940,0.0224865828
1941,0.018075498
1942,0.0185729887
1943,0.0305790993
1944,0.0270303318
1945,0.0210604426
1946,0.0208614463
1947,0.0786035416
1948,0.0839101098
1949,0.0494174165
1950,0.0348243539
1951,0.0279921473
1952,0.0232162359
1953,0.0198996308
1954,0.0175448411
1955,0.016151867
1956,0.0158533725
1957,0.0166161917
1958,0.0140955718
1959,0.01293476
1960,0.0120724427
1961,0.010977963
1962,0.0105799704
1963,0.0269308337
1964,0.0338293723
1965,0.0232162359
1966,0.0182413282
1967,0.0144935644
1968,0.0128684279
1969,0.0127689298
1970,0.0131669224
1971,0.0132664205
1972,0.0130674242
1973,0.0108452988
1974,0.0197669666
1975,0.0215247673
1976,0.0165498596
1977,0.0185729887
1978,0.0160192028
1979,0.0125699334
1980,0.0101156457
1981,0.0100161475
1982,0.011641284
1983,0.0146593947
1984,0.0112432914
1985,0.0084905091
1986,0.007130701
1987,0.0066000442
1988,0.0055718966
1989,0.0050412398
1990,0.0066332103
1991,0.0099166493
1992,0.007760856
1993,0.0057708929
1994,0.0053729003
1995,0.0056050627
1996,0.0048090774
1997,0.0043779188
1998,0.0036814317
1999,0.0032900723
2000,0.0028920797
2001,0.0027162996
2002,0.0025571026
2003,0.0065337121
2004,0.0052070701
2005,0.0043447527
2006,0.003880428
2007,0.0034492693
2008,0.0034824354
2009,0.0029086627
2010,0.0035487675
2011,0.0192363098
2012,0.0188383171
2013,0.0101819778
2014,0.0064010479
2015,0.0061688855
2016,0.0050744059
2017,0.0053729003
2018,0.0045769151
2019,0.0039135941
2020,0.0033000221
2021,0.0034492693
2022,0.0034492693
2023,0.0056382287
2024,0.0054392324
2025,0.0043779188
2026,0.0037477638
2027,0.0035156014
2028,0.0031806243
2029,0.0029418288
2030,0.0027361992
2031,0.0027992147
2032,0.0025139867
2033,0.0023713727
2034,0.0024675542
2035,0.0026101682
2036,0.0026201181
2037,0.0023382066
2038,0.0021591099
2039,0.0020728782
2040,0.0019667468
2041,0.0019269476
2042,0.001781017
2043,0.0017312679
2044,0.0017080516
2045,0.0016185033
2046,0.0016483528
2047,0.0015687542
2048,0.0014460398
2049,0.0013498583
2050,0.0012536767
2051,0.0031706745
2052,0.0124372692
2053,0.0080593505
2054,0.0054392324
2055,0.0036482656
2056,0.0025372029
2057,0.0019468472
2058,0.0017113682
2059,0.001545538
2060,0.0014924723
2061,0.0015057387
2062,0.0014626229
2063,0.0015123719
2064,0.0013200088
2065,0.0013166922
2066,0.0015820206
2067,0.00143609
2068,0.0012304605
2069,0.0012238273
2070,0.0014991055
2071,0.0018705653
2072,0.0035487675
2073,0.0023249402
2074,0.0017279513
2075,0.0014758893
2076,0.0015422214
2077,0.0013432251
2078,0.0012039277
2079,0.0011972945
2080,0.0011873446
2081,0.0010878465
2082,0.0010745801
2083,0.0011707616
2084,0.001134279
2085,0.0010977963
2086,0.0010778967
2087,0.0010480472
2088,0.0010115646
2089,0.0009783985
2090,0.001402924
2091,0.0017014184
2092,0.0013598081
2093,0.0011210125
2094,0.0009982981
2095,0.0009717653
2096,0.0009419159
2097,0.0008755838
2098,0.0008490509
2099,0.0008888502
2100,0.001008248
2101,0.0016682524
2102,0.0018108664
2103,0.0014858391
2104,0.0016118701
2105,0.0014394066
2106,0.0013001092
2107,0.0013730745
2108,0.0014261402
2109,0.0014394066
2110,0.0014460398
2111,0.0014924723
2112,0.0014792059
2113,0.0015123719
2114,0.001452673
2115,0.0041789225
2116,0.0165830257
2117,0.007097535
2118,0.0047427453
2119,0.0035487675
2120,0.0028854465
2121,0.0026964
2122,0.0441108483
2123,0.0779402206
2124,0.0351560144
2125,0.0199327968
2126,0.0122051069
2127,0.0083578449
2128,0.0064010479
2129,0.005140738
2130,0.0046764132
2131,0.0074291955
2132,0.0080925165
2133,0.0066663763
2134,0.0055387306
2135,0.0044442509
2136,0.0040130922
2137,0.009021166
2138,0.0075286936
2139,0.0051075719
2140,0.0041125904
2141,0.0039135941
2142,0.0042120885
2143,0.003880428
2144,0.0053729003
2145,0.0054060664
2146,0.0041125904
2147,0.0075950258
2148,0.0211599407
2149,0.0141287379
2150,0.0098834833
2151,0.0076613579
2152,0.0105468043
2153,0.0093528265
2154,0.0123377711
2155,0.0160523688
2156,0.0117739482
2157,0.0131005903
2158,0.0119066124
2159,0.0102483099
2160,0.0095186567
2161,0.0134654168
2162,0.0208282802
2163,0.0272956602
2164,0.037477638
2165,0.0289207967
2166,0.0314082506
2167,0.062020516
2168,0.0404625826
2169,0.0457691508
2170,0.1688152012
2171,0.1160811796
2172,0.0683220657
2173,0.0461008113
2174,0.0354876749
2175,0.0293851215
2176,0.0249408706
2177,0.0322705679
2178,0.0371459775
2179,0.0294182875
2180,0.0241448854
2181,0.0211599407
2182,0.0192363098
2183,0.0193026419
2184,0.0243770477
2185,0.0444425088
2186,0.0397992616
2187,0.0298494462
2188,0.0253056972
2189,0.0216574315
2190,0.0183739924
2191,0.0153558818
2192,0.0138634095
2193,0.0139960737
2194,0.0134985829
2195,0.0204634537
2196,0.0371459775
2197,0.0221880883
2198,0.0201649592
2199,0.0177438375
2200,0.015488546
2201,0.0144603984
2202,0.0134654168
2203,0.0136644131
2204,0.0136312471
2205,0.0124041032
2206,0.0117739482
2207,0.0113759556
2208,0.011011129
2209,0.0124041032
2210,0.0580405898
2211,0.0371459775
2212,0.0217237636
2213,0.0175780072
2214,0.015488546
2215,0.0146593947
2216,0.0142945681
2217,0.0124372692
2218,0.0341610329
2219,0.0216574315
2220,0.0176443393
2221,0.0145598965
2222,0.0127025977
2223,0.0121387748
2224,0.0137307452
2225,0.0157207083
2226,0.0132664205
2227,0.0122051069
2228,0.0117076161
2229,0.0111769593
2230,0.0108452988
2231,0.0109116309
2232,0.0113427896
2233,0.0107458006
2234,0.010347808
2235,0.0102814759
2236,0.0101488117
2237,0.0101488117
2238,0.0101488117
2239,0.0099498154
2240,0.0093528265
2241,0.0091206641
2242,0.0091206641
2243,0.0087558375
2244,0.0088553357
2245,0.0085900073
2246,0.008424177
2247,0.0082251807
2248,0.0079266863
2249,0.0076613579
2250,0.0073960294
2251,0.0071970331
2252,0.0075950258
2253,0.0076281918
2254,0.0085900073
2255,0.0093196604
2256,0.0081920147
2257,0.00772769
2258,0.0076613579
2259,0.00772769
2260,0.008424177
2261,0.0118402803
2262,0.0191036456
2263,0.0152895497
2264,0.0146262286
2265,0.0202976234
2266,0.0187056529
2267,0.020032295
2268,0.0250072027
2269,0.0213921031
2270,0.0158202065
2271,0.0151568855
2272,0.0149910552
2273,0.0138634095
2274,0.012901594
2275,0.0129679261
2276,0.0204634537
2277,0.0563822872
2278,0.0580405898
2279,0.0397992616
2280,0.0331328853
2281,0.0309770919
2282,0.0354876749
2283,0.0371459775
2284,0.0590355713
2285,0.1154178586
2286,0.1134278955
2287,0.0713070103
2288,0.062683837
2289,0.0563822872
2290,0.0537290031
2291,0.0553873057
2292,0.0643421396
2293,0.064010479
2294,0.0563822872
2295,0.051075719
2296,0.0457691508
2297,0.038140959
2298,0.0326685605
2299,0.0302474388
2300,0.027162996
2301,0.02712983
2302,0.0636788185
2303,0.0596988924
2304,0.0434475272
2305,0.0351560144
2306,0.0294182875
2307,0.0257700219
2308,0.0223539186
2309,0.0210604426
2310,0.0195016382
2311,0.0180091659
2312,0.0163176972
2313,0.0205297858
2314,0.0177106714
2315,0.0145930626
2316,0.0127357637
2317,0.011011129
2318,0.0105136383
2319,0.0107126346
2320,0.0100493135
2321,0.0095186567
2322,0.0091538302
2323,0.008424177
2324,0.0078603542
2325,0.0069648708
2326,0.0060362213
2327,0.0058703911
2328,0.0056050627
2329,0.0050412398
2330,0.0050744059
2331,0.0049749077
2332,0.0044110848
2333,0.0041125904
2334,0.0040794243
2335,0.0038140959
2336,0.0035487675
2337,0.0034492693
2338,0.0027660487
2339,0.0027063498
2340,0.0030943926
2341,0.002839014
2342,0.0028356974
2343,0.0076945239
2344,0.0470957929
2345,0.0507440585
2346,0.0236473946
2347,0.0127689298
2348,0.0080261844
2349,0.0055387306
2350,0.0044442509
2351,0.0041125904
2352,0.004510583
2353,0.0034492693
2354,0.0028091645
2355,0.0025073535
2356,0.0021723764
2357,0.0039135941
2358,0.0057377269
2359,0.004543749
2360,0.0035487675
2361,0.0027726819
2362,0.0023382066
2363,0.0063347158
2364,0.0130010921
2365,0.0075286936
2366,0.005837225
2367,0.0049085756
2368,0.0045769151
2369,0.0034824354
2370,0.0151568855
2371,0.0299821104
2372,0.0173458448
2373,0.0138965755
2374,0.0168483541
2375,0.0190041474
2376,0.0100824796
2377,0.0062683837
2378,0.0045769151
2379,0.0037145977
2380,0.0033000221
2381,0.0029119793
2382,0.0164503615
2383,0.0094191586
2384,0.0051075719
2385,0.0038140959
2386,0.0032137904
2387,0.0029252457
2388,0.002301724
2389,0.0020330789
2390,0.0020761948
2391,0.0022718745
2392,0.0020629284
2393,0.0018108664
2394,0.0016516694
2395,0.0015322716
2396,0.0014261402
2397,0.0014161904
2398,0.001528955
2399,0.0015952871
2400,0.0016748856
2401,0.0034161033
2402,0.0039467601
2403,0.0039799262
2404,0.0026731837
2405,0.0020131793
2406,0.0015886539
2407,0.0022420251
2408,0.0023846391
2409,0.0019700634
2410,0.0017180015
2411,0.0015753874
2412,0.0015322716
2413,0.0014957889
2414,0.0024907705
2415,0.0036482656
2416,0.0026997166
2417,0.0021790096
2418,0.0019269476
2419,0.0019203144
2420,0.0017180015
2421,0.001545538
2422,0.0013996074
2423,0.0012669432
2424,0.0012039277
2425,0.0011641284
2426,0.0011608118
2427,0.001167445
2428,0.0011143793
2429,0.0010712635
2430,0.0010314642
2431,0.0010148812
2432,0.0010049314
2433,0.0009750819
2434,0.0009220162
2435,0.0008755838
2436,0.0008457343
2437,0.0008092517
2438,0.0007827188
2439,0.0007396029
2440,0.0006832207
2441,0.000663321
2442,0.0006566878
2443,0.0006434214
2444,0.000772769
2445,0.00143609
2446,0.0013034258
2447,0.0012802096
2448,0.0015256384
2449,0.0017014184
2450,0.0014559897
2451,0.0012271439
2452,0.0010977963
2453,0.0010215144
2454,0.0009485491
2455,0.0008689505
2456,0.0008291513
2457,0.0008291513
2458,0.0008092517
2459,0.0007993018
2460,0.0007860354
2461,0.0007794022
2462,0.0007628192
2463,0.0007528694
2464,0.0038140959
2465,0.0048090774
2466,0.0032469564
2467,0.0025239365
2468,0.0021425269
2469,0.0018738819
2470,0.0016682524
2471,0.0014758893
2472,0.0029086627
2473,0.0029617284
2474,0.0022818243
2475,0.0017677505
2476,0.0015588044
2477,0.0013730745
2478,0.0013332753
2479,0.0012569933
2480,0.0011873446
2481,0.0011807114
2482,0.0011807114
2483,0.0011608118
2484,0.0011641284
2485,0.0011807114
2486,0.0011972945
2487,0.0011807114
2488,0.0011807114
2489,0.0012171941
2490,0.0011773948
2491,0.0011541786
2492,0.0014261402
2493,0.0049749077
2494,0.0043779188
2495,0.0029716782
2496,0.0023116738
2497,0.0019899631
2498,0.0018208162
2499,0.0017379011
2500,0.0016583026
2501,0.0016218199
2502,0.001578704
2503,0.0021657432
2504,0.0024310716
2505,0.0013531749
2506,0.001671569
2507,0.00233489
2508,0.0026134848
2509,0.0028589136
2510,0.0025338863
2511,0.0020430288
2512,0.0017743837
2513,0.0016748856
2514,0.0017080516
2515,0.0069648708
2516,0.0096181549
2517,0.0066332103
2518,0.0047427453
2519,0.0037809299
2520,0.0033829372
2521,0.0032768059
2522,0.00323369
2523,0.0032436398
2524,0.0033829372
2525,0.0031905741
2526,0.0029716782
2527,0.0037145977
2528,0.005173904
2529,0.005173904
2530,0.0046432472
2531,0.0040462583
2532,0.0037145977
2533,0.0035156014
2534,0.0033497712
2535,0.003124242
2536,0.0028688634
2537,0.0027096664
2538,0.0025803188
2539,0.0025736856
2540,0.003880428
2541,0.0040462583
2542,0.0076613579
2543,0.0107126346
2544,0.008391011
2545,0.0062352176
2546,0.0056050627
2547,0.0054392324
2548,0.0062683837
2549,0.0258031879
2550,0.0238795569
2551,0.0160192028
2552,0.0134322508
2553,0.0131005903
2554,0.0121387748
2555,0.0111106272
2556,0.010977963
2557,0.0129679261
2558,0.0119729445
2559,0.0102483099
2560,0.0089548339
2561,0.0075950258
2562,0.0068322066
2563,0.0063678819
2564,0.0060362213
2565,0.0060030553
2566,0.0139629076
2567,0.0520707006
2568,0.0344926934
2569,0.0330665532
2570,0.0211599407
2571,0.0146262286
2572,0.0163840294
2573,0.0200986271
2574,0.0166493578
2575,0.013564915
2576,0.0116744501
2577,0.0101488117
2578,0.0088221697
2579,0.0081920147
2580,0.007760856
2581,0.0074291955
2582,0.0075286936
2583,0.0086231733
2584,0.0083578449
2585,0.0080261844
2586,0.0076281918
2587,0.0075618597
2588,0.0081920147
2589,0.0087226715
2590,0.0098171512
2591,0.0202312913
2592,0.021325771
2593,0.0177438375
2594,0.0150573873
2595,0.0133990847
2596,0.0121056087
2597,0.0115086198
2598,0.0115749519
2599,0.010314642
2600,0.0091538302
2601,0.0091869962
2602,0.0084573431
2603,0.010347808
2604,0.0314082506
2605,0.0309439259
2606,0.0212594389
2607,0.0179096677
2608,0.0220554241
2609,0.0239458891
2610,0.0192031437
2611,0.0215910994
2612,0.1187344637
2613,0.0968448698
2614,0.0527340216
2615,0.0371459775
2616,0.0298494462
2617,0.0244433798
2618,0.0285891362
2619,0.0328343908
2620,0.0263006787
2621,0.0223539186
2622,0.0200986271
2623,0.0184071585
2624,0.0173458448
2625,0.0163508633
2626,0.0157207083
2627,0.0201981253
2628,0.0199327968
2629,0.0177106714
2630,0.0162181991
2631,0.0318062432
2632,0.0484224349
2633,0.0394676011
2634,0.031673579
2635,0.0250735348
2636,0.021358937
2637,0.0203307895
2638,0.0202976234
2639,0.0193358079
2640,0.0179428338
2641,0.0182744943
2642,0.02066245
2643,0.0182744943
2644,0.0208946123
2645,0.036814317
2646,0.0275609886
2647,0.0220554241
2648,0.0197006345
2649,0.0188051511
2650,0.0197338005
2651,0.018771985
2652,0.0181749961
2653,0.0173790109
2654,0.0233489001
2655,0.0524023611
2656,0.0371459775
2657,0.0273288263
2658,0.0225860809
2659,0.0220554241
2660,0.0231167378
2661,0.0199659629
2662,0.0176775054
2663,0.0160855349
2664,0.0148252249
2665,0.0136975792
2666,0.0130010921
2667,0.0115417859
2668,0.0105136383
2669,0.0105468043
2670,0.0125036013
2671,0.0111437932
2672,0.0100493135
2673,0.0108121327
2674,0.0130674242
2675,0.0114422877
2676,0.0106463025
2677,0.0108784648
2678,0.0098834833
2679,0.0100824796
2680,0.0136312471
2681,0.0132995866
2682,0.01293476
2683,0.016151867
2684,0.0176775054
2685,0.0159860367
2686,0.0132995866
2687,0.0112432914
2688,0.0104141401
2689,0.0093196604
2690,0.0085568412
2691,0.009021166
2692,0.0085236752
2693,0.0073960294
2694,0.0068985387
2695,0.0066000442
2696,0.0061357195
2697,0.007130701
2698,0.0068653726
2699,0.00646738
2700,0.0057377269
2701,0.0062683837
2702,0.0066000442
2703,0.0055718966
2704,0.0048090774
2705,0.0043447527
2706,0.0039135941
2707,0.0047095793
2708,0.0049417416
2709,0.0040462583
2710,0.0036482656
2711,0.0033166051
2712,0.0030977092
2713,0.0032602228
2714,0.0076945239
2715,0.005804059
2716,0.0044774169
2717,0.0036814317
2718,0.0032303734
2719,0.0029783114
2720,0.0030811262
2721,0.0030015276
2722,0.003200524
2723,0.0028058479
2724,0.0023382066
2725,0.0018904649
2726,0.0016284531
2727,0.0015024221
2728,0.0014394066
2729,0.0013763911
2730,0.0012735764
2731,0.0012105609
2732,0.0011409122
2733,0.0010812133
2734,0.0010513638
2735,0.0010148812
2736,0.0011210125
2737,0.0011541786
2738,0.0010148812
2739,0.0010016147
2740,0.0009850317
2741,0.0009054332
2742,0.0008722671
2743,0.0008722671
2744,0.0008291513
2745,0.0008026184
2746,0.0008324679
2747,0.0008523675
2748,0.0008689505
2749,0.0008490509
2750,0.0007628192
2751,0.0006533712
2752,0.0006799041
2753,0.0007031203
2754,0.000630155
2755,0.0005870391
2756,0.0005704561
2757,0.0004941742
2758,0.0004344753
2759,0.0004212089
2760,0.0003913594
2761,0.0003747764
2762,0.0003382937
2763,0.000285228
2764,0.0002719616
2765,0.0002321624
2766,0.0002222125
2767,0.000378093
2768,0.0004344753
2769,0.0004245255
2770,0.0003681432
2771,0.0005074406
2772,0.0004411085
2773,0.0003681432
2774,0.0003084443
2775,0.0002785948
2776,0.0002421122
2777,0.0002056295
2778,0.0002023129
2779,0.000235479
2780,0.0002719616
2781,0.0002089461
2782,0.0002653284
2783,0.000789352
2784,0.0004643247
2785,0.0004245255
2786,0.0004477417
2787,0.0004013092
2788,0.0004046258
2789,0.000394676
2790,0.0003449269
2791,0.0007794022
2792,0.0006865373
2793,0.0006135719
2794,0.0005173904
2795,0.0004842243
2796,0.0004377919
2797,0.0004013092
2798,0.000378093
2799,0.0003150775
2800,0.0003051277
2801,0.0003283439
2802,0.0003382937
2803,0.0003084443
2804,0.0002819114
2805,0.000252062
2806,0.0002885446
2807,0.0003747764
2808,0.0003880428
2809,0.0003581934
2810,0.0003051277
2811,0.0003283439
2812,0.000285228
2813,0.0002653284
2814,0.0002321624
2815,0.0002056295
2816,0.0002056295
2817,0.0002056295
2818,0.0002122627
2819,0.0004145756
2820,0.0003913594
2821,0.0003250273
2822,0.0002885446
2823,0.0002653284
2824,0.0003382937
2825,0.0002951779
2826,0.000252062
2827,0.0003349771
2828,0.0003349771
2829,0.0003150775
2830,0.0002951779
2831,0.0004245255
2832,0.0004245255
2833,0.0004145756
2834,0.0003747764
2835,0.0003416103
2836,0.0003482435
2837,0.00036151
2838,0.0003349771
2839,0.0004775911
2840,0.0005837225
2841,0.0004908576
2842,0.0004941742
2843,0.0005173904
2844,0.0005008074
2845,0.0004742745
2846,0.0004775911
2847,0.0004809077
2848,0.0006964871
2849,0.0007130701
2850,0.0006401048
2851,0.0050412398
2852,0.0190704795
2853,0.0094191586
2854,0.0052734022
2855,0.0035819335
2856,0.0026168014
2857,0.0022453417
2858,0.0057708929
2859,0.0056382287
2860,0.0043779188
2861,0.0037145977
2862,0.0031109756
2863,0.0029053461
2864,0.0027196162
2865,0.0025471527
2866,0.0025007203
2867,0.002427755
2868,0.0029617284
2869,0.0020529786
2870,0.0020164959
2871,0.0020629284
2872,0.0020894612
2873,0.0020098627
2874,0.001923631
2875,0.0019203144
2876,0.0025902686
2877,0.0065337121
2878,0.0060030553
2879,0.0060030553
2880,0.0051075719
2881,0.0055718966
2882,0.0054392324
2883,0.0045769151
2884,0.0043447527
2885,0.008391011
2886,0.0074291955
2887,0.0056382287
2888,0.0039467601
2889,0.0033166051
2890,0.003847262
2891,0.0093528265
2892,0.0477591139
2893,0.0378092985
2894,0.0212594389
2895,0.014891557
2896,0.0117739482
2897,0.0098834833
2898,0.0092864944
2899,0.009054332
2900,0.008391011
2901,0.0073628634
2902,0.0063347158
2903,0.0073628634
2904,0.0078935202
2905,0.0075618597
2906,0.0068322066
2907,0.0063347158
2908,0.0066332103
2909,0.0085900073
2910,0.0120061106
2911,0.0127357637
