"","JDAY","WSE"
"1459",1459,118.99
"1460",1460,118.98
"1461",1461,118.97
"1462",1462,119
"1463",1463,119.03
"1464",1464,119.06
"1465",1465,119.03
"1466",1466,119.06
"1467",1467,119.09
"1468",1468,119.11
"1469",1469,119.14
"1470",1470,119.17
"1471",1471,119.2
"1472",1472,119.24
"1473",1473,119.21
"1474",1474,119.18
"1475",1475,119.17
"1476",1476,119.16
"1477",1477,119.16
"1478",1478,119.16
"1479",1479,119.14
"1480",1480,119.12
"1481",1481,119.09
"1482",1482,119.08
"1483",1483,119.06
"1484",1484,119.03
"1485",1485,119.01
"1486",1486,118.98
"1487",1487,119.01
"1488",1488,119.04
"1489",1489,119.07
"1490",1490,119.11
"1491",1491,119.14
"1492",1492,119.21
"1493",1493,119.29
"1494",1494,119.3
"1495",1495,119.3
"1496",1496,119.28
"1497",1497,119.27
"1498",1498,119.25
"1499",1499,119.22
"1500",1500,119.2
"1501",1501,119.22
"1502",1502,119.2
"1503",1503,119.18
"1504",1504,119.16
"1505",1505,119.13
"1506",1506,119.09
"1507",1507,119.06
"1508",1508,119.04
"1509",1509,119.02
"1510",1510,118.99
"1511",1511,118.97
"1512",1512,118.95
"1513",1513,118.94
"1514",1514,118.91
"1515",1515,118.89
"1516",1516,118.88
"1517",1517,118.88
"1518",1518,118.86
"1519",1519,118.85
"1520",1520,118.89
"1521",1521,118.92
"1522",1522,118.93
"1523",1523,118.94
"1524",1524,118.94
"1525",1525,118.93
"1526",1526,118.91
"1527",1527,118.9
"1528",1528,118.9
"1529",1529,118.89
"1530",1530,118.87
"1531",1531,118.86
"1532",1532,118.82
"1533",1533,118.84
"1534",1534,118.89
"1535",1535,118.92
"1536",1536,118.93
"1537",1537,118.93
"1538",1538,118.91
"1539",1539,118.91
"1540",1540,118.92
"1541",1541,118.9
"1542",1542,118.88
"1543",1543,118.84
"1544",1544,118.79
"1545",1545,118.76
"1546",1546,118.73
"1547",1547,118.72
"1548",1548,118.71
"1549",1549,118.72
"1550",1550,118.73
"1551",1551,118.75
"1552",1552,118.78
"1553",1553,118.83
"1554",1554,118.88
"1555",1555,118.9
"1556",1556,118.91
"1557",1557,118.92
"1558",1558,118.93
"1559",1559,118.94
"1560",1560,118.94
"1561",1561,118.94
"1562",1562,118.96
"1563",1563,118.97
"1564",1564,119
"1565",1565,119.02
"1566",1566,119.03
"1567",1567,119.04
"1568",1568,119.04
"1569",1569,119.04
"1570",1570,119.03
"1571",1571,119.04
"1572",1572,119.05
"1573",1573,119.04
"1574",1574,119.03
"1575",1575,119.02
"1576",1576,119.01
"1577",1577,119
"1578",1578,118.98
"1579",1579,118.96
"1580",1580,118.94
"1581",1581,118.91
"1582",1582,118.95
"1583",1583,118.98
"1584",1584,119.01
"1585",1585,119.05
"1586",1586,119.08
"1587",1587,119.11
"1588",1588,119.14
"1589",1589,119.16
"1590",1590,119.21
"1591",1591,119.2
"1592",1592,119.18
"1593",1593,119.17
"1594",1594,119.14
"1595",1595,119.12
"1596",1596,119.09
"1597",1597,119.06
"1598",1598,119.02
"1599",1599,119.05
"1600",1600,119.09
"1601",1601,119.11
"1602",1602,119.14
"1603",1603,119.19
"1604",1604,119.16
"1605",1605,119.19
"1606",1606,119.3
"1607",1607,119.36
"1608",1608,119.37
"1609",1609,119.37
"1610",1610,119.37
"1611",1611,119.38
"1612",1612,119.39
"1613",1613,119.37
"1614",1614,119.34
"1615",1615,119.32
"1616",1616,119.29
"1617",1617,119.25
"1618",1618,119.18
"1619",1619,119.12
"1620",1620,119.21
"1621",1621,119.26
"1622",1622,119.27
"1623",1623,119.33
"1624",1624,119.45
"1625",1625,119.48
"1626",1626,119.6
"1627",1627,119.8
"1628",1628,119.84
"1629",1629,119.83
"1630",1630,119.8
"1631",1631,119.78
"1632",1632,119.73
"1633",1633,119.64
"1634",1634,119.56
"1635",1635,119.48
"1636",1636,119.41
"1637",1637,119.33
"1638",1638,119.24
"1639",1639,119.2
"1640",1640,119.16
"1641",1641,119.1
"1642",1642,119.06
"1643",1643,119.03
"1644",1644,119.02
"1645",1645,119.01
"1646",1646,119
"1647",1647,118.99
"1648",1648,118.97
"1649",1649,118.95
"1650",1650,118.94
"1651",1651,118.94
"1652",1652,118.95
"1653",1653,118.95
"1654",1654,118.95
"1655",1655,118.97
"1656",1656,118.99
"1657",1657,118.98
"1658",1658,118.98
"1659",1659,118.98
"1660",1660,118.95
"1661",1661,118.95
"1662",1662,118.96
"1663",1663,118.98
"1664",1664,118.99
"1665",1665,119.02
"1666",1666,119.08
"1667",1667,119.09
"1668",1668,119.11
"1669",1669,119.12
"1670",1670,119.11
"1671",1671,119.11
"1672",1672,119.1
"1673",1673,119.09
"1674",1674,119.07
"1675",1675,119.07
"1676",1676,119.04
"1677",1677,119.03
"1678",1678,119.01
"1679",1679,118.99
"1680",1680,118.98
"1681",1681,118.98
"1682",1682,118.98
"1683",1683,119.03
"1684",1684,119.04
"1685",1685,119.05
"1686",1686,119.03
"1687",1687,119.03
"1688",1688,119.01
"1689",1689,119.01
"1690",1690,119
"1691",1691,119
"1692",1692,119
"1693",1693,119
"1694",1694,119
"1695",1695,118.99
"1696",1696,118.98
"1697",1697,118.97
"1698",1698,118.97
"1699",1699,118.97
"1700",1700,118.97
"1701",1701,118.96
"1702",1702,118.95
"1703",1703,118.95
"1704",1704,118.95
"1705",1705,118.97
"1706",1706,119
"1707",1707,119.02
"1708",1708,119.02
"1709",1709,119.02
"1710",1710,119.01
"1711",1711,119.01
"1712",1712,119.01
"1713",1713,119.01
"1714",1714,119.01
"1715",1715,119.01
"1716",1716,118.98
"1717",1717,118.99
"1718",1718,119
"1719",1719,119
"1720",1720,119
"1721",1721,119
"1722",1722,119
"1723",1723,118.99
"1724",1724,118.99
"1725",1725,118.97
"1726",1726,118.96
"1727",1727,118.96
"1728",1728,118.95
"1729",1729,118.95
"1730",1730,118.95
"1731",1731,118.94
"1732",1732,118.95
"1733",1733,118.96
"1734",1734,118.97
"1735",1735,118.97
"1736",1736,118.98
"1737",1737,118.98
"1738",1738,118.98
"1739",1739,118.99
"1740",1740,119.01
"1741",1741,119.02
"1742",1742,119.03
"1743",1743,119.02
"1744",1744,119.02
"1745",1745,119.01
"1746",1746,118.99
"1747",1747,118.98
"1748",1748,118.97
"1749",1749,118.96
"1750",1750,118.95
"1751",1751,118.96
"1752",1752,118.95
"1753",1753,118.96
"1754",1754,118.95
"1755",1755,118.95
"1756",1756,118.95
"1757",1757,118.95
"1758",1758,118.95
"1759",1759,118.94
"1760",1760,118.95
"1761",1761,118.96
"1762",1762,118.97
"1763",1763,118.97
"1764",1764,118.99
"1765",1765,118.99
"1766",1766,119.02
"1767",1767,119.03
"1768",1768,119.03
"1769",1769,119.03
"1770",1770,119.03
"1771",1771,119.03
"1772",1772,119.05
"1773",1773,119.05
"1774",1774,119.04
"1775",1775,119.04
"1776",1776,119.03
"1777",1777,119.02
"1778",1778,119.02
"1779",1779,119
"1780",1780,119
"1781",1781,118.98
"1782",1782,118.98
"1783",1783,118.98
"1784",1784,118.98
"1785",1785,118.97
"1786",1786,118.97
"1787",1787,118.96
"1788",1788,118.96
"1789",1789,118.96
"1790",1790,118.95
"1791",1791,118.95
"1792",1792,118.98
"1793",1793,119.04
"1794",1794,119.05
"1795",1795,119.05
"1796",1796,119.06
"1797",1797,119.06
"1798",1798,119.07
"1799",1799,119.08
"1800",1800,119.08
"1801",1801,119.08
"1802",1802,119.09
"1803",1803,119.1
"1804",1804,119.1
"1805",1805,119.12
"1806",1806,119.11
"1807",1807,119.1
"1808",1808,119.09
"1809",1809,119.07
"1810",1810,119.09
"1811",1811,119.08
"1812",1812,119.05
"1813",1813,119.05
"1814",1814,119.04
"1815",1815,119.01
"1816",1816,119.01
"1817",1817,119
"1818",1818,119
"1819",1819,119.02
"1820",1820,119.02
"1821",1821,119.02
"1822",1822,119.02
"1823",1823,119.02
"1824",1824,119.02
"1825",1825,119.05
"1826",1826,119.06
"1827",1827,119.06
"1828",1828,119.06
"1829",1829,119.05
"1830",1830,119.01
"1831",1831,118.98
"1832",1832,118.96
"1833",1833,118.94
"1834",1834,118.91
"1835",1835,118.94
"1836",1836,118.97
"1837",1837,119
"1838",1838,119.03
"1839",1839,119.05
"1840",1840,119.04
"1841",1841,119.06
"1842",1842,119.06
"1843",1843,119.05
"1844",1844,119.04
"1845",1845,119.03
"1846",1846,119.01
"1847",1847,118.99
"1848",1848,118.97
"1849",1849,118.94
"1850",1850,118.91
"1851",1851,118.91
"1852",1852,118.93
"1853",1853,118.94
"1854",1854,118.95
"1855",1855,118.96
"1856",1856,118.96
"1857",1857,118.92
"1858",1858,118.88
"1859",1859,118.85
"1860",1860,118.83
"1861",1861,118.8
"1862",1862,118.78
"1863",1863,118.77
"1864",1864,118.74
"1865",1865,118.7
"1866",1866,118.67
"1867",1867,118.65
"1868",1868,118.61
"1869",1869,118.58
"1870",1870,118.54
"1871",1871,118.55
"1872",1872,118.51
"1873",1873,118.48
"1874",1874,118.45
"1875",1875,118.43
"1876",1876,118.41
"1877",1877,118.38
"1878",1878,118.35
"1879",1879,118.32
"1880",1880,118.3
"1881",1881,118.28
"1882",1882,118.3
"1883",1883,118.34
"1884",1884,118.38
"1885",1885,118.41
"1886",1886,118.45
"1887",1887,118.48
"1888",1888,118.52
"1889",1889,118.49
"1890",1890,118.45
"1891",1891,118.42
"1892",1892,118.39
"1893",1893,118.35
"1894",1894,118.32
"1895",1895,118.29
"1896",1896,118.32
"1897",1897,118.37
"1898",1898,118.41
"1899",1899,118.41
"1900",1900,118.39
"1901",1901,118.38
"1902",1902,118.37
"1903",1903,118.35
"1904",1904,118.36
"1905",1905,118.36
"1906",1906,118.4
"1907",1907,118.41
"1908",1908,118.41
"1909",1909,118.41
"1910",1910,118.41
"1911",1911,118.39
"1912",1912,118.38
"1913",1913,118.35
"1914",1914,118.34
"1915",1915,118.47
"1916",1916,118.77
"1917",1917,118.97
"1918",1918,119.09
"1919",1919,119.13
"1920",1920,119.16
"1921",1921,119.18
"1922",1922,119.17
"1923",1923,119.15
"1924",1924,119.16
"1925",1925,119.16
"1926",1926,119.14
"1927",1927,119.12
"1928",1928,119.08
"1929",1929,119.05
"1930",1930,119.02
"1931",1931,119
"1932",1932,119.03
"1933",1933,119.03
"1934",1934,119.02
"1935",1935,119.01
"1936",1936,118.98
"1937",1937,118.95
"1938",1938,118.94
"1939",1939,118.94
"1940",1940,118.95
"1941",1941,118.98
"1942",1942,119
"1943",1943,119.04
"1944",1944,119.06
"1945",1945,119.07
"1946",1946,119.06
"1947",1947,119.11
"1948",1948,119.18
"1949",1949,119.2
"1950",1950,119.19
"1951",1951,119.17
"1952",1952,119.14
"1953",1953,119.11
"1954",1954,119.08
"1955",1955,119.06
"1956",1956,119.05
"1957",1957,119.06
"1958",1958,119.05
"1959",1959,119.04
"1960",1960,119.02
"1961",1961,118.98
"1962",1962,118.95
"1963",1963,118.92
"1964",1964,118.92
"1965",1965,118.91
"1966",1966,118.92
"1967",1967,118.94
"1968",1968,118.94
"1969",1969,118.92
"1970",1970,118.93
"1971",1971,118.93
"1972",1972,118.92
"1973",1973,118.9
"1974",1974,118.94
"1975",1975,118.97
"1976",1976,118.98
"1977",1977,119.02
"1978",1978,119.04
"1979",1979,119.04
"1980",1980,119.03
"1981",1981,119.03
"1982",1982,119.03
"1983",1983,119.05
"1984",1984,119.02
"1985",1985,119
"1986",1986,118.98
"1987",1987,118.99
"1988",1988,118.99
"1989",1989,118.99
"1990",1990,118.98
"1991",1991,118.98
"1992",1992,119
"1993",1993,119.01
"1994",1994,119.01
"1995",1995,119.01
"1996",1996,119.01
"1997",1997,119
"1998",1998,119
"1999",1999,118.99
"2000",2000,118.99
"2001",2001,118.98
"2002",2002,118.98
"2003",2003,119
"2004",2004,119.01
"2005",2005,119.01
"2006",2006,119.01
"2007",2007,119.01
"2008",2008,119
"2009",2009,119
"2010",2010,118.99
"2011",2011,119.02
"2012",2012,119.06
"2013",2013,119.07
"2014",2014,119.08
"2015",2015,119.08
"2016",2016,119.09
"2017",2017,119.09
"2018",2018,119.09
"2019",2019,119.08
"2020",2020,119.08
"2021",2021,119.08
"2022",2022,119.05
"2023",2023,119.1
"2024",2024,119.08
"2025",2025,119.06
"2026",2026,119.03
"2027",2027,119.01
"2028",2028,118.98
"2029",2029,118.95
"2030",2030,118.95
"2031",2031,118.93
"2032",2032,118.93
"2033",2033,118.95
"2034",2034,118.97
"2035",2035,119
"2036",2036,119.02
"2037",2037,119.02
"2038",2038,119.02
"2039",2039,119.01
"2040",2040,119.01
"2041",2041,119.02
"2042",2042,119.02
"2043",2043,119.01
"2044",2044,119.01
"2045",2045,119
"2046",2046,119
"2047",2047,118.99
"2048",2048,118.99
"2049",2049,118.98
"2050",2050,118.98
"2051",2051,118.98
"2052",2052,119.04
"2053",2053,119.04
"2054",2054,119.02
"2055",2055,119
"2056",2056,118.98
"2057",2057,118.97
"2058",2058,118.95
"2059",2059,118.95
"2060",2060,118.98
"2061",2061,119
"2062",2062,119.02
"2063",2063,119.04
"2064",2064,119.03
"2065",2065,119.02
"2066",2066,119.04
"2067",2067,119.03
"2068",2068,119.01
"2069",2069,119
"2070",2070,119.01
"2071",2071,118.99
"2072",2072,118.98
"2073",2073,118.97
"2074",2074,118.97
"2075",2075,118.96
"2076",2076,118.97
"2077",2077,118.97
"2078",2078,118.97
"2079",2079,118.98
"2080",2080,118.98
"2081",2081,118.99
"2082",2082,119
"2083",2083,119.01
"2084",2084,119.02
"2085",2085,119.03
"2086",2086,119.03
"2087",2087,119.04
"2088",2088,119.05
"2089",2089,119.05
"2090",2090,119.08
"2091",2091,119.09
"2092",2092,119.09
"2093",2093,119.09
"2094",2094,119.08
"2095",2095,119.08
"2096",2096,119.07
"2097",2097,119.06
"2098",2098,119.05
"2099",2099,119.05
"2100",2100,119.05
"2101",2101,119.09
"2102",2102,119.09
"2103",2103,119.09
"2104",2104,119.11
"2105",2105,119.11
"2106",2106,119.11
"2107",2107,119.11
"2108",2108,119.11
"2109",2109,119.06
"2110",2110,119.05
"2111",2111,119.05
"2112",2112,119.05
"2113",2113,119.05
"2114",2114,119.05
"2115",2115,119.01
"2116",2116,119
"2117",2117,119.02
"2118",2118,119.03
"2119",2119,119.03
"2120",2120,119.04
"2121",2121,119.05
"2122",2122,119.09
"2123",2123,119.13
"2124",2124,119.13
"2125",2125,119.11
"2126",2126,119.08
"2127",2127,119.05
"2128",2128,119.02
"2129",2129,118.99
"2130",2130,119
"2131",2131,119.02
"2132",2132,119.04
"2133",2133,119.05
"2134",2134,119.05
"2135",2135,119.05
"2136",2136,119.05
"2137",2137,119.06
"2138",2138,119.06
"2139",2139,119.06
"2140",2140,119.06
"2141",2141,119.05
"2142",2142,119.05
"2143",2143,119.05
"2144",2144,119.05
"2145",2145,119.05
"2146",2146,119.05
"2147",2147,119.05
"2148",2148,119.1
"2149",2149,119.08
"2150",2150,119.05
"2151",2151,119.02
"2152",2152,119
"2153",2153,119.01
"2154",2154,119.02
"2155",2155,119.04
"2156",2156,119.02
"2157",2157,119.04
"2158",2158,119.02
"2159",2159,118.99
"2160",2160,118.97
"2161",2161,118.95
"2162",2162,118.92
"2163",2163,118.96
"2164",2164,119
"2165",2165,119.03
"2166",2166,119.09
"2167",2167,119.14
"2168",2168,119.16
"2169",2169,119.16
"2170",2170,119.27
"2171",2171,119.38
"2172",2172,119.42
"2173",2173,119.41
"2174",2174,119.37
"2175",2175,119.33
"2176",2176,119.29
"2177",2177,119.26
"2178",2178,119.2
"2179",2179,119.16
"2180",2180,119.11
"2181",2181,119.07
"2182",2182,119.04
"2183",2183,119
"2184",2184,118.98
"2185",2185,118.98
"2186",2186,118.99
"2187",2187,118.98
"2188",2188,118.99
"2189",2189,118.99
"2190",2190,118.99
"2191",2191,118.98
"2192",2192,118.97
"2193",2193,118.95
"2194",2194,118.94
"2195",2195,118.96
"2196",2196,118.97
"2197",2197,118.97
"2198",2198,118.97
"2199",2199,118.95
"2200",2200,118.96
"2201",2201,118.97
"2202",2202,118.98
"2203",2203,118.99
"2204",2204,119.01
"2205",2205,119.01
"2206",2206,119.02
"2207",2207,119.03
"2208",2208,119.04
"2209",2209,119.02
"2210",2210,119.06
"2211",2211,119.09
"2212",2212,119.09
"2213",2213,119.07
"2214",2214,119.04
"2215",2215,119.01
"2216",2216,118.98
"2217",2217,118.95
"2218",2218,118.93
"2219",2219,118.91
"2220",2220,118.87
"2221",2221,118.83
"2222",2222,118.78
"2223",2223,118.74
"2224",2224,118.72
"2225",2225,118.69
"2226",2226,118.66
"2227",2227,118.61
"2228",2228,118.56
"2229",2229,118.51
"2230",2230,118.47
"2231",2231,118.45
"2232",2232,118.41
"2233",2233,118.37
"2234",2234,118.34
"2235",2235,118.32
"2236",2236,118.29
"2237",2237,118.28
"2238",2238,118.26
"2239",2239,118.23
"2240",2240,118.2
"2241",2241,118.18
"2242",2242,118.15
"2243",2243,118.12
"2244",2244,118.1
"2245",2245,118.07
"2246",2246,118.04
"2247",2247,118.02
"2248",2248,117.99
"2249",2249,117.98
"2250",2250,117.99
"2251",2251,118
"2252",2252,118
"2253",2253,118
"2254",2254,118.02
"2255",2255,118.02
"2256",2256,118.04
"2257",2257,118.04
"2258",2258,118.03
"2259",2259,118.03
"2260",2260,118.02
"2261",2261,118.02
"2262",2262,118.02
"2263",2263,118.03
"2264",2264,118.05
"2265",2265,118.07
"2266",2266,118.09
"2267",2267,118.09
"2268",2268,118.1
"2269",2269,118.1
"2270",2270,118.1
"2271",2271,118.09
"2272",2272,118.09
"2273",2273,118.07
"2274",2274,118.06
"2275",2275,118.03
"2276",2276,117.99
"2277",2277,118
"2278",2278,118.05
"2279",2279,118.08
"2280",2280,118.09
"2281",2281,118.1
"2282",2282,118.1
"2283",2283,118.11
"2284",2284,118.13
"2285",2285,118.23
"2286",2286,118.35
"2287",2287,118.41
"2288",2288,118.46
"2289",2289,118.5
"2290",2290,118.57
"2291",2291,118.6
"2292",2292,118.66
"2293",2293,118.72
"2294",2294,118.75
"2295",2295,118.79
"2296",2296,118.82
"2297",2297,118.83
"2298",2298,118.84
"2299",2299,118.85
"2300",2300,118.86
"2301",2301,118.86
"2302",2302,118.92
"2303",2303,118.96
"2304",2304,118.97
"2305",2305,118.96
"2306",2306,118.95
"2307",2307,118.92
"2308",2308,118.9
"2309",2309,118.88
"2310",2310,118.89
"2311",2311,118.91
"2312",2312,118.92
"2313",2313,118.93
"2314",2314,118.94
"2315",2315,118.94
"2316",2316,118.95
"2317",2317,118.96
"2318",2318,118.96
"2319",2319,118.97
"2320",2320,118.99
"2321",2321,119.01
"2322",2322,119.02
"2323",2323,119.02
"2324",2324,119.01
"2325",2325,119.01
"2326",2326,119
"2327",2327,118.99
"2328",2328,118.98
"2329",2329,118.97
"2330",2330,118.98
"2331",2331,119
"2332",2332,119.01
"2333",2333,119.02
"2334",2334,119.02
"2335",2335,119.03
"2336",2336,119.03
"2337",2337,119.03
"2338",2338,119.04
"2339",2339,119.03
"2340",2340,119.03
"2341",2341,119.02
"2342",2342,119.02
"2343",2343,119.06
"2344",2344,119.1
"2345",2345,119.12
"2346",2346,119.12
"2347",2347,119.11
"2348",2348,119.09
"2349",2349,119.06
"2350",2350,119.04
"2351",2351,119.04
"2352",2352,119.06
"2353",2353,119.06
"2354",2354,119.06
"2355",2355,119.04
"2356",2356,119.03
"2357",2357,119.04
"2358",2358,119.06
"2359",2359,119.08
"2360",2360,119.08
"2361",2361,119.06
"2362",2362,119.06
"2363",2363,119.1
"2364",2364,119.12
"2365",2365,119.14
"2366",2366,119.12
"2367",2367,119.1
"2368",2368,119.07
"2369",2369,119.05
"2370",2370,119.07
"2371",2371,119.09
"2372",2372,119.11
"2373",2373,119.09
"2374",2374,119.09
"2375",2375,119.09
"2376",2376,119.09
"2377",2377,119.09
"2378",2378,119.09
"2379",2379,119.08
"2380",2380,119.06
"2381",2381,119.05
"2382",2382,119.09
"2383",2383,119.1
"2384",2384,119.09
"2385",2385,119.09
"2386",2386,119.07
"2387",2387,119.03
"2388",2388,119.02
"2389",2389,119.02
"2390",2390,119.03
"2391",2391,119.04
"2392",2392,119.05
"2393",2393,119.04
"2394",2394,119.02
"2395",2395,119.01
"2396",2396,119.01
"2397",2397,119.01
"2398",2398,119.01
"2399",2399,119.02
"2400",2400,119.02
"2401",2401,119.02
"2402",2402,119.02
"2403",2403,119.02
"2404",2404,119.02
"2405",2405,119.02
"2406",2406,119.02
"2407",2407,119.02
"2408",2408,119.03
"2409",2409,119.03
"2410",2410,119.03
"2411",2411,119.03
"2412",2412,119.02
"2413",2413,119.02
"2414",2414,119.01
"2415",2415,119.05
"2416",2416,119.05
"2417",2417,119.05
"2418",2418,119.03
"2419",2419,119.04
"2420",2420,119.04
"2421",2421,119.03
"2422",2422,119.03
"2423",2423,119.03
"2424",2424,119.02
"2425",2425,119.02
"2426",2426,119.03
"2427",2427,119.04
"2428",2428,119.04
"2429",2429,119.04
"2430",2430,119.04
"2431",2431,119.03
"2432",2432,119.03
"2433",2433,119.03
"2434",2434,119.03
"2435",2435,119.03
"2436",2436,119.02
"2437",2437,119.01
"2438",2438,119
"2439",2439,119
"2440",2440,119
"2441",2441,119
"2442",2442,118.99
"2443",2443,118.98
"2444",2444,118.98
"2445",2445,119.02
"2446",2446,119.03
"2447",2447,119.03
"2448",2448,119.04
"2449",2449,119.04
"2450",2450,119.04
"2451",2451,119.04
"2452",2452,119.03
"2453",2453,119.03
"2454",2454,119.03
"2455",2455,119.03
"2456",2456,119.02
"2457",2457,119.02
"2458",2458,119.02
"2459",2459,119.02
"2460",2460,119.02
"2461",2461,119.02
"2462",2462,119.01
"2463",2463,118.98
"2464",2464,118.95
"2465",2465,118.97
"2466",2466,118.93
"2467",2467,118.94
"2468",2468,118.94
"2469",2469,118.94
"2470",2470,118.94
"2471",2471,118.94
"2472",2472,118.94
"2473",2473,118.94
"2474",2474,118.95
"2475",2475,118.95
"2476",2476,118.95
"2477",2477,118.95
"2478",2478,118.97
"2479",2479,118.97
"2480",2480,118.94
"2481",2481,118.93
"2482",2482,118.93
"2483",2483,118.92
"2484",2484,118.92
"2485",2485,118.93
"2486",2486,118.94
"2487",2487,118.95
"2488",2488,118.95
"2489",2489,118.97
"2490",2490,118.98
"2491",2491,118.98
"2492",2492,118.98
"2493",2493,119.02
"2494",2494,118.99
"2495",2495,118.99
"2496",2496,119
"2497",2497,119.01
"2498",2498,119.02
"2499",2499,119.03
"2500",2500,119.03
"2501",2501,119.02
"2502",2502,119.01
"2503",2503,119.01
"2504",2504,119.02
"2505",2505,119.03
"2506",2506,119.03
"2507",2507,119.04
"2508",2508,119.04
"2509",2509,119.04
"2510",2510,119.04
"2511",2511,119.04
"2512",2512,119.03
"2513",2513,119.04
"2514",2514,119.03
"2515",2515,119.05
"2516",2516,119.06
"2517",2517,119.06
"2518",2518,119.06
"2519",2519,119.05
"2520",2520,119.05
"2521",2521,119.03
"2522",2522,119.03
"2523",2523,119.02
"2524",2524,119.01
"2525",2525,118.98
"2526",2526,118.98
"2527",2527,118.98
"2528",2528,118.99
"2529",2529,118.96
"2530",2530,119
"2531",2531,119.02
"2532",2532,119.05
"2533",2533,119.08
"2534",2534,119.1
"2535",2535,119.14
"2536",2536,119.16
"2537",2537,119.19
"2538",2538,119.22
"2539",2539,119.23
"2540",2540,119.23
"2541",2541,119.19
"2542",2542,119.16
"2543",2543,119.14
"2544",2544,119.1
"2545",2545,119.07
"2546",2546,119.05
"2547",2547,119
"2548",2548,118.98
"2549",2549,118.99
"2550",2550,119.03
"2551",2551,119.03
"2552",2552,119.13
"2553",2553,119.16
"2554",2554,119.16
"2555",2555,119.16
"2556",2556,119.14
"2557",2557,119.11
"2558",2558,119.09
"2559",2559,119.06
"2560",2560,119.03
"2561",2561,119.01
"2562",2562,118.97
"2563",2563,118.95
"2564",2564,118.97
"2565",2565,119.02
"2566",2566,119.06
"2567",2567,119.12
"2568",2568,119.18
"2569",2569,119.24
"2570",2570,119.29
"2571",2571,119.28
"2572",2572,119.27
"2573",2573,119.26
"2574",2574,119.24
"2575",2575,119.23
"2576",2576,119.2
"2577",2577,119.17
"2578",2578,119.14
"2579",2579,119.15
"2580",2580,119.18
"2581",2581,119.2
"2582",2582,119.17
"2583",2583,119.14
"2584",2584,119.16
"2585",2585,119.19
"2586",2586,119.23
"2587",2587,119.26
"2588",2588,119.28
"2589",2589,119.26
"2590",2590,119.23
"2591",2591,119.22
"2592",2592,119.22
"2593",2593,119.26
"2594",2594,119.3
"2595",2595,119.33
"2596",2596,119.32
"2597",2597,119.29
"2598",2598,119.27
"2599",2599,119.23
"2600",2600,119.2
"2601",2601,119.17
"2602",2602,119.14
"2603",2603,119.11
"2604",2604,119.09
"2605",2605,119.09
"2606",2606,119.06
"2607",2607,119.04
"2608",2608,119.02
"2609",2609,119.01
"2610",2610,118.98
"2611",2611,118.98
"2612",2612,119.04
"2613",2613,119.11
"2614",2614,119.14
"2615",2615,119.16
"2616",2616,119.16
"2617",2617,119.15
"2618",2618,119.16
"2619",2619,119.16
"2620",2620,119.16
"2621",2621,119.15
"2622",2622,119.14
"2623",2623,119.12
"2624",2624,119.11
"2625",2625,119.1
"2626",2626,119.09
"2627",2627,119.12
"2628",2628,119.15
"2629",2629,119.17
"2630",2630,119.19
"2631",2631,119.23
"2632",2632,119.27
"2633",2633,119.3
"2634",2634,119.31
"2635",2635,119.31
"2636",2636,119.3
"2637",2637,119.31
"2638",2638,119.3
"2639",2639,119.28
"2640",2640,119.25
"2641",2641,119.22
"2642",2642,119.19
"2643",2643,119.16
"2644",2644,119.12
"2645",2645,119.14
"2646",2646,119.12
"2647",2647,119.1
"2648",2648,119.08
"2649",2649,119.05
"2650",2650,119.03
"2651",2651,119.01
"2652",2652,119
"2653",2653,118.99
"2654",2654,118.99
"2655",2655,119.02
"2656",2656,119.05
"2657",2657,119.06
"2658",2658,119.06
"2659",2659,119.05
"2660",2660,119.05
"2661",2661,119.05
"2662",2662,119.04
"2663",2663,119.02
"2664",2664,119.01
"2665",2665,118.99
"2666",2666,118.98
"2667",2667,118.96
"2668",2668,118.97
"2669",2669,118.96
"2670",2670,119
"2671",2671,119.03
"2672",2672,119.04
"2673",2673,119.01
"2674",2674,119
"2675",2675,118.98
"2676",2676,118.95
"2677",2677,118.89
"2678",2678,118.85
"2679",2679,118.8
"2680",2680,118.77
"2681",2681,118.73
"2682",2682,118.7
"2683",2683,118.67
"2684",2684,118.63
"2685",2685,118.6
"2686",2686,118.56
"2687",2687,118.52
"2688",2688,118.49
"2689",2689,118.45
"2690",2690,118.42
"2691",2691,118.39
"2692",2692,118.35
"2693",2693,118.33
"2694",2694,118.33
"2695",2695,118.34
"2696",2696,118.35
"2697",2697,118.38
"2698",2698,118.42
"2699",2699,118.45
"2700",2700,118.48
"2701",2701,118.52
"2702",2702,118.55
"2703",2703,118.56
"2704",2704,118.59
"2705",2705,118.62
"2706",2706,118.64
"2707",2707,118.68
"2708",2708,118.71
"2709",2709,118.73
"2710",2710,118.75
"2711",2711,118.77
"2712",2712,118.79
"2713",2713,118.81
"2714",2714,118.87
"2715",2715,118.9
"2716",2716,118.92
"2717",2717,118.94
"2718",2718,118.93
"2719",2719,118.93
"2720",2720,118.95
"2721",2721,118.97
"2722",2722,118.95
"2723",2723,118.95
"2724",2724,118.95
"2725",2725,118.95
"2726",2726,118.95
"2727",2727,118.96
"2728",2728,118.96
"2729",2729,118.96
"2730",2730,118.96
"2731",2731,118.96
"2732",2732,118.96
"2733",2733,118.96
"2734",2734,118.96
"2735",2735,118.95
"2736",2736,118.95
"2737",2737,118.97
"2738",2738,118.97
"2739",2739,118.97
"2740",2740,118.96
