"","JDAY","WSE"
"2741",2741,118.95
"2742",2742,118.95
"2743",2743,118.95
"2744",2744,118.96
"2745",2745,118.95
"2746",2746,118.95
"2747",2747,118.96
"2748",2748,118.97
"2749",2749,118.98
"2750",2750,118.98
"2751",2751,118.98
"2752",2752,118.97
"2753",2753,118.98
"2754",2754,118.97
"2755",2755,118.97
"2756",2756,118.97
"2757",2757,118.96
"2758",2758,118.95
"2759",2759,118.95
"2760",2760,118.94
"2761",2761,118.94
"2762",2762,118.95
"2763",2763,118.95
"2764",2764,118.95
"2765",2765,118.95
"2766",2766,118.95
"2767",2767,118.97
"2768",2768,119
"2769",2769,119.01
"2770",2770,119.03
"2771",2771,119.05
"2772",2772,119.07
"2773",2773,119.06
"2774",2774,119.05
"2775",2775,119.05
"2776",2776,119.05
"2777",2777,119.05
"2778",2778,119.04
"2779",2779,119.03
"2780",2780,119.05
"2781",2781,119.04
"2782",2782,119.04
"2783",2783,119.06
"2784",2784,119.07
"2785",2785,119.06
"2786",2786,119.08
"2787",2787,119.08
"2788",2788,119.07
"2789",2789,119.06
"2790",2790,119.05
"2791",2791,119.08
"2792",2792,119.08
"2793",2793,119.07
"2794",2794,119.06
"2795",2795,119.05
"2796",2796,119.05
"2797",2797,119.05
"2798",2798,119.04
"2799",2799,119.03
"2800",2800,119.02
"2801",2801,119.02
"2802",2802,119.02
"2803",2803,119.01
"2804",2804,119.01
"2805",2805,119.01
"2806",2806,119.01
"2807",2807,119.02
"2808",2808,119.02
"2809",2809,119.03
"2810",2810,119.02
"2811",2811,119.02
"2812",2812,119.02
"2813",2813,119.02
"2814",2814,119.01
"2815",2815,119.01
"2816",2816,119.01
"2817",2817,119.01
"2818",2818,119.01
"2819",2819,119.02
"2820",2820,119.03
"2821",2821,119.04
"2822",2822,119.05
"2823",2823,119.05
"2824",2824,119.06
"2825",2825,119.06
"2826",2826,119.06
"2827",2827,119.06
"2828",2828,119.06
"2829",2829,119.05
"2830",2830,119.05
"2831",2831,119.06
"2832",2832,119.07
"2833",2833,119.08
"2834",2834,119.03
"2835",2835,118.98
"2836",2836,118.94
"2837",2837,118.93
"2838",2838,118.93
"2839",2839,118.95
"2840",2840,118.96
"2841",2841,118.96
"2842",2842,118.96
"2843",2843,118.96
"2844",2844,118.96
"2845",2845,118.96
"2846",2846,118.96
"2847",2847,118.96
"2848",2848,118.97
"2849",2849,118.97
"2850",2850,118.97
"2851",2851,118.97
"2852",2852,119.09
"2853",2853,119.07
"2854",2854,119.04
"2855",2855,119.03
"2856",2856,119.02
"2857",2857,119.01
"2858",2858,119.03
"2859",2859,119.04
"2860",2860,119.04
"2861",2861,119.04
"2862",2862,119.04
"2863",2863,119.04
"2864",2864,119.03
"2865",2865,119.03
"2866",2866,119.04
"2867",2867,119.04
"2868",2868,119.04
"2869",2869,119.04
"2870",2870,119.03
"2871",2871,119.03
"2872",2872,119.03
"2873",2873,119.02
"2874",2874,119.02
"2875",2875,119.02
"2876",2876,119.02
"2877",2877,119.05
"2878",2878,119.05
"2879",2879,119.06
"2880",2880,119.06
"2881",2881,119.07
"2882",2882,119.07
"2883",2883,119.07
"2884",2884,119.06
"2885",2885,119.06
"2886",2886,119.08
"2887",2887,119.08
"2888",2888,119.09
"2889",2889,119.09
"2890",2890,119.08
"2891",2891,119.1
"2892",2892,119.16
"2893",2893,119.17
"2894",2894,119.15
"2895",2895,119.12
"2896",2896,119.08
"2897",2897,119.08
"2898",2898,119.06
"2899",2899,119.04
"2900",2900,119.04
"2901",2901,119.04
"2902",2902,119.04
"2903",2903,119.05
"2904",2904,119.05
"2905",2905,119.05
"2906",2906,119.02
"2907",2907,119
"2908",2908,119.01
"2909",2909,119.02
"2910",2910,119.02
"2911",2911,119.02
"2912",2912,119.02
"2913",2913,119.03
"2914",2914,119.03
"2915",2915,119.04
"2916",2916,119.06
"2917",2917,119.07
"2918",2918,119.08
"2919",2919,119.09
"2920",2920,119.08
"2921",2921,119.09
"2922",2922,119.06
"2923",2923,119.04
"2924",2924,119.03
"2925",2925,119.04
"2926",2926,119.09
"2927",2927,119.14
"2928",2928,119.14
"2929",2929,119.13
"2930",2930,119.12
"2931",2931,119.11
"2932",2932,119.09
"2933",2933,119.08
"2934",2934,119.08
"2935",2935,119.08
"2936",2936,119.09
"2937",2937,119.08
"2938",2938,119.07
"2939",2939,119.05
"2940",2940,119.05
"2941",2941,119.04
"2942",2942,119.03
"2943",2943,119.01
"2944",2944,119
"2945",2945,118.99
"2946",2946,119.01
"2947",2947,119
"2948",2948,118.99
"2949",2949,119.01
"2950",2950,119.03
"2951",2951,119.04
"2952",2952,119.05
"2953",2953,119.06
"2954",2954,119.06
"2955",2955,119.07
"2956",2956,119.08
"2957",2957,119.09
"2958",2958,119.09
"2959",2959,119.09
"2960",2960,119.08
"2961",2961,119.07
"2962",2962,119.05
"2963",2963,119.06
"2964",2964,119.03
"2965",2965,119.02
"2966",2966,119.02
"2967",2967,119
"2968",2968,118.98
"2969",2969,118.95
"2970",2970,118.94
"2971",2971,118.91
"2972",2972,118.89
"2973",2973,118.88
"2974",2974,118.86
"2975",2975,118.86
"2976",2976,118.84
"2977",2977,118.84
"2978",2978,118.87
"2979",2979,118.93
"2980",2980,118.97
"2981",2981,118.99
"2982",2982,119
"2983",2983,119.02
"2984",2984,119.02
"2985",2985,119.01
"2986",2986,119
"2987",2987,118.99
"2988",2988,119.01
"2989",2989,119.05
"2990",2990,119.08
"2991",2991,119.1
"2992",2992,119.09
"2993",2993,119.07
"2994",2994,119.05
"2995",2995,119.04
"2996",2996,119.06
"2997",2997,119.05
"2998",2998,119.03
"2999",2999,119.05
"3000",3000,119.08
"3001",3001,119.1
"3002",3002,119.12
"3003",3003,119.15
"3004",3004,119.17
"3005",3005,119.19
"3006",3006,119.21
"3007",3007,119.22
"3008",3008,119.23
"3009",3009,119.29
"3010",3010,119.33
"3011",3011,119.37
"3012",3012,119.4
"3013",3013,119.48
"3014",3014,119.52
"3015",3015,119.53
"3016",3016,119.54
"3017",3017,119.69
"3018",3018,119.76
"3019",3019,119.88
"3020",3020,120.03
"3021",3021,120.08
"3022",3022,120.11
"3023",3023,120.08
"3024",3024,120.05
"3025",3025,120.05
"3026",3026,120.05
"3027",3027,120.04
"3028",3028,120.02
"3029",3029,120.02
"3030",3030,120
"3031",3031,119.99
"3032",3032,119.99
"3033",3033,119.99
"3034",3034,120.01
"3035",3035,120.02
"3036",3036,120.01
"3037",3037,119.91
"3038",3038,119.91
"3039",3039,119.91
"3040",3040,119.89
"3041",3041,119.87
"3042",3042,119.86
"3043",3043,119.85
"3044",3044,119.84
"3045",3045,119.84
"3046",3046,119.81
"3047",3047,119.78
"3048",3048,119.79
"3049",3049,119.8
"3050",3050,119.78
"3051",3051,119.75
"3052",3052,119.73
"3053",3053,119.69
"3054",3054,119.66
"3055",3055,119.65
"3056",3056,119.68
"3057",3057,119.71
"3058",3058,119.73
"3059",3059,119.69
"3060",3060,119.69
"3061",3061,119.67
"3062",3062,119.62
"3063",3063,119.59
"3064",3064,119.58
"3065",3065,119.56
"3066",3066,119.54
"3067",3067,119.52
"3068",3068,119.56
"3069",3069,119.66
"3070",3070,119.68
"3071",3071,119.67
"3072",3072,119.66
"3073",3073,119.64
"3074",3074,119.62
"3075",3075,119.62
"3076",3076,119.6
"3077",3077,119.59
"3078",3078,119.59
"3079",3079,119.6
"3080",3080,119.66
"3081",3081,119.67
"3082",3082,119.66
"3083",3083,119.62
"3084",3084,119.6
"3085",3085,119.58
"3086",3086,119.54
"3087",3087,119.51
"3088",3088,119.47
"3089",3089,119.43
"3090",3090,119.42
"3091",3091,119.4
"3092",3092,119.37
"3093",3093,119.36
"3094",3094,119.34
"3095",3095,119.31
"3096",3096,119.27
"3097",3097,119.22
"3098",3098,119.19
"3099",3099,119.16
"3100",3100,119.12
"3101",3101,119.14
"3102",3102,119.15
"3103",3103,119.15
"3104",3104,119.16
"3105",3105,119.17
"3106",3106,119.17
"3107",3107,119.16
"3108",3108,119.15
"3109",3109,119.14
"3110",3110,119.12
"3111",3111,119.13
"3112",3112,119.13
"3113",3113,119.12
"3114",3114,119.11
"3115",3115,119.1
"3116",3116,119.09
"3117",3117,119.1
"3118",3118,119.1
"3119",3119,119.1
"3120",3120,119.09
"3121",3121,119.08
"3122",3122,119.08
"3123",3123,119.07
"3124",3124,119.05
"3125",3125,119.07
"3126",3126,119.07
"3127",3127,119.05
"3128",3128,119.09
"3129",3129,119.1
"3130",3130,119.09
"3131",3131,119.1
"3132",3132,119.09
"3133",3133,119.07
"3134",3134,119.05
"3135",3135,119.03
"3136",3136,119.03
"3137",3137,119.04
"3138",3138,119.03
"3139",3139,119.02
"3140",3140,119.04
"3141",3141,119.05
"3142",3142,119.03
"3143",3143,119.04
"3144",3144,119.02
"3145",3145,119.01
"3146",3146,118.99
"3147",3147,118.99
"3148",3148,119
"3149",3149,119.05
"3150",3150,119.11
"3151",3151,119.12
"3152",3152,119.09
"3153",3153,119.08
"3154",3154,119.08
"3155",3155,119.08
"3156",3156,119.06
"3157",3157,119.03
"3158",3158,119.03
"3159",3159,119.03
"3160",3160,119.02
"3161",3161,119.01
"3162",3162,118.99
"3163",3163,118.99
"3164",3164,118.98
"3165",3165,118.97
"3166",3166,118.97
"3167",3167,118.98
"3168",3168,118.98
"3169",3169,118.99
"3170",3170,118.98
"3171",3171,118.99
"3172",3172,118.99
"3173",3173,119.02
"3174",3174,119.15
"3175",3175,119.16
"3176",3176,119.16
"3177",3177,119.14
"3178",3178,119.14
"3179",3179,119.13
"3180",3180,119.12
"3181",3181,119.12
"3182",3182,119.12
"3183",3183,119.12
"3184",3184,119.11
"3185",3185,119.11
"3186",3186,119.11
"3187",3187,119.1
"3188",3188,119.09
"3189",3189,119.08
"3190",3190,119.07
"3191",3191,119.06
"3192",3192,119.05
"3193",3193,119.04
"3194",3194,119.02
"3195",3195,119.01
"3196",3196,119
"3197",3197,119
"3198",3198,118.99
"3199",3199,118.98
"3200",3200,118.98
"3201",3201,118.97
"3202",3202,118.97
"3203",3203,118.98
"3204",3204,118.99
"3205",3205,119.01
"3206",3206,119.01
"3207",3207,119.01
"3208",3208,119.02
"3209",3209,119.01
"3210",3210,119.01
"3211",3211,119.01
"3212",3212,119.01
"3213",3213,119
"3214",3214,118.99
"3215",3215,118.98
"3216",3216,118.98
"3217",3217,118.98
"3218",3218,118.98
"3219",3219,118.98
"3220",3220,119.04
"3221",3221,119.08
"3222",3222,119.14
"3223",3223,119.13
"3224",3224,119.12
"3225",3225,119.23
"3226",3226,119.36
"3227",3227,119.4
"3228",3228,119.4
"3229",3229,119.39
"3230",3230,119.37
"3231",3231,119.35
"3232",3232,119.34
"3233",3233,119.29
"3234",3234,119.27
"3235",3235,119.25
"3236",3236,119.22
"3237",3237,119.19
"3238",3238,119.16
"3239",3239,119.12
"3240",3240,119.1
"3241",3241,119.08
"3242",3242,119.05
"3243",3243,119.03
"3244",3244,119
"3245",3245,118.98
"3246",3246,118.97
"3247",3247,118.98
"3248",3248,118.99
"3249",3249,119.02
"3250",3250,119.04
"3251",3251,119.05
"3252",3252,119.05
"3253",3253,119.06
"3254",3254,119.05
"3255",3255,119.05
"3256",3256,119.05
"3257",3257,119.05
"3258",3258,119.05
"3259",3259,119.06
"3260",3260,119.06
"3261",3261,119.07
"3262",3262,119.1
"3263",3263,119.11
"3264",3264,119.13
"3265",3265,119.14
"3266",3266,119.17
"3267",3267,119.18
"3268",3268,119.18
"3269",3269,119.2
"3270",3270,119.21
"3271",3271,119.21
"3272",3272,119.21
"3273",3273,119.21
"3274",3274,119.2
"3275",3275,119.2
"3276",3276,119.19
"3277",3277,119.19
"3278",3278,119.19
"3279",3279,119.21
"3280",3280,119.23
"3281",3281,119.26
"3282",3282,119.27
"3283",3283,119.24
"3284",3284,119.24
"3285",3285,119.23
"3286",3286,119.22
"3287",3287,119.22
"3288",3288,119.22
"3289",3289,119.21
"3290",3290,119.2
"3291",3291,119.18
"3292",3292,119.16
"3293",3293,119.13
"3294",3294,119.1
"3295",3295,119.07
"3296",3296,119.04
"3297",3297,119.01
"3298",3298,118.97
"3299",3299,118.95
"3300",3300,119.03
"3301",3301,119.14
"3302",3302,119.17
"3303",3303,119.17
"3304",3304,119.16
"3305",3305,119.17
"3306",3306,119.15
"3307",3307,119.11
"3308",3308,119.07
"3309",3309,119.04
"3310",3310,119.01
"3311",3311,119.02
"3312",3312,119.02
"3313",3313,118.98
"3314",3314,118.95
"3315",3315,118.93
"3316",3316,118.91
"3317",3317,118.88
"3318",3318,118.85
"3319",3319,118.8
"3320",3320,118.78
"3321",3321,118.73
"3322",3322,118.69
"3323",3323,118.68
"3324",3324,118.66
"3325",3325,118.63
"3326",3326,118.64
"3327",3327,118.63
"3328",3328,118.62
"3329",3329,118.65
"3330",3330,118.74
"3331",3331,118.82
"3332",3332,118.86
"3333",3333,118.87
"3334",3334,118.88
"3335",3335,118.89
"3336",3336,118.91
"3337",3337,118.92
"3338",3338,118.94
"3339",3339,118.97
"3340",3340,118.99
"3341",3341,119.01
"3342",3342,119.01
"3343",3343,119.02
"3344",3344,119.03
"3345",3345,119.05
"3346",3346,119.05
"3347",3347,119.04
"3348",3348,119.03
"3349",3349,119.15
"3350",3350,119.21
"3351",3351,119.23
"3352",3352,119.22
"3353",3353,119.2
"3354",3354,119.23
"3355",3355,119.23
"3356",3356,119.21
"3357",3357,119.19
"3358",3358,119.17
"3359",3359,119.16
"3360",3360,119.17
"3361",3361,119.16
"3362",3362,119.14
"3363",3363,119.12
"3364",3364,119.1
"3365",3365,119.08
"3366",3366,119.06
"3367",3367,119.05
"3368",3368,119.04
"3369",3369,119.03
"3370",3370,119.02
"3371",3371,119.02
"3372",3372,119.02
"3373",3373,119.01
"3374",3374,119
"3375",3375,119
"3376",3376,119.02
"3377",3377,119.04
"3378",3378,119.05
"3379",3379,119.06
"3380",3380,119.06
"3381",3381,119.1
"3382",3382,119.13
"3383",3383,119.15
"3384",3384,119.2
"3385",3385,119.22
"3386",3386,119.22
"3387",3387,119.22
"3388",3388,119.22
"3389",3389,119.21
"3390",3390,119.2
"3391",3391,119.17
"3392",3392,119.16
"3393",3393,119.2
"3394",3394,119.31
"3395",3395,119.43
"3396",3396,119.37
"3397",3397,119.38
"3398",3398,119.35
"3399",3399,119.32
"3400",3400,119.29
"3401",3401,119.24
"3402",3402,119.21
"3403",3403,119.21
"3404",3404,119.21
"3405",3405,119.21
"3406",3406,119.19
"3407",3407,119.18
"3408",3408,119.16
"3409",3409,119.16
"3410",3410,119.13
"3411",3411,119.11
"3412",3412,119.1
"3413",3413,119.09
"3414",3414,119.1
"3415",3415,119.1
"3416",3416,119.09
"3417",3417,119.07
"3418",3418,119.05
"3419",3419,119.03
"3420",3420,119.02
"3421",3421,119
"3422",3422,118.98
"3423",3423,118.98
"3424",3424,119.01
"3425",3425,119.02
"3426",3426,119.03
"3427",3427,119.05
"3428",3428,119.06
"3429",3429,119.05
"3430",3430,119.05
"3431",3431,119.04
"3432",3432,119.02
"3433",3433,119.02
"3434",3434,119.04
"3435",3435,119.05
"3436",3436,119.06
"3437",3437,119.05
"3438",3438,119.04
"3439",3439,119.02
"3440",3440,119.02
"3441",3441,119.02
"3442",3442,119.03
"3443",3443,119.05
"3444",3444,119.03
"3445",3445,119.05
"3446",3446,119.03
"3447",3447,119.03
"3448",3448,119.04
"3449",3449,119.05
"3450",3450,119.04
"3451",3451,119.02
"3452",3452,119
"3453",3453,118.99
"3454",3454,118.99
"3455",3455,118.99
"3456",3456,118.98
"3457",3457,118.98
"3458",3458,118.98
"3459",3459,118.95
"3460",3460,118.92
"3461",3461,118.93
"3462",3462,118.96
"3463",3463,119.01
"3464",3464,119.05
"3465",3465,119.02
"3466",3466,119.04
"3467",3467,119.11
"3468",3468,119.12
"3469",3469,119.12
"3470",3470,119.12
"3471",3471,119.11
"3472",3472,119.09
"3473",3473,119.05
"3474",3474,119.04
"3475",3475,119.05
"3476",3476,119.04
"3477",3477,119.03
"3478",3478,119.01
"3479",3479,119
"3480",3480,118.99
"3481",3481,119
"3482",3482,119.01
"3483",3483,119.03
"3484",3484,119.03
"3485",3485,119.02
"3486",3486,119.1
"3487",3487,119.12
"3488",3488,119.11
"3489",3489,119.1
"3490",3490,119.1
"3491",3491,119.1
"3492",3492,119.09
"3493",3493,119.08
"3494",3494,119.08
"3495",3495,119.08
"3496",3496,119.07
"3497",3497,119.06
"3498",3498,119.05
"3499",3499,119.04
"3500",3500,119.06
"3501",3501,119.07
"3502",3502,119.05
"3503",3503,119.05
"3504",3504,119.09
"3505",3505,119.11
"3506",3506,119.1
"3507",3507,119.05
"3508",3508,119.07
"3509",3509,119.09
"3510",3510,119.12
"3511",3511,119.21
"3512",3512,119.24
"3513",3513,119.27
"3514",3514,119.34
"3515",3515,119.31
"3516",3516,119.28
"3517",3517,119.25
"3518",3518,119.24
"3519",3519,119.21
"3520",3520,119.19
"3521",3521,119.15
"3522",3522,119.13
"3523",3523,119.14
"3524",3524,119.13
"3525",3525,119.12
"3526",3526,119.11
"3527",3527,119.1
"3528",3528,119.09
"3529",3529,119.09
"3530",3530,119.09
"3531",3531,119.09
"3532",3532,119.08
"3533",3533,119.08
"3534",3534,119.07
"3535",3535,119.06
"3536",3536,119.05
"3537",3537,119.06
"3538",3538,119.07
"3539",3539,119.08
"3540",3540,119.08
"3541",3541,119.09
"3542",3542,119.08
"3543",3543,119.09
"3544",3544,119.09
"3545",3545,119.08
"3546",3546,119.07
"3547",3547,119.05
"3548",3548,119.05
"3549",3549,119.13
"3550",3550,119.15
"3551",3551,119.15
"3552",3552,119.16
"3553",3553,119.16
"3554",3554,119.13
"3555",3555,119.12
"3556",3556,119.17
"3557",3557,119.22
"3558",3558,119.26
"3559",3559,119.25
"3560",3560,119.22
"3561",3561,119.17
"3562",3562,119.1
"3563",3563,119.1
"3564",3564,119.12
"3565",3565,119.1
"3566",3566,119.1
"3567",3567,119.1
"3568",3568,119.11
"3569",3569,119.08
"3570",3570,119.07
"3571",3571,119.05
"3572",3572,119.12
"3573",3573,119.19
"3574",3574,119.22
"3575",3575,119.23
"3576",3576,119.22
"3577",3577,119.22
"3578",3578,119.19
"3579",3579,119.18
"3580",3580,119.18
"3581",3581,119.17
"3582",3582,119.17
"3583",3583,119.17
"3584",3584,119.18
"3585",3585,119.18
"3586",3586,119.17
"3587",3587,119.2
"3588",3588,119.23
"3589",3589,119.23
"3590",3590,119.21
"3591",3591,119.19
"3592",3592,119.16
"3593",3593,119.15
"3594",3594,119.28
"3595",3595,119.45
"3596",3596,119.51
"3597",3597,119.53
"3598",3598,119.58
"3599",3599,119.59
"3600",3600,119.58
"3601",3601,119.68
"3602",3602,119.74
"3603",3603,119.75
"3604",3604,119.76
"3605",3605,119.88
"3606",3606,119.91
"3607",3607,119.98
"3608",3608,120.02
"3609",3609,120.01
"3610",3610,120
"3611",3611,120.02
"3612",3612,120.02
"3613",3613,120.01
"3614",3614,119.98
"3615",3615,119.94
"3616",3616,119.93
"3617",3617,119.93
"3618",3618,120.03
"3619",3619,120.16
"3620",3620,120.2
"3621",3621,120.19
"3622",3622,120.17
"3623",3623,120.21
"3624",3624,120.29
"3625",3625,120.33
"3626",3626,120.34
"3627",3627,120.32
"3628",3628,120.29
"3629",3629,120.25
"3630",3630,120.2
"3631",3631,120.17
"3632",3632,120.11
"3633",3633,120.05
"3634",3634,119.99
"3635",3635,119.94
"3636",3636,119.89
"3637",3637,119.82
"3638",3638,119.77
"3639",3639,119.7
"3640",3640,119.63
"3641",3641,119.57
"3642",3642,119.58
"3643",3643,119.69
"3644",3644,119.73
"3645",3645,119.73
"3646",3646,119.69
"3647",3647,119.66
"3648",3648,119.61
"3649",3649,119.55
"3650",3650,119.55
"3651",3651,119.52
"3652",3652,119.47
