$Hourly dew point temp from met data (2017 surface data), 
JDAY,TDEW
 ,C
1,-2.22
1.034722,-2.22
1.0375,-2.22
1.053472,-1.11
1.079167,-0.56
1.089583,-0.56
1.095833,-0.56
1.120833,-0.56
1.138194,-0.56
1.152083,-0.56
1.15625,-0.56
1.1625,-0.56
1.204167,-0.56
1.223611,-1.11
1.228472,-1.11
1.23125,-1.11
1.236806,-1.11
1.245833,-1.11
1.255556,-1.11
1.273611,-1.11
1.278472,-1.11
1.2875,-1.11
1.323611,-1.11
1.329167,-1.11
1.35,-1.11
1.370833,-1.11
1.4125,-1.67
1.454167,-1.67
1.495833,-2.22
1.5375,-2.22
1.579167,-2.22
1.620833,-3.89
1.6625,-4.44
1.704167,-4.44
1.745833,-5.56
1.7875,-7.78
1.829167,-7.78
1.870833,-7.78
1.9125,-7.78
1.954167,-7.22
1.995833,-7.22
2.0375,-7.22
2.079167,-6.67
2.120833,-6.67
2.1625,-6.67
2.204167,-7.22
2.245833,-7.78
2.2875,-8.33
2.329167,-7.22
2.370833,-7.22
2.4125,-7.78
2.454167,-7.22
2.495833,-7.78
2.5375,-7.78
2.579167,-7.78
2.620833,-7.78
2.6625,-7.22
2.704167,-7.78
2.745833,-7.22
2.7875,-6.11
2.829167,-5.56
2.870833,-5
2.89375,-4.44
2.9125,-5
2.954167,-4.44
2.995833,-4.44
3.0375,-3.89
3.079167,-2.78
3.089583,-2.78
3.120833,-2.78
3.159722,-2.78
3.1625,-2.22
3.186111,-2.22
3.204167,-2.22
3.217361,-2.22
3.226389,-2.22
3.236111,-1.67
3.245833,-1.67
3.2875,-1.67
3.29375,-1.11
3.322917,-1.11
3.329167,-1.11
3.341667,-0.56
3.354167,-1.11
3.369444,-1.11
3.370833,-1.11
3.382639,-1.11
3.389583,-0.56
3.4125,-0.56
3.420139,-0.56
3.424306,-0.56
3.434028,-0.56
3.440972,-0.56
3.452778,-1.11
3.454167,-0.56
3.459722,-0.56
3.471528,0
3.476389,0
3.495833,0
3.504861,0
3.5375,0
3.545139,0
3.579167,0.56
3.620833,0.56
3.661111,1.11
3.6625,1.11
3.670139,1.11
3.704167,1.11
3.745833,1.11
3.7875,1.67
3.829167,1.67
3.870833,1.67
3.9125,1.67
3.945833,1.67
3.954167,1.67
3.985417,1.67
3.995833,1.67
4.034028,2.22
4.0375,1.67
4.061111,1.67
4.079167,2.22
4.110417,2.22
4.120833,2.22
4.127083,2.22
4.160417,2.22
4.1625,2.22
4.177083,2.22
4.190278,2.22
4.204167,1.67
4.229167,1.67
4.245833,1.67
4.258333,1.67
4.2875,1.67
4.315972,1.11
4.327778,1.11
4.329167,1.11
4.340972,1.11
4.363194,0.56
4.368056,1.11
4.369444,1.11
4.370833,0.56
4.4125,0
4.418056,0.56
4.426389,0
4.454167,0
4.478472,0
4.488889,0
4.494444,0
4.495833,0
4.504861,0
4.517361,0
4.521528,0
4.531944,0
4.5375,0
4.543056,0
4.579167,0.56
4.595139,0.56
4.605556,0.56
4.619444,1.11
4.620833,1.11
4.627778,1.67
4.629861,1.67
4.6625,2.22
4.671528,2.22
4.695833,2.22
4.697222,2.22
4.704167,2.22
4.710417,2.22
4.716667,2.22
4.745833,2.22
4.751389,2.22
4.7875,2.22
4.815278,2.22
4.827778,2.22
4.829167,2.22
4.845833,2.22
4.870833,2.22
4.9125,0.56
4.928472,0.56
4.940278,0.56
4.954167,0.56
4.970833,0.56
4.995833,0.56
5.006944,0
5.017361,-0.56
5.020833,-1.11
5.022222,-1.11
5.025,-1.67
5.032639,-1.11
5.035417,-1.11
5.0375,-1.11
5.04375,-1.11
5.051389,-1.67
5.055556,-2.22
5.061111,-2.22
5.075,-2.22
5.079167,-2.22
5.08125,-2.22
5.090278,-2.22
5.103472,-3.33
5.113194,-2.78
5.120833,-5
5.1625,-7.22
5.204167,-7.78
5.245833,-8.89
5.2875,-9.44
5.329167,-9.44
5.370833,-9.44
5.4125,-10.56
5.454167,-12.22
5.495833,-12.22
5.5375,-11.67
5.579167,-11.67
5.620833,-12.22
5.6625,-12.22
5.704167,-13.33
5.745833,-13.33
5.7875,-13.33
5.829167,-13.33
5.870833,-12.78
5.9125,-12.78
5.954167,-12.78
5.995833,-12.22
6.0375,-11.67
6.079167,-10.56
6.120833,-10
6.1625,-11.11
6.204167,-11.11
6.245833,-11.11
6.2875,-11.67
6.295139,-10.56
6.31875,-8.89
6.329167,-8.33
6.345833,-8.33
6.351389,-8.33
6.370833,-8.33
6.4125,-8.33
6.454167,-7.78
6.465278,-7.78
6.471528,-7.78
6.477083,-7.78
6.495833,-7.78
6.521528,-7.22
6.532639,-7.22
6.5375,-7.22
6.545833,-7.22
6.553472,-7.22
6.579167,-7.22
6.594444,-7.22
6.6,-7.78
6.614583,-8.89
6.620833,-8.33
6.632639,-8.89
6.647917,-9.44
6.6625,-8.89
6.704167,-10.56
6.745833,-12.78
6.7875,-13.33
6.829167,-12.78
6.870833,-13.89
6.9125,-13.89
6.954167,-13.89
6.995833,-14.44
7.0375,-15
7.079167,-15
7.120833,-15
7.1625,-15
7.204167,-15
7.245833,-15.56
7.2875,-15
7.329167,-14.44
7.370833,-15
7.4125,-15
7.454167,-15
7.495833,-15
7.5375,-15
7.579167,-15
7.620833,-15
7.6625,-15.56
7.683333,-15
7.688889,-13.89
7.702778,-12.78
7.704167,-12.78
7.711111,-11.67
7.744444,-12.22
7.745833,-11.67
7.752778,-11.67
7.7875,-11.67
7.829167,-11.67
7.870833,-11.67
7.897222,-11.67
7.907639,-11.67
7.9125,-12.22
7.922222,-11.67
7.950694,-12.22
7.954167,-12.22
7.963889,-12.22
7.995833,-12.22
8.022917,-12.22
8.034028,-12.22
8.0375,-12.22
8.043056,-12.22
8.047917,-12.78
8.079167,-12.78
8.120833,-12.78
8.1625,-12.22
8.196528,-12.78
8.204167,-12.78
8.209028,-12.78
8.236111,-12.78
8.245833,-13.33
8.2875,-14.44
8.329167,-16.11
8.370833,-17.22
8.4125,-17.22
8.454167,-18.33
8.495833,-19.44
8.5375,-19.44
8.579167,-20
8.620833,-18.33
8.6625,-17.22
8.704167,-17.22
8.745833,-17.22
8.7875,-16.67
8.829167,-17.22
8.847917,-15
8.85625,-15
8.861806,-15.56
8.870833,-16.67
8.9125,-17.78
8.954167,-17.22
8.995833,-17.22
9.015972,-15
9.020833,-13.89
9.026389,-13.33
9.03125,-13.89
9.036111,-13.89
9.0375,-14.44
9.041667,-14.44
9.049306,-15
9.079167,-15.56
9.120833,-16.11
9.1625,-16.67
9.204167,-18.33
9.245833,-18.33
9.2875,-18.33
9.329167,-18.89
9.370833,-19.44
9.4125,-18.89
9.454167,-20
9.495833,-20.56
9.5375,-20.56
9.579167,-20
9.620833,-19.44
9.6625,-19.44
9.704167,-18.89
9.745833,-18.33
9.7875,-18.89
9.829167,-17.78
9.870833,-17.78
9.9125,-17.78
9.954167,-17.22
9.995833,-17.78
10.0375,-17.78
10.079167,-16.67
10.120833,-16.67
10.1625,-16.11
10.204167,-14.44
10.245833,-14.44
10.2875,-15
10.329167,-16.11
10.370833,-16.11
10.4125,-16.11
10.454167,-16.11
10.495833,-16.11
10.5375,-15.56
10.579167,-13.89
10.620833,-9.44
10.6625,-7.22
10.704167,-8.33
10.714583,-7.78
10.745833,-6.67
10.7875,-5.56
10.814583,-5.56
10.829167,-5
10.870833,-4.44
10.9125,-3.33
10.954167,-2.78
10.966667,-2.78
10.995833,-2.22
11.002083,-1.67
11.020833,-1.11
11.031944,0
11.036111,0
11.0375,0
11.058333,0.56
11.067361,1.11
11.079167,1.11
11.095139,1.67
11.120833,2.22
11.126389,2.78
11.132639,2.22
11.140972,2.78
11.147222,2.78
11.1625,3.33
11.168056,3.33
11.177778,3.33
11.179861,3.33
11.2,2.78
11.204167,2.78
11.229167,2.78
11.2375,2.78
11.245833,2.78
11.261806,3.33
11.277778,3.33
11.2875,3.33
11.295139,3.33
11.324306,3.89
11.329167,3.89
11.336111,3.89
11.360417,3.89
11.365278,3.89
11.370833,3.89
11.375694,3.89
11.381944,3.89
11.386806,3.33
11.4125,3.33
11.43125,3.89
11.454167,3.89
11.495833,3.33
11.510417,2.78
11.5375,2.22
11.577778,2.22
11.579167,1.67
11.620833,1.67
11.6625,1.11
11.704167,0.56
11.745833,-1.11
11.7875,-1.11
11.829167,-0.56
11.870833,-0.56
11.9125,-1.11
11.954167,-1.11
11.995833,-1.67
12.0375,-0.56
12.079167,0
12.120833,0.56
12.1625,0.56
12.204167,1.67
12.245833,2.78
12.263889,3.89
12.283333,2.78
12.2875,3.89
12.293056,3.33
12.320139,3.89
12.325,3.89
12.325694,4.44
12.333333,4.44
12.341667,5
12.370833,5.56
12.389583,6.11
12.4125,6.67
12.454167,7.22
12.495833,7.78
12.5375,7.78
12.579167,7.78
12.599306,7.78
12.620833,8.33
12.6625,8.33
12.667361,8.33
12.704167,8.89
12.745833,8.89
12.7875,8.89
12.829167,8.89
12.870833,8.89
12.9125,9.44
12.954167,9.44
12.995833,9.44
13.0375,9.44
13.079167,9.44
13.120833,9.44
13.1625,9.44
13.204167,9.44
13.245833,9.44
13.2875,8.89
13.3,8.89
13.311806,7.78
13.329167,6.11
13.344444,5.56
13.350694,5.56
13.370833,3.89
13.4125,0.56
13.454167,-1.11
13.495833,-2.22
13.5375,-3.89
13.579167,-5
13.620833,-5
13.6625,-5.56
13.704167,-8.33
13.745833,-9.44
13.7875,-9.44
13.829167,-10
13.870833,-12.22
13.9125,-13.89
13.954167,-15.56
13.995833,-16.67
14.0375,-17.22
14.079167,-18.89
14.120833,-19.44
14.1625,-17.22
14.204167,-17.22
14.245833,-17.22
14.2875,-17.22
14.329167,-17.22
14.370833,-17.22
14.4125,-17.78
14.454167,-16.67
14.495833,-17.78
14.5375,-17.78
14.579167,-17.78
14.620833,-16.67
14.6625,-16.67
14.704167,-17.22
14.745833,-17.78
14.7875,-18.89
14.829167,-18.33
14.870833,-17.22
14.9125,-15
14.954167,-15
14.995833,-15.56
15.0375,-13.89
15.079167,-10.56
15.120833,-8.33
15.1625,-8.33
15.204167,-7.78
15.245833,-7.78
15.2875,-7.78
15.329167,-7.78
15.370833,-7.78
15.4125,-8.33
15.454167,-8.33
15.495833,-8.89
15.5375,-8.89
15.579167,-8.89
15.620833,-10
15.6625,-10
15.704167,-11.11
15.745833,-11.11
15.7875,-11.67
15.829167,-12.78
15.870833,-11.11
15.9125,-11.11
15.954167,-11.67
15.995833,-11.67
16.0375,-11.67
16.079167,-12.22
16.120833,-12.22
16.1625,-11.67
16.204167,-12.22
16.245833,-12.22
16.2875,-12.78
16.329167,-13.33
16.370833,-13.89
16.4125,-13.33
16.454167,-11.67
16.495833,-11.11
16.5375,-11.11
16.579167,-10
16.620833,-10.56
16.6625,-10.56
16.704167,-10
16.745833,-10.56
16.7875,-10
16.829167,-10
16.870833,-10
16.9125,-9.44
16.954167,-9.44
16.995833,-8.89
17.0375,-8.89
17.079167,-8.89
17.120833,-8.89
17.1625,-8.89
17.204167,-8.33
17.245833,-8.33
17.2875,-8.33
17.329167,-8.89
17.370833,-9.44
17.4125,-9.44
17.454167,-9.44
17.495833,-10
17.5375,-10
17.579167,-10
17.620833,-10
17.6625,-10
17.704167,-9.44
17.745833,-9.44
17.7875,-9.44
17.829167,-5.56
17.870833,-3.33
17.9125,-2.22
17.941667,-1.67
17.954167,-1.67
17.995833,-1.11
18.011111,-1.11
18.017361,-1.11
18.022917,-1.11
18.036111,-1.11
18.0375,-1.11
18.065972,-1.11
18.079167,-0.56
18.090278,-1.11
18.095139,-1.11
18.100694,-1.11
18.115972,-1.11
18.120833,-0.56
18.132639,-1.11
18.142361,-1.11
18.1625,-1.11
18.174306,-1.11
18.204167,-1.11
18.209028,-1.11
18.220139,-1.11
18.244444,-1.11
18.245833,-1.11
18.257639,-1.11
18.2875,-1.11
18.329167,-1.11
18.370833,-1.11
18.40625,-1.11
18.4125,-1.11
18.414583,-1.11
18.454167,-1.11
18.48125,-1.11
18.490972,-1.11
18.495833,-1.11
18.508333,-1.11
18.513194,-1.11
18.536111,-1.11
18.5375,-1.11
18.579167,-1.11
18.620833,-1.11
18.636806,-1.11
18.654167,-1.11
18.6625,-0.56
18.671528,-0.56
18.681944,-1.11
18.704167,-1.11
18.740278,-1.67
18.745833,-1.67
18.7875,-1.67
18.79375,-1.67
18.809028,-1.67
18.829167,-1.67
18.834028,-1.67
18.870833,-1.67
18.9125,-1.67
18.954167,-1.67
18.995833,-1.67
19.0375,-1.67
19.079167,-1.67
19.119444,-2.22
19.120833,-1.67
19.1625,-1.67
19.193056,-1.67
19.200694,-2.22
19.204167,-1.67
19.213194,-1.67
19.245833,-1.67
19.2875,-2.22
19.309722,-1.67
19.315278,-1.67
19.329167,-1.67
19.353472,-1.67
19.35625,-1.67
19.369444,-2.22
19.370833,-1.67
19.377778,-1.67
19.384028,-1.67
19.390278,-1.67
19.411111,-2.22
19.4125,-1.67
19.444444,-1.67
19.454167,-1.67
19.461806,-1.67
19.495833,-1.11
19.5375,-1.11
19.553472,-0.56
19.579167,-0.56
19.620833,-0.56
19.6625,0.56
19.704167,0
19.715278,-0.56
19.721528,-0.56
19.745833,-0.56
19.770833,-0.56
19.775694,-1.11
19.7875,-0.56
19.829167,-1.11
19.870833,-1.11
19.9125,-1.11
19.954167,-1.11
19.995833,-2.22
20.0375,-1.67
20.079167,-1.67
20.120833,-2.22
20.1625,-2.22
20.204167,-2.22
20.245833,-2.22
20.2875,-2.78
20.329167,-3.33
20.370833,-3.33
20.4125,-3.33
20.454167,-3.33
20.481944,-3.89
20.495833,-3.89
20.5375,-3.33
20.579167,-2.78
20.620833,-2.78
20.6625,-3.33
20.704167,-3.33
20.745833,-3.33
20.7875,-3.33
20.829167,-2.78
20.870833,-2.78
20.9125,-2.78
20.954167,-2.78
20.995833,-2.22
21.0375,-2.78
21.079167,-2.78
21.120833,-2.78
21.157639,-2.78
21.1625,-2.22
21.182639,-1.67
21.204167,-1.11
21.2125,-0.56
21.230556,-0.56
21.244444,-1.11
21.245833,-0.56
21.286111,0
21.2875,0
21.323611,0
21.329167,0
21.34375,0
21.370833,0
21.4125,0.56
21.454167,0.56
21.475,0.56
21.495833,1.11
21.515972,1.11
21.5375,1.11
21.567361,1.11
21.579167,1.67
21.586806,1.67
21.619444,2.22
21.620833,1.67
21.6625,2.78
21.667361,2.78
21.697222,3.89
21.704167,3.89
21.7125,3.89
21.745833,5
21.7875,5
21.829167,4.44
21.870833,4.44
21.9125,3.89
21.954167,3.89
21.995833,3.89
22.027778,4.44
22.0375,3.89
22.079167,4.44
22.120833,4.44
22.1625,4.44
22.204167,4.44
22.245833,4.44
22.2875,4.44
22.329167,4.44
22.370833,4.44
22.4125,3.89
22.454167,4.44
22.495833,4.44
22.5375,3.89
22.579167,3.89
22.6,3.33
22.620833,3.33
22.627778,2.78
22.6625,2.78
22.690278,2.78
22.702083,2.78
22.704167,2.78
22.745833,2.78
22.7875,2.78
22.816667,2.78
22.820139,2.78
22.827778,2.78
22.829167,2.78
22.838194,2.78
22.869444,2.22
22.870833,2.22
22.877778,2.22
22.9125,1.11
22.954167,0.56
22.995833,0.56
23.024306,0.56
23.034028,1.11
23.0375,0.56
23.077778,1.11
23.079167,0.56
23.102083,0.56
23.109722,0.56
23.120833,0.56
23.125,0.56
23.155556,0.56
23.161111,1.11
23.1625,0.56
23.173611,0.56
23.186806,0.56
23.189583,0.56
23.204167,0
23.245833,0
23.286111,-1.11
23.2875,-0.56
23.296528,-0.56
23.299306,-0.56
23.322917,-0.56
23.327778,-1.11
23.329167,-0.56
23.338194,-0.56
23.345139,-0.56
23.350694,-0.56
23.357639,-0.56
23.370833,-1.11
23.379167,-1.11
23.386806,-1.11
23.400694,-1.11
23.403472,-1.11
23.4125,-1.67
23.434028,-1.67
23.452778,-2.22
23.454167,-1.67
23.463889,-1.67
23.494444,-2.78
23.495833,-2.78
23.501389,-2.78
23.5375,-2.78
23.555556,-3.33
23.576389,-2.78
23.579167,-3.33
23.6,-2.78
23.620833,-2.78
23.6625,-2.22
23.704167,-2.22
23.717361,-2.22
23.733333,-2.22
23.745833,-2.22
23.764583,-2.22
23.786111,-2.22
23.7875,-2.22
23.810417,-2.22
23.814583,-2.22
23.820139,-2.78
23.827083,-2.22
23.829167,-2.78
23.870833,-2.78
23.875694,-2.78
23.889583,-2.22
23.893056,-2.22
23.9125,-2.22
23.934722,-2.22
23.942361,-2.22
23.948611,-2.22
23.954167,-2.22
23.965972,-2.22
23.972917,-2.22
23.982639,-2.22
23.99375,-2.22
23.995833,-2.22
24.013889,-2.22
24.0375,-2.22
24.050694,-1.67
24.061806,-1.67
24.072917,-1.67
24.079167,-1.67
24.086111,-1.67
24.120833,-1.67
24.1625,-1.67
24.177778,-1.67
24.198611,-2.22
24.204167,-2.78
24.225,-3.89
24.243056,-3.89
24.245833,-3.89
24.257639,-3.89
24.264583,-3.89
24.2875,-3.89
24.329167,-3.89
24.334028,-3.89
24.370833,-2.78
24.4125,-2.78
24.454167,-3.33
24.459028,-3.33
24.479861,-3.33
24.495833,-3.33
24.520833,-3.33
24.526389,-3.33
24.532639,-3.33
24.5375,-3.33
24.545139,-3.33
24.55,-3.33
24.55625,-3.33
24.579167,-2.78
24.620833,-2.22
24.625694,-2.22
24.635417,-2.22
24.642361,-2.22
24.650694,-2.22
24.656944,-2.22
24.6625,-2.22
24.704167,-2.78
24.736111,-2.22
24.743056,-2.22
24.745833,-2.22
24.767361,-2.22
24.774306,-2.22
24.786111,-2.22
24.7875,-1.67
24.797917,-1.67
24.807639,-1.67
24.829167,-1.67
24.84375,-1.67
24.865278,-1.11
24.869444,-1.11
24.870833,-1.11
24.899306,-1.11
24.9125,-1.11
24.954167,-1.11
24.9875,-1.11
24.993056,-1.11
24.995833,-1.11
25.025,-1.11
25.031944,-1.11
25.0375,-1.67
25.0625,-1.11
25.077778,-1.11
25.079167,-1.11
25.088194,-1.11
25.120833,-1.11
25.159722,-1.11
25.1625,-0.56
25.174306,-0.56
25.1875,-0.56
25.204167,-0.56
25.213889,-0.56
25.245833,-0.56
25.286111,-1.11
25.2875,-0.56
25.327778,-1.11
25.329167,-1.11
25.344444,-1.67
25.35,-1.67
25.370833,-2.22
25.4125,-2.22
25.452778,-2.78
25.454167,-3.33
25.495833,-3.89
25.5125,-3.89
25.5375,-3.89
25.579167,-4.44
25.604167,-5
25.620833,-4.44
25.6625,-5
25.679861,-5
25.704167,-4.44
25.745833,-4.44
25.7875,-3.89
25.829167,-3.33
25.841667,-3.33
25.856944,-3.33
25.870833,-3.33
25.9125,-3.33
25.919444,-2.78
25.954167,-2.78
25.985417,-2.78
25.995833,-2.78
26.0375,-2.78
26.079167,-2.78
26.120833,-2.78
26.1625,-2.78
26.204167,-2.22
26.245833,-0.56
26.2875,-0.56
26.329167,0
26.370833,-0.56
26.4125,-0.56
26.454167,-0.56
26.495833,-0.56
26.5375,-0.56
26.579167,0
26.620833,0.56
26.6625,2.22
26.704167,2.78
26.745833,3.33
26.7875,2.22
26.814583,2.78
26.827778,2.78
26.829167,2.78
26.870833,0.56
26.875694,0.56
26.9125,-2.22
26.954167,-2.78
26.995833,-2.22
27.0375,-3.33
27.079167,-3.33
27.120833,-3.33
27.1625,-2.78
27.204167,-3.89
27.245833,-3.89
27.2875,-3.89
27.329167,-4.44
27.370833,-4.44
27.4125,-4.44
27.454167,-5.56
27.495833,-5.56
27.5375,-6.11
27.579167,-5.56
27.620833,-7.22
27.6625,-7.22
27.704167,-7.78
27.745833,-7.22
27.7875,-7.78
27.829167,-8.89
27.870833,-10
27.9125,-10
27.954167,-10
27.995833,-9.44
28.0375,-9.44
28.079167,-8.89
28.120833,-8.89
28.1625,-8.89
28.204167,-8.89
28.245833,-8.89
28.2875,-8.33
28.329167,-8.33
28.370833,-8.33
28.4125,-8.33
28.454167,-7.78
28.495833,-7.78
28.5375,-7.78
28.579167,-7.78
28.620833,-7.22
28.6625,-7.78
28.704167,-8.33
28.745833,-8.33
28.7875,-8.89
28.829167,-9.44
28.870833,-9.44
28.9125,-9.44
28.954167,-10
28.995833,-8.89
29.0375,-8.89
29.079167,-9.44
29.120833,-9.44
29.1625,-8.89
29.204167,-8.33
29.245833,-8.89
29.2875,-8.33
29.329167,-7.78
29.370833,-7.78
29.4125,-7.78
29.454167,-7.22
29.495833,-7.22
29.5375,-7.22
29.579167,-6.67
29.620833,-6.67
29.6625,-7.78
29.704167,-8.33
29.745833,-9.44
29.7875,-8.89
29.829167,-8.89
29.870833,-10
29.9125,-10
29.954167,-8.89
29.995833,-8.33
30.0375,-9.44
30.079167,-9.44
30.120833,-8.89
30.1625,-9.44
30.204167,-10
30.245833,-10.56
30.2875,-10.56
30.329167,-11.67
30.370833,-12.22
30.4125,-12.78
30.454167,-12.22
30.495833,-12.22
30.5375,-11.67
30.579167,-11.67
30.620833,-11.67
30.6625,-12.22
30.704167,-12.22
30.745833,-12.78
30.7875,-13.33
30.829167,-13.33
30.870833,-13.33
30.9125,-14.44
30.954167,-13.33
30.995833,-13.89
31.0375,-13.89
31.079167,-14.44
31.120833,-15
31.1625,-15.56
31.204167,-15.56
31.245833,-15
31.2875,-15.56
31.329167,-15
31.370833,-15
31.4125,-14.44
31.454167,-14.44
31.495833,-14.44
31.5375,-13.89
31.579167,-14.44
31.620833,-14.44
31.6625,-14.44
31.704167,-13.33
31.744444,-10
31.745833,-10
31.752083,-9.44
31.759028,-8.89
31.772917,-8.33
31.779861,-8.33
31.7875,-8.33
31.829167,-8.33
31.849306,-8.33
31.870833,-7.78
31.891667,-7.78
31.904861,-7.78
31.9125,-7.78
31.922917,-7.78
31.929167,-7.78
31.940278,-7.78
31.945139,-7.78
31.950694,-7.78
31.954167,-7.78
31.957639,-7.78
31.967361,-7.78
31.977083,-7.22
31.995833,-7.22
32.024306,-7.22
32.0375,-7.22
32.042361,-7.22
32.076389,-7.22
32.077083,-7.22
32.083333,-7.22
32.096528,-7.22
32.103472,-7.22
32.111111,-7.22
32.120833,-7.22
32.146528,-7.22
32.161111,-7.22
32.1625,-6.67
32.202778,-7.22
32.204167,-6.67
32.245833,-6.67
32.2875,-6.67
32.316667,-6.67
32.327778,-7.22
32.329167,-6.67
32.361111,-6.67
32.369444,-6.11
32.370833,-6.11
32.385417,-6.11
32.388889,-6.11
32.4125,-6.11
32.420139,-6.11
32.432639,-6.11
32.434722,-6.11
32.448611,-6.11
32.454167,-6.11
32.495833,-5
32.518056,-5
32.5375,-5
32.555556,-5
32.561806,-5
32.579167,-4.44
32.620833,-3.89
32.626389,-3.89
32.640278,-3.33
32.647222,-3.33
32.661111,-2.78
32.6625,-3.33
32.66875,-3.33
32.675,-3.33
32.704167,-3.33
32.745833,-4.44
32.7875,-6.11
32.829167,-6.67
32.870833,-6.11
32.9125,-6.67
32.954167,-6.67
32.995833,-7.22
33.0375,-6.67
33.079167,-8.33
33.120833,-8.89
33.1625,-9.44
33.204167,-10
33.245833,-10
33.2875,-9.44
33.329167,-9.44
33.370833,-9.44
33.4125,-10
33.454167,-10
33.495833,-10
33.5375,-10
33.579167,-8.89
33.620833,-8.89
33.6625,-8.89
33.704167,-7.78
33.745833,-8.89
33.779861,-8.89
33.7875,-7.78
33.799306,-9.44
33.829167,-12.22
33.870833,-11.67
33.9125,-12.22
33.954167,-12.22
33.995833,-12.22
34.0375,-12.22
34.079167,-12.78
34.120833,-13.33
34.1625,-13.33
34.204167,-13.89
34.245833,-15
34.2875,-15
34.329167,-15
34.370833,-15
34.4125,-14.44
34.454167,-14.44
34.495833,-14.44
34.5375,-15
34.579167,-14.44
34.620833,-14.44
34.6625,-14.44
34.704167,-13.89
34.745833,-14.44
34.7875,-13.89
34.829167,-13.89
34.870833,-13.89
34.9125,-15
34.954167,-14.44
34.995833,-13.89
35.0375,-15.56
35.079167,-16.11
35.120833,-15.56
35.1625,-16.11
35.204167,-16.11
35.245833,-16.11
35.2875,-16.11
35.329167,-15.56
35.370833,-15.56
35.4125,-15.56
35.454167,-15
35.495833,-15
35.5375,-14.445
35.579167,-13.89
35.620833,-15.56
35.6625,-16.11
35.704167,-15.56
35.745833,-15.56
35.7875,-15.56
35.829167,-14.44
35.870833,-13.89
35.9125,-14.44
35.954167,-14.44
35.995833,-14.44
36.0375,-14.44
36.079167,-14.44
36.120833,-14.44
36.1625,-14.44
36.204167,-14.44
36.245833,-14.44
36.2875,-14.44
36.329167,-13.89
36.370833,-13.33
36.4125,-13.33
36.454167,-13.33
36.495833,-13.33
36.5375,-13.33
36.579167,-12.22
36.620833,-10
36.6625,-9.44
36.704167,-8.89
36.745833,-7.78
36.775694,-5
36.785417,-6.11
36.7875,-5.56
36.792361,-5
36.802083,-5
36.813194,-5
36.829167,-5
36.870833,-7.22
36.9125,-7.22
36.954167,-7.78
36.995833,-7.78
37.0375,-7.78
37.079167,-8.33
37.120833,-8.33
37.1625,-7.78
37.204167,-7.22
37.245833,-7.22
37.2875,-8.33
37.329167,-10.56
37.370833,-11.67
37.4125,-12.22
37.454167,-12.78
37.495833,-12.78
37.5375,-12.78
37.579167,-13.89
37.620833,-13.89
37.6625,-13.89
37.704167,-13.89
37.745833,-14.44
37.7875,-13.33
37.829167,-13.89
37.870833,-12.22
37.9125,-11.67
37.954167,-11.11
37.995833,-11.11
38.0375,-10.56
38.079167,-10.56
38.120833,-10
38.1625,-10
38.204167,-10.56
38.245833,-10.56
38.251389,-10.56
38.2875,-10
38.329167,-10.56
38.370833,-10
38.4125,-10.56
38.454167,-10
38.495833,-9.44
38.5375,-6.67
38.54375,-6.67
38.569444,-5.56
38.577778,-5
38.579167,-5
38.584722,-5
38.595139,-5
38.604861,-4.44
38.619444,-3.89
38.620833,-4.44
38.638194,-3.89
38.645139,-3.89
38.649306,-3.89
38.657639,-3.89
38.661111,-3.89
38.6625,-3.89
38.665972,-3.89
38.674306,-3.89
38.683333,-3.33
38.704167,-3.33
38.720833,-3.33
38.729167,-2.78
38.745833,-2.78
38.754861,-2.22
38.771528,-2.22
38.786111,-2.22
38.7875,-2.22
38.797222,-2.22
38.827778,-2.78
38.829167,-2.78
38.836806,-2.78
38.846528,-3.33
38.852778,-3.33
38.870833,-4.44
38.90625,-5
38.911111,-5
38.9125,-5
38.920139,-5
38.954167,-5
38.995833,-5.56
39.0375,-6.11
39.046528,-6.11
39.079167,-6.11
39.095139,-6.11
39.120833,-6.11
39.1625,-6.11
39.204167,-6.11
39.245833,-6.67
39.2875,-6.11
39.326389,-7.22
39.329167,-6.67
39.334722,-6.67
39.34375,-6.67
39.365972,-6.11
39.370833,-6.11
39.409028,-3.89
39.4125,-3.89
39.414583,-3.89
39.436806,-3.33
39.454167,-2.78
39.475,-1.11
39.484028,-0.56
39.494444,0
39.495833,0
39.509028,0.56
39.5375,1.11
39.579167,2.22
39.620833,2.22
39.6625,2.78
39.66875,2.78
39.677778,3.33
39.704167,2.78
39.745833,1.67
39.7875,0.56
39.829167,-2.78
39.870833,-5
39.9125,-5
39.954167,-5
39.995833,-4.44
40.0375,-5.56
40.079167,-5.56
40.120833,-5.56
40.1625,-5.56
40.204167,-6.11
40.245833,-6.11
40.2875,-5.56
40.329167,-6.11
40.370833,-6.11
40.4125,-6.11
40.424306,-6.11
40.449306,-6.11
40.454167,-6.11
40.495833,-6.11
40.510417,-5.56
40.515972,-5.56
40.520833,-5
40.525,-5
40.534028,-5
40.5375,-5
40.561806,-5.56
40.566667,-5.56
40.579167,-5.56
40.620833,-6.11
40.6625,-6.67
40.672222,-6.67
40.686806,-6.67
40.704167,-7.22
40.724306,-7.22
40.745833,-7.78
40.759722,-7.78
40.7875,-8.33
40.795833,-8.33
40.827083,-8.89
40.827778,-8.89
40.829167,-8.89
40.852778,-10
40.870833,-10.56
