$Hourly dew point temp from met data (2017 surface data), 
JDAY,TDEW
 ,C
101.870833,-8.89
101.9125,-8.33
101.954167,-7.78
101.995833,-7.78
102.0375,-5.56
102.079167,-5
102.120833,-5
102.1625,-5
102.204167,-5
102.245833,-4.44
102.2875,-4.44
102.329167,-4.44
102.370833,-3.89
102.4125,-3.89
102.454167,-3.33
102.495833,-1.67
102.5375,-1.67
102.579167,-2.78
102.620833,-3.33
102.6625,-3.33
102.704167,-2.22
102.745833,-1.11
102.7875,0
102.829167,1.11
102.870833,1.67
102.9125,1.11
102.954167,0.56
102.995833,2.78
103.0375,3.33
103.079167,3.89
103.120833,4.44
103.1625,4.44
103.204167,4.44
103.245833,4.44
103.2875,4.44
103.329167,4.44
103.370833,4.44
103.4125,4.44
103.454167,5
103.495833,5.56
103.5375,6.11
103.579167,5
103.620833,4.44
103.6625,3.33
103.704167,4.44
103.745833,6.11
103.7875,6.67
103.829167,8.89
103.870833,8.33
103.9125,8.33
103.954167,8.89
103.995833,8.33
104.0375,7.78
104.079167,8.33
104.120833,7.22
104.1625,6.11
104.204167,6.11
104.245833,5
104.2875,5
104.329167,4.44
104.370833,4.44
104.4125,3.89
104.454167,3.89
104.495833,3.89
104.5375,4.44
104.579167,4.44
104.620833,5
104.6625,5
104.704167,5.56
104.745833,5
104.772222,5
104.7875,5
104.829167,3.33
104.870833,2.78
104.897917,1.67
104.9125,0.56
104.917361,0.56
104.952778,1.11
104.954167,0.56
104.963889,1.11
104.995833,0.56
105.008333,-1.11
105.017361,-1.11
105.0375,-2.78
105.079167,-6.67
105.120833,-6.67
105.131944,-6.67
105.1625,-6.11
105.204167,-6.11
105.234722,-6.67
105.245833,-6.67
105.2875,-6.11
105.329167,-6.11
105.370833,-6.67
105.4125,-6.67
105.454167,-7.78
105.461806,-7.78
105.495833,-7.78
105.5375,-6.67
105.579167,-5.56
105.602778,-5
105.619444,-5
105.620833,-5
105.640972,-4.44
105.654167,-3.89
105.6625,-3.89
105.675,-3.33
105.680556,-3.33
105.688194,-3.33
105.704167,-3.33
105.738194,-3.89
105.744444,-2.78
105.745833,-3.33
105.7875,-3.33
105.829167,-2.78
105.868056,-2.78
105.870833,-3.33
105.893056,-3.33
105.902778,-3.33
105.911111,-2.78
105.9125,-3.33
105.91875,-3.33
105.954167,-3.89
105.995833,-3.33
106.000694,-3.89
106.020139,-3.33
106.029861,-3.33
106.036111,-2.78
106.0375,-3.33
106.070833,-3.33
106.077778,-2.78
106.079167,-3.33
106.091667,-3.33
106.094444,-2.78
106.106944,-2.78
106.117361,-2.78
106.120833,-2.78
106.129861,-2.78
106.142361,-2.78
106.1625,-2.78
106.1875,-2.22
106.189583,-2.22
106.200694,-2.22
106.201389,-2.22
106.204167,-2.22
106.210417,-2.22
106.219444,-2.22
106.224306,-2.22
106.2375,-2.22
106.24375,-2.22
106.245833,-2.22
106.255556,-2.22
106.277083,-2.22
106.281944,-1.67
106.2875,-1.67
106.295139,-1.67
106.314583,-1.67
106.329167,-1.67
106.352778,-1.67
106.357639,-1.67
106.367361,-2.22
106.370833,-1.67
106.378472,-1.67
106.384722,-1.11
106.403472,-1.11
106.4125,-1.11
106.41875,-1.67
106.424306,-1.11
106.440972,-1.67
106.454167,-1.11
106.4625,-1.11
106.467361,-1.11
106.495833,-1.11
106.509722,-0.56
106.515972,-0.56
106.530556,-0.56
106.536111,-1.11
106.5375,-0.56
106.554861,-0.56
106.577778,0
106.579167,0
106.585417,0
106.595139,0
106.619444,1.11
106.620833,0.56
106.634028,1.11
106.639583,1.11
106.6625,1.11
106.704167,1.67
106.730556,2.22
106.745833,2.22
106.752778,2.78
106.7875,2.78
106.811111,3.33
106.829167,3.33
106.856944,3.33
106.870833,3.33
106.888889,4.44
106.89375,3.89
106.9125,5
106.913889,5
106.915972,5.56
106.926389,5
106.942361,5.56
106.954167,5.56
106.988889,5.56
106.995833,6.11
107.004167,6.11
107.026389,6.67
107.031944,6.67
107.0375,6.11
107.042361,6.11
107.075694,6.11
107.079167,5.56
107.085417,6.11
107.1,6.11
107.120833,6.11
107.138889,6.11
107.154861,6.11
107.1625,6.11
107.167361,6.11
107.180556,6.11
107.204167,6.11
107.244444,6.11
107.245833,5.56
107.286111,6.11
107.2875,5.56
107.289583,5
107.317361,2.22
107.329167,1.67
107.3375,1.67
107.345833,1.11
107.370833,0.56
107.379167,1.11
107.4125,0
107.454167,0
107.495833,-0.56
107.5375,-1.11
107.545139,-1.11
107.579167,-1.67
107.620833,-0.56
107.631944,-0.56
107.6625,-0.56
107.667361,0
107.702778,1.11
107.704167,1.11
107.727778,-0.56
107.734722,0
107.745833,-0.56
107.7875,-1.11
107.829167,-1.67
107.870833,-1.67
107.9125,-3.33
107.954167,-4.44
107.995833,-5.56
108.0375,-5
108.079167,-4.44
108.120833,-3.33
108.152778,-2.78
108.1625,-2.78
108.175,-2.78
108.204167,-2.78
108.245833,-4.44
108.2875,-5
108.329167,-7.22
108.370833,-7.22
108.4125,-7.22
108.454167,-6.67
108.470139,-6.11
108.495833,-6.11
108.518056,-5.56
108.525,-5
108.5375,-5
108.579167,-4.44
108.620833,-2.78
108.6625,-2.78
108.704167,-1.67
108.745833,-2.22
108.7875,-2.22
108.829167,-2.22
108.870833,-2.22
108.9125,-2.78
108.954167,-2.22
108.995833,-2.78
109.0375,-2.22
109.079167,-2.78
109.120833,-2.78
109.1625,-2.78
109.204167,-2.78
109.245833,-3.33
109.2875,-2.78
109.329167,-2.78
109.370833,-2.78
109.4125,-2.22
109.441667,-1.67
109.445139,-1.67
109.452778,-1.11
109.454167,-1.11
109.458333,-0.56
109.461111,-0.56
109.484028,-0.56
109.493056,-1.11
109.495833,-0.56
109.508333,-0.56
109.515278,-0.56
109.529861,0
109.5375,-0.56
109.573611,-0.56
109.579167,0
109.582639,0
109.590278,-0.56
109.595833,-0.56
109.620833,-0.56
109.6625,0
109.677778,0
109.704167,0
109.714583,-0.56
109.722222,0
109.74375,0
109.745833,0
109.7875,0.56
109.802778,1.11
109.807639,0.56
109.824306,1.11
109.829167,1.67
109.8375,1.11
109.845833,1.11
109.860417,1.11
109.870833,1.67
109.879167,1.67
109.884028,1.11
109.889583,1.11
109.894444,1.11
109.904167,1.11
109.9125,1.11
109.919444,1.11
109.93125,1.11
109.945833,0.56
109.954167,0.56
109.964583,0
109.973611,0
109.995833,0
110.007639,0
110.013194,0
110.0375,-0.56
110.079167,-1.11
110.120833,-1.67
110.1625,-2.22
110.204167,-2.78
110.245833,-3.33
110.2875,-3.89
110.329167,-4.44
110.370833,-5
110.4125,-5.56
110.454167,-5.56
110.495833,-5
110.5375,-5
110.579167,-5
110.620833,-5
110.6625,-3.89
110.704167,-4.44
110.745833,-3.89
110.7875,-3.33
110.829167,-3.89
110.870833,-3.89
110.9125,-3.89
110.954167,-5
110.995833,-4.44
111.0375,-5
111.079167,-5.56
111.120833,-4.44
111.1625,-4.44
111.204167,-4.44
111.245833,-4.44
111.2875,-4.44
111.329167,-5
111.370833,-5
111.4125,-4.44
111.454167,-4.44
111.495833,-3.89
111.5375,-3.89
111.579167,-5
111.620833,-5
111.6625,-5
111.704167,-5
111.745833,-5.56
111.7875,-5.56
111.829167,-5.56
111.870833,-7.22
111.896528,-6.67
111.9125,-6.67
111.954167,-7.78
111.995833,-10
112.0375,-9.44
112.079167,-9.44
112.120833,-9.44
112.1625,-8.89
112.204167,-8.89
112.245833,-8.33
112.2875,-7.78
112.329167,-8.33
112.370833,-8.89
112.4125,-8.33
112.454167,-7.78
112.495833,-7.78
112.5375,-7.78
112.579167,-8.33
112.620833,-8.33
112.6625,-9.44
112.704167,-7.78
112.745833,-7.78
112.7875,-8.33
112.829167,-9.44
112.870833,-10
112.9125,-10
112.954167,-10.56
112.995833,-11.11
113.0375,-11.67
113.079167,-11.67
113.120833,-10.56
113.1625,-10.56
113.204167,-10.56
113.245833,-10
113.2875,-8.89
113.329167,-8.33
113.370833,-8.33
113.4125,-7.78
113.454167,-6.11
113.495833,-7.22
113.5375,-7.78
113.579167,-10
113.620833,-8.89
113.6625,-8.89
113.704167,-8.33
113.745833,-7.78
113.7875,-8.33
113.829167,-8.33
113.870833,-8.89
113.9125,-10
113.954167,-4.44
113.995833,-6.11
114.0375,-6.67
114.079167,-6.11
114.120833,-6.67
114.1625,-6.67
114.204167,-4.44
114.245833,-3.89
114.2875,-2.78
114.329167,-3.33
114.370833,-3.33
114.4125,-3.33
114.454167,-2.78
114.495833,-1.11
114.5375,-3.33
114.579167,-2.78
114.620833,-3.33
114.6625,-3.33
114.704167,-3.89
114.745833,-3.89
114.7875,-3.89
114.829167,-5
114.870833,-3.89
114.9125,-1.11
114.954167,1.11
114.995833,2.78
115.0375,2.78
115.079167,2.22
115.120833,1.67
115.1625,1.11
115.19375,1.67
115.202778,2.22
115.204167,1.67
115.245833,1.11
115.2875,1.67
115.329167,3.33
115.370833,4.44
115.4125,5
115.454167,6.11
115.457639,6.11
115.463889,6.67
115.492361,7.22
115.495833,6.67
115.501389,6.67
115.508333,6.67
115.515278,7.22
115.5375,7.22
115.559722,7.22
115.577778,7.78
115.579167,7.78
115.596528,8.33
115.60625,8.33
115.614583,8.89
115.619444,8.89
115.620833,8.89
115.626389,8.89
115.632639,8.89
115.660417,11.11
115.661111,10.56
115.704167,11.11
115.710417,11.11
115.745833,11.67
115.750694,11.67
115.755556,11.67
115.7875,11.67
115.829167,11.67
115.840972,11.67
115.845833,11.67
115.854861,11.67
115.870833,12.22
115.9125,11.67
115.91875,11.67
115.954167,11.11
115.965278,11.11
115.975,11.11
115.9875,11.11
115.994444,11.11
115.995833,11.11
116.002083,11.11
116.015972,11.11
116.027778,11.11
116.036111,11.11
116.0375,11.11
116.046528,11.11
116.064583,11.11
116.070833,11.11
116.077778,11.11
116.079167,10.56
116.085417,10.56
116.0875,10.56
116.120833,11.11
116.1625,11.11
116.204167,11.11
116.245833,11.67
116.2875,11.67
116.329167,11.67
116.339583,11.67
116.345139,11.67
116.357639,11.67
116.363889,11.67
116.370833,11.67
116.4125,11.67
116.454167,12.22
116.460417,12.22
116.491667,12.22
116.495833,11.67
116.505556,11.67
116.53125,10.56
116.536111,11.11
116.5375,10.56
116.542361,11.11
116.561806,10.56
116.572222,10
116.577778,8.89
116.579167,9.44
116.620833,8.89
116.661111,8.89
116.6625,8.89
116.679167,8.33
116.704167,8.33
116.745833,6.11
116.7875,4.44
116.829167,4.44
116.870833,4.44
116.9125,3.89
116.954167,3.89
116.995833,3.89
117.0375,3.89
117.079167,4.44
117.120833,3.89
117.1625,3.89
117.204167,3.33
117.245833,3.33
117.2875,2.78
117.329167,2.78
117.370833,2.78
117.4125,3.33
117.454167,3.33
117.495833,3.89
117.5375,4.44
117.579167,5
117.620833,4.44
117.6625,4.44
117.704167,6.67
117.745833,7.78
117.7875,7.78
117.807639,8.33
117.829167,8.33
117.85625,8.33
117.861806,8.33
117.867361,7.78
117.869444,7.78
117.870833,8.33
117.875,8.33
117.884722,8.33
117.902778,8.33
117.9125,8.89
117.945833,8.89
117.954167,8.89
117.972222,8.89
117.976389,8.89
117.995833,8.89
118.035417,8.89
118.0375,8.89
118.079167,8.33
118.120833,8.33
118.126389,8.33
118.161111,7.78
118.1625,8.33
118.178472,8.33
118.185417,8.33
118.204167,8.33
118.245833,8.33
118.2875,8.33
118.295139,7.78
118.300694,8.33
118.329167,8.33
118.338194,8.33
118.345833,8.33
118.351389,8.33
118.356944,8.33
118.370833,8.33
118.381944,8.33
118.4125,8.33
118.438194,7.78
118.454167,7.78
118.465278,7.78
118.494444,7.78
118.495833,7.78
118.529861,7.78
118.5375,7.78
118.579167,7.78
118.620833,7.78
118.6625,7.78
118.704167,5.56
118.745833,4.44
118.7875,2.78
118.829167,3.89
118.870833,3.33
118.9125,4.44
118.954167,3.89
118.995833,5.56
119.0375,6.67
119.079167,7.78
119.120833,7.22
119.1625,7.22
119.204167,7.78
119.245833,5.56
119.2875,5.56
119.329167,5
119.370833,5
119.4125,5
119.454167,6.11
119.495833,6.67
119.5375,7.22
119.579167,6.67
119.620833,7.22
119.639583,6.67
119.657639,7.22
119.6625,6.67
119.669444,6.67
119.679167,6.11
119.699306,6.11
119.704167,6.11
119.727778,6.67
119.729167,6.67
119.745833,7.22
119.782639,4.44
119.786111,3.89
119.7875,5
119.799306,4.44
119.829167,3.33
119.85,3.33
119.869444,2.78
119.870833,3.33
119.902778,3.33
119.911111,2.78
119.9125,2.22
119.952778,2.22
119.954167,1.67
119.995833,1.11
120.020833,0.56
120.0375,0.56
120.059722,0
120.079167,-0.56
120.120833,-1.11
120.1625,-1.11
120.204167,-1.11
120.245833,-0.56
120.2875,0
120.329167,0
120.370833,0
120.4125,0
120.454167,0.56
120.495833,1.11
120.513194,1.11
120.527083,1.11
120.535417,1.11
120.5375,1.11
120.552083,1.11
120.579167,2.22
120.619444,2.22
120.620833,2.22
120.643056,2.22
120.6625,2.22
120.704167,2.78
120.714583,3.33
120.725,2.22
120.734722,2.78
120.745833,2.22
120.753472,2.22
120.775694,2.78
120.7875,3.33
120.797917,3.33
120.829167,3.33
120.857639,2.78
120.869444,3.89
120.870833,3.89
120.9125,3.33
120.947222,3.89
120.954167,4.44
120.959028,4.44
120.968056,4.44
120.975,3.33
120.983333,3.33
120.995833,3.33
121.002778,3.33
121.013194,3.89
121.0375,3.89
121.04375,3.33
121.051389,3.33
121.079167,3.33
121.120833,3.33
121.1625,3.33
121.204167,3.33
121.245833,3.33
121.2875,2.78
121.329167,3.33
121.370833,2.78
121.4125,2.78
121.454167,3.89
121.495833,3.89
121.5375,3.89
121.573611,4.44
121.579167,4.44
121.609722,4.44
121.615278,4.44
121.619444,3.89
121.620833,3.89
121.6625,4.44
121.704167,5
121.745833,5
121.7875,5
121.829167,3.89
121.870833,3.33
121.9125,2.22
121.954167,2.22
121.995833,2.78
122.0375,2.22
122.079167,1.67
122.120833,1.67
122.1625,2.78
122.204167,1.67
122.245833,1.11
122.2875,1.11
122.329167,1.11
122.370833,1.11
122.4125,1.11
122.454167,2.22
122.495833,2.78
122.5375,3.33
122.579167,3.89
122.620833,5
122.6625,5.56
122.704167,6.11
122.745833,6.11
122.7875,5
122.829167,5
122.870833,2.22
122.9125,1.11
122.954167,0.56
122.995833,2.78
123.0375,3.89
123.079167,4.44
123.120833,4.44
123.1625,4.44
123.204167,5
123.245833,5.56
123.2875,6.11
123.329167,6.67
123.370833,7.78
123.4125,8.33
123.454167,8.89
123.495833,9.44
123.5375,9.44
123.579167,11.67
123.620833,13.33
123.6625,13.89
123.704167,13.33
123.745833,12.78
123.7875,12.78
123.801389,14.44
123.829167,16.11
123.870833,15.56
123.9125,15.56
123.954167,15
123.995833,17.22
124.0375,17.78
124.079167,17.78
124.120833,17.78
124.1625,17.22
124.204167,17.22
124.245833,17.22
124.2875,17.22
124.329167,17.22
124.370833,17.22
124.4125,17.22
124.454167,17.22
124.495833,17.22
124.5375,17.22
124.579167,17.22
124.620833,16.67
124.6625,16.67
124.704167,16.67
124.745833,16.11
124.7875,15.56
124.829167,16.11
124.870833,16.11
124.9125,16.11
124.954167,15
124.995833,14.44
125.0375,13.89
125.079167,13.89
125.120833,13.89
125.138889,13.89
125.1625,13.89
125.204167,10.56
125.245833,7.78
125.2875,2.78
125.329167,2.22
125.370833,1.67
125.4125,2.22
125.454167,2.78
125.495833,2.78
125.5375,3.33
125.579167,3.89
125.620833,3.89
125.6625,4.44
125.704167,3.89
125.745833,3.33
125.7875,2.78
125.829167,1.67
125.870833,1.67
125.9125,3.89
125.954167,3.89
125.995833,2.78
126.0375,3.89
126.079167,5
126.120833,4.44
126.1625,4.44
126.204167,5
126.245833,5.56
126.2875,5.56
126.329167,6.67
126.370833,7.78
126.4125,8.33
126.454167,8.89
126.495833,8.89
126.5375,9.44
126.579167,9.44
126.620833,8.33
126.6625,9.44
126.704167,8.89
126.745833,10.56
126.7875,10.56
126.829167,10.56
126.870833,11.11
126.894444,11.11
126.9125,11.11
126.954167,10.56
126.961111,11.11
126.972222,11.11
126.98125,11.11
126.9875,11.11
126.990972,11.11
126.994444,11.11
126.995833,11.11
127.002083,11.11
127.006944,11.11
127.011111,11.11
127.022917,10.56
127.027778,10
127.036111,10
127.0375,10
127.05,10.56
127.077083,11.11
127.079167,10.56
127.085417,10.56
127.090972,10.56
127.108333,10.56
127.120833,10.56
127.1625,10.56
127.167361,10.56
127.185417,10.56
127.204167,10.56
127.218056,10
127.245833,9.44
127.2875,9.44
127.329167,8.89
127.370833,8.89
127.4125,8.89
127.454167,6.67
127.495833,6.67
127.5375,7.78
127.579167,7.22
127.620833,7.78
127.6625,8.33
127.704167,7.78
127.745833,6.67
127.752778,6.67
127.7875,6.67
127.829167,6.67
127.870833,6.67
127.891667,6.11
127.9125,6.11
127.954167,6.67
127.995833,6.67
128.0375,6.67
128.079167,6.67
128.120833,6.67
128.1625,6.67
128.204167,7.78
128.245833,8.33
128.2875,9.44
128.329167,8.33
128.370833,8.33
128.4125,7.22
128.454167,8.33
128.495833,10
128.5375,8.89
128.579167,8.89
128.620833,7.78
128.6625,6.67
128.704167,6.11
128.745833,6.11
128.7875,7.22
128.829167,7.22
128.870833,6.67
128.9125,6.11
128.954167,4.44
128.995833,6.11
129.0375,4.44
129.079167,3.33
129.120833,3.89
129.1625,3.89
129.204167,3.33
129.245833,3.33
129.2875,2.78
129.329167,2.78
129.370833,4.44
129.4125,5.56
129.454167,5.56
129.495833,7.22
129.5375,8.89
129.579167,8.89
129.620833,8.33
129.6625,7.22
129.704167,6.67
129.745833,7.22
129.7875,6.11
129.829167,6.67
129.870833,6.11
129.9125,6.11
129.954167,6.11
129.995833,3.89
130.0375,3.89
130.079167,6.11
130.120833,6.67
130.1625,7.22
130.172222,7.78
130.181944,7.78
130.204167,7.78
130.213889,8.33
130.234722,8.33
130.245833,8.33
130.256944,8.89
130.263194,8.89
130.286111,7.78
130.2875,8.33
130.322222,8.89
130.327778,8.89
130.329167,8.89
130.340972,8.89
130.370833,8.89
130.379861,8.89
130.400694,8.89
130.4125,8.89
130.454167,8.89
130.460417,8.33
130.463889,8.33
130.474306,8.89
130.479167,9.44
130.484028,8.89
130.495833,8.89
130.53125,9.44
130.536111,8.89
130.5375,9.44
130.560417,8.89
130.579167,9.44
130.5875,9.44
130.620833,10
130.6625,9.44
130.704167,10.56
130.745833,10
130.7875,10
130.829167,8.89
130.870833,10
130.9125,10
130.954167,9.44
130.995833,10
131.0375,10
131.079167,10.56
131.120833,11.11
131.1625,11.67
131.204167,11.11
131.245833,11.11
131.2875,10
131.329167,10
131.370833,8.89
131.4125,6.11
131.454167,2.22
131.495833,4.44
131.5375,5
131.579167,2.22
131.620833,2.22
131.6625,2.22
131.704167,0.56
131.745833,-1.11
131.7875,-0.56
131.829167,0
131.870833,-3.33
131.9125,-5
131.954167,-5.56
131.995833,-4.44
132.0375,-4.44
132.079167,-5
132.120833,-5.56
132.1625,-4.44
132.204167,-4.44
132.245833,-3.89
132.2875,-3.89
132.329167,-4.44
132.370833,-3.89
132.4125,-3.33
132.454167,-1.67
132.495833,-1.11
132.5375,0
132.579167,0
132.620833,3.33
132.6625,5
132.686111,5.56
132.704167,5.56
132.710417,5.56
132.715972,5.56
132.725,6.11
132.730556,6.11
132.734722,6.11
132.740972,6.11
132.745833,6.11
132.753472,6.67
132.763194,6.67
132.7875,6.67
132.79375,6.67
132.829167,6.11
132.870833,6.67
132.9125,6.67
132.954167,6.67
132.995833,6.67
133.013889,6.67
133.019444,6.67
133.036111,7.22
133.0375,6.67
133.042361,6.67
133.072222,6.67
133.079167,6.67
133.090278,6.67
133.120833,6.11
133.1625,6.11
133.175694,6.11
133.1875,6.11
133.204167,5.56
133.227083,5.56
133.240972,5.56
133.244444,6.11
133.245833,5.56
133.263889,5
133.284722,5
133.2875,5
133.302083,5
133.311111,5
133.313889,4.44
133.323611,5
133.329167,5
133.330556,5
133.332639,5
133.354861,5
133.370833,5
133.373611,5
133.389583,5
133.4125,5
133.454167,5
133.474306,5.56
133.484722,5.56
133.486806,5.56
133.495833,5.56
133.531944,5.56
133.536111,6.11
133.5375,5.56
133.546528,5.56
133.559028,6.11
133.579167,6.11
133.613194,6.67
133.620833,6.67
133.6625,6.67
133.704167,7.22
133.709722,7.22
133.726389,6.67
133.745833,7.22
133.75625,7.22
133.763194,6.67
133.7875,7.78
133.829167,6.11
133.870833,5.56
133.9125,4.44
133.954167,5.56
133.995833,7.22
134.0375,7.22
134.054167,7.78
134.065278,7.78
134.079167,7.78
134.095833,8.33
134.120833,7.78
134.15,7.78
134.1625,7.78
134.170833,7.78
134.186806,7.78
134.202778,7.78
134.204167,8.33
134.21875,8.33
134.225694,8.33
134.245833,8.33
134.2875,8.33
134.327778,7.78
134.329167,8.33
134.35,8.33
134.3625,8.33
134.370833,8.33
134.396528,8.33
134.4125,7.78
134.427778,8.33
134.454167,8.33
134.492361,7.78
134.495833,7.78
134.526389,8.33
134.5375,8.33
134.579167,8.89
134.585417,8.89
134.620833,8.89
134.6625,9.44
134.696528,10.56
134.704167,10
134.745833,11.11
134.7875,10.56
134.829167,11.11
134.870833,10
134.9125,10.56
134.954167,10.56
134.995833,10.56
135.0375,11.67
135.079167,12.22
135.120833,12.22
135.1625,12.22
135.204167,12.22
135.245833,12.78
135.2875,13.33
135.329167,13.33
135.370833,12.78
135.381944,13.33
135.386806,13.33
135.393056,13.33
135.405556,13.33
135.4125,13.33
135.420833,13.33
135.441667,13.89
135.454167,13.89
135.470833,14.44
135.477083,14.44
135.481944,14.44
135.495833,14.44
135.536111,16.11
135.5375,15.56
135.565972,15.56
135.574306,16.11
135.579167,16.11
135.598611,16.11
135.620833,16.11
135.6625,16.11
135.704167,15.56
135.745833,15.56
135.7875,16.11
135.829167,16.67
135.848611,17.22
135.859028,17.22
135.869444,17.22
135.870833,17.22
135.875694,17.78
135.879167,17.78
135.884028,17.78
135.890278,17.78
135.911111,17.22
135.9125,17.22
135.932639,17.22
135.945833,16.11
135.948611,16.11
135.952083,15
135.954167,15
135.961111,15
135.979167,13.89
135.992361,12.78
135.995833,12.78
136.0375,12.78
136.079167,12.22
136.120833,11.67
136.1625,11.67
136.204167,11.67
136.245833,11.11
136.2875,10.56
136.329167,9.44
136.370833,7.22
136.4125,5.56
136.454167,4.44
136.495833,7.78
136.507639,8.89
136.514583,8.89
136.5375,8.33
136.548611,6.67
136.555556,5.56
136.579167,6.11
136.620833,6.11
136.6625,6.67
136.704167,7.78
136.745833,7.78
136.7875,7.78
136.829167,8.33
136.870833,8.33
136.9125,8.89
136.954167,8.89
136.995833,9.44
137.0375,9.44
137.079167,10
137.086111,10
137.120833,10
137.1625,10
137.195833,10.56
137.204167,10.56
137.213194,10.56
137.23125,11.11
137.245833,11.11
137.2625,11.11
137.2875,11.67
137.29375,11.11
137.313194,11.67
137.329167,11.67
137.342361,11.67
137.352083,11.67
137.370833,11.67
137.388194,11.67
137.402778,11.67
137.410417,12.22
137.4125,11.67
137.425694,11.67
137.436806,11.67
137.454167,12.22
137.461806,12.22
137.471528,12.22
137.495833,12.22
137.529167,12.78
137.5375,12.78
137.579167,12.78
137.620833,13.33
137.6625,13.33
137.704167,13.33
137.745833,13.33
137.7875,12.22
137.829167,11.11
137.870833,11.67
137.9125,13.89
137.954167,12.78
137.995833,13.89
138.0375,14.44
138.079167,15
138.120833,15
138.1625,15.56
138.204167,16.11
138.245833,13.89
138.2875,8.89
138.329167,7.78
138.370833,6.11
138.4125,6.67
138.454167,2.78
138.495833,0.56
138.5375,0
138.579167,1.11
138.620833,2.22
138.6625,2.78
138.704167,1.11
138.745833,1.67
138.7875,2.22
138.829167,2.78
138.870833,1.67
138.9125,0.56
138.954167,0
138.995833,-3.33
139.0375,-4.44
139.079167,-3.33
139.120833,-1.67
139.1625,-2.22
139.204167,-2.78
139.245833,-1.67
139.2875,-1.11
139.329167,0
139.370833,0
139.4125,1.11
139.454167,2.78
139.495833,3.33
139.5375,4.44
139.579167,5.56
139.620833,6.11
139.6625,7.78
139.702778,8.89
139.704167,8.89
139.711806,9.44
139.714583,8.89
139.745833,9.44
139.758333,9.44
139.785417,8.89
139.7875,9.44
139.803472,9.44
139.815278,10
139.820139,10
139.827778,8.89
139.829167,9.44
139.869444,8.89
139.870833,9.44
139.875694,9.44
139.884028,9.44
139.902778,9.44
139.9125,9.44
139.922222,9.44
139.9375,10
139.954167,10
139.985417,10
139.990278,10
139.995833,10
140.0375,10
140.077083,10
140.079167,10
140.097222,10.56
140.120833,10.56
140.148611,11.11
140.159028,12.22
140.1625,11.67
140.185417,11.67
140.2,12.22
140.200694,12.22
140.245833,13.89
140.2875,14.44
140.29375,13.89
140.304167,13.89
140.315278,13.89
140.322222,13.89
140.327778,13.89
140.329167,13.89
140.348611,13.89
140.36875,13.89
140.369444,13.89
140.370833,14.44
140.379167,14.44
140.386111,14.44
140.4125,16.11
140.422222,16.11
140.424306,16.11
140.454167,16.67
140.479861,17.22
140.495833,17.22
140.5375,17.78
140.579167,17.78
140.588889,17.78
140.620833,17.78
140.644444,17.22
140.6625,17.78
140.704167,17.78
140.745833,17.78
140.7875,18.89
140.829167,17.78
140.870833,18.89
140.9125,16.11
140.954167,13.89
140.995833,13.33
141.0375,13.33
141.079167,12.78
141.120833,12.22
141.1625,11.67
141.204167,10.56
141.245833,10
141.2875,9.44
141.329167,10
141.370833,8.89
141.4125,5
141.454167,5
141.495833,3.89
141.5375,3.89
141.579167,3.33
141.620833,3.33
141.6625,3.33
141.704167,2.78
141.745833,2.78
141.7875,3.89
141.829167,5
141.870833,5.56
141.9125,6.11
141.954167,6.67
141.995833,7.22
142.0375,7.22
142.079167,7.22
142.120833,6.67
142.1625,6.11
142.204167,6.67
142.245833,6.11
142.2875,6.11
142.329167,6.11
142.370833,6.11
142.4125,6.11
142.454167,5.56
142.495833,6.67
142.5375,6.67
142.579167,6.67
142.620833,8.33
142.6625,10.56
142.704167,11.67
142.745833,13.33
142.7875,12.22
142.829167,11.11
142.870833,10
142.897917,11.11
142.9125,10
142.915278,10
142.954167,9.44
142.995833,8.33
143.0375,8.89
143.046528,8.89
143.077778,8.89
143.079167,8.89
143.088194,9.44
143.120833,9.44
143.1375,10
143.1625,10.56
143.167361,10.56
143.191667,10.56
143.204167,10.56
143.245833,10.56
143.2875,11.11
143.305556,11.11
143.310417,11.11
143.329167,11.11
143.370833,11.11
143.378472,11.11
143.384028,11.67
143.404167,11.67
143.411111,12.22
143.4125,11.67
143.454167,11.67
143.479167,12.22
143.495833,12.78
143.5375,13.33
143.557639,12.22
143.579167,11.67
143.620833,11.67
143.6625,11.67
143.704167,10
143.745833,9.44
143.7875,7.78
143.829167,8.33
143.870833,7.22
143.9125,7.78
143.954167,8.89
143.995833,10
144.0375,10
144.079167,10
144.120833,10
144.1625,10
144.204167,9.44
144.245833,10.56
144.2875,11.11
144.329167,10.56
144.370833,11.11
144.4125,9.44
144.454167,6.67
144.495833,0
144.5375,-2.22
144.579167,-3.33
144.620833,-1.67
144.6625,0
144.704167,0
144.745833,0
144.754167,0
144.7875,1.11
144.829167,1.11
144.870833,2.22
144.9125,2.78
144.954167,3.89
144.995833,7.78
145.0375,10
145.079167,9.44
145.120833,8.89
145.1625,8.89
145.204167,8.33
145.245833,7.78
145.2875,7.22
145.329167,7.22
145.370833,7.22
145.4125,7.22
145.454167,7.78
145.495833,8.89
145.5375,9.44
145.579167,10
145.620833,10
145.6625,10
145.704167,9.44
145.745833,8.89
145.7875,8.33
145.829167,9.44
145.870833,10
145.9125,10
145.954167,10
145.995833,8.89
146.0375,12.22
146.079167,12.78
146.120833,12.78
146.1625,12.78
146.204167,12.78
146.245833,12.78
146.2875,12.22
146.329167,12.78
146.370833,13.33
