$Hourly dew point temp from met data (2017 surface data), 
JDAY,TDEW
 ,C
1,-23.89
1.0375,-23.89
1.079167,-23.89
1.120833,-24.44
1.1625,-24.44
1.204167,-24.44
1.245833,-25
1.2875,-25.56
1.329167,-25.56
1.370833,-26.11
1.4125,-26.11
1.454167,-26.67
1.495833,-26.67
1.5375,-26.67
1.579167,-26.11
1.620833,-25.56
1.6625,-25
1.704167,-25
1.745833,-24.44
1.7875,-24.44
1.829167,-24.44
1.870833,-25
1.9125,-25
1.954167,-25
1.995833,-24.44
2.0375,-24.44
2.079167,-24.44
2.120833,-24.44
2.1625,-24.44
2.204167,-23.89
2.245833,-23.33
2.2875,-22.78
2.329167,-22.78
2.370833,-22.22
2.4125,-22.22
2.454167,-22.78
2.495833,-23.33
2.5375,-23.33
2.579167,-23.33
2.620833,-23.33
2.6625,-22.22
2.704167,-23.33
2.745833,-20.56
2.7875,-19.44
2.829167,-18.89
2.870833,-17.78
2.9125,-17.78
2.954167,-18.33
2.995833,-18.33
3.0375,-18.33
3.079167,-17.78
3.120833,-17.78
3.1625,-17.22
3.204167,-16.67
3.245833,-17.22
3.2875,-17.22
3.329167,-17.78
3.370833,-17.78
3.4125,-17.78
3.454167,-18.33
3.495833,-18.33
3.5375,-18.33
3.579167,-17.78
3.620833,-17.78
3.6625,-17.22
3.704167,-17.22
3.745833,-17.22
3.7875,-17.78
3.829167,-18.33
3.870833,-18.33
3.9125,-19.44
3.954167,-18.89
3.995833,-18.89
4.0375,-17.22
4.079167,-17.22
4.120833,-16.67
4.1625,-15.56
4.204167,-17.22
4.245833,-20
4.284722,-25
4.2875,-25
4.329167,-18.89
4.370833,-15.56
4.38125,-14.44
4.407639,-13.89
4.4125,-13.89
4.420833,-13.33
4.431944,-12.78
4.454167,-13.89
4.495833,-12.22
4.511806,-11.11
4.521528,-10.56
4.5375,-10
4.549306,-10
4.564583,-9.44
4.579167,-9.44
4.585417,-8.89
4.620833,-8.33
4.630556,-8.33
4.642361,-7.78
4.6625,-7.22
4.679167,-7.22
4.6875,-6.67
4.701389,-7.22
4.704167,-6.67
4.721528,-6.11
4.745833,-5.56
4.768056,-5.56
4.782639,-5
4.7875,-5
4.796528,-5
4.827778,-6.11
4.829167,-5.56
4.848611,-8.33
4.85625,-8.89
4.870833,-9.44
4.875694,-9.44
4.88125,-9.44
4.9125,-8.89
4.925,-8.89
4.954167,-8.89
4.963889,-8.89
4.972222,-8.89
4.995833,-10
5.008333,-10.56
5.013194,-10.56
5.0375,-10.56
5.043056,-10.56
5.079167,-11.11
5.104167,-11.67
5.11875,-12.22
5.120833,-12.78
5.135417,-12.78
5.1375,-12.78
5.147222,-13.33
5.150694,-13.33
5.156944,-13.89
5.1625,-13.89
5.16875,-13.89
5.204167,-14.44
5.245833,-14.44
5.2875,-13.89
5.329167,-15
5.370833,-16.11
5.4125,-18.33
5.454167,-19.44
5.495833,-19.44
5.536111,-21.11
5.5375,-21.11
5.547917,-21.11
5.579167,-21.11
5.620833,-21.11
5.625694,-21.67
5.6625,-21.67
5.704167,-21.67
5.714583,-21.67
5.744444,-22.22
5.745833,-21.67
5.7875,-22.22
5.829167,-22.78
5.870833,-23.33
5.9125,-23.33
5.917361,-23.89
5.954167,-23.89
5.970139,-23.33
5.995833,-23.33
6.010417,-23.33
6.0375,-23.33
6.054167,-23.33
6.079167,-22.78
6.119444,-22.78
6.120833,-23.33
6.130556,-23.89
6.1625,-23.33
6.204167,-23.89
6.245833,-23.89
6.2875,-24.44
6.329167,-24.44
6.370833,-25
6.4125,-24.44
6.454167,-25
6.495833,-25
6.5375,-25.56
6.579167,-25
6.620833,-25
6.6625,-25
6.704167,-24.44
6.745833,-24.44
6.7875,-24.44
6.818056,-24.44
6.829167,-25
6.870833,-25
6.9125,-25
6.954167,-25
6.995833,-25.56
7.0375,-26.11
7.079167,-27.22
7.120833,-27.22
7.1625,-27.22
7.204167,-27.78
7.245833,-29.44
7.2875,-30
7.329167,-30
7.370833,-30
7.4125,-30
7.454167,-30
7.495833,-30
7.5375,-30
7.579167,-28.89
7.620833,-27.78
7.6625,-27.22
7.704167,-26.67
7.745833,-26.67
7.7875,-26.67
7.829167,-24.44
7.870833,-25
7.9125,-25.56
7.954167,-25
7.995833,-23.89
8.0375,-24.44
8.079167,-23.89
8.120833,-21.11
8.1625,-20
8.204167,-20
8.245833,-19.44
8.2875,-18.89
8.329167,-18.33
8.370833,-18.33
8.4125,-18.33
8.454167,-18.33
8.495833,-17.78
8.5375,-17.78
8.579167,-17.22
8.620833,-16.67
8.6625,-15.56
8.704167,-15.56
8.745833,-15
8.7875,-15
8.829167,-13.89
8.870833,-10
8.877778,-9.44
8.891667,-7.78
8.897222,-7.22
8.9125,-6.11
8.938889,-5.56
8.944444,-5.56
8.952778,-6.11
8.954167,-5.56
8.970139,-6.11
8.975694,-6.11
8.995833,-6.11
9.014583,-6.67
9.0375,-6.67
9.079167,-6.67
9.120833,-6.11
9.1625,-5.56
9.204167,-5.56
9.245833,-5.56
9.2875,-6.11
9.329167,-6.11
9.369444,-6.11
9.370833,-6.11
9.379167,-6.11
9.4125,-5.56
9.454167,-5.56
9.495833,-5.56
9.5375,-5.56
9.579167,-5.56
9.620833,-5.56
9.6625,-6.11
9.704167,-7.78
9.745833,-8.89
9.7875,-8.89
9.829167,-8.89
9.870833,-8.89
9.9125,-9.44
9.954167,-10
9.995833,-10.56
10.0375,-10.56
10.079167,-10.56
10.120833,-10.56
10.1625,-11.11
10.204167,-11.67
10.245833,-11.67
10.2875,-11.67
10.329167,-11.11
10.370833,-11.11
10.4125,-11.11
10.454167,-11.67
10.495833,-11.67
10.5375,-11.67
10.579167,-10.56
10.620833,-10.56
10.6625,-11.11
10.704167,-11.11
10.745833,-11.11
10.7875,-10.56
10.829167,-10.56
10.870833,-10.56
10.9125,-10
10.954167,-10
10.995833,-10
11.0375,-8.89
11.079167,-7.78
11.120833,-6.67
11.1625,-5.56
11.204167,-4.44
11.245833,-3.33
11.2875,-1.67
11.329167,-1.11
11.370833,-0.56
11.397222,-0.56
11.4125,0
11.425694,0.56
11.44375,1.11
11.454167,1.11
11.480556,1.67
11.488194,2.22
11.495833,2.22
11.521528,2.78
11.5375,3.33
11.543056,3.33
11.547917,3.33
11.560417,3.89
11.579167,3.89
11.586111,3.89
11.6,3.89
11.604861,3.89
11.620833,4.44
11.641667,4.44
11.65,4.44
11.6625,5
11.675694,5
11.680556,5
11.697222,5.56
11.704167,5.56
11.745833,5.56
11.7875,6.11
11.818056,6.67
11.829167,6.67
11.834028,6.67
11.838889,6.67
11.870833,6.11
11.875694,6.11
11.9125,6.11
11.954167,5.56
11.995833,5.56
12.0375,5.56
12.067361,5.56
12.070139,5.56
12.079167,6.11
12.084722,6.11
12.094444,6.11
12.111111,6.67
12.119444,7.22
12.120833,6.67
12.161111,7.22
12.1625,6.67
12.201389,7.22
12.204167,6.67
12.213889,6.67
12.227083,6.67
12.245833,6.11
12.256944,6.67
12.269444,6.67
12.2875,6.67
12.311111,6.67
12.320833,7.22
12.327778,7.22
12.329167,7.22
12.333333,7.22
12.340972,7.22
12.346528,7.22
12.370833,7.22
12.4125,7.22
12.454167,7.78
12.495833,8.33
12.5375,9.44
12.577778,10
12.579167,10.56
12.6125,10.56
12.620833,10.56
12.6375,11.11
12.6625,11.67
12.702778,12.22
12.704167,12.22
12.729167,12.78
12.743056,12.78
12.745833,12.78
12.772917,12.78
12.7875,13.33
12.829167,13.33
12.870833,12.78
12.875694,13.33
12.911111,12.78
12.9125,12.78
12.929861,13.33
12.954167,13.33
12.971528,13.33
12.995833,13.33
13.0375,13.89
13.066667,13.33
13.077778,12.78
13.079167,13.33
13.120833,12.78
13.132639,12.22
13.139583,12.22
13.1625,12.22
13.202083,12.22
13.204167,12.22
13.211111,12.22
13.220139,12.22
13.226389,12.78
13.233333,12.78
13.239583,12.78
13.245833,13.33
13.2875,13.89
13.322917,13.89
13.329167,13.33
13.36875,12.78
13.370833,12.78
13.397917,12.78
13.408333,12.78
13.4125,12.78
13.425694,12.78
13.454167,12.78
13.464583,12.78
13.476389,12.78
13.495833,12.22
13.5375,10.56
13.542361,10.56
13.560417,10.56
13.568056,10.56
13.579167,6.67
13.584028,5
13.619444,1.11
13.620833,0
13.622917,-0.56
13.629167,-1.11
13.651389,-3.33
13.6625,-4.44
13.698611,-8.89
13.704167,-8.89
13.745833,-8.89
13.7875,-9.44
13.829167,-10
13.870833,-10.56
13.9125,-12.22
13.954167,-12.78
13.995833,-13.33
14.0375,-13.89
14.079167,-14.44
14.120833,-15
14.1625,-15.56
14.204167,-15.56
14.245833,-16.11
14.2875,-17.22
14.329167,-17.22
14.370833,-17.22
14.4125,-17.78
14.454167,-18.89
14.495833,-19.44
14.5375,-20
14.579167,-20
14.620833,-21.11
14.6625,-22.22
14.704167,-22.22
14.745833,-22.22
14.7875,-21.67
14.829167,-22.78
14.870833,-22.22
14.9125,-21.11
14.954167,-20.56
14.995833,-20.56
15.0375,-20.56
15.079167,-20.56
15.120833,-20.56
15.1625,-20.56
15.204167,-20
15.245833,-20
15.286111,-18.89
15.2875,-19.44
15.329167,-18.89
15.336111,-19.44
15.370833,-20.56
15.4125,-20
15.4375,-19.44
15.454167,-19.44
15.495833,-18.89
15.5375,-19.44
15.579167,-18.33
15.619444,-17.22
15.620833,-16.67
15.6625,-16.11
15.671528,-16.11
15.704167,-17.22
15.745833,-17.22
15.773611,-17.22
15.7875,-17.78
15.829167,-16.11
15.870833,-16.11
15.9125,-15.56
15.954167,-16.11
15.995833,-17.22
16.0375,-16.11
16.042361,-16.67
16.079167,-18.89
16.120833,-18.89
16.1625,-18.89
16.204167,-17.78
16.245833,-16.11
16.2875,-15.56
16.329167,-15.56
16.370833,-15.56
16.4125,-15
16.454167,-15
16.495833,-13.89
16.527778,-13.89
16.5375,-13.89
16.561806,-12.78
16.579167,-11.67
16.620833,-10.56
16.6625,-9.44
16.704167,-8.33
16.709028,-8.33
16.734722,-7.22
16.745833,-7.78
16.7875,-7.22
16.829167,-6.67
16.852778,-6.11
16.870833,-6.11
16.9125,-6.11
16.954167,-6.11
16.970833,-6.11
16.995833,-6.11
17.03125,-6.11
17.0375,-6.11
17.064583,-5.56
17.076389,-6.11
17.079167,-5.56
17.119444,-5
17.120833,-5
17.129861,-5
17.1625,-4.44
17.172222,-3.89
17.178472,-3.89
17.186111,-3.89
17.19375,-3.89
17.202778,-3.89
17.204167,-3.89
17.213194,-3.89
17.245833,-3.33
17.252778,-3.33
17.270833,-3.33
17.279167,-3.33
17.2875,-3.33
17.304861,-3.89
17.314583,-3.89
17.322222,-3.89
17.329167,-3.33
17.344444,-3.33
17.365278,-3.33
17.370833,-3.33
17.377083,-3.33
17.385417,-3.33
17.4,-3.33
17.406944,-3.33
17.4125,-3.33
17.4375,-3.33
17.452778,-2.78
17.454167,-3.33
17.466667,-3.33
17.472917,-3.33
17.495833,-3.33
17.528472,-3.89
17.5375,-3.33
17.543056,-3.89
17.554167,-3.33
17.570833,-3.33
17.579167,-3.33
17.594444,-3.33
17.620833,-3.33
17.6375,-2.78
17.655556,-3.33
17.6625,-2.78
17.670139,-2.78
17.6875,-2.78
17.69375,-2.78
17.704167,-2.78
17.745833,-2.78
17.753472,-2.78
17.7875,-2.78
17.792361,-2.78
17.797222,-2.78
17.817361,-2.78
17.822917,-2.78
17.829167,-2.78
17.839583,-2.78
17.869444,-2.78
17.870833,-2.78
17.9125,-2.78
17.917361,-2.78
17.938889,-3.33
17.954167,-3.33
17.960417,-3.33
17.969444,-3.33
17.995833,-3.33
18.013194,-3.89
18.019444,-3.89
18.036111,-2.78
18.0375,-3.33
18.077778,-3.89
18.079167,-4.44
18.120833,-4.44
18.1625,-5.56
18.197222,-7.22
18.204167,-7.22
18.211111,-7.22
18.235417,-8.33
18.245833,-8.89
18.2875,-10
18.329167,-11.67
18.370833,-12.78
18.4125,-13.89
18.454167,-14.44
18.495833,-15
18.5375,-15
18.579167,-14.44
18.620833,-13.33
18.6625,-12.22
18.704167,-11.67
18.745833,-11.11
18.7875,-11.11
18.829167,-10.56
18.870833,-10
18.896528,-10
18.9125,-9.44
18.954167,-10
18.986806,-10.56
18.995833,-10.56
19.0375,-11.67
19.079167,-11.67
19.120833,-12.22
19.1625,-11.67
19.204167,-11.67
19.245833,-11.67
19.2875,-11.67
19.329167,-11.67
19.370833,-11.67
19.4125,-11.67
19.454167,-11.67
19.495833,-11.11
19.5375,-11.11
19.55625,-11.11
19.561111,-11.11
19.579167,-11.11
19.607639,-10.56
19.620833,-10.56
19.649306,-10
19.661111,-10
19.6625,-10
19.704167,-10
19.727083,-10
19.745833,-8.89
19.7875,-9.44
19.829167,-9.44
19.870833,-9.44
19.9125,-8.89
19.954167,-8.33
19.972917,-8.33
19.995833,-8.33
20.0375,-8.33
20.049306,-8.33
20.079167,-8.89
20.120833,-9.44
20.1625,-10
20.204167,-10
20.245833,-8.89
20.2875,-8.89
20.329167,-8.33
20.370833,-8.33
20.4125,-7.78
20.454167,-7.78
20.495833,-7.78
20.5375,-7.22
20.579167,-7.22
20.620833,-7.22
20.6625,-6.67
20.704167,-6.11
20.745833,-5.56
20.7875,-5
20.829167,-4.44
20.870833,-5
20.9125,-4.44
20.954167,-4.44
20.995833,-4.44
21.0375,-3.89
21.079167,-3.89
21.120833,-3.89
21.1625,-3.89
21.204167,-3.89
21.245833,-3.89
21.2875,-3.89
21.329167,-3.89
21.370833,-3.89
21.4125,-3.89
21.454167,-3.89
21.495833,-3.33
21.5375,-3.33
21.579167,-3.33
21.620833,-2.78
21.6625,-3.33
21.704167,-2.78
21.745833,-2.78
21.7875,-3.33
21.829167,-2.78
21.870833,-2.78
21.9125,-2.78
21.954167,-3.33
21.995833,-3.33
22.0375,-3.33
22.079167,-3.33
22.120833,-3.33
22.1625,-2.78
22.204167,-2.78
22.245833,-3.33
22.2875,-2.22
22.315278,-2.22
22.329167,-2.22
22.370833,-1.11
22.4125,-0.56
22.433333,-0.56
22.454167,-0.56
22.463194,-0.56
22.492361,-1.11
22.495833,-1.11
22.520139,-1.11
22.536111,-1.11
22.5375,-0.56
22.561806,-0.56
22.577778,0
22.579167,0
22.619444,0
22.620833,0
22.640972,0
22.6625,0
22.692361,-0.56
22.702778,-1.11
22.704167,-0.56
22.709722,-1.11
22.71875,-1.11
22.732639,-1.11
22.745833,-1.11
22.786111,-1.11
22.7875,-1.11
22.829167,-1.11
22.870833,-1.11
22.9125,-0.56
22.9375,-1.11
22.943056,-1.67
22.954167,-1.67
22.959028,-1.67
22.967361,-1.67
22.995833,-1.67
23.002083,-1.67
23.028472,-1.67
23.036111,-2.22
23.0375,-1.67
23.056944,-1.67
23.061111,-1.67
23.071528,-1.67
23.079167,-1.67
23.097917,-1.67
23.108333,-1.67
23.120833,-1.67
23.130556,-2.22
23.161111,-2.22
23.1625,-1.67
23.204167,-2.22
23.245833,-2.22
23.2875,-2.22
23.329167,-2.22
23.370833,-2.78
23.390278,-2.78
23.404861,-3.33
23.4125,-2.78
23.454167,-3.33
23.495833,-2.78
23.5375,-2.78
23.565278,-2.78
23.577778,-2.78
23.579167,-2.78
23.586806,-2.78
23.600694,-2.22
23.620833,-1.67
23.636806,-1.67
23.64375,-1.67
23.6625,-1.11
23.669444,-1.11
23.704167,-0.56
23.709722,-0.56
23.714583,-1.11
23.745833,-0.56
23.7875,2.22
23.79375,3.89
23.825694,7.78
23.829167,8.33
23.852778,9.44
23.859028,8.89
23.870833,7.78
23.908333,6.11
23.911111,6.11
23.9125,6.11
23.920833,6.11
23.934722,5.56
23.941667,5.56
23.954167,5.56
23.961111,5
23.990972,4.44
23.994444,3.89
23.995833,4.44
24.0375,3.89
24.042361,3.89
24.079167,2.78
24.0875,2.78
24.088889,2.22
24.105556,0.56
24.120833,-0.56
24.1625,-0.56
24.204167,-0.56
24.245833,-1.11
24.2875,-1.67
24.329167,-1.11
24.370833,-2.22
24.4125,-2.22
24.454167,-3.33
24.495833,-4.44
24.50625,-5.56
24.536111,-6.11
24.5375,-5.56
24.577778,-6.11
24.579167,-6.11
24.620833,-7.22
24.627778,-7.22
24.640278,-7.22
24.6625,-7.78
24.704167,-8.33
24.745833,-8.89
24.7875,-9.44
24.829167,-10.56
24.870833,-10.56
24.9125,-11.67
24.954167,-11.67
24.995833,-11.67
25.0375,-11.67
25.079167,-12.78
25.120833,-13.33
25.1625,-13.33
25.204167,-13.33
25.245833,-14.44
25.2875,-15
25.329167,-15
25.370833,-16.11
25.4125,-16.11
25.454167,-16.11
25.495833,-16.11
25.5375,-16.11
25.579167,-17.78
25.620833,-18.33
25.6625,-19.44
25.704167,-19.44
25.745833,-20
25.7875,-21.11
25.829167,-22.78
25.870833,-22.22
25.9125,-22.22
25.954167,-21.11
25.995833,-20
26.0375,-19.44
26.079167,-18.89
26.120833,-18.33
26.1625,-18.33
26.204167,-18.33
26.245833,-18.33
26.2875,-18.89
26.329167,-18.89
26.370833,-18.89
26.4125,-19.44
26.454167,-18.89
26.495833,-19.44
26.5375,-19.44
26.579167,-20
26.620833,-19.44
26.6625,-18.89
26.704167,-18.33
26.745833,-18.89
26.7875,-19.44
26.829167,-18.89
26.870833,-18.89
26.9125,-17.78
26.954167,-17.22
26.995833,-15.56
27.0375,-16.67
27.079167,-16.67
27.120833,-16.11
27.1625,-15
27.204167,-12.22
27.245833,-11.11
27.2875,-9.44
27.329167,-7.78
27.370833,-7.22
27.4125,-6.67
27.454167,-6.11
27.495833,-5
27.5375,-3.33
27.579167,-1.67
27.620833,-2.22
27.6625,-2.78
27.704167,-3.33
27.745833,-5
27.7875,-5.56
27.829167,-5.56
27.870833,-5.56
27.9125,-4.44
27.954167,-1.11
27.995833,0.56
28.0375,1.67
28.079167,2.78
28.120833,2.78
28.1625,2.78
28.204167,2.78
28.245833,3.33
28.2875,3.89
28.329167,4.44
28.361806,5
28.36875,5
28.370833,5
28.397917,5
28.4125,5
28.454167,5
28.482639,5
28.495833,5
28.511806,5
28.5375,4.44
28.579167,4.44
28.611806,4.44
28.620833,4.44
28.6625,3.89
28.704167,1.67
28.745833,1.11
28.7875,-1.11
28.829167,-1.67
28.870833,-1.11
28.9125,-1.11
28.954167,-2.22
28.995833,-3.33
29.0375,-4.44
29.079167,-5
29.120833,-5.56
29.1625,-5.56
29.204167,-5.56
29.245833,-5.56
29.2875,-5
29.329167,-5.56
29.370833,-5.56
29.4125,-5.56
29.454167,-5.56
29.495833,-6.11
29.496528,-6.11
29.5375,-6.11
29.538194,-6.11
29.563889,-5.56
29.579167,-5.56
29.596528,-1.11
29.620833,-4.44
29.625694,-4.44
29.6625,-4.44
29.679167,-4.44
29.684722,-4.44
29.704167,-4.44
29.745833,-5
29.7875,-4.44
29.829167,-5
29.859722,-5
29.870833,-5
29.9125,-5.56
29.952778,-6.11
29.954167,-6.11
29.968056,-6.11
29.995833,-7.22
30.0375,-9.44
30.079167,-11.11
30.120833,-12.22
30.1625,-10.56
30.204167,-11.11
30.245833,-11.11
30.2875,-13.89
30.325694,-12.78
30.329167,-13.33
30.3375,-12.22
30.352083,-12.22
30.360417,-12.78
30.370833,-13.33
30.4,-12.78
30.4125,-12.22
30.41875,-12.78
30.429861,-13.33
30.4375,-12.22
30.452083,-11.11
30.454167,-11.11
30.488889,-10.56
30.494444,-11.11
30.495833,-10.56
30.505556,-10.56
30.511806,-10.56
30.5375,-10.56
30.575,-11.11
30.579167,-11.11
30.620833,-14.44
30.6625,-11.67
30.704167,-11.67
30.745833,-11.67
30.7875,-11.67
30.829167,-10.56
30.870833,-10
30.9125,-11.11
30.954167,-11.67
30.995833,-12.78
31.0375,-14.44
31.079167,-15.56
31.120833,-17.78
31.1625,-17.78
31.204167,-18.33
31.245833,-17.78
31.2875,-17.22
31.329167,-16.67
31.370833,-16.67
31.4125,-16.11
31.454167,-16.11
31.495833,-16.67
31.5375,-17.22
31.579167,-17.22
31.620833,-17.78
31.6625,-17.78
31.704167,-17.78
31.745833,-17.78
31.7875,-16.67
31.829167,-16.67
31.870833,-16.67
31.9125,-16.67
31.954167,-15.56
31.995833,-15.56
32.0375,-13.89
32.079167,-13.33
32.120833,-12.22
32.1625,-10.56
32.204167,-9.44
32.234028,-8.33
32.244444,-7.22
32.245833,-7.22
32.275694,-6.67
32.284722,-6.11
32.2875,-6.11
32.294444,-6.11
32.301389,-6.11
32.310417,-6.67
32.327083,-7.22
32.329167,-6.67
32.332639,-6.67
32.370833,-7.78
32.4125,-7.78
32.454167,-8.33
32.495833,-8.33
32.5375,-7.78
32.579167,-7.22
32.620833,-6.67
32.6625,-6.11
32.704167,-5
32.745833,-5.56
32.7875,-4.44
32.829167,-5
32.870833,-5
32.9125,-4.44
32.954167,-4.44
32.995833,-3.89
33.0375,-2.22
33.079167,-1.11
33.095833,-0.56
33.120833,-0.56
33.133333,-0.56
33.161111,0
33.1625,0
33.171528,-0.56
33.175,-0.56
33.184722,-1.11
33.190278,-1.11
33.202778,-1.11
33.204167,-1.11
33.210417,-1.11
33.216667,-1.11
33.222917,-1.11
33.230556,-1.11
33.239583,-1.11
33.245833,-1.11
33.2875,-1.11
33.327778,-1.11
33.329167,-1.11
33.361111,-1.11
33.370833,-1.11
33.376389,-1.67
33.389583,-1.67
33.4125,-1.67
33.425694,-1.67
33.436806,-2.22
33.44375,-2.78
33.45,-2.78
33.454167,-3.33
33.465972,-3.89
33.477778,-3.89
33.486806,-5
33.494444,-6.11
33.495833,-6.11
33.5125,-7.22
33.524306,-8.33
33.530556,-8.33
33.536111,-8.89
33.5375,-8.89
33.579167,-12.78
33.620833,-13.89
33.6625,-13.89
33.704167,-14.44
33.745833,-15
33.7875,-15.56
33.829167,-16.11
33.870833,-16.67
33.9125,-18.33
33.954167,-18.89
33.995833,-19.44
34.0375,-21.11
34.079167,-21.11
34.120833,-22.22
34.1625,-22.78
34.204167,-23.33
34.245833,-23.33
34.2875,-23.33
34.329167,-22.78
34.370833,-22.78
34.4125,-22.78
34.454167,-21.67
34.495833,-21.67
34.5375,-20
34.579167,-18.89
34.620833,-18.33
34.6625,-16.67
34.704167,-17.22
34.745833,-16.67
34.7875,-16.67
34.829167,-16.11
34.870833,-15.56
34.9125,-15.56
34.954167,-16.11
34.995833,-15.56
35.0375,-15
35.079167,-14.44
35.120833,-13.89
35.1625,-12.78
35.204167,-12.22
35.245833,-11.67
35.2875,-10.56
35.293056,-10.56
35.308333,-10.56
35.329167,-11.11
35.370833,-11.11
35.4125,-10
35.454167,-9.44
35.495833,-8.89
35.5375,-8.33
35.579167,-7.78
35.620833,-6.67
35.6625,-6.11
35.704167,-3.89
35.745833,-3.33
35.777083,-1.67
35.786111,-2.22
35.7875,-1.67
35.819444,0
35.829167,0
35.856944,0.56
35.870833,0.56
35.879861,1.11
35.888889,1.11
35.909028,1.11
35.9125,1.11
35.927083,1.11
35.930556,1.11
35.934028,1.11
35.939583,1.11
35.954167,1.67
35.981944,2.22
35.985417,2.22
35.995833,2.78
35.997917,2.78
36.004167,2.78
36.0375,3.33
36.049306,3.33
36.070139,3.33
36.077083,2.78
36.079167,3.33
36.094444,2.78
36.120833,2.78
36.126389,2.78
36.15,2.78
36.1625,2.78
36.172917,2.78
36.182639,3.89
36.188194,3.89
36.192361,3.33
36.197222,3.33
36.202778,2.78
36.204167,3.33
36.2125,3.33
36.233333,3.33
36.238194,3.33
36.243056,2.78
36.245833,3.33
36.251389,3.33
36.255556,2.78
36.2625,2.78
36.267361,2.78
36.28125,2.78
36.285417,2.78
36.286111,2.78
36.2875,3.33
36.290278,3.33
36.295139,3.33
36.299306,3.33
36.313889,3.33
36.315278,3.33
36.320139,3.33
36.329167,2.78
36.336806,2.78
36.342361,2.78
36.352778,2.22
36.358333,2.22
36.363194,2.22
36.370833,1.67
36.38125,1.67
36.391667,1.11
36.396528,0.56
36.4125,-0.56
36.430556,-0.56
36.454167,-1.11
36.495833,-1.67
36.5375,-1.67
36.565278,-3.33
36.579167,-3.89
36.620833,-5
36.6625,-7.22
36.702778,-7.78
36.704167,-7.78
36.745833,-10.56
36.7875,-12.22
36.829167,-13.89
36.870833,-13.89
36.9125,-14.44
36.954167,-15
36.995833,-15
37.0375,-15.56
37.079167,-16.11
37.120833,-17.22
37.1625,-16.67
37.204167,-16.67
37.245833,-16.67
37.2875,-16.11
37.329167,-16.11
37.370833,-15.56
37.4125,-15
37.454167,-15
37.495833,-15
37.5375,-14.44
37.579167,-14.44
37.597917,-13.33
37.604861,-11.67
37.61875,-11.11
37.620833,-10.56
37.631944,-10
37.65,-9.44
37.655556,-10
37.661111,-8.89
37.6625,-9.44
37.66875,-9.44
37.704167,-9.44
37.719444,-9.44
37.745833,-8.89
37.761806,-8.33
37.7875,-8.33
37.829167,-9.44
37.870833,-9.44
37.9125,-9.44
37.954167,-10
37.995833,-10
38.0375,-10
38.079167,-10
38.120833,-11.11
38.1625,-11.11
38.204167,-11.11
38.245833,-12.22
38.2875,-12.78
38.329167,-12.78
38.370833,-13.33
38.4125,-13.33
38.454167,-13.33
38.495833,-12.78
38.5375,-12.78
38.579167,-12.22
38.620833,-11.67
38.634028,-11.11
38.64375,-10.56
38.654861,-10
38.661111,-8.89
38.6625,-9.44
38.673611,-8.33
38.702778,-7.78
38.704167,-7.78
38.745833,-7.22
38.754861,-7.22
38.775694,-7.22
38.786111,-7.22
38.7875,-6.67
38.790972,-6.67
38.8,-6.11
38.809028,-6.11
38.829167,-5
38.847917,-5
38.861806,-4.44
38.868056,-3.89
38.870833,-3.89
38.878472,-3.89
38.911111,-2.78
38.9125,-3.89
38.932639,-3.33
38.943056,-3.33
38.949306,-3.33
38.954167,-3.33
38.974306,-2.22
38.995833,0
39.001389,0
39.020139,0
39.036111,-1.11
39.0375,-0.56
39.059722,-1.11
39.079167,-1.11
39.109028,-1.67
39.115972,-2.22
39.120833,-2.78
39.1625,-3.89
39.204167,-6.11
39.222222,-6.67
39.245833,-7.22
39.264583,-7.78
39.270139,-7.78
39.2875,-7.78
39.315278,-8.33
39.329167,-8.33
39.370833,-8.89
39.4125,-10.56
39.454167,-10.56
39.472917,-11.11
39.495833,-11.11
39.5375,-11.11
39.554861,-11.11
39.579167,-11.67
39.619444,-12.22
39.620833,-11.67
39.6625,-11.11
39.704167,-11.11
39.719444,-11.11
39.745833,-10.56
39.754861,-11.11
39.7875,-11.67
39.829167,-11.67
39.870833,-11.67
39.9125,-12.78
39.954167,-12.22
39.995833,-11.67
40.0375,-12.22
40.079167,-12.22
40.120833,-12.78
40.1625,-13.33
40.204167,-13.33
40.245833,-13.33
40.2875,-12.78
40.329167,-13.33
40.370833,-13.33
40.4125,-13.89
40.454167,-13.89
40.495833,-15
40.5375,-15
40.579167,-13.89
40.620833,-13.33
40.6625,-12.775
40.704167,-12.22
40.745833,-11.67
40.7875,-11.11
40.829167,-11.11
40.870833,-10.56
40.9125,-10
40.954167,-10
40.995833,-10
41.0375,-9.44
41.079167,-8.89
41.088889,-8.89
41.119444,-7.78
41.120833,-8.33
41.1625,-7.22
41.180556,-6.67
41.204167,-6.67
41.245833,-5.56
41.2875,-4.44
41.329167,-3.33
41.370833,-2.78
41.393056,-2.22
41.409028,-2.22
41.4125,-1.67
41.454167,-1.67
41.46875,-1.11
41.495833,-0.56
41.507639,0
41.51875,0.56
41.523611,0.56
41.536111,1.11
41.5375,1.11
41.579167,1.665
41.584028,1.73
41.590972,1.822
41.600694,1.952
41.607639,2.044
41.620833,2.22
41.639583,2.47
41.6625,2.775
41.704167,3.33
41.743056,3.89
41.745833,3.89
41.7875,3.89
41.824306,3.89
41.829167,3.89
41.842361,3.89
41.870833,4.44
41.879167,4.44
41.9125,5
41.954167,5.56
41.977778,5.56
41.995833,6.11
42.010417,6.11
