$French Daily Discharge, 
FROM: 2017_WaterBalance, 
JDAY,M^3/sec
262,0.017360618261662
263,0.0144638976209534
264,0.0140303748039766
265,0.01491712602052
266,0.0124539281967882
267,0.0107789536766505
268,0.00957691313866939
269,0.00831575585291868
270,0.00744871021896508
271,0.00703489298457813
272,0.00662107575019118
273,0.00585255802918685
274,0.0056555022032883
275,0.00577373569882743
276,0.00541903521221004
277,0.00514315705595208
278,0.00488698448228397
279,0.00496580681264339
280,0.00632549201134336
281,0.00723194881047668
282,0.00666048691537089
283,0.00928132939982157
284,0.0171635624357634
285,0.0114883546498853
286,0.00932074056500128
287,0.00715312648011726
288,0.0066998980805506
289,0.00662107575019118
290,0.0119021718842722
291,0.0106804257637013
292,0.00750782696673464
293,0.00650284225465205
294,0.00606931943767525
295,0.00553726870774917
296,0.0052219793863115
297,0.00508404030818251
