                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
   267.998,   1,  0.42629171E+08,   0.16495126E+08,  -0.20970675E+09,  -0.69638171E+08,  -0.11254501E+08,   0.26004940E+08,   0.20338607E+09,   0.00000000E+00,  -0.29236827E-08,
   268.998,   1,  0.42865366E+08,   0.17366275E+08,  -0.21051263E+09,  -0.70079696E+08,  -0.11305512E+08,   0.26196752E+08,   0.20444549E+09,   0.00000000E+00,  -0.60829434E-08,
   270.000,   1,  0.43327559E+08,   0.17528575E+08,  -0.21132249E+09,  -0.70515194E+08,  -0.11307018E+08,   0.26324760E+08,   0.20572150E+09,   0.00000000E+00,  -0.25371171E-07,
   270.999,   1,  0.43795024E+08,   0.17528575E+08,  -0.21211602E+09,  -0.70947584E+08,  -0.11347311E+08,   0.26427938E+08,   0.20684178E+09,   0.00000000E+00,   0.33472744E-07,
   271.999,   1,  0.44118085E+08,   0.17666150E+08,  -0.21289062E+09,  -0.71380186E+08,  -0.11395945E+08,   0.26579259E+08,   0.20744984E+09,   0.00000000E+00,   0.42812300E-07,
   272.999,   1,  0.44346079E+08,   0.17666150E+08,  -0.21365972E+09,  -0.71815550E+08,  -0.11449964E+08,   0.26741691E+08,   0.20779831E+09,   0.00000000E+00,  -0.16720405E-07,
   273.999,   1,  0.44511409E+08,   0.17666150E+08,  -0.21445559E+09,  -0.72259588E+08,  -0.11507481E+08,   0.26835639E+08,   0.20805957E+09,   0.00000000E+00,  -0.54708463E-08,
   275.000,   1,  0.44658562E+08,   0.17694713E+08,  -0.21521565E+09,  -0.72709047E+08,  -0.11546586E+08,   0.26831535E+08,   0.20832148E+09,   0.00000000E+00,  -0.31158990E-08,
   275.999,   1,  0.44863320E+08,   0.18110452E+08,  -0.21594862E+09,  -0.73158639E+08,  -0.11582747E+08,   0.26829150E+08,   0.20886971E+09,   0.00000000E+00,  -0.29920379E-08,
   276.998,   1,  0.45107160E+08,   0.18131080E+08,  -0.21668093E+09,  -0.73596249E+08,  -0.11606378E+08,   0.26897739E+08,   0.20978266E+09,   0.00000000E+00,  -0.30641474E-08,
   277.999,   1,  0.45304907E+08,   0.18131080E+08,  -0.21742611E+09,  -0.74407932E+08,  -0.11621525E+08,   0.27091383E+08,   0.21077548E+09,   0.00000000E+00,  -0.27717831E-08,
   278.999,   1,  0.45485549E+08,   0.18131080E+08,  -0.21816952E+09,  -0.75225051E+08,  -0.11661141E+08,   0.27351500E+08,   0.21173898E+09,   0.00000000E+00,  -0.25059572E-08,
   279.998,   1,  0.45648807E+08,   0.18131080E+08,  -0.21887039E+09,  -0.75664984E+08,  -0.11703240E+08,   0.27616549E+08,   0.21267122E+09,   0.00000000E+00,  -0.26730065E-08,
   281.000,   1,  0.45764081E+08,   0.18135841E+08,  -0.21958965E+09,  -0.76113460E+08,  -0.11715374E+08,   0.27849961E+08,   0.21355503E+09,   0.00000000E+00,  -0.26920195E-08,
   281.999,   1,  0.45856453E+08,   0.18140601E+08,  -0.22033877E+09,  -0.76943165E+08,  -0.11745686E+08,   0.28096898E+08,   0.21441060E+09,   0.00000000E+00,  -0.22210553E-08,
   282.999,   1,  0.45941597E+08,   0.18140601E+08,  -0.22111013E+09,  -0.77777274E+08,  -0.11756940E+08,   0.28397753E+08,   0.21525562E+09,   0.00000000E+00,  -0.19573961E-08,
   283.998,   1,  0.46060667E+08,   0.18140601E+08,  -0.22188209E+09,  -0.78590907E+08,  -0.11757164E+08,   0.28725403E+08,   0.21620536E+09,   0.00000000E+00,  -0.18991003E-08,
   284.999,   1,  0.46406537E+08,   0.18716606E+08,  -0.22260326E+09,  -0.79410985E+08,  -0.11762481E+08,   0.29066751E+08,   0.21761950E+09,   0.00000000E+00,  -0.29623989E-08,
   285.998,   1,  0.46816586E+08,   0.18716606E+08,  -0.22328860E+09,  -0.79877580E+08,  -0.11820706E+08,   0.29380380E+08,   0.21915452E+09,   0.00000000E+00,  -0.63891594E-08,
   286.998,   1,  0.47059877E+08,   0.18776994E+08,  -0.22397478E+09,  -0.80344213E+08,  -0.11880805E+08,   0.29702059E+08,   0.22035772E+09,   0.00000000E+00,  -0.19352309E-07,
   287.998,   1,  0.47245497E+08,   0.18776994E+08,  -0.22468583E+09,  -0.81095428E+08,  -0.11942284E+08,   0.29988575E+08,   0.22141668E+09,   0.00000000E+00,  -0.19952313E-07,
   288.998,   1,  0.47408324E+08,   0.18861828E+08,  -0.22538913E+09,  -0.81854080E+08,  -0.11984022E+08,   0.30289697E+08,   0.22239191E+09,   0.00000000E+00,  -0.22089943E-07,
   289.999,   1,  0.47559659E+08,   0.18869908E+08,  -0.22610870E+09,  -0.82662015E+08,  -0.12071185E+08,   0.30581849E+08,   0.22330751E+09,   0.00000000E+00,  -0.11924354E-07,
   290.999,   1,  0.47692048E+08,   0.18890537E+08,  -0.22683678E+09,  -0.83485375E+08,  -0.12137226E+08,   0.30829184E+08,   0.22417617E+09,   0.00000000E+00,  -0.70484726E-08,
   291.999,   1,  0.47806811E+08,   0.18890537E+08,  -0.22754697E+09,  -0.83968815E+08,  -0.12240018E+08,   0.31054233E+08,   0.22500950E+09,   0.00000000E+00,  -0.59982671E-08,
   292.999,   1,  0.47911655E+08,   0.18890537E+08,  -0.22824967E+09,  -0.84419985E+08,  -0.12314705E+08,   0.31255203E+08,   0.22582239E+09,   0.00000000E+00,  -0.54721847E-08,
   293.998,   1,  0.48009284E+08,   0.18895297E+08,  -0.22893677E+09,  -0.84861484E+08,  -0.12375421E+08,   0.31494627E+08,   0.22662820E+09,   0.00000000E+00,  -0.52655344E-08,
   294.999,   1,  0.48098720E+08,   0.18903231E+08,  -0.22963194E+09,  -0.85298292E+08,  -0.12438927E+08,   0.31744351E+08,   0.22741630E+09,   0.00000000E+00,  -0.49433457E-08,
   295.999,   1,  0.48183983E+08,   0.18903231E+08,  -0.23033333E+09,  -0.85731071E+08,  -0.12492770E+08,   0.32019571E+08,   0.22819176E+09,   0.00000000E+00,  -0.47332388E-08,
   296.999,   1,  0.48275712E+08,   0.18927033E+08,  -0.23104689E+09,  -0.86092402E+08,  -0.12529687E+08,   0.32314810E+08,   0.22898119E+09,   0.00000000E+00,  -0.51688337E-08,
   297.998,   1,  0.48371259E+08,   0.18927033E+08,  -0.23174501E+09,  -0.86462358E+08,  -0.12577548E+08,   0.32573932E+08,   0.22977425E+09,   0.00000000E+00,  -0.54020447E-08,
   298.999,   1,  0.48459228E+08,   0.18927033E+08,  -0.23241980E+09,  -0.86794312E+08,  -0.12644680E+08,   0.32835362E+08,   0.23055310E+09,   0.00000000E+00,  -0.56427644E-08,
   299.996,   1,  0.48560448E+08,   0.18927033E+08,  -0.23307628E+09,  -0.86928336E+08,  -0.12698824E+08,   0.33109869E+08,   0.23119822E+09,   0.00000000E+00,  -0.67849787E-08,
   300.998,   1,  0.48792225E+08,   0.19347619E+08,  -0.23374436E+09,  -0.87011394E+08,  -0.12740258E+08,   0.33384149E+08,   0.23174454E+09,   0.00000000E+00,  -0.26863668E-07,
   301.999,   1,  0.49096936E+08,   0.19360722E+08,  -0.23445163E+09,  -0.87305985E+08,  -0.12774998E+08,   0.33603071E+08,   0.23226858E+09,   0.00000000E+00,  -0.30618098E-07,
   302.999,   1,  0.49342742E+08,   0.19467357E+08,  -0.23517852E+09,  -0.87729988E+08,  -0.12799081E+08,   0.33790037E+08,   0.23269479E+09,   0.00000000E+00,  -0.15141761E-07,
   303.996,   1,  0.49553691E+08,   0.19467357E+08,  -0.23590591E+09,  -0.88320571E+08,  -0.12849250E+08,   0.34035479E+08,   0.23303980E+09,   0.00000000E+00,  -0.64561874E-08,
   304.999,   1,  0.49807362E+08,   0.19467357E+08,  -0.23663292E+09,  -0.88838040E+08,  -0.12881739E+08,   0.34317253E+08,   0.23337712E+09,   0.00000000E+00,  -0.45048259E-08,
   305.999,   1,  0.50069294E+08,   0.19487985E+08,  -0.23737329E+09,  -0.89050832E+08,  -0.12886742E+08,   0.34552002E+08,   0.23372147E+09,   0.00000000E+00,  -0.41909454E-08,
   306.999,   1,  0.50856738E+08,   0.19962546E+08,  -0.23811712E+09,  -0.89452858E+08,  -0.12888751E+08,   0.34720786E+08,   0.23526310E+09,   0.00000000E+00,   0.17992158E-07,
   308.000,   1,  0.52086406E+08,   0.20645511E+08,  -0.23884810E+09,  -0.90043865E+08,  -0.12914948E+08,   0.34845133E+08,   0.23760764E+09,   0.00000000E+00,   0.18709492E-08,
   308.999,   1,  0.52900675E+08,   0.20645511E+08,  -0.23955990E+09,  -0.90730813E+08,  -0.12972159E+08,   0.34968865E+08,   0.23905004E+09,   0.00000000E+00,   0.15137260E-08,
   309.998,   1,  0.53435254E+08,   0.20774898E+08,  -0.24023713E+09,  -0.91579278E+08,  -0.13001087E+08,   0.35155135E+08,   0.24007780E+09,   0.00000000E+00,   0.14295143E-08,
   311.000,   1,  0.54056443E+08,   0.21045136E+08,  -0.24091918E+09,  -0.92569031E+08,  -0.13016074E+08,   0.35410468E+08,   0.24129328E+09,   0.00000000E+00,   0.12581607E-08,
   311.999,   1,  0.54637912E+08,   0.21045136E+08,  -0.24157995E+09,  -0.93666841E+08,  -0.13042424E+08,   0.35691618E+08,   0.24244799E+09,   0.00000000E+00,   0.12341400E-08,
   312.996,   1,  0.55029619E+08,   0.21045136E+08,  -0.24222249E+09,  -0.94505943E+08,  -0.13084487E+08,   0.36002166E+08,   0.24331296E+09,   0.00000000E+00,   0.12191860E-08,
   313.999,   1,  0.55520921E+08,   0.21452950E+08,  -0.24287042E+09,  -0.94985000E+08,  -0.13117045E+08,   0.36371355E+08,   0.24440083E+09,   0.00000000E+00,   0.10030275E-08,
   315.000,   1,  0.56119233E+08,   0.21511911E+08,  -0.24351134E+09,  -0.95585245E+08,  -0.13167049E+08,   0.36813578E+08,   0.24567584E+09,   0.00000000E+00,   0.88879948E-09,
   315.996,   1,  0.56574550E+08,   0.21511911E+08,  -0.24415848E+09,  -0.96517292E+08,  -0.13238231E+08,   0.37227844E+08,   0.24664369E+09,   0.00000000E+00,   0.83749548E-09,
   316.999,   1,  0.57074484E+08,   0.21511911E+08,  -0.24480502E+09,  -0.97389044E+08,  -0.13277647E+08,   0.37497134E+08,   0.24775654E+09,   0.00000000E+00,   0.78807471E-09,
   317.999,   1,  0.57835067E+08,   0.22094971E+08,  -0.24546019E+09,  -0.98075051E+08,  -0.13298462E+08,   0.37679662E+08,   0.24935379E+09,   0.00000000E+00,   0.66253598E-09,
   319.000,   1,  0.58527890E+08,   0.22094971E+08,  -0.24611250E+09,  -0.98736249E+08,  -0.13395392E+08,   0.37870079E+08,   0.25077694E+09,   0.00000000E+00,   0.60089271E-09,
   319.998,   1,  0.59006259E+08,   0.22389776E+08,  -0.24676737E+09,  -0.99271020E+08,  -0.13441571E+08,   0.38126890E+08,   0.25186840E+09,   0.00000000E+00,   0.57258898E-09,
   320.998,   1,  0.59447917E+08,   0.22605966E+08,  -0.24742735E+09,  -0.99889300E+08,  -0.13482519E+08,   0.38384000E+08,   0.25292028E+09,   0.00000000E+00,   0.54473200E-09,
   321.999,   1,  0.59835811E+08,   0.22605966E+08,  -0.24808054E+09,  -0.10075633E+09,  -0.13519157E+08,   0.38586416E+08,   0.25383223E+09,   0.00000000E+00,   0.56778859E-09,
   323.000,   1,  0.60183241E+08,   0.22610880E+08,  -0.24871808E+09,  -0.10170576E+09,  -0.13549319E+08,   0.38783467E+08,   0.25466748E+09,   0.00000000E+00,   0.58620908E-09,
   323.999,   1,  0.60581884E+08,   0.22864740E+08,  -0.24937837E+09,  -0.10268781E+09,  -0.13567841E+08,   0.39019734E+08,   0.25562886E+09,   0.00000000E+00,   0.58590036E-09,
   324.996,   1,  0.61011334E+08,   0.23026883E+08,  -0.25005595E+09,  -0.10371002E+09,  -0.13588595E+08,   0.39266704E+08,   0.25665813E+09,   0.00000000E+00,   0.58420607E-09,
   326.000,   1,  0.61361401E+08,   0.23026883E+08,  -0.25069180E+09,  -0.10474809E+09,  -0.13631477E+08,   0.39522258E+08,   0.25751379E+09,   0.00000000E+00,   0.60620248E-09,
   326.998,   1,  0.61622310E+08,   0.23026883E+08,  -0.25130135E+09,  -0.10575888E+09,  -0.13730555E+08,   0.39785646E+08,   0.25816629E+09,   0.00000000E+00,   0.63884185E-09,
   328.000,   1,  0.61844106E+08,   0.23026883E+08,  -0.25192647E+09,  -0.10666892E+09,  -0.13799084E+08,   0.40069236E+08,   0.25871473E+09,   0.00000000E+00,   0.67436155E-09,
   328.996,   1,  0.62072093E+08,   0.23026883E+08,  -0.25259116E+09,  -0.10731031E+09,  -0.13859469E+08,   0.40333767E+08,   0.25926990E+09,   0.00000000E+00,   0.70864463E-09,
   329.996,   1,  0.62336582E+08,   0.23143167E+08,  -0.25326131E+09,  -0.10770284E+09,  -0.13868210E+08,   0.40541181E+08,   0.25992218E+09,   0.00000000E+00,   0.70477361E-09,
   330.999,   1,  0.63028719E+08,   0.23526414E+08,  -0.25391933E+09,  -0.10815289E+09,  -0.13874566E+08,   0.40732567E+08,   0.26150808E+09,   0.00000000E+00,   0.60807530E-09,
   332.000,   1,  0.64006424E+08,   0.23618131E+08,  -0.25458874E+09,  -0.10889221E+09,  -0.13893339E+08,   0.40942465E+08,   0.26365851E+09,   0.00000000E+00,   0.53115389E-09,
   333.000,   1,  0.64690606E+08,   0.23618131E+08,  -0.25525702E+09,  -0.10987015E+09,  -0.13924729E+08,   0.41163527E+08,   0.26517977E+09,   0.00000000E+00,   0.50724417E-09,
   333.999,   1,  0.65131147E+08,   0.23618131E+08,  -0.25590419E+09,  -0.11092900E+09,  -0.13962512E+08,   0.41336558E+08,   0.26622885E+09,   0.00000000E+00,   0.52059292E-09,
   335.000,   1,  0.65471289E+08,   0.23618131E+08,  -0.25653682E+09,  -0.11188655E+09,  -0.13985217E+08,   0.41432546E+08,   0.26705633E+09,   0.00000000E+00,   0.54009143E-09,
   336.000,   1,  0.65855212E+08,   0.23618131E+08,  -0.25718791E+09,  -0.11240534E+09,  -0.14003204E+08,   0.41558949E+08,   0.26798575E+09,   0.00000000E+00,   0.52260981E-09,
   336.996,   1,  0.66439302E+08,   0.24009567E+08,  -0.25784322E+09,  -0.11275121E+09,  -0.14010915E+08,   0.41765393E+08,   0.26928028E+09,   0.00000000E+00,   0.49030638E-09,
   337.998,   1,  0.67042578E+08,   0.24009567E+08,  -0.25849425E+09,  -0.11347186E+09,  -0.14016569E+08,   0.42062316E+08,   0.27057168E+09,   0.00000000E+00,   0.46093921E-09,
   338.999,   1,  0.67468422E+08,   0.24009567E+08,  -0.25914729E+09,  -0.11450186E+09,  -0.14050474E+08,   0.42412866E+08,   0.27153240E+09,   0.00000000E+00,   0.45366972E-09,
   340.000,   1,  0.67790210E+08,   0.24009567E+08,  -0.25980203E+09,  -0.11557854E+09,  -0.14078119E+08,   0.42772078E+08,   0.27229168E+09,   0.00000000E+00,   0.44994965E-09,
   340.999,   1,  0.68059372E+08,   0.24009567E+08,  -0.26044849E+09,  -0.11669042E+09,  -0.14109148E+08,   0.43145513E+08,   0.27294035E+09,   0.00000000E+00,   0.47310003E-09,
   341.999,   1,  0.68290743E+08,   0.24009567E+08,  -0.26109665E+09,  -0.11786854E+09,  -0.14148762E+08,   0.43511379E+08,   0.27349972E+09,   0.00000000E+00,   0.49055099E-09,
   342.999,   1,  0.68490774E+08,   0.24009567E+08,  -0.26174870E+09,  -0.11902719E+09,  -0.14194112E+08,   0.43936099E+08,   0.27398475E+09,   0.00000000E+00,   0.50492811E-09,
   344.000,   1,  0.68672931E+08,   0.24009567E+08,  -0.26239490E+09,  -0.12017371E+09,  -0.14227367E+08,   0.44412725E+08,   0.27442518E+09,   0.00000000E+00,   0.52402795E-09,
   344.999,   1,  0.68842128E+08,   0.24009567E+08,  -0.26305065E+09,  -0.12131027E+09,  -0.14256729E+08,   0.44870124E+08,   0.27483479E+09,   0.00000000E+00,   0.56440925E-09,
   345.998,   1,  0.68999449E+08,   0.24009567E+08,  -0.26372240E+09,  -0.12239987E+09,  -0.14280620E+08,   0.45221631E+08,   0.27521697E+09,   0.00000000E+00,   0.58555501E-09,
   347.000,   1,  0.69144549E+08,   0.24009567E+08,  -0.26437109E+09,  -0.12342177E+09,  -0.14312744E+08,   0.45477983E+08,   0.27557208E+09,   0.00000000E+00,   0.64755435E-09,
   348.000,   1,  0.69280213E+08,   0.24009567E+08,  -0.26501368E+09,  -0.12443613E+09,  -0.14340893E+08,   0.45776358E+08,   0.27590814E+09,   0.00000000E+00,   0.70137146E-09,
   348.999,   1,  0.69418310E+08,   0.24009567E+08,  -0.26567182E+09,  -0.12547808E+09,  -0.14353151E+08,   0.46125871E+08,   0.27624546E+09,   0.00000000E+00,   0.75142378E-09,
   349.996,   1,  0.69561184E+08,   0.24009567E+08,  -0.26631406E+09,  -0.12647981E+09,  -0.14354542E+08,   0.46418378E+08,   0.27659297E+09,   0.00000000E+00,   0.83690641E-09,
   351.000,   1,  0.69746429E+08,   0.24258514E+08,  -0.26695171E+09,  -0.12738385E+09,  -0.14366272E+08,   0.46495526E+08,   0.27703682E+09,   0.00000000E+00,   0.88253352E-09,
   352.000,   1,  0.69958597E+08,   0.24279805E+08,  -0.26760317E+09,  -0.12818837E+09,  -0.14376166E+08,   0.46310964E+08,   0.27754513E+09,   0.00000000E+00,   0.96549098E-09,
   352.998,   1,  0.70134298E+08,   0.24279805E+08,  -0.26825042E+09,  -0.12902021E+09,  -0.14435616E+08,   0.46030452E+08,   0.27798002E+09,   0.00000000E+00,   0.11370975E-08,
   353.998,   1,  0.70281355E+08,   0.24279805E+08,  -0.26888679E+09,  -0.12967186E+09,  -0.14467182E+08,   0.45816284E+08,   0.27834888E+09,   0.00000000E+00,   0.13149009E-08,
   354.996,   1,  0.70511365E+08,   0.24309286E+08,  -0.26951772E+09,  -0.12992739E+09,  -0.14480314E+08,   0.45742181E+08,   0.27894369E+09,   0.00000000E+00,   0.13593302E-08,
   356.000,   1,  0.71075376E+08,   0.25079055E+08,  -0.27015304E+09,  -0.13014872E+09,  -0.14480365E+08,   0.45742181E+08,   0.28024666E+09,   0.00000000E+00,   0.10698880E-08,
   357.000,   1,  0.71704755E+08,   0.25079055E+08,  -0.27076364E+09,  -0.13063440E+09,  -0.14493400E+08,   0.45717353E+08,   0.28167892E+09,   0.00000000E+00,   0.89492419E-09,
   357.999,   1,  0.72073100E+08,   0.25079055E+08,  -0.27135963E+09,  -0.13141126E+09,  -0.14529422E+08,   0.45667529E+08,   0.28260184E+09,   0.00000000E+00,   0.89351353E-09,
   358.999,   1,  0.72331937E+08,   0.25083969E+08,  -0.27194927E+09,  -0.13231222E+09,  -0.14541283E+08,   0.45653715E+08,   0.28327957E+09,   0.00000000E+00,   0.91768232E-09,
   359.999,   1,  0.72540684E+08,   0.25083969E+08,  -0.27253982E+09,  -0.13327296E+09,  -0.14562116E+08,   0.45701023E+08,   0.28383280E+09,   0.00000000E+00,   0.10167713E-08,
   360.999,   1,  0.72719433E+08,   0.25083969E+08,  -0.27316125E+09,  -0.13423107E+09,  -0.14590540E+08,   0.45773598E+08,   0.28430573E+09,   0.00000000E+00,   0.11950755E-08,
   361.996,   1,  0.72892025E+08,   0.25083969E+08,  -0.27378824E+09,  -0.13502077E+09,  -0.14609638E+08,   0.45861526E+08,   0.28476599E+09,   0.00000000E+00,   0.13358399E-08,
   362.996,   1,  0.73108493E+08,   0.25300159E+08,  -0.27440429E+09,  -0.13578769E+09,  -0.14614855E+08,   0.45977820E+08,   0.28532302E+09,   0.00000000E+00,   0.13543152E-08,
   363.999,   1,  0.73344515E+08,   0.25300159E+08,  -0.27500521E+09,  -0.13665158E+09,  -0.14625080E+08,   0.46107133E+08,   0.28591492E+09,   0.00000000E+00,   0.15273619E-08,
   364.996,   1,  0.73542622E+08,   0.25300159E+08,  -0.27562980E+09,  -0.13749565E+09,  -0.14640987E+08,   0.46171859E+08,   0.28642668E+09,   0.00000000E+00,   0.17599535E-08,
