                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
   132.999,   1,  0.32669724E+08,   0.79443971E+07,  -0.88768968E+08,  -0.32504284E+08,  -0.27669912E+07,   0.97719211E+07,   0.70120638E+08,   0.00000000E+00,  -0.81941457E-10,
   133.999,   1,  0.32778476E+08,   0.79443971E+07,  -0.89463742E+08,  -0.32563912E+08,  -0.28004284E+07,   0.99782228E+07,   0.70356957E+08,   0.00000000E+00,  -0.77616740E-10,
   134.998,   1,  0.32880879E+08,   0.79443971E+07,  -0.90207933E+08,  -0.32626426E+08,  -0.28302368E+07,   0.10121146E+08,   0.70598400E+08,   0.00000000E+00,  -0.61508877E-10,
   136.000,   1,  0.33016090E+08,   0.83839383E+07,  -0.90946017E+08,  -0.32687936E+08,  -0.28387964E+07,   0.10176851E+08,   0.71063165E+08,   0.00000000E+00,  -0.10140115E-09,
   136.998,   1,  0.33170870E+08,   0.83839383E+07,  -0.91658649E+08,  -0.32743703E+08,  -0.28754127E+07,   0.10195394E+08,   0.71880484E+08,   0.00000000E+00,  -0.10735743E-09,
   137.998,   1,  0.33294571E+08,   0.83839383E+07,  -0.92385264E+08,  -0.32796896E+08,  -0.29015611E+07,   0.10237862E+08,   0.72811634E+08,   0.00000000E+00,  -0.14466863E-09,
   138.998,   1,  0.33398321E+08,   0.83839383E+07,  -0.93108941E+08,  -0.32849605E+08,  -0.29587309E+07,   0.10285670E+08,   0.73705646E+08,   0.00000000E+00,  -0.16387616E-09,
   139.998,   1,  0.33502404E+08,   0.84886666E+07,  -0.93803474E+08,  -0.32903563E+08,  -0.30095286E+07,   0.10301728E+08,   0.74601321E+08,   0.00000000E+00,  -0.19674878E-09,
   141.000,   1,  0.33610183E+08,   0.85251628E+07,  -0.94529467E+08,  -0.32950773E+08,  -0.30206499E+07,   0.10280570E+08,   0.75496260E+08,   0.00000000E+00,  -0.18713094E-09,
   141.998,   1,  0.33706956E+08,   0.85251628E+07,  -0.95281230E+08,  -0.32981836E+08,  -0.30696224E+07,   0.10256661E+08,   0.76367263E+08,   0.00000000E+00,  -0.18864447E-09,
   143.000,   1,  0.33793694E+08,   0.85378571E+07,  -0.96050369E+08,  -0.33493184E+08,  -0.31198737E+07,   0.10248571E+08,   0.77263088E+08,   0.00000000E+00,  -0.16742656E-09,
   143.999,   1,  0.33870528E+08,   0.85378571E+07,  -0.96826278E+08,  -0.34030445E+08,  -0.31719670E+07,   0.10235354E+08,   0.78175184E+08,   0.00000000E+00,  -0.18083894E-09,
   144.999,   1,  0.33936227E+08,   0.85378571E+07,  -0.97625863E+08,  -0.34100681E+08,  -0.32404031E+07,   0.10201087E+08,   0.79057594E+08,   0.00000000E+00,  -0.17738447E-09,
   145.998,   1,  0.33995437E+08,   0.85378571E+07,  -0.98436334E+08,  -0.34170552E+08,  -0.33138902E+07,   0.10182621E+08,   0.79922650E+08,   0.00000000E+00,  -0.19848513E-09,
   146.999,   1,  0.34053053E+08,   0.85378571E+07,  -0.99174942E+08,  -0.34240563E+08,  -0.33542962E+07,   0.10240689E+08,   0.80783857E+08,   0.00000000E+00,  -0.24206253E-09,
   147.998,   1,  0.34114457E+08,   0.86187835E+07,  -0.99884383E+08,  -0.34309673E+08,  -0.34053947E+07,   0.10367536E+08,   0.81647869E+08,   0.00000000E+00,  -0.28397205E-09,
   148.998,   1,  0.34177949E+08,   0.86187835E+07,  -0.10065005E+09,  -0.34378973E+08,  -0.34446806E+07,   0.10473308E+08,   0.82512978E+08,   0.00000000E+00,  -0.33005545E-09,
   150.000,   1,  0.34235207E+08,   0.86187835E+07,  -0.10148701E+09,  -0.34449063E+08,  -0.34728971E+07,   0.10465388E+08,   0.83371075E+08,   0.00000000E+00,  -0.34320062E-09,
   150.999,   1,  0.34284145E+08,   0.86187835E+07,  -0.10233153E+09,  -0.34519006E+08,  -0.35156998E+07,   0.10364751E+08,   0.84235053E+08,   0.00000000E+00,  -0.32471649E-09,
   151.998,   1,  0.34326598E+08,   0.86187835E+07,  -0.10318925E+09,  -0.34589556E+08,  -0.35776357E+07,   0.10266806E+08,   0.85096316E+08,   0.00000000E+00,  -0.31188957E-09,
   152.998,   1,  0.34366233E+08,   0.86187835E+07,  -0.10403158E+09,  -0.34661124E+08,  -0.35893849E+07,   0.10224375E+08,   0.85936901E+08,   0.00000000E+00,  -0.35130299E-09,
   153.999,   1,  0.34407333E+08,   0.86187835E+07,  -0.10482828E+09,  -0.34732929E+08,  -0.36072362E+07,   0.10232281E+08,   0.86765205E+08,   0.00000000E+00,  -0.36170817E-09,
   154.998,   1,  0.34447461E+08,   0.86187835E+07,  -0.10559424E+09,  -0.34809941E+08,  -0.36841610E+07,   0.10245534E+08,   0.87638645E+08,   0.00000000E+00,  -0.36747256E-09,
   155.999,   1,  0.34490753E+08,   0.87917437E+07,  -0.10633950E+09,  -0.34898107E+08,  -0.37505281E+07,   0.10256190E+08,   0.88597769E+08,   0.00000000E+00,  -0.42037026E-09,
   157.000,   1,  0.34538097E+08,   0.88488682E+07,  -0.10707281E+09,  -0.35029291E+08,  -0.38084485E+07,   0.10219427E+08,   0.89585498E+08,   0.00000000E+00,  -0.44119165E-09,
   158.000,   1,  0.34581528E+08,   0.88488682E+07,  -0.10782390E+09,  -0.35159196E+08,  -0.38615992E+07,   0.10092791E+08,   0.90561554E+08,   0.00000000E+00,  -0.44967469E-09,
   158.998,   1,  0.34621288E+08,   0.88488682E+07,  -0.10864117E+09,  -0.35250415E+08,  -0.39210035E+07,   0.99237355E+07,   0.91535073E+08,   0.00000000E+00,  -0.42342500E-09,
   159.998,   1,  0.34658601E+08,   0.88488682E+07,  -0.10947777E+09,  -0.35341571E+08,  -0.39768850E+07,   0.98100046E+07,   0.92509042E+08,   0.00000000E+00,  -0.42821543E-09,
   160.998,   1,  0.34694444E+08,   0.88488682E+07,  -0.11031433E+09,  -0.35433524E+08,  -0.40459601E+07,   0.98124752E+07,   0.93476397E+08,   0.00000000E+00,  -0.46643424E-09,
   161.999,   1,  0.34727844E+08,   0.88488682E+07,  -0.11118607E+09,  -0.35525135E+08,  -0.41225212E+07,   0.98785655E+07,   0.94434035E+08,   0.00000000E+00,  -0.49901569E-09,
   162.999,   1,  0.34758061E+08,   0.88488682E+07,  -0.11207769E+09,  -0.35616319E+08,  -0.41951482E+07,   0.99369078E+07,   0.95383333E+08,   0.00000000E+00,  -0.51661588E-09,
   163.998,   1,  0.34785344E+08,   0.88488682E+07,  -0.11295548E+09,  -0.36000166E+08,  -0.43118502E+07,   0.99926231E+07,   0.96328681E+08,   0.00000000E+00,  -0.46655592E-09,
   164.998,   1,  0.34809945E+08,   0.88568022E+07,  -0.11382632E+09,  -0.36481107E+08,  -0.43796551E+07,   0.10066764E+08,   0.97272707E+08,   0.00000000E+00,  -0.44672121E-09,
   165.998,   1,  0.34831369E+08,   0.88568022E+07,  -0.11470234E+09,  -0.36765340E+08,  -0.44490037E+07,   0.10175155E+08,   0.98212776E+08,   0.00000000E+00,  -0.43775716E-09,
   167.000,   1,  0.34849084E+08,   0.88647362E+07,  -0.11558453E+09,  -0.36955105E+08,  -0.45050233E+07,   0.10307348E+08,   0.99147743E+08,   0.00000000E+00,  -0.45919215E-09,
   168.000,   1,  0.34864597E+08,   0.88647362E+07,  -0.11650513E+09,  -0.37069702E+08,  -0.45847778E+07,   0.10426314E+08,   0.10009842E+09,   0.00000000E+00,  -0.46215137E-09,
   168.998,   1,  0.34878202E+08,   0.88647362E+07,  -0.11750583E+09,  -0.37223869E+08,  -0.46461748E+07,   0.10502980E+08,   0.10108090E+09,   0.00000000E+00,  -0.48566824E-09,
   170.000,   1,  0.34890228E+08,   0.92392190E+07,  -0.11850876E+09,  -0.37359714E+08,  -0.46943222E+07,   0.10534694E+08,   0.10207015E+09,   0.00000000E+00,  -0.53775071E-09,
   170.999,   1,  0.34901165E+08,   0.92836491E+07,  -0.11951185E+09,  -0.37552023E+08,  -0.47513910E+07,   0.10563764E+08,   0.10305922E+09,   0.00000000E+00,  -0.50883542E-09,
   171.998,   1,  0.34910061E+08,   0.92836491E+07,  -0.12054155E+09,  -0.38048154E+08,  -0.48313025E+07,   0.10624643E+08,   0.10405907E+09,   0.00000000E+00,  -0.46272443E-09,
   172.999,   1,  0.34915813E+08,   0.92836491E+07,  -0.12157169E+09,  -0.38508743E+08,  -0.48955499E+07,   0.10727847E+08,   0.10510530E+09,   0.00000000E+00,  -0.43440769E-09,
   173.999,   1,  0.34919411E+08,   0.92836491E+07,  -0.12253917E+09,  -0.38666057E+08,  -0.49789013E+07,   0.10891799E+08,   0.10621076E+09,   0.00000000E+00,  -0.44458121E-09,
   174.998,   1,  0.34942836E+08,   0.92963435E+07,  -0.12344340E+09,  -0.38768987E+08,  -0.50554806E+07,   0.11119127E+08,   0.10737127E+09,   0.00000000E+00,  -0.49520577E-09,
   175.999,   1,  0.35044746E+08,   0.94931056E+07,  -0.12434965E+09,  -0.38876354E+08,  -0.51015815E+07,   0.11386077E+08,   0.10866875E+09,   0.00000000E+00,  -0.60058773E-09,
   176.999,   1,  0.35156385E+08,   0.95375358E+07,  -0.12528132E+09,  -0.38972572E+08,  -0.51916502E+07,   0.11626763E+08,   0.10997289E+09,   0.00000000E+00,  -0.72458944E-09,
   177.998,   1,  0.35208762E+08,   0.95375358E+07,  -0.12626127E+09,  -0.39565946E+08,  -0.52767367E+07,   0.11851502E+08,   0.11116701E+09,   0.00000000E+00,  -0.68341211E-09,
   178.998,   1,  0.35284778E+08,   0.96581319E+07,  -0.12719385E+09,  -0.40152106E+08,  -0.53552571E+07,   0.12097459E+08,   0.11241269E+09,   0.00000000E+00,  -0.74720294E-09,
   179.998,   1,  0.35376924E+08,   0.10238898E+08,  -0.12809523E+09,  -0.40206163E+08,  -0.53945297E+07,   0.12353899E+08,   0.11361154E+09,   0.00000000E+00,  -0.11824060E-08,
   181.000,   1,  0.35433224E+08,   0.10238898E+08,  -0.12905413E+09,  -0.40249026E+08,  -0.54443907E+07,   0.12586518E+08,   0.11459815E+09,   0.00000000E+00,  -0.13705871E-08,
   181.999,   1,  0.35464211E+08,   0.10238898E+08,  -0.13005204E+09,  -0.40291845E+08,  -0.55044113E+07,   0.12782070E+08,   0.11547121E+09,   0.00000000E+00,  -0.13695169E-08,
   182.999,   1,  0.35487002E+08,   0.10238898E+08,  -0.13110609E+09,  -0.40334339E+08,  -0.55525463E+07,   0.12980353E+08,   0.11631938E+09,   0.00000000E+00,  -0.13439260E-08,
   183.999,   1,  0.35507434E+08,   0.10238898E+08,  -0.13219186E+09,  -0.40377457E+08,  -0.56046304E+07,   0.13189285E+08,   0.11715758E+09,   0.00000000E+00,  -0.13004315E-08,
   184.999,   1,  0.35524037E+08,   0.10238898E+08,  -0.13327033E+09,  -0.40421305E+08,  -0.56590306E+07,   0.13379693E+08,   0.11783734E+09,   0.00000000E+00,  -0.11470818E-08,
   185.999,   1,  0.35538118E+08,   0.10238898E+08,  -0.13435008E+09,  -0.40465036E+08,  -0.57268072E+07,   0.13556648E+08,   0.11834993E+09,   0.00000000E+00,  -0.98521128E-09,
   187.000,   1,  0.35551403E+08,   0.10238898E+08,  -0.13538386E+09,  -0.40507533E+08,  -0.57973726E+07,   0.13736233E+08,   0.11903236E+09,   0.00000000E+00,  -0.91316475E-09,
   187.999,   1,  0.35563906E+08,   0.10351560E+08,  -0.13634358E+09,  -0.40549191E+08,  -0.58825443E+07,   0.13918518E+08,   0.11987651E+09,   0.00000000E+00,  -0.94514165E-09,
   188.999,   1,  0.35575283E+08,   0.10351560E+08,  -0.13730216E+09,  -0.40592018E+08,  -0.60096986E+07,   0.14127295E+08,   0.12066676E+09,   0.00000000E+00,  -0.88587362E-09,
   189.998,   1,  0.35585499E+08,   0.10351560E+08,  -0.13834910E+09,  -0.40729603E+08,  -0.61097033E+07,   0.14354660E+08,   0.12147057E+09,   0.00000000E+00,  -0.86070835E-09,
   191.000,   1,  0.35594577E+08,   0.10351560E+08,  -0.13946293E+09,  -0.40979218E+08,  -0.62165085E+07,   0.14579459E+08,   0.12244914E+09,   0.00000000E+00,  -0.84285903E-09,
   191.999,   1,  0.35602614E+08,   0.10351560E+08,  -0.14056091E+09,  -0.41247115E+08,  -0.63079442E+07,   0.14756792E+08,   0.12357026E+09,   0.00000000E+00,  -0.83671473E-09,
   192.999,   1,  0.35609722E+08,   0.10351560E+08,  -0.14160826E+09,  -0.41496190E+08,  -0.64007552E+07,   0.14894456E+08,   0.12474007E+09,   0.00000000E+00,  -0.79746694E-09,
   193.998,   1,  0.35616133E+08,   0.10351560E+08,  -0.14266634E+09,  -0.41631320E+08,  -0.65022827E+07,   0.15040027E+08,   0.12594442E+09,   0.00000000E+00,  -0.81406430E-09,
   195.000,   1,  0.35622152E+08,   0.10351560E+08,  -0.14372175E+09,  -0.41670935E+08,  -0.65921986E+07,   0.15211928E+08,   0.12714722E+09,   0.00000000E+00,  -0.89178879E-09,
   196.000,   1,  0.35627975E+08,   0.10351560E+08,  -0.14471052E+09,  -0.41710237E+08,  -0.66701936E+07,   0.15428601E+08,   0.12834883E+09,   0.00000000E+00,  -0.10092408E-08,
   197.000,   1,  0.35634848E+08,   0.10356320E+08,  -0.14574036E+09,  -0.42147340E+08,  -0.67341742E+07,   0.15658446E+08,   0.12955237E+09,   0.00000000E+00,  -0.99078256E-09,
   197.999,   1,  0.35687196E+08,   0.10356320E+08,  -0.14679052E+09,  -0.42595242E+08,  -0.67864150E+07,   0.15877753E+08,   0.13083535E+09,   0.00000000E+00,  -0.10279235E-08,
   199.000,   1,  0.35792873E+08,   0.11432165E+08,  -0.14774954E+09,  -0.43135287E+08,  -0.68486690E+07,   0.16131572E+08,   0.13221010E+09,   0.00000000E+00,  -0.16606178E-08,
   200.000,   1,  0.35864134E+08,   0.11432165E+08,  -0.14868849E+09,  -0.43667998E+08,  -0.69582370E+07,   0.16430496E+08,   0.13341636E+09,   0.00000000E+00,  -0.16015608E-08,
   200.998,   1,  0.35885052E+08,   0.11432165E+08,  -0.14966990E+09,  -0.43707448E+08,  -0.70672562E+07,   0.16734638E+08,   0.13432903E+09,   0.00000000E+00,  -0.16601579E-08,
   201.999,   1,  0.35897398E+08,   0.11432165E+08,  -0.15062701E+09,  -0.43745547E+08,  -0.71634780E+07,   0.16938279E+08,   0.13512527E+09,   0.00000000E+00,  -0.15927942E-08,
   203.000,   1,  0.35908493E+08,   0.11432165E+08,  -0.15150397E+09,  -0.43785045E+08,  -0.72600107E+07,   0.17020118E+08,   0.13587475E+09,   0.00000000E+00,  -0.15065391E-08,
   204.000,   1,  0.35922934E+08,   0.11706680E+08,  -0.15235891E+09,  -0.43824592E+08,  -0.73295663E+07,   0.17080872E+08,   0.13656229E+09,   0.00000000E+00,  -0.15394977E-08,
   204.999,   1,  0.35942003E+08,   0.11811408E+08,  -0.15323806E+09,  -0.43863334E+08,  -0.73733815E+07,   0.17170837E+08,   0.13722675E+09,   0.00000000E+00,  -0.15111084E-08,
   205.999,   1,  0.35961418E+08,   0.11847904E+08,  -0.15414146E+09,  -0.43895508E+08,  -0.74267000E+07,   0.17282005E+08,   0.13788656E+09,   0.00000000E+00,  -0.14414251E-08,
   206.999,   1,  0.35986875E+08,   0.12093857E+08,  -0.15500771E+09,  -0.43921286E+08,  -0.74827187E+07,   0.17353496E+08,   0.13856283E+09,   0.00000000E+00,  -0.14770651E-08,
   207.999,   1,  0.36019903E+08,   0.12311247E+08,  -0.15585109E+09,  -0.43954346E+08,  -0.75392651E+07,   0.17371950E+08,   0.13925422E+09,   0.00000000E+00,  -0.15452444E-08,
   209.000,   1,  0.36048439E+08,   0.12319181E+08,  -0.15671604E+09,  -0.43992921E+08,  -0.76057934E+07,   0.17400852E+08,   0.13993589E+09,   0.00000000E+00,  -0.13917068E-08,
   209.999,   1,  0.36070180E+08,   0.12319181E+08,  -0.15758371E+09,  -0.44031259E+08,  -0.76719388E+07,   0.17458874E+08,   0.14060963E+09,   0.00000000E+00,  -0.13391877E-08,
   211.000,   1,  0.36089216E+08,   0.12319181E+08,  -0.15850747E+09,  -0.44070031E+08,  -0.77605917E+07,   0.17527553E+08,   0.14133919E+09,   0.00000000E+00,  -0.12381162E-08,
   212.000,   1,  0.36106259E+08,   0.12319181E+08,  -0.15945311E+09,  -0.44108530E+08,  -0.78499978E+07,   0.17619966E+08,   0.14226748E+09,   0.00000000E+00,  -0.12871262E-08,
   212.998,   1,  0.36120867E+08,   0.12319181E+08,  -0.16040055E+09,  -0.44146734E+08,  -0.79295093E+07,   0.17730846E+08,   0.14340945E+09,   0.00000000E+00,  -0.13883792E-08,
   213.999,   1,  0.36134482E+08,   0.12371545E+08,  -0.16139325E+09,  -0.44186402E+08,  -0.80000361E+07,   0.17836408E+08,   0.14447985E+09,   0.00000000E+00,  -0.13625002E-08,
   214.999,   1,  0.36158089E+08,   0.12504836E+08,  -0.16240902E+09,  -0.44225943E+08,  -0.80712586E+07,   0.17920959E+08,   0.14521222E+09,   0.00000000E+00,  -0.12866355E-08,
   215.999,   1,  0.36194415E+08,   0.12512770E+08,  -0.16335430E+09,  -0.44265799E+08,  -0.81250326E+07,   0.18003016E+08,   0.14609592E+09,   0.00000000E+00,  -0.12787882E-08,
   217.000,   1,  0.36242353E+08,   0.12682556E+08,  -0.16424143E+09,  -0.44305777E+08,  -0.81823960E+07,   0.18130115E+08,   0.14733515E+09,   0.00000000E+00,  -0.16442928E-08,
   217.999,   1,  0.36287267E+08,   0.12682556E+08,  -0.16522946E+09,  -0.44434733E+08,  -0.82508275E+07,   0.18262636E+08,   0.14855481E+09,   0.00000000E+00,  -0.18847226E-08,
   218.998,   1,  0.36315850E+08,   0.12682556E+08,  -0.16628721E+09,  -0.44649815E+08,  -0.83232601E+07,   0.18376527E+08,   0.14949092E+09,   0.00000000E+00,  -0.17062536E-08,
   220.000,   1,  0.36341121E+08,   0.12703185E+08,  -0.16729917E+09,  -0.44806445E+08,  -0.83906245E+07,   0.18521923E+08,   0.15010212E+09,   0.00000000E+00,  -0.14378232E-08,
   220.999,   1,  0.36369986E+08,   0.12747615E+08,  -0.16824346E+09,  -0.44909101E+08,  -0.84529810E+07,   0.18688247E+08,   0.15098404E+09,   0.00000000E+00,  -0.14720966E-08,
   222.000,   1,  0.36399837E+08,   0.12784111E+08,  -0.16918807E+09,  -0.45051357E+08,  -0.85283668E+07,   0.18894096E+08,   0.15221430E+09,   0.00000000E+00,  -0.17406096E-08,
   222.999,   1,  0.36444582E+08,   0.12784111E+08,  -0.17011767E+09,  -0.45261082E+08,  -0.86256079E+07,   0.19208195E+08,   0.15352066E+09,   0.00000000E+00,  -0.21257329E-08,
   223.999,   1,  0.36644957E+08,   0.13276016E+08,  -0.17095693E+09,  -0.45564566E+08,  -0.87014993E+07,   0.19591086E+08,   0.15501259E+09,   0.00000000E+00,  -0.62098181E-08,
   225.000,   1,  0.36934596E+08,   0.13280868E+08,  -0.17180612E+09,  -0.45979706E+08,  -0.87605123E+07,   0.19913324E+08,   0.15636256E+09,   0.00000000E+00,  -0.79349377E-07,
   225.999,   1,  0.37277771E+08,   0.13818069E+08,  -0.17266794E+09,  -0.46444558E+08,  -0.88196304E+07,   0.20042886E+08,   0.15746358E+09,   0.00000000E+00,   0.64631572E-08,
   227.000,   1,  0.37730378E+08,   0.14001503E+08,  -0.17352769E+09,  -0.47058897E+08,  -0.88647331E+07,   0.20193673E+08,   0.15854520E+09,   0.00000000E+00,   0.41472126E-08,
   227.999,   1,  0.38081411E+08,   0.14001503E+08,  -0.17441324E+09,  -0.47857220E+08,  -0.89176053E+07,   0.20495785E+08,   0.15951289E+09,   0.00000000E+00,   0.46440912E-08,
   229.000,   1,  0.38273312E+08,   0.14001503E+08,  -0.17530912E+09,  -0.48610164E+08,  -0.89778929E+07,   0.20797897E+08,   0.16034942E+09,   0.00000000E+00,   0.79959652E-08,
   229.999,   1,  0.38407149E+08,   0.14358545E+08,  -0.17613668E+09,  -0.49254255E+08,  -0.90353056E+07,   0.20964170E+08,   0.16114755E+09,   0.00000000E+00,   0.94499620E-08,
   231.000,   1,  0.38550861E+08,   0.14479743E+08,  -0.17688846E+09,  -0.49854735E+08,  -0.90945191E+07,   0.21015257E+08,   0.16196352E+09,   0.00000000E+00,   0.24995715E-07,
   231.999,   1,  0.38686319E+08,   0.14484655E+08,  -0.17768530E+09,  -0.50509791E+08,  -0.91973892E+07,   0.21158848E+08,   0.16275831E+09,   0.00000000E+00,  -0.14355506E-07,
   232.998,   1,  0.38779934E+08,   0.14489422E+08,  -0.17851910E+09,  -0.51203735E+08,  -0.92762507E+07,   0.21359036E+08,   0.16350473E+09,   0.00000000E+00,  -0.51921522E-08,
   233.999,   1,  0.38870185E+08,   0.14489422E+08,  -0.17934401E+09,  -0.51849351E+08,  -0.93446883E+07,   0.21523091E+08,   0.16426644E+09,   0.00000000E+00,  -0.32505972E-08,
   235.000,   1,  0.38996999E+08,   0.14738548E+08,  -0.18013498E+09,  -0.52441287E+08,  -0.93996029E+07,   0.21594650E+08,   0.16521473E+09,   0.00000000E+00,  -0.31851999E-08,
   235.999,   1,  0.39118026E+08,   0.14738548E+08,  -0.18096844E+09,  -0.52937387E+08,  -0.95016721E+07,   0.21619090E+08,   0.16633290E+09,   0.00000000E+00,  -0.29025914E-08,
   236.999,   1,  0.39193169E+08,   0.14738548E+08,  -0.18182649E+09,  -0.53378338E+08,  -0.95812619E+07,   0.21697085E+08,   0.16738929E+09,   0.00000000E+00,  -0.26072814E-08,
   237.998,   1,  0.39242484E+08,   0.14738548E+08,  -0.18265926E+09,  -0.53820637E+08,  -0.96496654E+07,   0.21841007E+08,   0.16835976E+09,   0.00000000E+00,  -0.23863846E-08,
   238.998,   1,  0.39279560E+08,   0.14738548E+08,  -0.18355891E+09,  -0.54262698E+08,  -0.97181307E+07,   0.22019285E+08,   0.16935822E+09,   0.00000000E+00,  -0.21978252E-08,
   240.000,   1,  0.39310634E+08,   0.14738548E+08,  -0.18453058E+09,  -0.54705807E+08,  -0.97649317E+07,   0.22191803E+08,   0.17049651E+09,   0.00000000E+00,  -0.21582401E-08,
   241.000,   1,  0.39337319E+08,   0.14738548E+08,  -0.18552811E+09,  -0.55150667E+08,  -0.97979729E+07,   0.22341744E+08,   0.17173564E+09,   0.00000000E+00,  -0.21025985E-08,
   242.000,   1,  0.39359146E+08,   0.14738548E+08,  -0.18653063E+09,  -0.55594795E+08,  -0.98336847E+07,   0.22485863E+08,   0.17296993E+09,   0.00000000E+00,  -0.20045315E-08,
   242.999,   1,  0.39378170E+08,   0.14738548E+08,  -0.18753192E+09,  -0.56038620E+08,  -0.98880757E+07,   0.22666688E+08,   0.17420042E+09,   0.00000000E+00,  -0.19792358E-08,
   243.999,   1,  0.39395041E+08,   0.14738548E+08,  -0.18849882E+09,  -0.56483887E+08,  -0.99736076E+07,   0.22883962E+08,   0.17542522E+09,   0.00000000E+00,  -0.19611998E-08,
   245.000,   1,  0.39409905E+08,   0.14738548E+08,  -0.18944334E+09,  -0.56930389E+08,  -0.10050186E+08,   0.23106745E+08,   0.17664624E+09,   0.00000000E+00,  -0.19419153E-08,
   245.998,   1,  0.39423424E+08,   0.14738548E+08,  -0.19044439E+09,  -0.57376792E+08,  -0.10110848E+08,   0.23304490E+08,   0.17786557E+09,   0.00000000E+00,  -0.18509750E-08,
   246.999,   1,  0.39435609E+08,   0.14738548E+08,  -0.19152500E+09,  -0.57824006E+08,  -0.10151961E+08,   0.23490816E+08,   0.17908289E+09,   0.00000000E+00,  -0.17937449E-08,
   248.000,   1,  0.39446424E+08,   0.14738548E+08,  -0.19262661E+09,  -0.58272602E+08,  -0.10192591E+08,   0.23699730E+08,   0.18029777E+09,   0.00000000E+00,  -0.17231154E-08,
   248.998,   1,  0.39457786E+08,   0.14738548E+08,  -0.19369293E+09,  -0.58723355E+08,  -0.10238247E+08,   0.23947941E+08,   0.18148739E+09,   0.00000000E+00,  -0.16675874E-08,
   250.000,   1,  0.39475319E+08,   0.14751242E+08,  -0.19469209E+09,  -0.59150674E+08,  -0.10281464E+08,   0.24230304E+08,   0.18268323E+09,   0.00000000E+00,  -0.17323983E-08,
   251.000,   1,  0.39496691E+08,   0.14751242E+08,  -0.19561357E+09,  -0.59545074E+08,  -0.10345072E+08,   0.24551811E+08,   0.18390803E+09,   0.00000000E+00,  -0.18447884E-08,
   252.000,   1,  0.39514239E+08,   0.14751242E+08,  -0.19652355E+09,  -0.59927495E+08,  -0.10430298E+08,   0.24846683E+08,   0.18512862E+09,   0.00000000E+00,  -0.19675359E-08,
   253.000,   1,  0.39529187E+08,   0.14751242E+08,  -0.19745687E+09,  -0.60347932E+08,  -0.10531090E+08,   0.25058566E+08,   0.18635510E+09,   0.00000000E+00,  -0.19558916E-08,
   254.000,   1,  0.39581287E+08,   0.15266950E+08,  -0.19836419E+09,  -0.61056778E+08,  -0.10617582E+08,   0.25190859E+08,   0.18765523E+09,   0.00000000E+00,  -0.22586749E-08,
   254.998,   1,  0.39670953E+08,   0.15408174E+08,  -0.19922562E+09,  -0.61898737E+08,  -0.10660685E+08,   0.25287164E+08,   0.18899404E+09,   0.00000000E+00,  -0.22020505E-08,
   255.998,   1,  0.39764893E+08,   0.15674755E+08,  -0.20008907E+09,  -0.62688949E+08,  -0.10687060E+08,   0.25415434E+08,   0.19031171E+09,   0.00000000E+00,  -0.23254279E-08,
   256.998,   1,  0.39852869E+08,   0.15714425E+08,  -0.20093121E+09,  -0.63342393E+08,  -0.10720731E+08,   0.25556994E+08,   0.19150260E+09,   0.00000000E+00,  -0.23107422E-08,
   257.999,   1,  0.39918710E+08,   0.15714425E+08,  -0.20171919E+09,  -0.63792839E+08,  -0.10752216E+08,   0.25716926E+08,   0.19247039E+09,   0.00000000E+00,  -0.22653007E-08,
   258.998,   1,  0.39965577E+08,   0.15714425E+08,  -0.20250622E+09,  -0.64239837E+08,  -0.10780339E+08,   0.25896931E+08,   0.19335442E+09,   0.00000000E+00,  -0.21764791E-08,
   260.000,   1,  0.40001550E+08,   0.15714425E+08,  -0.20336270E+09,  -0.64682492E+08,  -0.10814891E+08,   0.26052496E+08,   0.19424098E+09,   0.00000000E+00,  -0.19860320E-08,
   260.998,   1,  0.40288476E+08,   0.15722359E+08,  -0.20420503E+09,  -0.65133565E+08,  -0.10855570E+08,   0.26056516E+08,   0.19534881E+09,   0.00000000E+00,  -0.20334757E-08,
   261.999,   1,  0.41067299E+08,   0.16455456E+08,  -0.20496679E+09,  -0.65591172E+08,  -0.10878170E+08,   0.25896592E+08,   0.19682554E+09,   0.00000000E+00,  -0.48849475E-08,
   262.998,   1,  0.41782228E+08,   0.16455456E+08,  -0.20574232E+09,  -0.66387839E+08,  -0.10918456E+08,   0.25693998E+08,   0.19822977E+09,   0.00000000E+00,  -0.67819587E-08,
   263.998,   1,  0.42110373E+08,   0.16455456E+08,  -0.20652675E+09,  -0.67190050E+08,  -0.10975610E+08,   0.25575146E+08,   0.19935747E+09,   0.00000000E+00,  -0.49307242E-08,
   265.000,   1,  0.42308267E+08,   0.16455456E+08,  -0.20730088E+09,  -0.67644273E+08,  -0.11041548E+08,   0.25576531E+08,   0.20040049E+09,   0.00000000E+00,  -0.47620453E-08,
   265.999,   1,  0.42439686E+08,   0.16495126E+08,  -0.20806315E+09,  -0.68084878E+08,  -0.11112049E+08,   0.25639543E+08,   0.20141097E+09,   0.00000000E+00,  -0.46327986E-08,
   266.998,   1,  0.42535370E+08,   0.16495126E+08,  -0.20887469E+09,  -0.68858439E+08,  -0.11176329E+08,   0.25797841E+08,   0.20239963E+09,   0.00000000E+00,  -0.34988347E-08,
