$West Boylston Daily Discharge, 
FROM: 2017_WaterBalance, 
JDAY,M^3/sec
1,0.00962901126688759
2,0.0092305694213612
3,0.0094297903441244
4,0.0109239472648483
5,0.0122188832628091
6,0.012882953005353
7,0.013381005312261
8,0.0124845111598267
9,0.0114219995717563
10,0.0107579298292123
11,0.0112559821361203
12,0.0223127433494774
13,0.166681505378537
14,0.131153774152434
15,0.0899814501147081
16,0.0514654050471578
17,0.0272932664185572
18,0.0236740863216926
19,0.0215490631455519
20,0.0198556853020647
21,0.0184943423298496
22,0.0177970691001784
23,0.0242053421157278
24,0.047148951720622
25,0.0375199404537344
26,0.0272932664185572
27,0.0213166387356615
28,0.0250354292939077
29,0.0243049525771094
30,0.0203537376089727
31,0.0181623074585776
32,0.0164025226408361
33,0.0186603597654856
34,0.0211506213000255
35,0.0153732145398929
36,0.0293518826204435
37,0.023906510731583
38,0.0194240399694112
39,0.0221467259138414
40,0.0209846038643895
41,0.0175978481774152
42,0.0640827301554932
43,0.126837320825899
44,0.0640827301554932
45,0.0405082542951823
46,0.0335355219984706
47,0.0328714522559266
48,0.0298167314402243
49,0.0272932664185572
50,0.0252346502166709
51,0.0415043589089982
52,0.0488091260769819
53,0.0415043589089982
54,0.0341995917410145
55,0.0368558707111904
56,0.0391801148100943
57,0.0547857537598776
58,0.0421684286515422
59,0.0338675568697425
60,0.0297503244659699
61,0.047480986591894
62,0.113887960846291
63,0.0674030788682131
64,0.047480986591894
65,0.0388480799388223
66,0.0338675568697425
67,0.0348636614835585
68,0.0335355219984706
69,0.0293518826204435
70,0.0268948245730308
71,0.0262639583176141
72,0.0270276385215396
73,0.0281233535967372
74,0.0264299757532501
75,0.0258655164720877
76,0.0255998885750701
77,0.0201213131990823
78,0.0184611388427224
79,0.0178634760744328
80,0.0173654237675249
81,0.0177638656130512
82,0.0192912260209024
83,0.0205861620188631
84,0.0213830457099159
85,0.0198556853020647
86,0.0201545166862095
87,0.0228772026306398
88,0.0323733999490186
89,0.0418363937802702
90,0.04681691684935
91,0.0345316266122865
92,0.0291858651848075
93,0.0283889814937548
94,0.0441606378791741
95,0.0514654050471578
96,0.0361918009686465
97,0.0381840101962784
98,0.0368558707111904
99,0.0305140046698955
100,0.0258655164720877
101,0.0233420514504206
102,0.0217150805811879
103,0.0235080688860566
104,0.0206193655059903
105,0.0185939527912312
106,0.0491411609482539
107,0.154396215141473
108,0.0976182521539638
109,0.0620905209278613
110,0.0484770912057099
111,0.0378519753250064
112,0.0318089406678562
113,0.02726006293143
114,0.023906510731583
115,0.0265627897017589
116,0.0494731958195259
117,0.0405082542951823
118,0.0405082542951823
119,0.0332034871271986
120,0.0313440918480755
121,0.0293186791333163
122,0.0251682432424165
123,0.0215822666326791
124,0.0199552957634463
125,0.0181955109457048
126,0.018228714432832
127,0.0219807084782055
128,0.019390836482284
129,0.0170001854091257
130,0.0152404005913841
131,0.0140782785419322
132,0.013214987876625
133,0.014875162232985
134,0.0146427378230946
135,0.0131485809023706
136,0.023574475860311
137,0.0184279353555952
138,0.0151407901300026
139,0.0130157669538618
140,0.0152404005913841
141,0.0140118715676778
142,0.0122520867499363
143,0.0112891856232475
144,0.00956260429263319
145,0.00826766829467245
146,0.00780281947489166
147,0.00783602296201887
148,0.00883212757583482
149,0.00840048224318124
150,0.00713874973234769
151,0.00614264511853174
152,0.00537896491460617
153,0.00537896491460617
154,0.00577740676013255
155,0.00511333701758858
156,0.00664069742543971
157,0.00620905209278613
158,0.00557818583736936
159,0.00521294747897018
160,0.00491411609482539
161,0.00481450563344379
162,0.00425004635228142
163,0.00395121496813663
164,0.00345316266122865
165,0.00322405860005098
166,0.00258987199592149
167,0.00221799294009686
168,0.00199220922763191
169,0.00170001854091257
170,0.00156388424369105
171,0.0014045075054805
172,0.00100938600866684
173,0.000551177886311496
174,0.000425004635228142
175,0.00594342419576855
176,0.0217482840683151
177,0.00853329619169003
178,0.00567779629875096
179,0.0149747726943666
180,0.010027453112414
181,0.00524615096609737
182,0.0031609719745093
183,0.00302483767728779
184,0.00252014467295437
185,0.00198556853020648
186,0.00183615283813408
187,0.00176974586387968
188,0.00162365052052001
189,0.00146427378230946
190,0.00130821739281162
191,0.00115548135202651
192,0.00102598775223044
193,0.000903134849859801
194,0.000836727875605404
195,0.000796883691052766
196,0.000783602296201886
197,0.00108243368034667
198,0.0131485809023706
199,0.0155392319755289
200,0.00378519753250064
201,0.0018892784175376
202,0.00146095343359674
203,0.00155060284884017
204,0.00237072898088198
205,0.00280569466224828
206,0.00246369874483813
207,0.00444926727504461
208,0.00451567424929901
209,0.0032273789487637
210,0.00267288071373949
211,0.00249358188325261
212,0.00213166387356615
213,0.00183283248942136
214,0.00186271562783584
215,0.0045488777364262
216,0.00531255794035177
217,0.00770320901351007
218,0.00448247076217181
219,0.00327386383074178
220,0.00358597660973745
221,0.00425004635228142
222,0.00385160450675503
223,0.00830087178179964
224,0.046152847106806
225,0.032439806923273
226,0.0607623814427734
227,0.0620905209278613
228,0.0331370801529442
229,0.0189259876625032
230,0.0173986272546521
231,0.0216154701198063
232,0.0151407901300026
233,0.0102598775223044
234,0.0142442959775682
235,0.0201877201733367
236,0.0126505285954627
237,0.00773641250063727
238,0.00564459281162376
239,0.00441606378791741
240,0.00401762194239103
241,0.00322405860005098
242,0.00269944350344124
243,0.00246369874483813
244,0.00211506213000255
245,0.00191916155595208
246,0.00174982377160336
247,0.00155724354626561
248,0.00137794471577874
249,0.00170665923833801
250,0.00305472081570227
251,0.00274592838541932
252,0.00201545166862095
253,0.00204201445832271
254,0.0121192728014275
255,0.0122188832628091
256,0.0132813948508794
257,0.0105919123935763
258,0.00727156368085649
259,0.00544537188886057
260,0.00431645332653582
261,0.0737117414223808
262,0.137794471577874
263,0.0561138932449656
264,0.0329046557430538
265,0.0207853829416263
266,0.014875162232985
267,0.0110899647004843
268,0.014377109926077
269,0.0498052306907979
270,0.0757039506500128
271,0.0511333701758858
272,0.0365238358399184
273,0.0253342606780525
274,0.0195236504307928
275,0.0204201445832271
276,0.0351956963548305
277,0.0309788534896763
278,0.0226779817078766
279,0.0263635687789957
280,0.0179298830486872
281,0.0133478018251338
282,0.0117208309559011
283,0.0113887960846291
284,0.0209514003772623
285,0.0730476716798369
286,0.0381840101962784
287,0.0278245222125924
288,0.0225451677593678
289,0.0216486736069335
290,0.0194240399694112
291,0.0165021331022177
292,0.0146427378230946
293,0.0138126506449146
294,0.0126837320825899
295,0.0115880170073923
296,0.0115548135202651
297,0.0133478018251338
298,0.0125841216212083
299,0.0112891856232475
300,0.0162033017180729
301,0.04681691684935
302,0.0358597660973745
303,0.0308460395411675
304,0.0263967722661229
305,0.0425004635228142
306,0.0285549989293908
307,0.18560749304104
308,0.148087552587306
309,0.0727156368085649
310,0.0723836019372929
311,0.0962901126688759
312,0.0614264511853174
313,0.0448247076217181
314,0.0886533106296202
315,0.0737117414223808
316,0.0498052306907979
317,0.0859970316594443
318,0.120528658271731
319,0.0674030788682131
320,0.0624225557991333
321,0.0574420327300535
322,0.047813021463166
323,0.046484881978078
324,0.0617584860565894
325,0.0547857537598776
326,0.0401762194239103
327,0.0306136151312771
328,0.0295843070303339
329,0.0323069929747642
330,0.0395121496813663
331,0.14875162232985
332,0.116544239816467
333,0.069063253224573
334,0.0504693004333418
335,0.0418363937802702
336,0.0624225557991333
337,0.0962901126688759
338,0.0674030788682131
339,0.0481450563344379
340,0.0391801148100943
341,0.0338675568697425
342,0.02892023728779
343,0.0253674641651797
344,0.024072528167219
345,0.0218478945296967
346,0.0208517899158807
347,0.0185275458169768
348,0.0182951214070864
349,0.0191916155595208
350,0.0195900574050472
351,0.0307464290797859
352,0.0268284175987764
353,0.0208517899158807
354,0.019058801611012
355,0.0434965681366301
356,0.109903542391027
357,0.0607623814427734
358,0.0391801148100943
359,0.0310452604639307
360,0.0255998885750701
361,0.022910406117767
362,0.0239397142187102
363,0.0348636614835585
364,0.0291858651848075
365,0.0245705804741269
