$MET data for Worcester Airport; FROM: NCEI CDO_2017_METDATA, , , , , 
JDAY,TAIR,TDEW,WIND,PH10,CLOUD
Day,C,C,m S-1,rad,tenth
40.495833,-1.67,-6.11,7.153,0.524,8.675
40.510417,-2.78,-5.56,6.706,0.524,9.181
40.515972,-2.78,-5.56,6.706,0.349,9.373
40.520833,-2.78,-5,5.812,0.349,9.542
40.525,-3.33,-5,6.259,6.283,9.687
40.534028,-2.78,-5,6.706,0.524,10
40.5375,-3.33,-5,5.812,0.524,10
40.561806,-3.89,-5.56,5.812,0.349,10
40.566667,-3.89,-5.56,6.706,0.349,10
40.579167,-3.89,-5.56,6.259,0.349,10
40.620833,-4.44,-6.11,8.047,0.175,10
40.6625,-5,-6.67,8.047,0.524,10
40.672222,-5,-6.67,6.706,0.349,10
40.686806,-5,-6.67,6.706,0.524,10
40.704167,-5.56,-7.22,7.153,0.349,10
40.724306,-5.56,-7.22,4.917,0.524,10
40.745833,-5.56,-7.78,8.047,0.175,10
40.759722,-6.11,-7.78,6.706,6.283,10
40.7875,-6.11,-8.33,9.388,0.175,10
40.795833,-6.67,-8.33,7.6,0.175,10
40.827083,-7.22,-8.89,7.153,5.76,10
40.827778,-7.22,-8.89,8.047,5.934,10
40.829167,-6.67,-8.89,8.941,5.934,10
40.852778,-7.22,-10,7.6,5.76,10
40.870833,-7.78,-10.56,10.282,5.76,10
40.880556,-7.78,-11.11,9.835,5.76,10
40.904167,-8.89,-12.78,15.199,17.279,10
40.9125,-9.44,-12.78,10.729,5.76,10
40.920139,-9.44,-13.89,9.835,5.411,9.694
40.925694,-9.44,-14.44,9.388,5.585,9.472
40.930556,-9.44,-13.89,14.305,5.934,9.278
40.936111,-9.44,-13.33,9.388,5.411,9.056
40.945833,-10,-13.89,8.047,5.585,8.667
40.952778,-10,-13.89,9.388,5.76,8.389
40.954167,-10,-13.89,9.835,5.585,8.333
40.966667,-10,-15,9.388,5.585,7.833
40.995833,-11.11,-17.78,7.153,5.585,6.667
41.024306,-11.11,-18.89,9.835,5.411,5.528
41.036111,-12.22,-18.89,10.282,5.411,5.056
41.0375,-11.67,-18.89,12.517,5.585,5
41.079167,-11.67,-19.44,11.623,5.411,3.333
41.120833,-12.22,-20,7.153,5.585,1.667
41.1625,-13.33,-20,9.388,5.411,0
41.204167,-13.33,-20,7.6,5.411,0
41.245833,-13.33,-20.56,8.941,5.236,0
41.2875,-13.89,-21.11,4.47,4.712,0
41.329167,-13.89,-21.11,4.47,5.061,0
41.370833,-13.89,-21.11,4.47,4.538,0
41.4125,-15,-21.11,4.47,4.363,0
41.454167,-15,-20.56,4.917,4.538,0
41.474306,-15.56,-20.56,4.47,4.363,3.125
41.495833,-15,-19.44,4.47,4.189,0
41.5375,-13.33,-17.78,5.812,4.363,0
41.579167,-11.11,-18.33,4.917,4.538,0
41.620833,-8.89,-18.89,6.706,4.887,0
41.6625,-7.78,-17.78,9.388,4.887,3.125
41.699306,-7.78,-17.22,11.623,5.236,3.125
41.702778,-7.78,-17.22,12.517,5.061,3.125
41.704167,-7.22,-16.67,12.964,5.061,3.125
41.745833,-6.67,-16.67,9.388,5.061,0
41.7875,-6.11,-17.22,10.729,4.887,0
41.829167,-6.11,-17.22,7.6,5.061,0
41.870833,-6.11,-17.22,4.917,4.712,0
41.9125,-6.67,-17.78,4.917,4.887,0
41.954167,-7.78,-17.78,2.235,4.538,0
41.995833,-8.89,-17.22,3.129,4.014,0
42.0375,-8.33,-16.67,2.682,4.363,1.863
42.079167,-8.33,-15.56,0,3.69,3.727
42.120833,-8.33,-15.56,0,3.016,5.59
42.147222,-8.33,-14.44,0,2.589,6.77
42.15625,-8.89,-13.33,1.341,2.443,7.174
42.1625,-8.89,-12.78,2.235,2.443,7.453
42.170139,-8.89,-12.78,2.235,2.443,7.795
42.196528,-9.44,-11.67,2.682,2.443,8.975
42.204167,-9.44,-11.11,2.682,2.094,9.317
42.219444,-9.44,-11.11,2.682,2.269,10
42.236111,-9.44,-11.11,2.682,2.269,10
42.244444,-8.89,-11.11,2.682,2.094,10
42.245833,-9.44,-11.11,2.682,2.269,10
42.259028,-9.44,-11.11,1.341,1.745,10
42.265278,-9.44,-11.11,1.341,1.571,10
42.270833,-9.44,-11.11,1.341,1.745,10
42.277778,-9.44,-11.11,2.235,1.571,10
42.2875,-9.44,-11.11,1.341,1.222,10
42.298611,-10,-11.67,2.235,1.396,10
42.304167,-10,-11.67,2.235,1.222,10
42.329167,-10,-11.67,2.682,1.396,10
42.334028,-10,-11.67,2.235,1.571,10
42.342361,-10,-11.67,1.341,1.92,10
42.353472,-10,-11.67,2.235,1.745,10
42.356944,-10,-11.67,1.341,1.571,10
42.364583,-10,-11.11,2.235,1.745,10
42.370833,-10,-11.67,2.235,1.745,10
42.377083,-10,-11.11,1.341,1.222,10
42.394444,-9.44,-11.11,1.341,1.222,10
42.4,-9.44,-11.11,2.235,1.396,10
42.4125,-9.44,-11.11,2.682,0.873,10
42.425,-9.44,-11.11,2.235,1.047,10
42.433333,-9.44,-11.11,2.682,1.571,10
42.454167,-9.44,-11.11,2.682,1.047,10
42.495833,-10,-11.67,2.682,0.873,10
42.500694,-10,-11.67,2.682,0.873,10
42.5375,-10,-11.67,2.682,0.698,10
42.551389,-10.56,-12.22,3.129,0.524,10
42.554167,-10.56,-12.22,3.129,0.524,10
42.579167,-10,-11.67,2.682,0.698,10
42.602778,-10,-11.67,3.576,0.524,10
42.620833,-10,-11.67,2.682,0.349,10
42.629167,-10,-11.11,2.682,0.524,10
42.659722,-8.89,-11.11,4.023,0.349,10
42.6625,-8.89,-10.56,3.129,0.349,10
42.670139,-8.89,-10,3.129,0.349,10
42.677083,-8.89,-10,2.682,0.524,10
42.704167,-7.78,-9.44,2.235,0.524,10
42.725,-7.22,-8.33,1.341,17.279,9.618
42.744444,-7.22,-8.89,2.682,0.524,9.262
42.745833,-6.67,-8.89,3.129,0.175,9.236
42.7875,-6.67,-8.33,3.129,0.175,8.472
42.829167,-6.67,-7.78,2.682,0.175,7.708
42.864583,-6.11,-7.78,3.129,6.283,7.059
42.869444,-6.11,-7.78,2.682,6.283,6.97
42.870833,-6.11,-7.78,2.682,0.175,6.944
42.9125,-5.56,-7.78,2.682,0.349,6.181
42.954167,-5.56,-7.22,1.341,0.524,5.417
42.995833,-6.11,-7.78,1.341,0.873,4.653
43.0375,-6.11,-7.78,3.129,0.524,3.889
43.065972,-6.67,-8.33,3.129,0.175,3.367
43.079167,-6.67,-8.33,3.576,0.175,3.125
43.120833,-5,-8.33,4.47,6.109,0
43.1625,-6.67,-9.44,4.023,0.349,0
43.204167,-8.89,-10.56,1.341,0.873,0
43.228472,-9.44,-11.11,3.129,0.349,3.125
43.245833,-9.44,-11.11,4.47,0.349,0
43.265972,-8.89,-11.11,4.023,0.349,3.125
43.280556,-8.89,-11.11,4.47,0.349,3.605
43.2875,-8.89,-11.11,4.47,0.349,3.833
43.320833,-8.89,-10,4.47,0.349,4.929
43.329167,-8.89,-10,3.129,0.524,5.204
43.370833,-8.89,-10.56,4.023,0.349,6.574
43.395139,-8.89,-10.56,4.023,0.524,7.373
43.4125,-8.89,-10,3.129,0.698,7.944
43.429167,-8.89,-10,3.576,0.524,8.493
43.443056,-8.89,-10,3.576,0.698,8.949
43.454167,-8.89,-10,4.023,0.524,9.315
43.475,-8.89,-10,4.023,0.698,10
43.495833,-8.33,-10,3.576,0.698,10
43.5375,-7.78,-9.44,3.129,0.873,10
43.547917,-7.78,-9.44,3.129,0.698,10
43.579167,-7.78,-8.89,3.129,0.698,10
43.584028,-7.78,-8.89,3.576,0.698,10
43.606944,-7.22,-8.89,3.129,0.698,10
43.619444,-7.22,-8.89,2.682,0.698,10
43.620833,-7.22,-8.89,3.576,0.524,10
43.6625,-6.67,-8.33,3.576,0.524,10
43.668056,-6.67,-8.33,3.129,0.524,10
43.676389,-6.67,-8.33,3.576,0.524,10
43.704167,-6.11,-7.78,3.129,0.698,10
43.719444,-6.11,-7.78,3.576,0.698,10
43.725694,-6.11,-7.78,3.129,0.698,10
43.745833,-6.11,-7.78,4.023,0.698,10
43.759028,-6.11,-7.78,3.129,0.698,10
43.765278,-6.11,-7.78,3.576,0.873,10
43.773611,-5.56,-7.22,3.129,0.698,10
43.7875,-5.56,-7.22,3.129,0.873,10
43.829167,-5,-6.67,3.129,0.698,9.643
43.838889,-4.44,-6.11,3.576,1.222,9.56
43.847222,-4.44,-6.11,3.576,1.047,9.489
43.85625,-4.44,-5.56,3.576,1.047,9.412
43.870833,-3.89,-5.56,3.129,0.873,9.287
43.880556,-3.89,-5,3.576,1.047,9.204
43.9125,-3.33,-4.44,3.576,1.047,8.93
43.954167,-2.78,-3.89,3.576,0.698,8.574
43.960417,-2.78,-3.89,3.129,0.698,8.52
43.970833,-2.78,-3.89,4.023,0.349,8.431
43.988194,-3.33,-4.44,4.023,0.349,8.283
43.995833,-3.33,-4.44,4.917,0.349,8.217
44.005556,-3.33,-4.44,4.917,0.349,8.134
44.028472,-3.33,-5,4.023,0.524,7.938
44.0375,-3.33,-5,4.47,0.524,7.861
44.045139,-3.33,-4.44,4.47,0.349,7.795
44.072222,-3.33,-5,5.812,0.524,7.564
44.077778,-2.78,-5,4.917,0.524,7.516
44.079167,-3.33,-5,5.812,0.524,7.504
44.120833,-3.33,-5,4.917,0.524,7.148
44.124306,-3.33,-5,4.917,0.698,7.118
44.13125,-3.33,-5,4.47,0.175,7.059
44.149306,-2.78,-4.44,5.812,0.873,6.904
44.1625,-3.33,-4.44,4.47,0.698,6.791
44.181944,-3.33,-5,3.576,6.109,6.625
44.186806,-3.33,-5,2.682,5.236,6.583
44.204167,-3.33,-5,4.47,5.585,6.435
44.209028,-3.33,-5,4.023,5.411,6.393
44.220139,-3.33,-4.44,4.47,5.411,6.298
44.244444,-2.78,-5,3.576,5.061,6.09
44.245833,-3.33,-5,3.576,5.585,6.078
44.272222,-3.89,-5.56,4.47,5.585,5.852
44.286111,-3.89,-6.11,4.023,5.934,5.734
44.2875,-4.44,-6.11,4.023,5.934,5.722
44.323611,-5,-7.22,6.259,5.411,5.413
44.329167,-5.56,-7.22,5.812,5.411,5.365
44.370833,-5.56,-7.22,4.917,5.411,5.009
44.4125,-5,-7.22,6.706,5.411,4.652
44.431944,-5,-7.22,6.259,5.411,4.486
44.454167,-5,-7.22,6.706,5.236,4.296
44.495833,-4.44,-6.67,6.706,5.411,3.939
44.504167,-4.44,-6.67,6.259,5.236,3.868
44.529167,-4.44,-6.67,8.047,5.236,3.654
44.5375,-4.44,-6.67,9.835,5.061,3.583
44.569444,-3.89,-6.67,7.6,5.236,3.309
44.579167,-3.89,-6.67,10.282,5.411,3.226
44.590972,-3.33,-7.22,12.964,5.236,3.125
44.597917,-3.33,-7.22,10.282,5.236,3.125
44.605556,-3.33,-7.78,11.623,5.236,3.125
44.620833,-3.89,-8.33,11.623,5.411,3.125
44.6625,-3.33,-8.89,10.282,5.411,3.125
44.688889,-3.33,-8.89,13.411,5.236,3.125
44.69375,-3.33,-8.89,14.752,5.411,3.125
44.702778,-2.78,-8.89,15.199,5.236,3.125
44.704167,-2.78,-8.89,12.964,5.411,3.125
44.715972,-3.33,-8.89,16.988,5.411,3.125
44.722222,-2.78,-8.89,16.54,5.236,3.125
44.727778,-3.33,-8.89,13.858,5.236,3.125
44.735417,-3.33,-8.89,15.199,5.411,3.125
44.745833,-2.78,-8.89,13.858,5.236,3.125
44.751389,-2.78,-9.44,11.176,5.411,3.125
44.765278,-2.78,-8.89,16.093,5.236,3.125
44.771528,-2.22,-9.44,12.964,5.411,3.125
44.781944,-2.22,-9.44,10.729,5.411,3.125
44.7875,-2.22,-8.89,14.752,5.236,3.125
44.796528,-2.22,-9.44,16.093,5.236,3.125
44.807639,-2.22,-9.44,11.623,5.411,3.125
44.813194,-2.22,-9.44,15.199,5.411,3.125
44.819444,-2.22,-9.44,13.858,5.236,3.125
44.829167,-2.22,-9.44,14.305,5.236,3.125
44.83125,-2.22,-9.44,16.988,5.411,3.125
44.836806,-2.78,-9.44,16.54,5.411,3.125
44.8625,-2.78,-10,15.199,5.411,3.125
44.870833,-2.78,-10,12.964,5.411,3.125
44.879861,-2.78,-10,11.176,5.411,3.125
44.884028,-2.78,-9.44,10.729,5.411,0
44.890278,-2.78,-10,14.305,5.585,3.125
44.9125,-3.33,-10,16.093,5.411,0
44.921528,-3.89,-10.56,12.964,5.411,3.125
44.954167,-4.44,-10.56,10.729,5.411,0
44.995833,-4.44,-11.67,9.835,5.76,3.125
45.0375,-5,-11.67,9.835,5.585,2.344
45.079167,-5.56,-12.22,7.6,5.76,1.562
45.120833,-6.11,-12.78,7.153,5.585,0.781
45.1625,-6.67,-12.22,9.388,5.585,0
45.204167,-6.67,-11.67,4.47,5.585,0
45.245833,-6.67,-12.22,2.682,4.712,0
45.2875,-7.22,-12.22,4.47,5.236,0
45.329167,-7.22,-12.22,6.706,5.236,0
45.370833,-7.22,-12.22,7.6,5.236,0
45.4125,-7.22,-12.22,7.153,5.411,0
45.454167,-7.78,-12.78,6.259,5.411,0
45.495833,-8.33,-12.78,7.153,5.236,0
45.5375,-7.78,-12.22,5.812,5.061,0
45.579167,-6.11,-12.22,6.706,4.887,0
45.620833,-5,-12.22,4.917,4.887,0
45.6625,-3.89,-11.67,2.682,5.061,0
45.704167,-3.33,-10.56,3.129,4.014,0
45.745833,-1.67,-10.56,4.47,4.712,0
45.7875,-1.11,-10.56,4.47,4.189,0
45.829167,0,-10,4.47,4.014,0
45.870833,0,-10,2.682,4.538,0
45.9125,-1.11,-10,1.341,4.014,0
45.954167,-1.67,-10.56,2.235,3.84,0
45.995833,-3.33,-10.56,4.023,4.014,0
46.0375,-3.33,-10,4.917,3.84,0
46.079167,-3.33,-8.89,4.47,4.014,0
46.120833,-3.33,-8.33,4.47,4.014,0
46.1625,-3.89,-8.33,4.023,4.014,1.617
46.204167,-3.89,-7.78,4.47,3.84,3.235
46.245833,-3.89,-7.22,4.023,4.014,4.852
46.2875,-3.33,-5.56,4.917,3.665,6.469
46.327778,-2.78,-5,6.259,3.665,8.032
46.329167,-3.33,-5,5.812,3.84,8.086
46.336111,-3.33,-5,5.812,3.84,8.356
46.350694,-3.33,-4.44,4.47,3.84,8.922
46.370833,-3.33,-4.44,4.023,3.84,9.703
46.378472,-3.89,-4.44,3.576,3.84,10
46.391667,-3.89,-4.44,4.023,3.665,10
46.409028,-2.78,-3.89,4.023,3.665,10
46.4125,-3.33,-4.44,3.576,3.665,10
46.425,-2.78,-3.89,4.023,3.665,10
46.434722,-2.78,-3.89,3.576,3.665,10
46.454167,-2.78,-3.33,3.576,3.665,10
46.495833,-1.67,-2.22,3.129,3.84,10
46.5375,-1.11,-1.67,1.341,2.269,10
46.579167,-1.67,-2.22,2.235,2.094,10
46.584028,-1.11,-2.22,2.235,2.443,10
46.596528,-1.11,-2.22,2.235,1.571,10
46.607639,-1.67,-2.78,1.341,17.279,10
46.6125,-1.67,-2.22,2.235,2.094,10
46.620833,-1.11,-2.22,2.235,2.269,10
46.654167,-0.56,-1.11,3.129,1.92,10
46.6625,0,-1.11,2.235,1.745,10
46.68125,0.56,-0.56,3.576,1.92,10
46.686111,0.56,-0.56,3.129,1.92,9.828
46.701389,1.11,0,2.682,1.92,9.288
46.704167,1.11,0,2.682,1.92,9.19
46.709028,1.11,0,2.235,17.279,9.018
46.745833,2.78,0,2.682,1.92,7.717
46.786111,2.78,1.11,3.129,2.094,6.292
46.7875,3.33,1.11,3.129,2.094,6.243
46.829167,3.33,1.11,1.341,1.745,4.77
46.8625,3.33,1.11,2.235,1.745,3.592
46.870833,3.33,1.11,2.682,1.745,3.297
46.875694,3.33,1.11,1.341,1.745,3.125
46.902083,2.78,0.56,1.341,0.524,3.125
46.9125,2.78,0.56,2.235,0.524,3.125
46.930556,2.22,0.56,3.129,0.524,3.125
46.9375,2.22,0.56,3.129,0.175,3.125
46.954167,1.67,-0.56,2.682,4.887,3.125
46.961806,1.11,-0.56,2.235,5.061,3.125
46.990278,1.11,-0.56,2.682,6.109,3.125
46.995833,1.11,-0.56,0,5.998,3.125
47.016667,0.56,-0.56,2.682,5.585,3.125
47.026389,0.56,-0.56,4.023,5.411,3.125
47.034028,1.11,-1.11,3.129,5.585,3.125
47.0375,0.56,-0.56,2.682,5.585,3.125
47.047222,0.56,-0.56,4.47,5.236,3.125
47.061111,0.56,-1.11,6.706,5.061,3.125
47.079167,0.56,-1.11,7.6,5.236,3.125
47.086111,0.56,-1.67,6.706,5.236,3.125
47.103472,0.56,-1.67,8.047,5.236,3.125
47.120833,0,-1.67,8.941,5.061,3.125
47.145833,0,-2.78,8.941,5.236,3.125
47.1625,0,-2.78,7.6,5.411,3.125
47.170139,0,-2.78,8.941,5.411,3.125
47.204167,0,-3.33,7.6,5.236,3.125
47.209722,0,-3.33,7.6,5.236,3.125
47.229167,-0.56,-3.33,7.6,5.236,3.125
47.245833,-0.56,-3.89,8.941,5.061,0
47.2875,-1.11,-4.44,10.282,5.061,0
47.329167,-1.11,-5,9.388,5.061,0
47.334028,-1.11,-5,9.835,4.887,0
47.369444,-1.11,-6.11,10.729,5.061,0
47.370833,-1.11,-6.11,9.388,5.061,0
47.405556,-1.11,-6.67,11.176,5.061,0
47.4125,-1.11,-7.22,10.282,5.061,0
47.436806,-1.67,-7.22,8.941,5.236,0
47.454167,-1.67,-7.78,8.941,5.236,0
47.495833,-2.78,-8.33,9.388,5.236,0
47.5375,-2.22,-7.78,7.153,4.887,3.125
47.567361,-2.22,-7.78,7.6,4.887,3.125
47.579167,-2.22,-7.78,9.388,5.061,3.125
47.620833,-2.22,-8.33,7.153,4.887,3.125
47.655556,-2.22,-8.89,8.941,5.061,3.125
47.6625,-2.22,-8.89,9.388,5.061,3.125
47.704167,-1.11,-8.89,7.153,5.061,3.125
47.745833,-1.11,-8.89,8.047,5.061,3.125
47.7875,-1.67,-8.33,7.153,17.279,3.125
47.827778,-2.22,-7.78,9.388,4.887,3.125
47.829167,-2.22,-7.78,8.941,5.061,3.125
47.836111,-2.22,-7.78,8.047,5.061,3.125
47.868056,-2.22,-7.22,6.706,4.887,3.125
47.870833,-2.22,-7.22,7.6,4.887,3.125
47.883333,-2.78,-8.33,8.047,5.061,3.125
47.911111,-2.78,-7.78,7.6,4.887,3.125
47.9125,-2.78,-8.33,7.153,4.887,3.125
47.954167,-3.33,-8.33,7.6,4.887,3.125
47.975694,-3.33,-8.89,6.706,5.061,3.125
47.995833,-3.89,-8.89,7.153,5.061,0
48.0375,-4.44,-9.44,7.153,5.061,3.125
48.079167,-5,-10,8.047,4.887,0
48.120833,-5.56,-11.11,9.388,4.887,0
48.1625,-6.11,-11.67,7.6,5.061,0
48.204167,-6.67,-12.22,7.153,5.061,0
48.245833,-6.67,-12.78,11.176,5.061,0
48.2875,-6.67,-13.33,9.388,5.061,0
48.329167,-7.22,-13.33,7.6,4.887,0
48.370833,-7.22,-12.78,6.706,5.061,0
48.4125,-7.22,-12.78,6.259,5.061,0
48.454167,-7.22,-12.78,6.706,5.236,0
48.495833,-7.78,-12.78,8.941,4.887,0
48.5375,-6.67,-12.78,10.729,5.061,0
48.579167,-5.56,-12.78,12.517,4.887,0
48.620833,-3.89,-12.78,9.835,4.887,0
48.6625,-2.22,-12.22,8.047,5.061,0
48.704167,-1.11,-12.22,8.047,5.236,0
48.745833,0.56,-11.67,7.153,4.887,0
48.7875,1.11,-12.22,7.153,5.061,0
48.829167,1.67,-12.22,6.259,5.061,0
48.870833,1.67,-12.22,6.259,5.061,0
48.9125,0.56,-12.22,4.917,5.061,0
48.954167,0,-12.78,4.917,5.061,0
48.995833,-0.56,-12.22,3.129,4.712,0
49.0375,-1.67,-11.67,3.129,4.712,0
49.079167,-2.22,-11.11,7.153,4.887,0
49.120833,-2.78,-11.11,6.706,4.712,0
49.1625,-3.33,-11.11,9.388,4.712,0
49.204167,-3.89,-11.11,6.706,4.538,0
49.245833,-4.44,-10.56,7.153,4.538,0
49.2875,-5,-10.56,4.023,4.363,3.125
49.329167,-3.89,-10.56,4.47,4.363,1.562
49.370833,-3.89,-10.56,2.682,4.538,0
49.4125,-4.44,-10.56,4.023,4.363,0
49.454167,-3.89,-10.56,4.023,4.189,0
49.495833,-3.89,-10,4.023,4.189,0
49.5375,-2.78,-10,4.023,4.014,3.125
49.579167,0,-10,6.259,4.014,3.125
49.620833,2.22,-9.44,8.941,4.189,0
49.6625,5,-7.78,9.388,4.189,0
49.704167,6.67,-7.22,8.941,4.014,0
49.745833,7.78,-6.11,9.835,3.84,0
49.7875,7.78,-4.44,7.153,4.014,0
49.829167,8.89,-5,8.047,3.84,0
49.870833,8.33,-4.44,7.6,4.014,0
49.9125,8.33,-3.89,9.388,4.014,0
49.954167,8.33,-3.33,9.835,4.189,0
49.995833,8.89,-2.78,12.517,4.363,0
50.0375,9.44,-2.22,11.623,4.363,0
50.079167,10.56,-1.67,11.176,4.363,0
50.120833,10.56,-1.67,11.176,4.363,0
50.1625,10.56,-1.11,9.835,4.363,0
50.204167,10,-1.67,8.941,4.538,0
50.245833,10,-1.11,9.835,4.712,0
50.2875,9.44,-1.11,9.388,4.712,0
50.329167,8.33,-0.56,7.153,4.887,0
50.370833,6.67,-0.56,4.023,4.363,0
50.4125,6.11,0,3.129,4.538,0
50.454167,5.56,0,1.341,4.189,0
50.495833,5,0.56,3.576,4.189,0
50.5375,6.11,0.56,3.576,4.189,0
50.579167,7.22,0.56,4.47,4.189,0
50.620833,8.89,0,4.47,4.363,0
50.6625,9.44,0,6.259,4.189,0
50.704167,10,0,8.941,4.363,0
50.745833,11.67,-1.11,7.153,4.538,0
50.7875,12.22,-2.78,9.388,4.712,0
50.829167,12.78,-2.78,7.6,4.712,0
50.870833,12.22,-2.78,4.917,4.538,0
50.9125,11.11,-2.78,6.706,5.236,0
50.954167,9.44,-2.22,4.47,4.887,0
50.995833,7.78,-2.22,4.023,4.538,0
51.0375,7.22,-2.22,4.917,4.538,0
51.079167,6.11,-1.67,4.023,4.712,3.125
51.120833,6.11,-1.67,4.023,4.712,3.125
51.1625,5,-1.67,3.576,4.538,3.125
51.204167,4.44,-1.67,3.576,4.887,3.125
51.245833,4.44,-1.67,2.682,5.411,3.125
51.2875,3.89,-2.78,3.576,5.411,3.125
51.329167,4.44,-3.33,5.812,5.411,0
51.370833,3.89,-3.89,5.812,5.585,0
51.4125,2.78,-3.33,5.812,5.411,0
51.454167,1.67,-4.44,4.47,5.411,0
51.495833,1.11,-4.44,3.576,5.236,0
51.5375,1.67,-5.56,3.129,5.934,0
51.579167,1.67,-7.22,4.023,5.934,0
51.620833,2.22,-8.33,3.129,5.934,0
51.6625,3.33,-8.33,4.47,5.934,0
51.704167,3.89,-9.44,5.812,5.236,0
51.745833,5,-12.22,6.259,6.283,0
51.7875,5,-13.33,7.153,5.934,0
51.829167,4.44,-15,4.47,5.934,0
51.870833,3.89,-15,6.259,5.934,0
51.9125,3.33,-13.89,5.812,5.934,0
51.954167,2.22,-13.33,3.576,5.934,0
51.995833,1.11,-12.78,3.129,5.934,0
52.0375,0.56,-12.22,4.023,5.76,0
52.079167,-0.56,-12.22,4.023,5.585,0
52.120833,-0.56,-12.22,4.47,5.76,0
52.1625,-1.11,-12.22,4.023,5.934,0
52.204167,-1.67,-12.22,3.576,6.109,0
52.245833,-1.67,-12.78,3.576,6.283,0
52.2875,-1.67,-12.78,3.129,6.109,0
52.329167,-1.67,-12.78,2.682,6.283,0
52.370833,-1.67,-13.33,2.682,0.175,0
52.4125,-1.67,-13.33,2.682,0.175,0
52.454167,-1.67,-13.33,1.341,6.109,0
52.495833,-1.67,-13.33,1.341,0.349,0
52.5375,0,-13.33,2.235,0.524,0
52.579167,0,-12.78,2.682,1.396,0
52.620833,1.11,-12.78,0,2.705,0
52.6625,2.78,-12.22,3.129,4.014,0
52.704167,3.89,-11.67,1.341,17.279,0
52.745833,4.44,-12.22,3.129,3.665,0
52.7875,5.56,-11.11,3.576,3.142,0
52.829167,5.56,-11.67,4.023,3.142,0
52.870833,5,-11.67,4.47,3.142,0
52.9125,4.44,-10,4.023,2.967,0
52.954167,3.89,-9.44,4.023,3.316,0
52.995833,2.78,-8.89,4.47,3.84,0
53.0375,2.22,-8.33,4.47,3.665,0
53.079167,1.67,-5.56,5.812,3.84,0
53.120833,1.11,-4.44,5.812,3.84,0
53.1625,1.11,-3.33,6.259,3.84,0
53.204167,0.56,-3.33,4.47,3.665,0
53.245833,1.11,-2.78,4.47,3.491,3.125
53.2875,1.11,-2.22,4.47,4.189,3.125
53.329167,1.67,-1.67,4.917,4.014,3.125
53.370833,1.11,-1.11,4.023,3.84,3.125
53.4125,1.11,-1.11,3.576,3.84,3.125
53.418056,0.56,-1.11,3.576,3.84,3.125
53.454167,1.11,-1.11,4.023,4.014,3.125
53.495833,0.56,-1.11,4.023,4.014,3.125
53.5375,1.67,-1.11,6.259,4.363,3.125
53.579167,3.33,-1.11,5.812,4.363,0
53.620833,6.11,-0.56,3.576,4.887,0
53.6625,10,0,2.235,5.236,0
53.704167,10,0,3.576,4.189,0
53.745833,10,0.56,4.023,4.538,0
53.7875,11.11,1.67,4.47,4.014,0
53.829167,12.78,2.78,5.812,3.84,0
53.870833,13.33,2.78,3.129,4.712,0
53.9125,12.22,2.78,1.341,4.363,0
53.954167,11.11,3.33,2.235,3.665,0
53.995833,8.33,2.78,2.682,3.665,0
54.0375,8.33,1.67,4.023,4.363,0
54.079167,7.78,1.11,3.576,4.363,0
54.120833,7.22,1.11,4.47,4.363,0
54.1625,6.11,0.56,4.023,4.189,0
54.204167,6.11,1.11,4.47,4.363,3.125
54.245833,5.56,1.11,3.129,4.538,0
54.2875,5.56,1.11,4.023,4.189,0
54.329167,6.11,1.67,4.47,4.189,0
54.370833,5.56,1.67,4.47,4.363,0
54.4125,5,1.11,3.576,4.189,0
54.454167,6.11,1.67,4.47,4.363,0
54.495833,6.11,1.67,4.47,4.363,0
54.5375,7.22,2.22,4.023,4.189,0
54.579167,9.44,3.33,4.917,4.189,0
54.620833,12.78,4.44,6.259,3.84,0
54.6625,14.44,4.44,7.6,3.665,0
54.704167,16.11,4.44,7.153,3.84,0
54.745833,16.67,5,7.153,3.665,0
54.7875,17.22,5.56,7.153,3.665,0
54.829167,17.22,6.11,8.047,3.491,0
54.870833,16.67,7.22,6.706,3.665,0
54.9125,15,7.78,7.153,3.665,0
54.954167,12.78,7.78,6.706,3.84,0
54.995833,11.11,7.78,5.812,3.84,0
55.0375,10,7.78,6.706,3.84,0
55.079167,10,7.78,6.706,4.014,0
55.120833,10,7.78,5.812,4.014,0
55.1625,10.56,8.33,4.917,4.189,0
55.204167,10.56,8.33,5.812,4.189,0
55.245833,11.11,8.89,6.259,4.538,0
55.2875,11.11,8.89,4.917,4.363,1.563
55.329167,11.11,8.89,4.47,4.189,3.125
55.370833,10.56,8.33,4.47,4.189,3.125
55.4125,10.56,8.89,4.47,4.363,3.125
55.454167,10,8.33,4.47,4.014,3.125
55.495833,10.56,8.33,4.917,4.363,0
55.5375,11.11,8.89,4.917,4.014,0
55.579167,13.33,9.44,5.812,4.014,1.563
55.620833,13.89,8.89,7.6,3.84,3.125
55.6625,15.56,9.44,6.259,3.665,3.125
55.704167,17.22,10,9.388,3.665,0
55.745833,19.44,9.44,9.388,3.665,0
55.7875,20,8.89,8.941,3.665,0
55.829167,20,7.78,8.047,3.665,0
55.870833,19.44,6.11,8.047,3.491,0
55.9125,17.78,7.78,5.812,3.491,0
55.954167,15.56,8.89,4.917,3.491,0
55.995833,15,10,5.812,3.491,0
56.0375,13.89,10,6.259,3.491,0
56.079167,12.78,10.56,4.47,3.316,0
