$MET data for Worcester Airport; FROM: NCEI CDO_2017_METDATA, , , , , 
JDAY,TAIR,TDEW,WIND,PH10,CLOUD
Day,C,C,m S-1,rad,tenth
276.954167,13.89,8.33,2.235,3.665,0
276.995833,13.33,8.89,4.023,3.665,0
277.0375,12.22,8.33,4.47,3.665,0
277.079167,11.11,8.33,4.023,3.665,0
277.120833,10.56,7.78,3.576,3.84,0
277.1625,10,7.78,4.47,4.189,0
277.204167,9.44,7.22,4.47,4.189,0
277.245833,9.44,6.67,4.917,4.189,0
277.2875,9.44,6.67,6.259,4.189,0
277.329167,9.44,6.67,6.706,4.363,0
277.370833,9.44,6.67,5.812,4.189,0
277.4125,8.89,6.67,4.917,4.189,0
277.454167,9.44,6.67,5.812,4.189,0
277.495833,10,7.22,5.812,4.189,0
277.5375,12.22,8.33,6.706,4.363,0
277.579167,14.44,8.89,4.917,4.538,0
277.620833,16.67,8.89,5.812,4.363,0
277.6625,18.89,8.89,5.812,4.189,0
277.704167,20.56,9.44,6.259,4.014,0
277.745833,21.67,8.33,6.259,4.189,0
277.7875,22.22,8.89,6.259,4.014,0
277.829167,22.22,8.89,5.812,4.363,0
277.870833,21.67,9.44,6.706,4.014,0
277.9125,20,10.56,4.47,4.014,0
277.954167,18.33,11.67,5.812,3.84,0
277.995833,17.22,11.67,6.259,4.014,0
278.0375,16.11,12.22,5.812,4.014,0
278.079167,16.11,12.22,8.047,4.189,0
278.120833,16.11,12.22,7.6,4.014,0
278.1625,16.11,12.78,7.6,4.014,0
278.204167,16.67,12.78,7.153,4.189,0
278.245833,16.67,12.78,7.6,4.189,0
278.2875,16.67,12.22,6.259,4.189,0
278.329167,16.11,12.22,5.812,4.189,0
278.370833,15.56,12.22,4.917,4.189,0
278.4125,15.56,12.22,4.917,4.363,0
278.454167,15.56,12.22,4.917,4.538,0
278.495833,16.67,11.67,4.47,4.538,0
278.5375,18.33,11.11,4.917,4.363,3.125
278.579167,20,10,4.917,4.363,0
278.620833,20.56,10,7.6,4.887,3.125
278.6625,22.78,11.11,6.259,4.887,3.125
278.704167,23.33,11.67,6.706,4.363,0
278.745833,23.33,12.22,8.047,4.014,0
278.7875,22.78,13.33,4.47,4.189,1.563
278.829167,23.89,14.44,6.259,4.363,3.125
278.870833,22.78,14.44,4.47,4.363,3.125
278.9125,21.11,15,3.129,4.538,0
278.954167,18.33,13.89,2.235,4.887,0
278.995833,18.33,13.89,1.341,4.363,3.125
279.0375,18.33,14.44,3.129,4.189,0
279.079167,18.33,14.44,3.129,5.061,0
279.120833,17.22,13.33,2.682,5.061,0
279.1625,16.67,10.56,4.023,5.411,0
279.204167,16.11,10,3.576,5.061,0
279.245833,13.33,9.44,3.129,5.236,0
279.2875,13.89,8.89,3.576,4.712,0
279.329167,12.22,8.33,3.576,4.887,0
279.370833,13.89,8.33,3.129,4.712,0
279.4125,14.44,8.33,3.576,4.538,0
279.454167,12.22,8.33,3.129,4.538,0
279.495833,15,8.33,3.576,4.887,0
279.5375,17.22,8.33,3.576,4.712,0
279.579167,19.44,9.44,4.47,4.014,0
279.620833,19.44,9.44,4.47,4.363,1.042
279.6625,19.44,8.89,4.023,4.887,2.083
279.704167,19.44,8.33,3.576,5.236,3.125
279.745833,18.33,9.44,4.023,5.411,3.125
279.7875,17.78,9.44,2.682,5.411,3.125
279.829167,17.78,9.44,4.023,5.236,3.125
279.870833,17.78,9.44,3.129,5.061,3.125
279.9125,16.67,10,2.682,4.538,3.125
279.954167,16.11,10,2.682,5.061,3.125
279.995833,16.11,10,0,4.887,3.125
280.0375,14.44,10,0,4.712,3.125
280.079167,13.89,10,2.235,4.538,3.125
280.120833,14.44,10,2.682,3.665,3.125
280.1625,15,10,2.682,3.665,3.125
280.204167,15.56,10,2.235,3.84,3.125
280.245833,15.56,9.44,1.341,4.189,3.125
280.2875,16.11,9.44,0,3.229,3.125
280.329167,16.67,8.33,2.235,2.269,3.125
280.370833,15.56,8.89,2.235,2.618,3.125
280.4125,16.11,8.33,3.576,2.793,3.125
280.454167,15.56,9.44,2.682,2.443,3.125
280.495833,15.56,10.56,1.341,2.793,3.125
280.525,16.11,11.67,2.235,2.618,3.125
280.532639,16.11,11.67,2.235,2.793,3.125
280.5375,16.67,11.67,2.235,3.142,3.125
280.579167,17.78,13.33,4.023,3.316,3.125
280.620833,21.11,14.44,4.023,3.665,0
280.6625,21.67,15,4.47,3.142,0
280.704167,23.89,15,4.47,3.84,3.125
280.745833,23.33,15.56,4.023,3.316,3.125
280.7875,22.78,15.56,3.576,3.316,3.125
280.829167,22.78,16.11,4.023,3.142,3.125
280.870833,22.22,16.11,4.917,3.491,0
280.9125,21.11,16.11,4.47,3.316,0
280.954167,20,15.56,4.023,3.491,0
280.995833,19.44,16.11,4.47,3.491,0
281.030556,19.44,16.11,8.047,3.665,0.1
281.0375,19.44,16.11,6.706,3.491,0.12
281.079167,18.89,16.11,5.812,3.665,0.24
281.120833,18.89,16.11,6.259,3.665,0.361
281.1625,19.44,16.67,6.706,3.84,0.481
281.189583,20,16.67,8.941,3.84,0.559
281.204167,20,16.67,8.047,3.665,0.601
281.245833,20,16.67,6.706,3.665,0.721
281.266667,19.44,16.67,8.047,3.665,0.781
281.2875,20,16.67,6.706,3.665,0.841
281.309028,20,16.67,8.941,3.316,0.903
281.327778,20,17.22,9.388,3.665,0.958
281.329167,20,17.22,9.388,3.665,0.962
281.363889,20,17.22,7.153,3.665,1.062
281.370833,20,17.22,7.6,3.665,1.082
281.4125,20.56,17.78,6.706,3.491,1.202
281.426389,20.56,17.78,7.153,3.665,1.242
281.454167,20,18.33,8.047,3.491,1.322
281.494444,21.11,17.78,6.706,3.491,1.438
281.495833,20.56,18.33,6.706,3.491,1.442
281.5375,21.11,18.33,9.388,3.491,1.563
281.579167,20,18.33,7.6,3.665,1.683
281.584722,20,18.33,8.941,3.665,1.699
281.589583,20,18.33,7.6,3.491,1.713
281.605556,20,18.89,7.153,3.491,1.759
281.610417,20,18.89,7.153,3.491,1.773
281.620833,20,18.89,7.153,3.491,1.803
281.628472,20,18.89,7.153,3.491,1.825
281.6625,20,18.89,7.6,3.316,1.923
281.669444,20,18.89,7.6,3.491,1.943
281.677778,20.56,19.44,7.6,3.491,1.967
281.704167,20.56,19.44,7.153,3.665,2.043
281.728472,21.11,20,7.153,3.665,2.113
281.745833,21.67,20,7.153,3.665,2.163
281.772222,21.67,20,5.812,3.665,2.24
281.777778,22.22,20,4.917,3.665,2.256
281.7875,22.22,20,5.812,3.665,2.284
281.827778,22.22,18.89,6.706,3.84,2.4
281.829167,22.22,19.44,7.153,3.84,2.404
281.863889,22.22,19.44,4.47,3.491,2.504
281.870833,22.22,19.44,4.023,3.665,2.524
281.9125,22.22,19.44,4.023,3.665,2.644
281.954167,21.67,19.44,4.917,4.189,2.764
281.995833,21.67,19.44,4.47,4.189,2.885
282.025,21.67,19.44,3.129,4.189,2.969
282.029861,21.67,19.44,2.682,4.189,2.983
282.036111,22.22,18.89,4.023,4.014,3.001
282.0375,21.67,19.44,3.576,4.014,3.005
282.05,21.67,19.44,4.917,4.014,3.041
282.079167,21.11,19.44,3.576,4.189,3.125
282.091667,20.56,19.44,2.682,4.189,3.125
282.101389,20.56,19.44,2.682,4.014,3.125
282.108333,20.56,19.44,2.682,4.189,3.125
282.120833,20.56,19.44,2.682,4.014,3.125
282.13125,20.56,19.44,1.341,4.189,3.125
282.140278,20.56,19.44,2.235,4.189,3.125
282.147917,20.56,19.44,2.682,4.189,3.125
282.1625,21.11,19.44,3.576,4.363,3.125
282.198611,20.56,19.44,4.023,4.363,3.125
282.204167,20.56,19.44,4.023,4.363,3.125
282.229861,20.56,19.44,3.129,4.189,3.125
282.236111,20.56,19.44,3.576,4.189,3.125
282.244444,21.11,18.89,3.129,4.538,3.125
282.245833,20.56,19.44,3.129,4.538,3.125
282.286111,21.11,18.89,2.682,4.363,3.125
282.2875,20.56,19.44,3.129,4.363,3.125
282.299306,20.56,19.44,2.682,4.712,3.125
282.329167,20,19.44,1.341,3.491,5.267
282.334028,20.56,19.44,0,3.53,5.616
282.350694,20,19.44,1.341,3.665,6.812
282.370833,20,19.44,0,3.095,8.256
282.381944,20.56,19.44,0,2.78,9.053
282.395139,20,19.44,0,2.407,10
282.4,20,18.89,1.341,2.269,10
282.4125,20,19.44,2.682,3.84,10
282.454167,20,19.44,2.682,3.142,10
282.495833,20.56,20,3.129,2.269,10
282.510417,20.56,20,3.129,2.443,10
282.523611,20.56,20,3.576,2.443,10
282.5375,20.56,20,4.47,2.793,10
282.539583,20.56,20,4.917,2.967,9.979
282.55625,20.56,20,5.812,3.491,9.812
282.568056,20.56,19.44,6.259,3.665,9.693
282.579167,20.56,19.44,6.259,3.491,9.582
282.620833,20.56,19.44,5.812,3.84,9.163
282.648611,21.67,19.44,4.917,3.491,8.884
282.65625,21.67,19.44,4.47,3.491,8.808
282.6625,21.11,19.44,5.812,3.316,8.745
282.696528,21.67,20,6.706,3.316,8.403
282.704167,21.67,20,6.706,3.84,8.327
282.720139,21.67,20,5.812,3.84,8.166
282.734028,21.67,20,5.812,3.84,8.027
282.745833,21.67,20,5.812,3.84,7.908
282.7875,21.67,20,6.706,2.967,7.49
282.829167,21.67,20,5.812,3.142,7.071
282.841667,21.11,20,7.153,3.316,6.946
282.84375,21.11,20,8.941,3.142,6.925
282.849306,21.11,19.44,8.941,3.316,6.869
282.870833,21.11,19.44,8.047,3.316,6.653
282.880556,20.56,19.44,11.176,3.316,6.556
282.888194,20.56,18.89,6.706,3.142,6.479
282.895139,20.56,18.89,8.941,3.142,6.409
282.899306,20.56,18.89,7.6,3.142,6.367
282.9125,20,18.89,7.153,3.316,6.235
282.954167,20.56,19.44,7.6,3.665,5.816
282.975694,20.56,19.44,8.941,3.665,5.6
282.995833,20.56,19.44,7.6,3.84,5.398
283.0375,21.11,20,7.6,3.84,4.98
283.044444,21.11,20,7.6,3.84,4.91
283.079167,21.67,20.56,7.153,4.014,4.561
283.120833,21.67,20.56,6.706,3.84,4.143
283.1625,21.67,20.56,6.706,4.363,3.725
283.190278,21.67,20,5.812,4.712,3.446
283.204167,21.11,19.44,5.812,4.712,3.306
283.222222,20.56,19.44,5.812,4.887,3.125
283.2375,20.56,18.89,4.47,4.712,3.125
283.245833,20,18.89,4.917,4.712,3.125
283.253472,20,18.89,4.47,4.712,3.125
283.265972,20,18.33,4.917,4.887,3.125
283.2875,18.89,17.22,6.259,4.712,0
283.313889,18.89,16.67,4.47,4.887,0.867
283.329167,18.33,16.67,4.917,4.887,1.369
283.370833,17.78,16.11,3.576,4.887,2.737
283.382639,17.22,16.11,3.576,4.712,3.125
283.410417,17.22,16.11,1.341,4.363,3.125
283.4125,17.22,16.11,1.341,4.538,3.125
283.454167,16.67,15.56,3.129,4.887,3.125
283.492361,17.22,16.11,2.682,4.538,3.125
283.495833,17.22,15.56,2.682,4.887,3.125
283.5375,18.33,15.56,3.576,4.887,0
283.577778,18.89,13.89,4.47,5.236,1.007
283.579167,19.44,15,4.47,5.236,1.042
283.620833,20.56,14.44,6.706,5.061,2.083
283.661111,21.11,13.89,4.47,4.712,3.09
283.6625,20.56,13.89,4.917,17.279,3.125
283.704167,21.11,13.33,4.47,4.538,0
283.745833,21.11,13.33,4.917,4.712,0
283.7875,21.11,12.22,3.129,17.279,0
283.829167,22.22,11.67,3.576,4.538,0
283.870833,22.22,11.67,4.47,5.061,0
283.9125,19.44,12.22,3.129,5.061,0
283.954167,17.78,10.56,4.917,5.411,0
283.995833,17.22,10,4.023,5.411,0
284.0375,15,10,3.129,4.712,0
284.079167,15,10,3.129,4.887,0
284.120833,15.56,10.56,3.576,4.887,0
284.1625,15.56,11.11,4.023,5.061,0
284.204167,15,11.67,3.129,5.236,0
284.245833,15,11.67,2.235,4.712,0
284.2875,15,11.67,1.341,4.363,0
284.329167,14.44,11.67,2.235,5.061,0
284.370833,16.67,11.67,3.129,5.585,0
284.4125,16.67,11.67,3.576,6.109,0
284.454167,16.11,11.11,3.576,6.283,0
284.495833,16.11,10.56,4.023,0.175,0
284.5375,16.67,10.56,3.576,0.349,0
284.579167,15.56,11.11,3.576,0.524,0
284.620833,17.22,10,4.47,0.873,0
284.6625,18.33,8.33,3.576,1.222,0
284.704167,19.44,8.89,3.129,0.873,0
284.745833,18.33,9.44,2.682,1.047,0.781
284.7875,18.33,10,3.129,0.698,1.563
284.829167,17.78,9.44,2.682,0.524,2.344
284.870833,16.67,8.33,3.576,1.222,3.125
284.9125,16.11,7.22,2.235,1.571,3.125
284.954167,15.56,7.78,2.235,1.396,3.125
284.995833,14.44,8.89,2.682,1.222,3.125
285.0375,13.89,7.22,3.576,0.698,3.125
285.047917,13.89,6.67,3.576,17.279,3.125
285.068056,13.33,6.11,2.235,17.279,3.125
285.079167,13.33,6.11,3.576,0.524,3.125
285.103472,12.78,6.11,3.129,0.349,3.125
285.120833,12.22,6.11,3.576,0.349,3.125
285.128472,12.22,6.67,3.129,0.524,3.125
285.1625,11.11,7.22,4.023,0.524,3.125
285.184722,10.56,7.78,4.47,0.524,3.125
285.202778,11.11,7.78,3.576,0.524,3.125
285.204167,10.56,7.78,4.023,0.524,3.125
285.226389,10.56,6.11,4.917,0.524,3.125
285.239583,10,5.56,4.023,0.698,3.125
285.245833,10,5.56,3.129,0.524,3.125
285.279861,10,5.56,4.023,0.524,3.125
285.2875,10,5.56,4.023,0.873,3.125
285.329167,9.44,5,4.023,0.524,3.125
285.370833,9.44,5,4.917,0.524,3.125
285.397222,9.44,3.89,4.023,0.524,3.125
285.4125,8.89,3.89,4.917,0.698,3.125
285.417361,8.89,3.89,4.47,0.524,3.125
285.447222,8.33,3.33,6.259,0.524,3.125
285.454167,8.33,2.78,4.47,0.524,3.125
285.480556,8.33,2.22,6.259,0.524,3.125
285.495833,8.33,2.22,4.917,0.524,0
285.5375,8.89,2.22,6.259,17.279,0
285.579167,10,2.78,6.259,17.279,0
285.620833,11.11,2.22,4.47,17.279,0
285.6625,11.67,1.67,4.917,0.698,0
285.704167,12.22,1.67,4.023,1.222,0
285.745833,13.33,1.11,4.023,0.873,0
285.7875,13.89,0.56,4.023,17.279,0
285.829167,13.33,1.11,3.576,0.698,0
285.870833,12.22,1.11,4.47,17.279,0
285.9125,11.11,1.11,3.576,1.047,0
285.954167,9.44,1.67,3.129,1.222,0
285.995833,8.33,1.67,2.682,1.222,0
286.0375,7.22,1.67,2.235,0.873,0
286.079167,6.67,1.67,2.682,0.698,0
286.120833,6.67,1.67,2.682,0.698,0
286.1625,7.22,2.22,2.235,0.698,0
286.204167,6.67,2.22,3.129,0.524,0
286.245833,6.11,2.22,2.682,0.349,0
286.2875,6.11,1.67,3.129,0.349,0
286.329167,6.11,1.67,2.682,0.175,0
286.370833,5.56,1.67,2.235,0.175,0
286.4125,5,1.67,3.129,0.349,0
286.454167,5,1.67,3.129,0.175,0
286.495833,6.11,1.67,3.129,0.349,0
286.5375,8.33,2.78,2.235,0.698,0
286.579167,10,4.44,3.576,1.222,0
286.595139,11.11,5,3.129,1.222,0.749
286.620833,11.67,5.56,4.023,17.279,1.953
286.645833,11.67,5.56,4.023,1.745,3.125
286.6625,12.78,5.56,2.235,1.396,3.125
286.704167,13.89,5,4.023,2.094,0
286.745833,15,5.56,4.023,2.269,0
286.7875,15.56,4.44,2.682,2.793,0
286.829167,16.11,5,3.576,2.269,3.125
286.870833,16.11,3.89,4.47,2.793,0
286.9125,14.44,4.44,2.682,2.443,0
286.954167,13.33,6.11,3.129,2.618,1.042
286.995833,12.78,8.33,2.682,2.793,2.083
287.0375,11.67,8.89,2.235,2.967,3.125
287.04375,11.67,8.89,2.235,2.793,3.125
287.064583,12.22,9.44,3.129,2.443,3.125
287.079167,11.67,9.44,2.682,2.618,3.125
287.091667,11.67,9.44,2.235,2.618,3.125
287.120833,11.67,9.44,1.341,2.967,3.125
287.13125,11.67,9.44,0,2.923,3.125
287.1625,11.67,9.44,2.235,2.793,3.125
287.204167,11.67,10,2.235,2.793,3.125
287.245833,11.67,10,1.341,3.142,3.125
287.279861,11.67,10,2.235,3.142,3.125
287.286111,12.22,10,1.341,3.316,3.125
287.2875,11.67,10,1.341,3.491,3.125
287.315972,11.67,10,1.341,4.014,3.125
287.329167,11.67,10,0,4.014,3.125
287.363194,12.22,10.56,0,4.014,3.125
287.370833,12.22,10.56,0,4.014,3.125
287.393056,12.22,10.56,1.341,4.014,3.125
287.399306,12.22,10.56,1.341,4.189,3.125
287.4125,12.22,11.11,1.341,4.014,3.125
287.444444,12.78,11.11,2.235,3.84,3.125
287.450694,12.78,11.11,2.235,3.84,3.125
287.454167,12.78,11.11,2.235,3.84,3.125
287.495833,13.33,11.67,2.235,4.014,3.125
287.522222,13.89,12.22,1.341,4.363,3.125
287.5375,14.44,12.78,2.235,4.363,3.125
287.563194,15.56,13.33,1.341,4.538,3.125
287.579167,15,13.33,0,6.064,3.125
287.620833,15.56,13.89,0,10.046,3.125
287.6625,16.11,14.44,0,14.027,3.125
287.682639,16.67,14.44,0,15.952,3.125
287.689583,17.22,15,0,16.615,3.125
287.696528,17.22,15,1.341,17.279,3.125
287.702083,17.78,15,1.341,17.279,3.125
287.704167,17.78,15,1.341,2.793,3.125
287.711111,18.89,15,1.341,17.279,3.125
287.716667,18.33,15,1.341,3.142,3.125
287.727083,17.78,15,2.235,2.269,3.125
287.744444,18.89,15,2.682,2.094,3.125
287.745833,18.89,15,2.682,1.92,3.125
287.774306,20,15.56,0,3.232,3.125
287.7875,20,14.44,2.682,3.84,3.125
287.829167,20,15,2.682,2.618,3.125
287.870833,19.44,15,2.682,3.316,3.125
287.906944,18.33,14.44,1.341,3.491,3.125
287.9125,17.78,15,2.235,3.316,3.125
287.954167,17.78,15,2.682,4.363,3.125
287.995833,15.56,14.44,2.682,4.014,0
288.0375,15.56,13.89,2.682,4.363,0
288.079167,15,13.33,2.235,4.712,0
288.120833,14.44,13.33,3.129,4.014,0
288.1625,14.44,12.78,3.129,4.189,0
288.204167,14.44,13.33,3.576,4.363,0
288.245833,15,13.89,3.129,4.363,0
288.261806,14.44,13.33,3.129,4.363,3.125
288.263194,14.44,13.33,2.682,4.363,10
288.267361,14.44,13.89,2.682,4.538,10
288.277083,14.44,13.33,3.129,4.363,10
288.2875,13.33,12.78,2.682,3.84,10
288.30625,13.33,12.78,3.576,4.189,10
288.329167,12.78,12.22,3.129,3.84,10
288.343056,13.33,12.78,2.682,4.363,10
288.359028,13.33,12.78,3.576,4.189,10
288.365278,13.33,12.78,3.129,4.363,10
288.370833,13.33,12.78,2.682,4.189,10
288.409028,13.89,12.78,2.682,3.84,10
288.411111,13.554,12.78,2.235,3.665,10
288.4125,13.33,12.78,2.682,3.665,10
288.425694,13.89,12.78,3.576,3.665,10
288.454167,14.44,13.33,3.576,3.665,10
288.493056,16.11,13.89,4.47,3.665,10
288.495833,15.56,14.44,3.576,3.665,10
288.5375,15.56,15,4.917,3.665,9.217
288.579167,16.67,15.56,6.706,3.665,8.435
288.586806,16.67,15.56,5.812,3.665,8.291
288.620833,18.33,15.56,6.706,3.665,7.652
288.625694,18.33,15.56,6.259,3.84,7.56
288.640278,18.89,16.11,6.706,3.665,7.287
288.6625,18.89,16.11,7.153,3.84,6.869
288.684722,19.44,16.11,7.6,3.84,6.452
288.695833,19.44,16.11,6.259,3.84,6.243
288.702778,18.89,16.11,5.812,3.665,6.112
288.704167,19.44,16.11,8.941,3.84,6.086
288.722222,19.44,16.11,7.6,3.84,5.747
288.745833,20,15.56,8.047,3.665,5.304
288.7875,20.56,15.56,7.6,3.84,4.521
288.829167,20.56,15,8.941,4.189,3.738
288.861806,20,15.56,7.153,3.665,3.125
288.870833,20,15.56,8.941,3.491,3.125
288.894444,19.44,15,9.388,3.491,3.125
288.9,19.44,15,7.153,3.665,3.125
288.911111,18.89,15,6.706,3.665,3.125
288.9125,18.89,15,8.941,3.665,3.125
288.954167,18.33,15,8.047,4.189,3.125
288.959722,18.89,15,8.047,3.84,3.125
288.995833,18.89,15,9.835,4.189,3.125
289.0375,18.33,15,8.047,3.665,3.125
289.05625,18.33,15,9.388,4.014,3.125
289.065278,18.33,15,7.6,3.84,3.125
289.079167,18.33,15,8.047,3.84,3.125
289.09375,18.33,15,7.153,3.84,3.125
289.120833,18.33,15,9.835,3.84,3.125
289.128472,18.33,15,9.835,4.014,3.125
289.1625,18.33,15,9.388,4.014,3.125
289.204167,17.78,15,8.047,4.189,3.125
289.229167,17.22,15.56,6.706,4.538,3.125
289.238194,16.67,15,7.153,4.712,3.125
289.244444,16.11,13.89,7.153,4.712,3.125
289.245833,16.11,13.89,6.259,4.712,3.125
289.25625,15,13.33,6.259,4.538,3.125
289.266667,15,13.33,4.47,4.538,3.125
289.286111,15,12.78,4.47,4.363,3.125
289.2875,14.44,12.78,5.812,4.363,3.125
289.329167,14.44,12.22,5.812,4.712,3.125
289.370833,13.89,10.56,8.047,4.887,3.125
289.4125,12.22,7.78,6.259,4.887,3.125
289.454167,11.67,6.67,6.259,5.061,3.125
289.495833,11.67,6.11,6.706,5.236,3.125
289.5375,11.67,6.11,6.706,5.061,3.125
289.555556,11.67,6.11,5.812,5.236,3.125
289.579167,11.11,5,6.706,5.585,3.125
289.620833,10.56,5,3.576,5.061,3.125
289.630556,11.11,4.44,5.812,5.411,3.125
289.65,10.56,3.89,6.259,5.585,3.125
289.6625,10.56,4.44,6.706,5.411,3.125
289.695833,10.56,3.33,4.023,5.76,3.125
289.700694,11.11,2.78,4.917,5.76,3.125
289.704167,10.56,2.78,5.812,5.585,3.125
289.745833,10,2.78,4.917,5.411,3.125
289.7875,9.44,2.22,4.47,5.585,0
289.829167,9.44,1.67,5.812,5.585,0
289.870833,8.89,1.11,6.259,5.585,0
289.9125,8.33,1.11,6.259,5.76,0
289.954167,7.78,0.56,3.576,5.76,0
289.995833,7.22,0.56,4.023,5.585,0
290.0375,6.67,0.56,3.576,5.585,0
290.079167,5.56,0,4.917,6.283,0
290.120833,4.44,-0.56,3.576,5.76,0
290.1625,3.89,-1.11,3.129,5.76,0
290.204167,3.89,-1.67,3.576,5.76,0
290.245833,3.33,-1.67,4.023,5.585,0
290.2875,2.22,-1.11,4.023,5.236,0
290.329167,2.22,-2.22,4.917,5.411,0
290.370833,2.22,-2.78,2.235,5.585,0
290.4125,2.78,-3.33,4.023,5.76,0
290.454167,2.22,-2.78,3.576,5.76,0
290.495833,3.33,-2.78,4.47,5.76,0
290.5375,4.44,-2.78,4.023,5.76,0
290.579167,6.11,-4.44,4.47,0.175,0
290.620833,7.22,-4.44,3.576,0.349,0
290.6625,8.33,-3.89,0,2.531,0
290.704167,10,-3.89,2.682,4.712,0
290.745833,10.56,-4.44,1.341,17.279,0
290.7875,11.67,-4.44,3.129,4.363,0
290.829167,12.22,-4.44,2.682,4.014,0
290.870833,11.67,-4.44,4.023,4.189,0
290.9125,8.89,-2.22,2.682,3.84,0
290.954167,6.11,-1.11,3.129,3.84,0
290.995833,5.56,-1.67,3.576,3.84,0
291.0375,6.67,-2.22,4.023,3.665,0
291.079167,5.56,-0.56,3.129,3.84,0
291.120833,6.67,0,6.259,4.014,0
291.1625,7.22,0.56,7.6,4.189,0
291.204167,7.22,1.11,7.153,4.363,0
291.245833,7.22,1.11,7.6,4.363,0
291.2875,6.67,1.11,6.706,4.363,0
291.329167,7.22,1.11,4.917,4.538,0
291.370833,6.11,1.11,5.812,4.538,0
291.4125,6.11,0.56,5.812,4.538,0
291.454167,6.11,0.56,4.47,4.538,0
291.495833,6.11,1.11,4.47,4.712,0
291.5375,10,2.22,4.47,4.014,0
291.579167,12.78,3.33,6.259,4.363,0
291.620833,14.44,3.89,4.917,4.363,0
291.6625,16.11,4.44,4.023,4.538,0
291.704167,17.22,3.89,4.023,4.014,0
291.745833,18.89,3.89,4.023,4.887,0
291.7875,18.89,3.33,4.023,4.363,0
291.829167,18.89,3.33,4.023,4.189,0
291.870833,18.89,4.44,3.576,4.189,0
291.9125,16.67,5.56,1.341,3.84,0
291.954167,14.44,6.11,3.576,4.538,0
291.995833,13.89,5.56,2.235,4.014,0
292.0375,13.33,5.56,3.129,4.363,0
292.079167,13.33,5.56,4.023,4.363,0
292.120833,12.22,6.11,4.023,4.538,0
292.1625,11.11,6.11,3.576,4.363,0
292.204167,11.67,7.22,4.023,4.538,0
292.245833,10.56,6.67,3.129,4.363,0
292.2875,9.44,6.67,4.47,4.014,0
292.329167,10.56,7.22,3.576,4.363,0
292.370833,9.44,6.67,2.682,4.363,0
292.4125,8.89,6.11,2.682,4.014,0
292.454167,8.33,5.56,3.129,4.363,0
292.495833,10,6.67,4.47,3.84,0
292.5375,13.89,7.22,5.812,4.014,0
292.579167,16.11,7.22,6.259,4.014,0
292.620833,17.22,7.22,7.153,3.84,0
292.6625,18.89,5.56,7.153,3.665,0
292.704167,20,3.89,8.047,3.665,0
292.745833,20.56,2.78,8.047,4.014,0
292.7875,20.56,2.78,8.047,3.665,0
292.829167,20,2.78,7.6,3.491,0
292.870833,18.89,3.33,6.706,3.665,0
292.9125,16.67,3.89,7.6,3.665,0
292.954167,15,4.44,7.153,3.665,0
292.995833,13.89,5.56,8.941,3.84,0
293.0375,13.33,6.67,8.941,4.014,0
293.079167,12.78,7.22,7.153,4.014,0
293.120833,12.78,7.22,6.259,4.014,0
293.1625,13.33,7.22,5.812,4.189,0
293.204167,13.33,6.67,5.812,4.363,0
293.245833,13.33,6.11,4.917,4.363,0
293.2875,13.33,6.11,6.706,4.538,0
293.329167,12.78,6.11,4.917,4.538,0
293.370833,12.22,5.56,3.576,4.363,0
293.4125,11.67,5.56,4.47,4.363,0
293.454167,10.56,5.56,4.47,4.538,0
293.495833,11.11,5,3.576,4.363,0
293.5375,12.78,5,4.47,4.712,0
293.579167,13.33,3.89,4.47,5.061,0
293.620833,15,2.22,6.259,5.061,0
293.6625,16.11,1.67,7.153,5.236,0
293.704167,17.22,1.67,4.47,5.585,0
293.745833,17.78,2.22,4.47,5.236,0
293.7875,18.89,-0.56,6.259,5.585,0
293.829167,18.89,-1.11,7.153,5.411,0
293.870833,18.33,-1.11,4.917,5.411,0
293.9125,16.67,0,3.129,5.411,0
293.954167,15,0.56,3.576,5.061,0
293.995833,13.33,0.56,3.576,5.061,0
294.0375,15,0,5.812,5.411,0
294.079167,13.89,0,4.47,5.411,0
294.120833,13.89,-0.56,4.023,5.585,0
294.1625,12.78,-0.56,4.47,5.236,0
294.204167,12.78,-0.56,4.917,4.887,0
294.245833,12.78,-0.56,4.023,4.887,0
294.2875,12.22,0,4.917,5.061,0
294.329167,11.67,0,6.706,5.236,0
294.370833,11.67,0,5.812,5.061,0
294.4125,11.67,0,5.812,5.061,0
294.454167,11.67,0,5.812,5.061,0
294.495833,12.78,-0.56,5.812,5.061,0
294.5375,14.44,0.56,4.917,4.712,0
294.579167,15.56,-0.56,5.812,4.538,0
294.620833,17.78,0.56,4.023,4.538,0
294.6625,19.44,2.22,4.023,5.061,0
294.704167,21.11,1.11,4.47,5.061,0
294.745833,21.67,1.67,6.259,4.363,0
294.7875,21.67,1.11,4.917,4.363,0
294.829167,21.67,2.22,4.023,4.363,0
294.870833,20,3.89,2.682,4.189,0
294.9125,17.78,4.44,2.682,4.538,0
294.954167,18.33,3.33,3.576,4.538,0
294.995833,17.78,3.89,4.023,4.712,0
295.0375,16.67,3.33,3.576,4.712,0
295.079167,16.11,2.78,3.129,4.712,0
295.120833,14.44,3.89,3.576,4.363,0
295.1625,15.56,3.33,4.023,4.538,0
295.204167,16.11,2.78,4.023,4.538,0
295.245833,15.56,3.33,4.023,4.712,0
295.2875,14.44,3.89,4.917,4.887,0
295.329167,14.44,3.89,4.023,5.061,0
295.370833,13.89,3.89,3.576,5.236,0
