                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
   136.000,   1,  0.26591081E+08,   0.74807856E+07,  -0.81896260E+08,  -0.19951257E+08,  -0.31159305E+07,   0.14975522E+08,   0.66607649E+08,   0.00000000E+00,   0.94895421E-09,
   136.998,   1,  0.26798601E+08,   0.74807856E+07,  -0.82590712E+08,  -0.20340707E+08,  -0.31604272E+07,   0.15087673E+08,   0.67265326E+08,   0.00000000E+00,   0.96459591E-09,
   137.998,   1,  0.26931113E+08,   0.74807856E+07,  -0.83325113E+08,  -0.20730828E+08,  -0.32000364E+07,   0.15211801E+08,   0.67757247E+08,   0.00000000E+00,   0.10007361E-08,
   138.999,   1,  0.27032022E+08,   0.75140658E+07,  -0.84103182E+08,  -0.21086852E+08,  -0.32270511E+07,   0.15336935E+08,   0.68127518E+08,   0.00000000E+00,   0.10495146E-08,
   139.999,   1,  0.27121311E+08,   0.75182258E+07,  -0.84837905E+08,  -0.21355518E+08,  -0.32543946E+07,   0.15425424E+08,   0.68430290E+08,   0.00000000E+00,   0.11102226E-08,
   140.999,   1,  0.27195444E+08,   0.75182258E+07,  -0.85516959E+08,  -0.21493648E+08,  -0.33149806E+07,   0.15522531E+08,   0.68689530E+08,   0.00000000E+00,   0.11637298E-08,
   141.999,   1,  0.27257699E+08,   0.75182258E+07,  -0.86193386E+08,  -0.21540232E+08,  -0.33747701E+07,   0.15684778E+08,   0.68919133E+08,   0.00000000E+00,   0.12174728E-08,
   142.998,   1,  0.27323239E+08,   0.76180666E+07,  -0.86878640E+08,  -0.21572886E+08,  -0.34337309E+07,   0.15865930E+08,   0.69136332E+08,   0.00000000E+00,   0.12484101E-08,
   143.998,   1,  0.27390267E+08,   0.76180666E+07,  -0.87581629E+08,  -0.21605809E+08,  -0.34797571E+07,   0.16036448E+08,   0.69350265E+08,   0.00000000E+00,   0.13128932E-08,
   144.999,   1,  0.27450445E+08,   0.76180666E+07,  -0.88261114E+08,  -0.21638511E+08,  -0.35281334E+07,   0.16211660E+08,   0.69557604E+08,   0.00000000E+00,   0.13709461E-08,
   145.998,   1,  0.27792894E+08,   0.79092687E+07,  -0.88897907E+08,  -0.21679859E+08,  -0.35818656E+07,   0.16378032E+08,   0.70137737E+08,   0.00000000E+00,   0.12553452E-08,
   146.998,   1,  0.28445921E+08,   0.84500726E+07,  -0.89538688E+08,  -0.21787423E+08,  -0.36344906E+07,   0.16427470E+08,   0.71218462E+08,   0.00000000E+00,   0.10621523E-08,
   147.998,   1,  0.28958716E+08,   0.84500726E+07,  -0.90154329E+08,  -0.22049325E+08,  -0.36849357E+07,   0.16349068E+08,   0.72259237E+08,   0.00000000E+00,   0.10025739E-08,
   148.999,   1,  0.29249431E+08,   0.84500726E+07,  -0.90758290E+08,  -0.22423784E+08,  -0.37257100E+07,   0.16271511E+08,   0.72967593E+08,   0.00000000E+00,   0.10159438E-08,
   149.998,   1,  0.29466791E+08,   0.84916729E+07,  -0.91395989E+08,  -0.22813549E+08,  -0.37782299E+07,   0.16287089E+08,   0.73451047E+08,   0.00000000E+00,   0.10435436E-08,
   150.998,   1,  0.29663459E+08,   0.84916729E+07,  -0.92078548E+08,  -0.23151124E+08,  -0.38226516E+07,   0.16359665E+08,   0.73860703E+08,   0.00000000E+00,   0.10861909E-08,
   151.998,   1,  0.29884380E+08,   0.86622342E+07,  -0.92780318E+08,  -0.23359894E+08,  -0.38551367E+07,   0.16385131E+08,   0.74281037E+08,   0.00000000E+00,   0.10934970E-08,
   152.998,   1,  0.30097499E+08,   0.86622342E+07,  -0.93456368E+08,  -0.23452406E+08,  -0.39066553E+07,   0.16368848E+08,   0.74734094E+08,   0.00000000E+00,   0.11127247E-08,
   154.000,   1,  0.30251522E+08,   0.86622342E+07,  -0.94158540E+08,  -0.23495094E+08,  -0.39869786E+07,   0.16364514E+08,   0.75142400E+08,   0.00000000E+00,   0.11488112E-08,
   155.000,   1,  0.30372622E+08,   0.86622342E+07,  -0.94834645E+08,  -0.23527890E+08,  -0.40570762E+07,   0.16422271E+08,   0.75474233E+08,   0.00000000E+00,   0.11848022E-08,
   155.998,   1,  0.30489892E+08,   0.86913544E+07,  -0.95473755E+08,  -0.23560581E+08,  -0.41140901E+07,   0.16569071E+08,   0.75783668E+08,   0.00000000E+00,   0.12023227E-08,
   156.998,   1,  0.30686150E+08,   0.88951959E+07,  -0.96113619E+08,  -0.23592531E+08,  -0.41591784E+07,   0.16765452E+08,   0.76188564E+08,   0.00000000E+00,   0.11613927E-08,
   157.998,   1,  0.31040625E+08,   0.93403191E+07,  -0.96777016E+08,  -0.23673613E+08,  -0.42222743E+07,   0.16961762E+08,   0.76893611E+08,   0.00000000E+00,   0.10493076E-08,
   158.998,   1,  0.31401592E+08,   0.93486392E+07,  -0.97460870E+08,  -0.23900916E+08,  -0.42771696E+07,   0.17097369E+08,   0.77690589E+08,   0.00000000E+00,   0.10183640E-08,
   159.999,   1,  0.31643829E+08,   0.93486392E+07,  -0.98151502E+08,  -0.24240347E+08,  -0.43368676E+07,   0.17149581E+08,   0.78267074E+08,   0.00000000E+00,   0.10468028E-08,
   160.998,   1,  0.31819992E+08,   0.93611193E+07,  -0.98853604E+08,  -0.24534114E+08,  -0.43988731E+07,   0.17134228E+08,   0.78705423E+08,   0.00000000E+00,   0.10955244E-08,
   161.999,   1,  0.31950157E+08,   0.93611193E+07,  -0.99621184E+08,  -0.24707560E+08,  -0.44649417E+07,   0.17119193E+08,   0.79073436E+08,   0.00000000E+00,   0.11701126E-08,
   163.000,   1,  0.32049001E+08,   0.93611193E+07,  -0.10046674E+09,  -0.24781462E+08,  -0.45170936E+07,   0.17156869E+08,   0.79378357E+08,   0.00000000E+00,   0.12452804E-08,
   164.000,   1,  0.32127043E+08,   0.93611193E+07,  -0.10134363E+09,  -0.24815845E+08,  -0.45703462E+07,   0.17239632E+08,   0.79633468E+08,   0.00000000E+00,   0.13369349E-08,
   165.000,   1,  0.32190894E+08,   0.93652793E+07,  -0.10219900E+09,  -0.24849918E+08,  -0.46131076E+07,   0.17343887E+08,   0.79851062E+08,   0.00000000E+00,   0.14302034E-08,
   165.998,   1,  0.32245325E+08,   0.93652793E+07,  -0.10301401E+09,  -0.24882703E+08,  -0.46902993E+07,   0.17450875E+08,   0.80036357E+08,   0.00000000E+00,   0.15657176E-08,
   166.999,   1,  0.32294126E+08,   0.93652793E+07,  -0.10380905E+09,  -0.24914646E+08,  -0.47794906E+07,   0.17569800E+08,   0.80200574E+08,   0.00000000E+00,   0.17183846E-08,
   167.998,   1,  0.32362818E+08,   0.95857609E+07,  -0.10453859E+09,  -0.24946034E+08,  -0.48570013E+07,   0.17675106E+08,   0.80388133E+08,   0.00000000E+00,   0.17958662E-08,
   168.999,   1,  0.32451367E+08,   0.96148811E+07,  -0.10522956E+09,  -0.24977735E+08,  -0.48997331E+07,   0.17771839E+08,   0.80607498E+08,   0.00000000E+00,   0.19168319E-08,
   169.998,   1,  0.32536004E+08,   0.96148811E+07,  -0.10598660E+09,  -0.25010627E+08,  -0.49286358E+07,   0.17875396E+08,   0.80826551E+08,   0.00000000E+00,   0.20796960E-08,
   170.998,   1,  0.32641616E+08,   0.97896024E+07,  -0.10677071E+09,  -0.25044452E+08,  -0.49646899E+07,   0.17992418E+08,   0.81071750E+08,   0.00000000E+00,   0.22122646E-08,
   171.998,   1,  0.32759659E+08,   0.97937625E+07,  -0.10754878E+09,  -0.25078380E+08,  -0.50342371E+07,   0.18138560E+08,   0.81335306E+08,   0.00000000E+00,   0.23952243E-08,
   172.998,   1,  0.32855447E+08,   0.97937625E+07,  -0.10835407E+09,  -0.25112957E+08,  -0.51237099E+07,   0.18269654E+08,   0.81560775E+08,   0.00000000E+00,   0.26901416E-08,
   173.998,   1,  0.32926412E+08,   0.97937625E+07,  -0.10917856E+09,  -0.25147840E+08,  -0.52189179E+07,   0.18356106E+08,   0.81741137E+08,   0.00000000E+00,   0.32083493E-08,
   174.998,   1,  0.32980965E+08,   0.98353628E+07,  -0.10999298E+09,  -0.25181264E+08,  -0.52850155E+07,   0.18389591E+08,   0.81894072E+08,   0.00000000E+00,   0.39950178E-08,
   175.998,   1,  0.33030135E+08,   0.98719222E+07,  -0.11075833E+09,  -0.25213306E+08,  -0.53477536E+07,   0.18391895E+08,   0.82030381E+08,   0.00000000E+00,   0.53097319E-08,
   176.998,   1,  0.33078073E+08,   0.10008958E+08,  -0.11153926E+09,  -0.25246233E+08,  -0.54373433E+07,   0.18407415E+08,   0.82162260E+08,   0.00000000E+00,   0.74790025E-08,
   177.998,   1,  0.33125041E+08,   0.10008958E+08,  -0.11230707E+09,  -0.25278885E+08,  -0.55288598E+07,   0.18453023E+08,   0.82460355E+08,   0.00000000E+00,   0.11607368E-07,
   178.998,   1,  0.33174440E+08,   0.10395881E+08,  -0.11306857E+09,  -0.25310514E+08,  -0.56099702E+07,   0.18524857E+08,   0.83101480E+08,   0.00000000E+00,   0.90081783E-08,
   179.998,   1,  0.33225567E+08,   0.10395881E+08,  -0.11384953E+09,  -0.25342821E+08,  -0.57104147E+07,   0.18595441E+08,   0.83942973E+08,   0.00000000E+00,   0.86853022E-08,
   180.998,   1,  0.33271191E+08,   0.10395881E+08,  -0.11460436E+09,  -0.25375017E+08,  -0.57934348E+07,   0.18653190E+08,   0.84798007E+08,   0.00000000E+00,   0.81712050E-08,
   181.998,   1,  0.33325832E+08,   0.10444246E+08,  -0.11535443E+09,  -0.25406601E+08,  -0.58647859E+07,   0.18709348E+08,   0.85654061E+08,   0.00000000E+00,   0.73629547E-08,
   182.998,   1,  0.33393461E+08,   0.10444246E+08,  -0.11611328E+09,  -0.25438859E+08,  -0.59182796E+07,   0.18763498E+08,   0.86484297E+08,   0.00000000E+00,   0.68951141E-08,
   183.998,   1,  0.33456580E+08,   0.10492612E+08,  -0.11689566E+09,  -0.25470878E+08,  -0.59907458E+07,   0.18801830E+08,   0.87242432E+08,   0.00000000E+00,   0.68665525E-08,
   184.998,   1,  0.33506494E+08,   0.10492612E+08,  -0.11767666E+09,  -0.25502766E+08,  -0.60739197E+07,   0.18824875E+08,   0.87948861E+08,   0.00000000E+00,   0.74454919E-08,
   185.998,   1,  0.33544539E+08,   0.10492612E+08,  -0.11846617E+09,  -0.25535518E+08,  -0.61651721E+07,   0.18845899E+08,   0.88629573E+08,   0.00000000E+00,   0.84575501E-08,
   186.998,   1,  0.33575975E+08,   0.10492612E+08,  -0.11929944E+09,  -0.25567810E+08,  -0.62567428E+07,   0.18877555E+08,   0.89292055E+08,   0.00000000E+00,   0.10322852E-07,
   187.998,   1,  0.33608133E+08,   0.10492612E+08,  -0.12011066E+09,  -0.25599128E+08,  -0.63468301E+07,   0.18919891E+08,   0.89944824E+08,   0.00000000E+00,   0.12640404E-07,
   188.998,   1,  0.33647748E+08,   0.10698164E+08,  -0.12082914E+09,  -0.25631023E+08,  -0.64193176E+07,   0.18962227E+08,   0.90596951E+08,   0.00000000E+00,   0.11296031E-07,
   189.998,   1,  0.33698853E+08,   0.10706225E+08,  -0.12152017E+09,  -0.25663220E+08,  -0.64831261E+07,   0.19009879E+08,   0.91248948E+08,   0.00000000E+00,   0.11752713E-07,
   190.998,   1,  0.33749258E+08,   0.10706225E+08,  -0.12230652E+09,  -0.25695776E+08,  -0.65770410E+07,   0.19054968E+08,   0.91898670E+08,   0.00000000E+00,   0.14171908E-07,
   191.998,   1,  0.33789744E+08,   0.10706225E+08,  -0.12309978E+09,  -0.25728459E+08,  -0.66714594E+07,   0.19092120E+08,   0.92531158E+08,   0.00000000E+00,   0.19067765E-07,
   192.998,   1,  0.33827048E+08,   0.10770713E+08,  -0.12387895E+09,  -0.25759973E+08,  -0.67331978E+07,   0.19113325E+08,   0.93186841E+08,   0.00000000E+00,   0.22756747E-07,
   193.998,   1,  0.33864103E+08,   0.10839230E+08,  -0.12464355E+09,  -0.25791944E+08,  -0.67838580E+07,   0.19139629E+08,   0.93885249E+08,   0.00000000E+00,   0.23724570E-07,
   194.998,   1,  0.33902748E+08,   0.10859383E+08,  -0.12533356E+09,  -0.25823885E+08,  -0.68426295E+07,   0.19195052E+08,   0.94590934E+08,   0.00000000E+00,   0.22204125E-07,
   196.000,   1,  0.33945178E+08,   0.10887596E+08,  -0.12602783E+09,  -0.25855318E+08,  -0.69119780E+07,   0.19255826E+08,   0.95305618E+08,   0.00000000E+00,   0.20472138E-07,
   196.998,   1,  0.33989453E+08,   0.10887596E+08,  -0.12674559E+09,  -0.25887504E+08,  -0.69671490E+07,   0.19292884E+08,   0.96021775E+08,   0.00000000E+00,   0.20868325E-07,
   197.998,   1,  0.34029574E+08,   0.10887596E+08,  -0.12755155E+09,  -0.25920004E+08,  -0.70325872E+07,   0.19303552E+08,   0.96733958E+08,   0.00000000E+00,   0.27614210E-07,
   198.998,   1,  0.34062239E+08,   0.10887596E+08,  -0.12840615E+09,  -0.25952402E+08,  -0.70971921E+07,   0.19309024E+08,   0.97445549E+08,   0.00000000E+00,   0.50453705E-07,
   199.998,   1,  0.34088049E+08,   0.10972235E+08,  -0.12924002E+09,  -0.25985338E+08,  -0.71458010E+07,   0.19324984E+08,   0.98151854E+08,   0.00000000E+00,   0.76499641E-07,
   200.998,   1,  0.34109664E+08,   0.10972235E+08,  -0.13009223E+09,  -0.26018145E+08,  -0.72039841E+07,   0.19364555E+08,   0.98825654E+08,   0.00000000E+00,  -0.30228343E-06,
   201.998,   1,  0.34130001E+08,   0.10972235E+08,  -0.13097210E+09,  -0.26051315E+08,  -0.72764020E+07,   0.19496426E+08,   0.99542605E+08,   0.00000000E+00,  -0.81606626E-07,
   202.998,   1,  0.34149437E+08,   0.10972235E+08,  -0.13183945E+09,  -0.26084505E+08,  -0.73575372E+07,   0.19694743E+08,   0.10032786E+09,   0.00000000E+00,  -0.95530162E-07,
   203.998,   1,  0.34165694E+08,   0.10972235E+08,  -0.13266243E+09,  -0.26116638E+08,  -0.74367929E+07,   0.19864122E+08,   0.10111121E+09,   0.00000000E+00,  -0.12987569E-06,
   204.998,   1,  0.34188863E+08,   0.10972235E+08,  -0.13345970E+09,  -0.26148949E+08,  -0.75278311E+07,   0.19954263E+08,   0.10190727E+09,   0.00000000E+00,  -0.11778774E-06,
   205.998,   1,  0.34246165E+08,   0.11326915E+08,  -0.13418979E+09,  -0.26180603E+08,  -0.76251734E+07,   0.19983345E+08,   0.10272665E+09,   0.00000000E+00,   0.46916787E-07,
   206.998,   1,  0.34316515E+08,   0.11330945E+08,  -0.13489211E+09,  -0.26212145E+08,  -0.77122008E+07,   0.20015025E+08,   0.10356935E+09,   0.00000000E+00,   0.32731950E-07,
   207.998,   1,  0.34368750E+08,   0.11330945E+08,  -0.13563823E+09,  -0.26243931E+08,  -0.77930941E+07,   0.20043975E+08,   0.10443106E+09,   0.00000000E+00,   0.27239306E-07,
   208.998,   1,  0.34412174E+08,   0.11367219E+08,  -0.13639757E+09,  -0.26275432E+08,  -0.78729447E+07,   0.20033262E+08,   0.10527193E+09,   0.00000000E+00,   0.25612009E-07,
   209.998,   1,  0.34448139E+08,   0.11367219E+08,  -0.13715764E+09,  -0.26307636E+08,  -0.79376778E+07,   0.19956432E+08,   0.10604588E+09,   0.00000000E+00,   0.33368516E-07,
   210.998,   1,  0.34477009E+08,   0.11367219E+08,  -0.13789982E+09,  -0.26340249E+08,  -0.80365403E+07,   0.19821574E+08,   0.10677065E+09,   0.00000000E+00,   0.87184740E-07,
   211.998,   1,  0.34500838E+08,   0.11367219E+08,  -0.13867997E+09,  -0.26372566E+08,  -0.81293129E+07,   0.19694618E+08,   0.10747591E+09,   0.00000000E+00,  -0.96965583E-07,
   212.998,   1,  0.34521216E+08,   0.11367219E+08,  -0.13953473E+09,  -0.26405401E+08,  -0.82080702E+07,   0.19633779E+08,   0.10819958E+09,   0.00000000E+00,  -0.32603892E-07,
   213.998,   1,  0.34541161E+08,   0.11367219E+08,  -0.14039483E+09,  -0.26438271E+08,  -0.82758830E+07,   0.19612731E+08,   0.10897827E+09,   0.00000000E+00,  -0.23009176E-07,
   214.998,   1,  0.34564185E+08,   0.11596955E+08,  -0.14118332E+09,  -0.26470036E+08,  -0.83372897E+07,   0.19599633E+08,   0.10978367E+09,   0.00000000E+00,  -0.31619598E-07,
   215.998,   1,  0.34587609E+08,   0.11596955E+08,  -0.14194797E+09,  -0.26502088E+08,  -0.84027352E+07,   0.19583793E+08,   0.11058787E+09,   0.00000000E+00,  -0.28827484E-07,
   216.998,   1,  0.34610562E+08,   0.11596955E+08,  -0.14273040E+09,  -0.26533671E+08,  -0.84648052E+07,   0.19573125E+08,   0.11139148E+09,   0.00000000E+00,  -0.25986889E-07,
   217.998,   1,  0.34640293E+08,   0.11818630E+08,  -0.14345596E+09,  -0.26564885E+08,  -0.85167024E+07,   0.19570383E+08,   0.11219891E+09,   0.00000000E+00,  -0.47157541E-07,
   219.000,   1,  0.34671244E+08,   0.11818630E+08,  -0.14417609E+09,  -0.26596753E+08,  -0.86306970E+07,   0.19570383E+08,   0.11295356E+09,   0.00000000E+00,  -0.37563478E-07,
   219.999,   1,  0.34696770E+08,   0.11818630E+08,  -0.14492968E+09,  -0.26628310E+08,  -0.87095113E+07,   0.19599402E+08,   0.11366935E+09,   0.00000000E+00,  -0.30497783E-07,
   220.998,   1,  0.34719583E+08,   0.11818630E+08,  -0.14573681E+09,  -0.26660156E+08,  -0.87748269E+07,   0.19657578E+08,   0.11442369E+09,   0.00000000E+00,  -0.26881503E-07,
   221.998,   1,  0.34740558E+08,   0.11818630E+08,  -0.14657466E+09,  -0.26692510E+08,  -0.88560288E+07,   0.19697367E+08,   0.11520137E+09,   0.00000000E+00,  -0.22340904E-07,
   222.998,   1,  0.34760275E+08,   0.11818630E+08,  -0.14740561E+09,  -0.26724597E+08,  -0.89265343E+07,   0.19623728E+08,   0.11601676E+09,   0.00000000E+00,  -0.17862636E-07,
   223.998,   1,  0.34778133E+08,   0.11838782E+08,  -0.14820972E+09,  -0.26756707E+08,  -0.90007772E+07,   0.19417751E+08,   0.11690059E+09,   0.00000000E+00,  -0.14637720E-07,
   224.998,   1,  0.34794693E+08,   0.11862965E+08,  -0.14897828E+09,  -0.26788480E+08,  -0.90688803E+07,   0.19222230E+08,   0.11781802E+09,   0.00000000E+00,  -0.13445800E-07,
   225.998,   1,  0.34809738E+08,   0.11871026E+08,  -0.14978944E+09,  -0.26819680E+08,  -0.91410142E+07,   0.19293431E+08,   0.11873501E+09,   0.00000000E+00,  -0.14871009E-07,
   226.998,   1,  0.34823009E+08,   0.11871026E+08,  -0.15062833E+09,  -0.26851671E+08,  -0.92147307E+07,   0.19774672E+08,   0.11964638E+09,   0.00000000E+00,  -0.27146036E-07,
   227.998,   1,  0.34834959E+08,   0.11879086E+08,  -0.15145841E+09,  -0.26883955E+08,  -0.92732077E+07,   0.20417700E+08,   0.12055419E+09,   0.00000000E+00,   0.22734354E-06,
   228.998,   1,  0.34846004E+08,   0.11879086E+08,  -0.15231110E+09,  -0.26916065E+08,  -0.93404038E+07,   0.20870524E+08,   0.12141940E+09,   0.00000000E+00,   0.36143321E-07,
   229.998,   1,  0.34856559E+08,   0.11879086E+08,  -0.15316507E+09,  -0.26948128E+08,  -0.94237112E+07,   0.21008550E+08,   0.12223070E+09,   0.00000000E+00,   0.37031053E-07,
   230.998,   1,  0.34866966E+08,   0.11899239E+08,  -0.15393879E+09,  -0.26979710E+08,  -0.94796065E+07,   0.20992710E+08,   0.12302809E+09,   0.00000000E+00,   0.41824466E-07,
   231.998,   1,  0.34877130E+08,   0.11899239E+08,  -0.15470611E+09,  -0.27011987E+08,  -0.95269289E+07,   0.20997989E+08,   0.12382145E+09,   0.00000000E+00,   0.46565691E-07,
   232.998,   1,  0.34886402E+08,   0.11899239E+08,  -0.15556077E+09,  -0.27044480E+08,  -0.96078192E+07,   0.21000778E+08,   0.12461098E+09,   0.00000000E+00,   0.89355648E-07,
   233.999,   1,  0.34894707E+08,   0.11899239E+08,  -0.15644833E+09,  -0.27076362E+08,  -0.96880395E+07,   0.20979754E+08,   0.12539756E+09,   0.00000000E+00,  -0.40071270E-06,
   234.999,   1,  0.34903095E+08,   0.11931482E+08,  -0.15729696E+09,  -0.27109095E+08,  -0.97430454E+07,   0.20945514E+08,   0.12618283E+09,   0.00000000E+00,  -0.89749893E-07,
   235.998,   1,  0.34911876E+08,   0.11987909E+08,  -0.15813795E+09,  -0.27142105E+08,  -0.98188697E+07,   0.20892390E+08,   0.12696791E+09,   0.00000000E+00,  -0.49184391E-07,
   236.999,   1,  0.34920413E+08,   0.11987909E+08,  -0.15898585E+09,  -0.27174622E+08,  -0.99135090E+07,   0.20844269E+08,   0.12775134E+09,   0.00000000E+00,  -0.29207271E-07,
   237.999,   1,  0.34928461E+08,   0.11987909E+08,  -0.15979983E+09,  -0.27207368E+08,  -0.10006709E+08,   0.20799791E+08,   0.12853279E+09,   0.00000000E+00,  -0.21939172E-07,
   238.999,   1,  0.34936203E+08,   0.11987909E+08,  -0.16060492E+09,  -0.27239622E+08,  -0.10090254E+08,   0.20777537E+08,   0.12931244E+09,   0.00000000E+00,  -0.18357214E-07,
   239.999,   1,  0.34943542E+08,   0.11987909E+08,  -0.16144438E+09,  -0.27272366E+08,  -0.10172371E+08,   0.20759745E+08,   0.13010454E+09,   0.00000000E+00,  -0.15472479E-07,
   240.999,   1,  0.34950257E+08,   0.11987909E+08,  -0.16227668E+09,  -0.27305319E+08,  -0.10252260E+08,   0.20692418E+08,   0.13094702E+09,   0.00000000E+00,  -0.13527752E-07,
   241.999,   1,  0.34956702E+08,   0.11987909E+08,  -0.16306315E+09,  -0.27337247E+08,  -0.10321567E+08,   0.20584748E+08,   0.13182784E+09,   0.00000000E+00,  -0.12510347E-07,
   242.998,   1,  0.34962903E+08,   0.12008061E+08,  -0.16386962E+09,  -0.27369613E+08,  -0.10391203E+08,   0.20478142E+08,   0.13270764E+09,   0.00000000E+00,  -0.11616084E-07,
   243.998,   1,  0.34968713E+08,   0.12008061E+08,  -0.16467209E+09,  -0.27402336E+08,  -0.10470800E+08,   0.20451192E+08,   0.13358463E+09,   0.00000000E+00,  -0.11246814E-07,
   244.998,   1,  0.34974058E+08,   0.12008061E+08,  -0.16543415E+09,  -0.27434248E+08,  -0.10576084E+08,   0.20502991E+08,   0.13446058E+09,   0.00000000E+00,  -0.11578035E-07,
   245.999,   1,  0.34982525E+08,   0.12008061E+08,  -0.16617634E+09,  -0.27466046E+08,  -0.10655954E+08,   0.20521689E+08,   0.13534146E+09,   0.00000000E+00,  -0.12059774E-07,
   246.999,   1,  0.34997450E+08,   0.12278101E+08,  -0.16688046E+09,  -0.27497817E+08,  -0.10718279E+08,   0.20459993E+08,   0.13623268E+09,   0.00000000E+00,  -0.15507894E-07,
   248.000,   1,  0.35012585E+08,   0.12278101E+08,  -0.16762334E+09,  -0.27529162E+08,  -0.10788074E+08,   0.20332064E+08,   0.13712748E+09,   0.00000000E+00,  -0.14761093E-07,
   248.998,   1,  0.35025096E+08,   0.12278101E+08,  -0.16841842E+09,  -0.27561184E+08,  -0.10837517E+08,   0.20112883E+08,   0.13802452E+09,   0.00000000E+00,  -0.12887081E-07,
   249.999,   1,  0.35098110E+08,   0.12814151E+08,  -0.16916458E+09,  -0.27592949E+08,  -0.10873011E+08,   0.19837267E+08,   0.13896914E+09,   0.00000000E+00,  -0.19605167E-07,
   250.998,   1,  0.35231050E+08,   0.12939095E+08,  -0.16987580E+09,  -0.27624066E+08,  -0.10928123E+08,   0.19596558E+08,   0.13996418E+09,   0.00000000E+00,  -0.25877163E-07,
   251.999,   1,  0.35333857E+08,   0.12939095E+08,  -0.17059458E+09,  -0.27655728E+08,  -0.10992803E+08,   0.19778308E+08,   0.14095547E+09,   0.00000000E+00,  -0.76986705E-07,
   252.999,   1,  0.35392602E+08,   0.12939095E+08,  -0.17131738E+09,  -0.27687119E+08,  -0.11059508E+08,   0.20349412E+08,   0.14191343E+09,   0.00000000E+00,   0.34203990E-07,
   253.999,   1,  0.35430412E+08,   0.12939095E+08,  -0.17209540E+09,  -0.27719121E+08,  -0.11121767E+08,   0.20936309E+08,   0.14274841E+09,   0.00000000E+00,   0.16142545E-07,
   254.999,   1,  0.35458184E+08,   0.12939095E+08,  -0.17290963E+09,  -0.27751667E+08,  -0.11187891E+08,   0.21280629E+08,   0.14343345E+09,   0.00000000E+00,   0.14290863E-07,
   255.999,   1,  0.35479057E+08,   0.12939095E+08,  -0.17373448E+09,  -0.27783442E+08,  -0.11244725E+08,   0.21359700E+08,   0.14406584E+09,   0.00000000E+00,   0.16697610E-07,
   256.999,   1,  0.35494863E+08,   0.12939095E+08,  -0.17455119E+09,  -0.27815427E+08,  -0.11299502E+08,   0.21441470E+08,   0.14469252E+09,   0.00000000E+00,   0.20091657E-07,
   257.999,   1,  0.35511562E+08,   0.12943125E+08,  -0.17532805E+09,  -0.27847436E+08,  -0.11333113E+08,   0.21526300E+08,   0.14531679E+09,   0.00000000E+00,   0.22751400E-07,
   258.999,   1,  0.35558323E+08,   0.12947156E+08,  -0.17606959E+09,  -0.27878976E+08,  -0.11358381E+08,   0.21616701E+08,   0.14594304E+09,   0.00000000E+00,   0.23764912E-07,
   259.999,   1,  0.35611218E+08,   0.12947156E+08,  -0.17677126E+09,  -0.27911081E+08,  -0.11382014E+08,   0.21709748E+08,   0.14658723E+09,   0.00000000E+00,   0.22852928E-07,
   260.999,   1,  0.35637661E+08,   0.12947156E+08,  -0.17751460E+09,  -0.27943117E+08,  -0.11412253E+08,   0.21789252E+08,   0.14723278E+09,   0.00000000E+00,   0.24403298E-07,
   262.000,   1,  0.35657418E+08,   0.12955217E+08,  -0.17828064E+09,  -0.27974503E+08,  -0.11442734E+08,   0.21864273E+08,   0.14785966E+09,   0.00000000E+00,   0.28117545E-07,
   262.999,   1,  0.35675103E+08,   0.12959247E+08,  -0.17900435E+09,  -0.28006146E+08,  -0.11473664E+08,   0.21939444E+08,   0.14848242E+09,   0.00000000E+00,   0.31575194E-07,
   263.999,   1,  0.35693067E+08,   0.13011643E+08,  -0.17969644E+09,  -0.28037499E+08,  -0.11502936E+08,   0.21997960E+08,   0.14910345E+09,   0.00000000E+00,   0.31916017E-07,
   265.000,   1,  0.35710059E+08,   0.13011643E+08,  -0.18039238E+09,  -0.28068971E+08,  -0.11554431E+08,   0.22042163E+08,   0.14972308E+09,   0.00000000E+00,   0.38611765E-07,
   265.999,   1,  0.35724482E+08,   0.13011643E+08,  -0.18110146E+09,  -0.28100523E+08,  -0.11633310E+08,   0.22073029E+08,   0.15034013E+09,   0.00000000E+00,   0.58052778E-07,
   266.999,   1,  0.35737118E+08,   0.13011643E+08,  -0.18182519E+09,  -0.28131980E+08,  -0.11686763E+08,   0.22107099E+08,   0.15095367E+09,   0.00000000E+00,   0.11074165E-06,
   267.999,   1,  0.35748225E+08,   0.13011643E+08,  -0.18258077E+09,  -0.28164109E+08,  -0.11718708E+08,   0.22169563E+08,   0.15156495E+09,   0.00000000E+00,   0.59240799E-06,
   268.999,   1,  0.35758010E+08,   0.13011643E+08,  -0.18335330E+09,  -0.28196219E+08,  -0.11745014E+08,   0.22242139E+08,   0.15217465E+09,   0.00000000E+00,  -0.16854910E-06,
   269.999,   1,  0.35767000E+08,   0.13011643E+08,  -0.18413972E+09,  -0.28227978E+08,  -0.11775931E+08,   0.22297200E+08,   0.15278315E+09,   0.00000000E+00,  -0.63861070E-07,
