$Malden Brook Daily Discharge,
Auto-Generated,
JDAY,Flow
1645,0.376699904
1646,0.213543258
1647,0.136523723
1648,0.096694307
1649,0.079178961
1650,0.071021128
1651,0.061903551
1652,0.067662021
1653,0.066222404
1654,0.066702276
1655,0.061183742
1656,0.058544444
1657,0.04726744
1658,0.039829417
1659,0.034550819
1660,0.029272222
1661,0.027352732
1662,0.023441771
1663,0.024233561
1664,0.023513752
1665,0.068861702
1666,0.141562384
1667,0.070781192
1668,0.068621766
1669,0.073660427
1670,0.063823041
1671,0.051826229
1672,0.038869672
1673,0.032871266
1674,0.030231967
1675,0.043908333
1676,0.042708652
1677,0.035270628
1678,0.029512158
1679,0.028552413
1680,0.023969631
1681,0.024953369
1682,0.041269034
1683,0.087096857
1684,0.057584699
1685,0.044868078
1686,0.137723404
1687,0.059024316
1688,0.031671584
1689,0.022002154
1690,0.021090396
1691,0.019890715
1692,0.018331129
1693,0.015044003
1694,0.012716621
1695,0.012668634
1696,0.015811799
1697,0.011564927
1698,0.010941093
1699,0.011924831
1700,0.012236748
1701,0.010053329
1702,0.014612117
1703,0.013652372
1704,0.011924831
1705,0.013628379
1706,0.015595856
1707,0.017059467
1708,0.011564927
1709,0.012404704
1710,0.01125301
1711,0.01178087
1712,0.008901635
1713,0.012356717
1714,0.008301794
1715,0.005374572
1716,0.007869909
1717,0.020250619
1718,0.013868315
1719,0.011948825
1720,0.014756079
1721,0.01403627
1722,0.008877641
1723,0.010677163
1724,0.007965883
1725,0.009309526
1726,0.010245278
1727,0.011876844
1728,0.01098908
1729,0.009645437
1730,0.010941093
1731,0.007725947
1732,0.011612914
1733,0.011396972
1734,0.005038661
1735,0.015499881
1736,0.016795537
1737,0.016627582
1738,0.018954963
1739,0.022985892
1740,0.028312477
1741,0.033591074
1742,0.038149863
1743,0.036710245
1744,0.034310883
1745,0.029272222
1746,0.026153051
1747,0.024233561
1748,0.022050141
1749,0.022386052
1750,0.021426307
1751,0.020826466
1752,0.019290874
1753,0.017707295
1754,0.01840311
1755,0.019434836
1756,0.018715027
1757,0.018475091
1758,0.018379116
1759,0.017731288
1760,0.017491352
1761,0.017395378
1762,0.016579595
1763,0.012284736
1764,0.011924831
1765,0.012956557
1766,0.0203226
1767,0.019962696
1768,0.015547869
1769,0.011420965
1770,0.011300997
1771,0.01125301
1772,0.011324991
1773,0.011396972
1774,0.01185285
1775,0.012764608
1776,0.011924831
1777,0.01151694
1778,0.011636908
1779,0.01264464
1780,0.012500678
1781,0.012212755
1782,0.012236748
1783,0.014132245
1784,0.015115983
1785,0.013652372
1786,0.012260742
1787,0.027352732
1788,0.035270628
1789,0.022482026
1790,0.015331926
1791,0.013940296
1792,0.095494625
1793,0.119728186
1794,0.079898769
1795,0.058544444
1796,0.051346356
1797,0.04726744
1798,0.044628142
1799,0.041029098
1800,0.03766999
1801,0.037909927
1802,0.046067759
1803,0.043188524
1804,0.04150897
1805,0.041269034
1806,0.037190118
1807,0.034070947
1808,0.031671584
1809,0.030471903
1810,0.038629735
1811,0.037190118
1812,0.038629735
1813,0.040789162
1814,0.038629735
1815,0.03766999
1816,0.040069353
1817,0.048707058
1818,0.090216028
1819,0.123087294
1820,0.095494625
1821,0.07030132
1822,0.057824635
1823,0.050626548
1824,0.057104826
1825,0.155478687
1826,0.107011565
1827,0.076539662
1828,0.061183742
1829,0.088296538
1830,0.071980873
1831,0.063343169
1832,0.079178961
1833,0.143481874
1834,0.125726592
1835,0.088536474
1836,0.065742531
1837,0.072460746
1838,0.233937839
1839,0.203225999
1840,0.166275818
1841,0.302319668
1842,0.21210364
1843,0.153079324
1844,0.123087294
1845,0.106771629
1846,0.09645437
1847,0.081578323
1848,0.073660427
1849,0.067901957
1850,0.062383424
1851,0.059264252
1852,0.059024316
1853,0.057344762
1854,0.052546038
1855,0.04726744
1856,0.041269034
1857,0.040549225
1858,0.043188524
1859,0.044628142
1860,0.046307695
1861,0.047987249
1862,0.048227185
1863,0.047987249
1864,0.047987249
1865,0.046307695
1866,0.046307695
1867,0.046307695
1868,0.045108014
1869,0.04342846
1870,0.048227185
1871,0.061183742
1872,0.05878438
1873,0.056624954
1874,0.054465528
1875,0.054225591
1876,0.05302591
1877,0.051826229
1878,0.067182149
1879,0.092135518
1880,0.10413233
1881,0.099333605
1882,0.088056602
1883,0.078219216
1884,0.070781192
1885,0.065022722
1886,0.06070387
1887,0.057584699
1888,0.053745719
1889,0.052066165
1890,0.04918693
1891,0.045827823
1892,0.04534795
1893,0.04534795
1894,0.049666803
1895,0.048707058
1896,0.058064571
1897,0.070541256
1898,0.168435244
1899,0.163636519
1900,0.138203277
1901,0.156198495
1902,0.115889206
1903,0.105092075
1904,0.092375454
1905,0.186190526
1906,0.261530507
1907,0.189069761
1908,0.187150271
1909,0.147800727
1910,0.12332723
1911,0.11181029
1912,0.09645437
1913,0.100053414
1914,0.184990845
1915,1.410825119
1916,2.022662543
1917,1.197281861
1918,0.786990883
1919,0.535057826
1920,0.419888428
1921,0.422287791
1922,0.376699904
1923,0.299920306
1924,0.364703092
1925,0.407891616
1926,0.295121581
1927,0.239936245
1928,0.222420899
1929,0.198907147
1930,0.177792757
1931,0.180432056
1932,0.369501817
1933,0.319115205
1934,0.234417711
1935,0.193868486
1936,0.162676774
1937,0.142522129
1938,0.127406146
1939,0.135563978
1940,0.162676774
1941,0.130765253
1942,0.134364297
1943,0.221221218
1944,0.195548039
1945,0.152359515
1946,0.150919898
1947,0.5686489
1948,0.607038699
1949,0.357505005
1950,0.251933057
1951,0.202506191
1952,0.167955371
1953,0.143961747
1954,0.126926273
1955,0.116848951
1956,0.114689525
1957,0.120208059
1958,0.101972904
1959,0.093575135
1960,0.087336793
1961,0.079418897
1962,0.076539662
1963,0.194828231
1964,0.24473497
1965,0.167955371
1966,0.131964935
1967,0.104852139
1968,0.093095263
1969,0.092375454
1970,0.095254689
1971,0.095974498
1972,0.09453488
1973,0.078459152
1974,0.143002002
1975,0.155718623
1976,0.119728186
1977,0.134364297
1978,0.115889206
1979,0.090935837
1980,0.073180555
1981,0.072460746
1982,0.084217622
1983,0.10605182
1984,0.081338387
1985,0.061423679
1986,0.051586293
1987,0.047747313
1988,0.040309289
1989,0.036470309
1990,0.047987249
1991,0.071740937
1992,0.056145081
1993,0.041748907
1994,0.038869672
1995,0.040549225
1996,0.034790755
1997,0.031671584
1998,0.026632923
1999,0.023801675
2000,0.020922441
2001,0.019650778
2002,0.018499084
2003,0.04726744
2004,0.03766999
2005,0.031431648
2006,0.028072541
2007,0.024953369
2008,0.025193306
2009,0.021042409
2010,0.025673178
2011,0.139163022
2012,0.136283787
2013,0.073660427
2014,0.046307695
2015,0.044628142
2016,0.036710245
2017,0.038869672
2018,0.033111202
2019,0.028312477
2020,0.023873656
2021,0.024953369
2022,0.024953369
2023,0.040789162
2024,0.039349544
2025,0.031671584
2026,0.027112796
2027,0.025433242
2028,0.023009886
2029,0.021282345
2030,0.01979474
2031,0.020250619
2032,0.018187167
2033,0.017155441
2034,0.017851257
2035,0.018882982
2036,0.018954963
2037,0.016915505
2038,0.01561985
2039,0.014996015
2040,0.014228219
2041,0.013940296
2042,0.012884576
2043,0.012524672
2044,0.012356717
2045,0.011708889
2046,0.011924831
2047,0.011348984
2048,0.01046122
2049,0.009765405
2050,0.00906959
2051,0.022937905
2052,0.089976092
2053,0.058304507
2054,0.039349544
2055,0.026392987
2056,0.018355123
2057,0.014084258
2058,0.01238071
2059,0.011181029
2060,0.010797131
2061,0.010893106
2062,0.010581188
2063,0.010941093
2064,0.009549463
2065,0.009525469
2066,0.011444959
2067,0.010389239
2068,0.008901635
2069,0.008853647
2070,0.010845118
2071,0.013532404
2072,0.025673178
2073,0.016819531
2074,0.012500678
2075,0.010677163
2076,0.011157035
2077,0.009717418
2078,0.008709686
2079,0.008661698
2080,0.008589718
2081,0.007869909
2082,0.007773934
2083,0.008469749
2084,0.00820582
2085,0.00794189
2086,0.007797928
2087,0.007581985
2088,0.007318055
2089,0.007078119
2090,0.010149303
2091,0.012308729
2092,0.009837386
2093,0.008109845
2094,0.007222081
2095,0.007030132
2096,0.006814189
2097,0.006334317
2098,0.006142368
2099,0.006430291
2100,0.007294062
2101,0.012068793
2102,0.013100519
2103,0.010749144
2104,0.011660901
2105,0.010413233
2106,0.009405501
2107,0.009933361
2108,0.010317259
2109,0.010413233
2110,0.01046122
2111,0.010797131
2112,0.010701157
2113,0.010941093
2114,0.010509208
2115,0.030231967
2116,0.119968122
2117,0.051346356
2118,0.034310883
2119,0.025673178
2120,0.020874453
2121,0.019506817
2122,0.319115205
2123,0.563850175
2124,0.254332419
2125,0.144201683
2126,0.088296538
2127,0.060463934
2128,0.046307695
2129,0.037190118
2130,0.033831011
2131,0.053745719
2132,0.058544444
2133,0.048227185
2134,0.040069353
2135,0.032151457
2136,0.029032286
2137,0.065262659
2138,0.054465528
2139,0.036950182
2140,0.029752094
2141,0.028312477
2142,0.030471903
2143,0.028072541
2144,0.038869672
2145,0.039109608
2146,0.029752094
2147,0.0549454
2148,0.153079324
2149,0.10221284
2150,0.071501001
2151,0.055425273
2152,0.076299726
2153,0.067662021
2154,0.089256283
2155,0.116129142
2156,0.085177367
2157,0.094774817
2158,0.086137112
2159,0.0741403
2160,0.068861702
2161,0.097414115
2162,0.150679962
2163,0.197467529
2164,0.271127957
2165,0.209224405
2166,0.227219624
2167,0.448680778
2168,0.292722219
2169,0.331112018
2170,1.221275486
2171,0.839776856
2172,0.494268664
2173,0.33351138
2174,0.256731782
2175,0.212583513
2176,0.180432056
2177,0.233457966
2178,0.268728594
2179,0.212823449
2180,0.174673586
2181,0.153079324
2182,0.139163022
2183,0.139642894
2184,0.17635314
2185,0.321514568
2186,0.287923494
2187,0.21594262
2188,0.183071355
2189,0.156678368
2190,0.13292468
2191,0.111090481
2192,0.10029335
2193,0.101253095
2194,0.097654052
2195,0.148040663
2196,0.268728594
2197,0.160517348
2198,0.145881237
2199,0.128365891
2200,0.112050226
2201,0.104612203
2202,0.097414115
2203,0.098853733
2204,0.098613797
2205,0.089736156
2206,0.085177367
2207,0.082298132
2208,0.079658833
2209,0.089736156
2210,0.419888428
2211,0.268728594
2212,0.15715824
2213,0.12716621
2214,0.112050226
2215,0.10605182
2216,0.103412521
2217,0.089976092
2218,0.247134332
2219,0.156678368
2220,0.127646082
2221,0.105332011
2222,0.091895582
2223,0.087816666
2224,0.099333605
2225,0.11372978
2226,0.095974498
2227,0.088296538
2228,0.084697494
2229,0.080858514
2230,0.078459152
2231,0.078939025
2232,0.082058196
2233,0.077739343
2234,0.074860108
2235,0.074380236
2236,0.073420491
2237,0.073420491
2238,0.073420491
2239,0.071980873
2240,0.067662021
2241,0.065982467
2242,0.065982467
2243,0.063343169
2244,0.064062977
2245,0.062143487
2246,0.060943806
2247,0.059504189
2248,0.057344762
2249,0.055425273
2250,0.053505783
2251,0.052066165
2252,0.0549454
2253,0.055185336
2254,0.062143487
2255,0.067422085
2256,0.059264252
2257,0.055905145
2258,0.055425273
2259,0.055905145
2260,0.060943806
2261,0.085657239
2262,0.138203277
2263,0.110610609
2264,0.105811884
2265,0.146840982
2266,0.135324042
2267,0.144921492
2268,0.180911929
2269,0.154758878
2270,0.114449589
2271,0.109650864
2272,0.108451183
2273,0.10029335
2274,0.093335199
2275,0.093815072
2276,0.148040663
2277,0.407891616
2278,0.419888428
2279,0.287923494
2280,0.239696308
2281,0.224100453
2282,0.256731782
2283,0.268728594
2284,0.427086516
2285,0.834978132
2286,0.820581957
2287,0.515862926
2288,0.453479502
2289,0.407891616
2290,0.388696716
2291,0.400693529
2292,0.465476315
2293,0.463076952
2294,0.407891616
2295,0.369501817
2296,0.331112018
2297,0.275926681
2298,0.236337201
2299,0.218821855
2300,0.196507784
2301,0.196267848
2302,0.46067759
2303,0.43188524
2304,0.314316481
2305,0.254332419
2306,0.212823449
2307,0.186430462
2308,0.161717029
2309,0.152359515
2310,0.141082512
2311,0.130285381
2312,0.118048632
2313,0.148520535
2314,0.128125955
2315,0.105571948
2316,0.092135518
2317,0.079658833
2318,0.07605979
2319,0.077499407
2320,0.072700682
2321,0.068861702
2322,0.066222404
2323,0.060943806
2324,0.05686489
2325,0.050386611
2326,0.043668397
2327,0.042468715
2328,0.040549225
2329,0.036470309
2330,0.036710245
2331,0.035990437
2332,0.031911521
2333,0.029752094
2334,0.029512158
2335,0.027592668
2336,0.025673178
2337,0.024953369
2338,0.020010683
2339,0.019578798
2340,0.022386052
2341,0.020538543
2342,0.020514549
2343,0.055665209
2344,0.340709467
2345,0.367102454
2346,0.171074542
2347,0.092375454
2348,0.058064571
2349,0.040069353
2350,0.032151457
2351,0.029752094
2352,0.032631329
2353,0.024953369
2354,0.0203226
2355,0.01813918
2356,0.015715824
2357,0.028312477
2358,0.04150897
2359,0.032871266
2360,0.025673178
2361,0.02005867
2362,0.016915505
2363,0.045827823
2364,0.094055008
2365,0.054465528
2366,0.042228779
2367,0.035510564
2368,0.033111202
2369,0.025193306
2370,0.109650864
2371,0.216902365
2372,0.125486656
2373,0.100533287
2374,0.121887612
2375,0.137483468
2376,0.072940618
2377,0.04534795
2378,0.033111202
2379,0.026872859
2380,0.023873656
2381,0.021066402
2382,0.119008377
2383,0.068141893
2384,0.036950182
2385,0.027592668
2386,0.023249822
2387,0.021162377
2388,0.016651575
2389,0.014708092
2390,0.015020009
2391,0.016435633
2392,0.014924034
2393,0.013100519
2394,0.011948825
2395,0.011085055
2396,0.010317259
2397,0.010245278
2398,0.011061061
2399,0.011540933
2400,0.01211678
2401,0.024713433
2402,0.028552413
2403,0.028792349
2404,0.019338861
2405,0.01456413
2406,0.011492946
2407,0.01621969
2408,0.017251416
2409,0.014252213
2410,0.012428697
2411,0.011396972
2412,0.011085055
2413,0.010821125
2414,0.018019212
2415,0.026392987
2416,0.01953081
2417,0.015763811
2418,0.013940296
2419,0.013892309
2420,0.012428697
2421,0.011181029
2422,0.01012531
2423,0.009165565
2424,0.008709686
2425,0.008421762
2426,0.008397769
2427,0.008445756
2428,0.008061858
2429,0.007749941
2430,0.007462017
2431,0.007342049
2432,0.007270068
2433,0.007054126
2434,0.006670228
2435,0.006334317
2436,0.006118374
2437,0.005854444
2438,0.005662495
2439,0.005350578
2440,0.004942687
2441,0.004798725
2442,0.004750738
2443,0.004654763
2444,0.005590515
2445,0.010389239
2446,0.009429494
2447,0.009261539
2448,0.011037067
2449,0.012308729
2450,0.010533201
2451,0.008877641
2452,0.00794189
2453,0.007390036
2454,0.006862177
2455,0.00628633
2456,0.005998406
2457,0.005998406
2458,0.005854444
2459,0.005782463
2460,0.005686489
2461,0.005638502
2462,0.005518534
2463,0.005446553
2464,0.027592668
2465,0.034790755
2466,0.023489758
2467,0.018259148
2468,0.015499881
2469,0.013556398
2470,0.012068793
2471,0.010677163
2472,0.021042409
2473,0.021426307
2474,0.016507614
2475,0.012788602
2476,0.011277004
2477,0.009933361
2478,0.009645437
2479,0.009093584
2480,0.008589718
2481,0.00854173
2482,0.00854173
2483,0.008397769
2484,0.008421762
2485,0.00854173
2486,0.008661698
2487,0.00854173
2488,0.00854173
2489,0.00880566
2490,0.008517737
2491,0.008349781
2492,0.010317259
2493,0.035990437
2494,0.031671584
2495,0.021498288
2496,0.016723556
2497,0.014396175
2498,0.0131725
2499,0.012572659
2500,0.011996812
2501,0.011732882
2502,0.011420965
2503,0.015667837
2504,0.017587327
2505,0.009789399
2506,0.012092787
2507,0.016891512
2508,0.018906976
2509,0.020682504
2510,0.018331129
2511,0.014780073
2512,0.012836589
2513,0.01211678
2514,0.012356717
2515,0.050386611
2516,0.069581511
2517,0.047987249
2518,0.034310883
2519,0.027352732
2520,0.024473497
2521,0.023705701
2522,0.023393784
2523,0.023465765
2524,0.024473497
2525,0.023081867
2526,0.021498288
2527,0.026872859
2528,0.037430054
2529,0.037430054
2530,0.033591074
2531,0.029272222
2532,0.026872859
2533,0.025433242
2534,0.024233561
2535,0.022601994
2536,0.020754485
2537,0.019602791
2538,0.01866704
2539,0.018619053
2540,0.028072541
2541,0.029272222
2542,0.055425273
2543,0.077499407
2544,0.06070387
2545,0.045108014
2546,0.040549225
2547,0.039349544
2548,0.04534795
2549,0.186670398
2550,0.172754096
2551,0.115889206
2552,0.097174179
2553,0.094774817
2554,0.087816666
2555,0.080378642
2556,0.079418897
2557,0.093815072
2558,0.086616984
2559,0.0741403
2560,0.064782786
2561,0.0549454
2562,0.049426866
2563,0.046067759
2564,0.043668397
2565,0.04342846
2566,0.101013159
2567,0.376699904
2568,0.249533694
2569,0.239216436
2570,0.153079324
2571,0.105811884
2572,0.118528505
2573,0.145401364
2574,0.120447995
2575,0.098133924
2576,0.084457558
2577,0.073420491
2578,0.063823041
2579,0.059264252
2580,0.056145081
2581,0.053745719
2582,0.054465528
2583,0.062383424
2584,0.060463934
2585,0.058064571
2586,0.055185336
2587,0.054705464
2588,0.059264252
2589,0.063103232
2590,0.071021128
2591,0.146361109
2592,0.154279005
2593,0.128365891
2594,0.108931055
2595,0.096934243
2596,0.087576729
2597,0.083257877
2598,0.083737749
2599,0.074620172
2600,0.066222404
2601,0.06646234
2602,0.061183742
2603,0.074860108
2604,0.227219624
2605,0.223860516
2606,0.153799133
2607,0.129565572
2608,0.159557603
2609,0.173233969
2610,0.138923086
2611,0.156198495
2612,0.858971756
2613,0.700613835
2614,0.381498629
2615,0.268728594
2616,0.21594262
2617,0.176833012
2618,0.206825043
2619,0.237536882
2620,0.190269442
2621,0.161717029
2622,0.145401364
2623,0.133164616
2624,0.125486656
2625,0.118288569
2626,0.11372978
2627,0.146121173
2628,0.144201683
2629,0.128125955
2630,0.117328824
2631,0.230098859
2632,0.350306917
2633,0.285524131
2634,0.229139114
2635,0.181391801
2636,0.154518942
2637,0.147080918
2638,0.146840982
2639,0.139882831
2640,0.129805508
2641,0.132204871
2642,0.14948028
2643,0.132204871
2644,0.151159834
2645,0.266329232
2646,0.199387019
2647,0.159557603
2648,0.142522129
2649,0.136043851
2650,0.142762066
2651,0.135803914
2652,0.131485062
2653,0.125726592
2654,0.168915116
2655,0.379099267
2656,0.268728594
2657,0.197707466
2658,0.163396583
2659,0.159557603
2660,0.167235563
2661,0.144441619
2662,0.127886018
2663,0.116369079
2664,0.107251501
2665,0.099093669
2666,0.094055008
2667,0.083497813
2668,0.07605979
2669,0.076299726
2670,0.090455964
2671,0.080618578
2672,0.072700682
2673,0.078219216
2674,0.09453488
2675,0.082778004
2676,0.077019535
2677,0.078699088
2678,0.071501001
2679,0.072940618
2680,0.098613797
2681,0.096214434
2682,0.093575135
2683,0.116848951
2684,0.127886018
2685,0.11564927
2686,0.096214434
2687,0.081338387
2688,0.075339981
2689,0.067422085
2690,0.061903551
2691,0.065262659
2692,0.061663615
2693,0.053505783
2694,0.049906739
2695,0.047747313
2696,0.044388205
2697,0.051586293
2698,0.049666803
2699,0.046787568
2700,0.04150897
2701,0.04534795
2702,0.047747313
2703,0.040309289
2704,0.034790755
2705,0.031431648
2706,0.028312477
2707,0.034070947
2708,0.0357505
2709,0.029272222
2710,0.026392987
2711,0.023993624
2712,0.022410045
2713,0.023585733
2714,0.055665209
2715,0.041988843
2716,0.032391393
2717,0.026632923
2718,0.02336979
2719,0.021546275
2720,0.022290077
2721,0.02171423
2722,0.023153848
2723,0.020298606
2724,0.016915505
2725,0.013676366
2726,0.01178087
2727,0.010869112
2728,0.010413233
2729,0.009957354
2730,0.009213552
2731,0.008757673
2732,0.008253807
2733,0.007821922
2734,0.007605979
2735,0.007342049
2736,0.008109845
2737,0.008349781
2738,0.007342049
2739,0.007246075
2740,0.007126106
2741,0.006550259
2742,0.006310323
2743,0.006310323
2744,0.005998406
2745,0.005806457
2746,0.0060224
2747,0.006166361
2748,0.00628633
2749,0.006142368
2750,0.005518534
2751,0.004726744
2752,0.004918693
2753,0.005086648
2754,0.004558789
2755,0.004246872
2756,0.004126903
2757,0.00357505
2758,0.003143165
2759,0.00304719
2760,0.002831248
2761,0.00271128
2762,0.00244735
2763,0.002063452
2764,0.001967477
2765,0.001679554
2766,0.001607573
2767,0.002735273
2768,0.003143165
2769,0.003071184
2770,0.002663292
2771,0.003671025
2772,0.003191152
2773,0.002663292
2774,0.002231407
2775,0.002015464
2776,0.001751535
2777,0.001487605
2778,0.001463611
2779,0.001703547
2780,0.001967477
2781,0.001511598
2782,0.00191949
2783,0.005710483
2784,0.003359107
2785,0.003071184
2786,0.003239139
2787,0.002903229
2788,0.002927222
2789,0.002855241
2790,0.002495337
2791,0.005638502
2792,0.00496668
2793,0.004438821
2794,0.003743005
2795,0.003503069
2796,0.003167158
2797,0.002903229
2798,0.002735273
2799,0.002279394
2800,0.002207413
2801,0.002375369
2802,0.00244735
2803,0.002231407
2804,0.002039458
2805,0.001823515
2806,0.002087445
2807,0.00271128
2808,0.002807254
2809,0.002591311
2810,0.002207413
2811,0.002375369
2812,0.002063452
2813,0.00191949
2814,0.001679554
2815,0.001487605
2816,0.001487605
2817,0.001487605
2818,0.001535592
2819,0.002999203
2820,0.002831248
2821,0.002351375
2822,0.002087445
2823,0.00191949
2824,0.00244735
2825,0.002135433
2826,0.001823515
2827,0.002423356
2828,0.002423356
2829,0.002279394
2830,0.002135433
2831,0.003071184
2832,0.003071184
2833,0.002999203
2834,0.00271128
2835,0.002471343
2836,0.002519331
2837,0.002615305
2838,0.002423356
2839,0.003455082
2840,0.004222878
2841,0.003551056
2842,0.00357505
2843,0.003743005
2844,0.003623037
2845,0.003431088
2846,0.003455082
2847,0.003479076
2848,0.005038661
2849,0.005158629
2850,0.00463077
2851,0.036470309
2852,0.137963341
2853,0.068141893
2854,0.038149863
2855,0.025913114
2856,0.01893097
2857,0.016243684
2858,0.041748907
2859,0.040789162
2860,0.031671584
2861,0.026872859
2862,0.02250602
2863,0.021018415
2864,0.019674772
2865,0.018427104
2866,0.018091193
2867,0.017563333
2868,0.021426307
2869,0.014852054
2870,0.014588124
2871,0.014924034
2872,0.015115983
2873,0.014540136
2874,0.013916302
2875,0.013892309
2876,0.018739021
2877,0.04726744
2878,0.04342846
2879,0.04342846
2880,0.036950182
2881,0.040309289
2882,0.039349544
2883,0.033111202
2884,0.031431648
2885,0.06070387
2886,0.053745719
2887,0.040789162
2888,0.028552413
2889,0.023993624
2890,0.027832604
2891,0.067662021
2892,0.345508192
2893,0.273527319
2894,0.153799133
2895,0.107731374
2896,0.085177367
2897,0.071501001
2898,0.067182149
2899,0.065502595
2900,0.06070387
2901,0.053265846
2902,0.045827823
2903,0.053265846
2904,0.057104826
2905,0.054705464
2906,0.049426866
2907,0.045827823
2908,0.047987249
2909,0.062143487
2910,0.086856921
2911,0.092135518
2912,0.071021128
2913,0.060463934
2914,0.055185336
2915,0.071021128
2916,0.109170991
2917,0.087816666
2918,0.1098908
2919,0.146121173
2920,0.116848951
2921,0.11564927
2922,0.095014753
2923,0.100773223
2924,0.088296538
2925,0.101493032
2926,0.362303729
2927,0.33351138
2928,0.216902365
2929,0.152359515
2930,0.126926273
2931,0.122847357
2932,0.10797131
2933,0.146361109
2934,0.254332419
2935,0.379099267
2936,0.261530507
2937,0.191948996
2938,0.156198495
2939,0.135324042
2940,0.134364297
2941,0.130525317
2942,0.1290857
2943,0.126686337
2944,0.144921492
2945,0.162436838
2946,0.172034287
2947,0.174673586
2948,0.181391801
2949,0.20826466
2950,0.214503003
2951,0.167475499
2952,0.136523723
2953,0.11564927
2954,0.110370673
2955,0.10221284
2956,0.092855327
2957,0.085657239
2958,0.084457558
2959,0.083257877
2960,0.081578323
2961,0.091175773
2962,0.103892394
2963,0.104852139
2964,0.10413233
2965,0.097174179
2966,0.099573542
2967,0.09453488
2968,0.089976092
2969,0.094055008
2970,0.086137112
2971,0.084697494
2972,0.114689525
2973,0.154518942
2974,0.140362703
2975,0.133644488
2976,0.18211161
2977,0.362303729
2978,0.583045075
2979,0.628632961
2980,0.405492254
2981,0.290322856
2982,0.247134332
2983,0.222660835
2984,0.177552821
2985,0.144441619
2986,0.125726592
2987,0.119008377
2988,0.118768441
2989,0.124526911
2990,0.123567166
2991,0.111570354
2992,0.098613797
2993,0.0906959
2994,0.086616984
2995,0.086856921
2996,0.099093669
2997,0.111570354
2998,0.103172585
2999,0.094294944
3000,0.089736156
3001,0.0906959
3002,0.102452776
3003,0.113249907
3004,0.099333605
3005,0.092855327
3006,0.091175773
3007,0.095254689
3008,0.128365891
3009,0.219301728
3010,0.410290978
3011,0.381498629
3012,0.307118393
3013,0.359904367
3014,0.347907555
3015,0.388696716
3016,0.68621766
3017,0.993336053
3018,0.822981319
3019,1.250067835
3020,0.767795983
3021,0.477473127
3022,0.359904367
3023,0.295121581
3024,0.24473497
3025,0.217382238
3026,0.177792757
3027,0.146601046
3028,0.128845763
3029,0.11564927
3030,0.112050226
3031,0.089496219
3032,0.084937431
3033,0.114689525
3034,0.159317666
3035,0.131485062
3036,0.103652458
3037,0.0906959
3038,0.162196901
3039,0.17827263
3040,0.134364297
3041,0.103172585
3042,0.086616984
3043,0.07797928
3044,0.087336793
3045,0.089256283
3046,0.071740937
3047,0.083977686
3048,0.24473497
3049,0.2197816
3050,0.153559197
3051,0.114929461
3052,0.09261539
3053,0.079418897
3054,0.069341575
3055,0.064782786
3056,0.266329232
3057,0.33351138
3058,0.251933057
3059,0.154998814
3060,0.104852139
3061,0.093095263
3062,0.082058196
3063,0.063343169
3064,0.05878438
3065,0.069821447
3066,0.061663615
3067,0.056385018
3068,0.616636149
3069,0.664623398
3070,0.340709467
3071,0.22937905
3072,0.196987657
3073,0.188829825
3074,0.24473497
3075,0.173233969
3076,0.128845763
3077,0.108691119
3078,0.12140774
3079,0.263929869
3080,0.43188524
3081,0.275926681
3082,0.199147083
3083,0.146361109
3084,0.108931055
3085,0.084937431
3086,0.068141893
3087,0.057104826
3088,0.049666803
3089,0.046067759
3090,0.088776411
3091,0.084937431
3092,0.081098451
3093,0.126206465
3094,0.105332011
3095,0.082538068
3096,0.056624954
3097,0.050386611
3098,0.046067759
3099,0.047987249
3100,0.044148269
3101,0.052785974
3102,0.047507376
3103,0.041988843
3104,0.065262659
3105,0.067422085
3106,0.056385018
3107,0.04150897
3108,0.033111202
3109,0.028552413
3110,0.034550819
3111,0.043188524
3112,0.057104826
3113,0.041748907
3114,0.03766999
3115,0.035510564
3116,0.037190118
3117,0.038629735
3118,0.044628142
3119,0.042228779
3120,0.036470309
3121,0.027592668
3122,0.023033879
3123,0.019362855
3124,0.020538543
3125,0.017587327
3126,0.0143002
3127,0.031191712
3128,0.081338387
3129,0.056624954
3130,0.045827823
3131,0.039349544
3132,0.031191712
3133,0.025433242
3134,0.021306339
3135,0.01866704
3136,0.020466562
3137,0.024713433
3138,0.021234358
3139,0.023801675
3140,0.034550819
3141,0.026153051
3142,0.023921644
3143,0.020826466
3144,0.0203226
3145,0.018355123
3146,0.016675569
3147,0.015811799
3148,0.01370036
3149,0.012332723
3150,0.011109048
3151,0.010557195
3152,0.010149303
3153,0.010269271
3154,0.009669431
3155,0.008517737
3156,0.007773934
3157,0.008685692
3158,0.00854173
3159,0.00820582
3160,0.007581985
3161,0.007605979
3162,0.006790196
3163,0.006382304
3164,0.006262336
3165,0.005902432
3166,0.00549454
3167,0.004990674
3168,0.011636908
3169,0.017659308
3170,0.012020806
3171,0.012524672
3172,0.13100519
3173,0.129805508
3174,0.071740937
3175,0.04342846
3176,0.030711839
3177,0.023753688
3178,0.017179435
3179,0.013820328
3180,0.018954963
3181,0.072940618
3182,0.030711839
3183,0.021138383
3184,0.01761132
3185,0.017083461
3186,0.018163174
3187,0.015163971
3188,0.013124513
3189,0.011660901
3190,0.01012531
3191,0.00906959
3192,0.008565724
3193,0.008061858
3194,0.007126106
3195,0.00688617
