                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
   760.992,   1,  0.12645632E+09,   0.41309350E+08,  -0.54476238E+09,  -0.27634203E+09,  -0.25815215E+08,   0.47111907E+08,   0.60870067E+09,   0.00000000E+00,  -0.42862688E-09,
   761.993,   1,  0.12650648E+09,   0.41309350E+08,  -0.54543430E+09,  -0.27635672E+09,  -0.25815298E+08,   0.47254139E+08,   0.60880649E+09,   0.00000000E+00,  -0.41160992E-09,
   762.999,   1,  0.12656028E+09,   0.41623306E+08,  -0.54609595E+09,  -0.27642249E+09,  -0.25815373E+08,   0.47300306E+08,   0.60892648E+09,   0.00000000E+00,  -0.40607074E-09,
   764.000,   1,  0.12662264E+09,   0.41990731E+08,  -0.54676142E+09,  -0.27661511E+09,  -0.25815425E+08,   0.47196055E+08,   0.60907028E+09,   0.00000000E+00,  -0.40269641E-09,
   764.995,   1,  0.12668749E+09,   0.41990731E+08,  -0.54742878E+09,  -0.27687095E+09,  -0.25815491E+08,   0.46992392E+08,   0.60921715E+09,   0.00000000E+00,  -0.37229051E-09,
   765.992,   1,  0.12674988E+09,   0.41990731E+08,  -0.54809133E+09,  -0.27706536E+09,  -0.25815575E+08,   0.46841434E+08,   0.60935485E+09,   0.00000000E+00,  -0.37619724E-09,
   766.993,   1,  0.12681955E+09,   0.42095474E+08,  -0.54876381E+09,  -0.27716293E+09,  -0.25815616E+08,   0.46861647E+08,   0.60950592E+09,   0.00000000E+00,  -0.37663565E-09,
   767.997,   1,  0.12690026E+09,   0.42107566E+08,  -0.54943827E+09,  -0.27719503E+09,  -0.25815649E+08,   0.46999659E+08,   0.60967270E+09,   0.00000000E+00,  -0.35867059E-09,
   768.992,   1,  0.12698102E+09,   0.42111597E+08,  -0.55011091E+09,  -0.27720929E+09,  -0.25815681E+08,   0.47112429E+08,   0.60983461E+09,   0.00000000E+00,  -0.35692710E-09,
   770.000,   1,  0.12705566E+09,   0.42228542E+08,  -0.55078453E+09,  -0.27722268E+09,  -0.25815749E+08,   0.47106573E+08,   0.60998693E+09,   0.00000000E+00,  -0.34554149E-09,
   770.995,   1,  0.12712297E+09,   0.42228542E+08,  -0.55146088E+09,  -0.27723564E+09,  -0.25815906E+08,   0.47038605E+08,   0.61012795E+09,   0.00000000E+00,  -0.33400450E-09,
   771.995,   1,  0.12718294E+09,   0.42228542E+08,  -0.55212714E+09,  -0.27724903E+09,  -0.25816003E+08,   0.47000798E+08,   0.61025913E+09,   0.00000000E+00,  -0.32063245E-09,
   772.996,   1,  0.12723921E+09,   0.42228542E+08,  -0.55278588E+09,  -0.27726243E+09,  -0.25816109E+08,   0.46997173E+08,   0.61038678E+09,   0.00000000E+00,  -0.30664750E-09,
   773.997,   1,  0.12729426E+09,   0.42228542E+08,  -0.55344658E+09,  -0.27727581E+09,  -0.25816186E+08,   0.46979719E+08,   0.61051487E+09,   0.00000000E+00,  -0.30939013E-09,
   774.996,   1,  0.12735052E+09,   0.42228542E+08,  -0.55410808E+09,  -0.27728921E+09,  -0.25816259E+08,   0.46944154E+08,   0.61064645E+09,   0.00000000E+00,  -0.28584256E-09,
   775.994,   1,  0.12741167E+09,   0.42228542E+08,  -0.55477580E+09,  -0.27730217E+09,  -0.25816308E+08,   0.46907582E+08,   0.61078636E+09,   0.00000000E+00,  -0.27786550E-09,
   776.997,   1,  0.12747406E+09,   0.42228542E+08,  -0.55543734E+09,  -0.27731556E+09,  -0.25816467E+08,   0.46887903E+08,   0.61092458E+09,   0.00000000E+00,  -0.26878176E-09,
   777.997,   1,  0.12753644E+09,   0.42228542E+08,  -0.55610835E+09,  -0.27732938E+09,  -0.25816577E+08,   0.46880307E+08,   0.61106052E+09,   0.00000000E+00,  -0.26496141E-09,
   778.993,   1,  0.12761342E+09,   0.42228542E+08,  -0.55677549E+09,  -0.27734321E+09,  -0.25816605E+08,   0.46867631E+08,   0.61122247E+09,   0.00000000E+00,  -0.27985187E-09,
   779.997,   1,  0.12772460E+09,   0.42280914E+08,  -0.55743457E+09,  -0.27735660E+09,  -0.25816611E+08,   0.46860829E+08,   0.61143278E+09,   0.00000000E+00,  -0.28540879E-09,
   780.996,   1,  0.12785307E+09,   0.42280914E+08,  -0.55808614E+09,  -0.27736956E+09,  -0.25816756E+08,   0.46896950E+08,   0.61165059E+09,   0.00000000E+00,  -0.26745955E-09,
   781.997,   1,  0.12796567E+09,   0.42280914E+08,  -0.55871964E+09,  -0.27738295E+09,  -0.25816929E+08,   0.46979990E+08,   0.61183362E+09,   0.00000000E+00,  -0.27111467E-09,
   782.991,   1,  0.12805869E+09,   0.42313132E+08,  -0.55937423E+09,  -0.27739678E+09,  -0.25817003E+08,   0.47092619E+08,   0.61216675E+09,   0.00000000E+00,  -0.26604045E-09,
   783.996,   1,  0.12814067E+09,   0.42313132E+08,  -0.56004499E+09,  -0.27741060E+09,  -0.25817114E+08,   0.47250294E+08,   0.61271315E+09,   0.00000000E+00,  -0.26089803E-09,
   784.997,   1,  0.12821410E+09,   0.42313132E+08,  -0.56070721E+09,  -0.27742442E+09,  -0.25817264E+08,   0.47470663E+08,   0.61314288E+09,   0.00000000E+00,  -0.23646312E-09,
   785.994,   1,  0.12829963E+09,   0.42321194E+08,  -0.56135861E+09,  -0.27743825E+09,  -0.25817359E+08,   0.47757204E+08,   0.61338130E+09,   0.00000000E+00,  -0.23019609E-09,
   786.995,   1,  0.12842428E+09,   0.42973784E+08,  -0.56200202E+09,  -0.27745164E+09,  -0.25817384E+08,   0.48041921E+08,   0.61362315E+09,   0.00000000E+00,  -0.23780465E-09,
   787.999,   1,  0.12855892E+09,   0.42977815E+08,  -0.56265018E+09,  -0.27746460E+09,  -0.25817463E+08,   0.48278916E+08,   0.61387134E+09,   0.00000000E+00,  -0.21956429E-09,
   788.997,   1,  0.12868975E+09,   0.43123139E+08,  -0.56330374E+09,  -0.27747799E+09,  -0.25817499E+08,   0.48497941E+08,   0.61411534E+09,   0.00000000E+00,  -0.22547553E-09,
   789.998,   1,  0.12884500E+09,   0.43445322E+08,  -0.56396798E+09,  -0.27749182E+09,  -0.25817521E+08,   0.48751723E+08,   0.61440670E+09,   0.00000000E+00,  -0.21526410E-09,
   790.993,   1,  0.12900898E+09,   0.43445322E+08,  -0.56464174E+09,  -0.27750564E+09,  -0.25817600E+08,   0.49076901E+08,   0.61471366E+09,   0.00000000E+00,  -0.21332365E-09,
   791.999,   1,  0.12915584E+09,   0.43445322E+08,  -0.56530578E+09,  -0.27751903E+09,  -0.25817697E+08,   0.49395724E+08,   0.61499953E+09,   0.00000000E+00,  -0.18147279E-09,
   792.993,   1,  0.12928678E+09,   0.43445322E+08,  -0.56596690E+09,  -0.27753242E+09,  -0.25817840E+08,   0.49673052E+08,   0.61526507E+09,   0.00000000E+00,  -0.18203255E-09,
   793.990,   1,  0.12941155E+09,   0.43445322E+08,  -0.56662569E+09,  -0.27754582E+09,  -0.25817937E+08,   0.49876582E+08,   0.61552680E+09,   0.00000000E+00,  -0.17337564E-09,
   794.997,   1,  0.12961764E+09,   0.43453383E+08,  -0.56728359E+09,  -0.27757764E+09,  -0.25817955E+08,   0.49692162E+08,   0.61596748E+09,   0.00000000E+00,  -0.17616318E-09,
   795.999,   1,  0.13100461E+09,   0.43630240E+08,  -0.56795245E+09,  -0.27763678E+09,  -0.25817955E+08,   0.48995112E+08,   0.61873224E+09,   0.00000000E+00,  -0.19627584E-09,
   797.000,   1,  0.13327921E+09,   0.44190974E+08,  -0.56862079E+09,  -0.27767745E+09,  -0.25837505E+08,   0.47955911E+08,   0.62283238E+09,   0.00000000E+00,  -0.22490078E-09,
   797.999,   1,  0.13476100E+09,   0.44190974E+08,  -0.56927691E+09,  -0.27769128E+09,  -0.25864210E+08,   0.47071769E+08,   0.62530664E+09,   0.00000000E+00,  -0.23874196E-09,
   799.000,   1,  0.13551149E+09,   0.44190974E+08,  -0.56991741E+09,  -0.27776836E+09,  -0.25882805E+08,   0.46719797E+08,   0.62673572E+09,   0.00000000E+00,  -0.25063303E-09,
   800.000,   1,  0.13626180E+09,   0.44231281E+08,  -0.57055056E+09,  -0.27796421E+09,  -0.25891400E+08,   0.46750162E+08,   0.62823943E+09,   0.00000000E+00,  -0.27784746E-09,
   801.000,   1,  0.13733766E+09,   0.44617900E+08,  -0.57118533E+09,  -0.27809729E+09,  -0.25892196E+08,   0.46888994E+08,   0.63029406E+09,   0.00000000E+00,  -0.31530777E-09,
   801.999,   1,  0.13840007E+09,   0.44617900E+08,  -0.57183203E+09,  -0.27814340E+09,  -0.25904427E+08,   0.46949162E+08,   0.63224770E+09,   0.00000000E+00,  -0.41010726E-09,
   802.999,   1,  0.13918091E+09,   0.44617900E+08,  -0.57247940E+09,  -0.27836405E+09,  -0.25917346E+08,   0.46959724E+08,   0.63372115E+09,   0.00000000E+00,  -0.41312340E-09,
   803.999,   1,  0.13979772E+09,   0.44617900E+08,  -0.57311964E+09,  -0.27901597E+09,  -0.25928747E+08,   0.47002006E+08,   0.63493497E+09,   0.00000000E+00,  -0.40790616E-09,
   804.995,   1,  0.14038595E+09,   0.44617900E+08,  -0.57376182E+09,  -0.27987477E+09,  -0.25939489E+08,   0.47028519E+08,   0.63610768E+09,   0.00000000E+00,  -0.41495192E-09,
   805.996,   1,  0.14113648E+09,   0.44834405E+08,  -0.57440177E+09,  -0.28067128E+09,  -0.25945591E+08,   0.46961698E+08,   0.63755811E+09,   0.00000000E+00,  -0.43653466E-09,
   806.999,   1,  0.14203917E+09,   0.44834405E+08,  -0.57504708E+09,  -0.28175881E+09,  -0.25953171E+08,   0.46812580E+08,   0.63926775E+09,   0.00000000E+00,  -0.47162681E-09,
   807.999,   1,  0.14298837E+09,   0.44834405E+08,  -0.57568613E+09,  -0.28317043E+09,  -0.25970755E+08,   0.46597918E+08,   0.64107067E+09,   0.00000000E+00,  -0.51462704E-09,
   808.999,   1,  0.14382920E+09,   0.44834405E+08,  -0.57631705E+09,  -0.28463663E+09,  -0.25993593E+08,   0.46431389E+08,   0.64269348E+09,   0.00000000E+00,  -0.60545949E-09,
   809.996,   1,  0.14445961E+09,   0.44834405E+08,  -0.57696172E+09,  -0.28616000E+09,  -0.26025214E+08,   0.46398906E+08,   0.64395423E+09,   0.00000000E+00,  -0.53362508E-09,
   811.000,   1,  0.14497720E+09,   0.44963317E+08,  -0.57760586E+09,  -0.28772477E+09,  -0.26042452E+08,   0.46526398E+08,   0.64502555E+09,   0.00000000E+00,  -0.53131128E-09,
   811.999,   1,  0.14543724E+09,   0.44963317E+08,  -0.57825451E+09,  -0.28924120E+09,  -0.26059048E+08,   0.46769815E+08,   0.64599021E+09,   0.00000000E+00,  -0.54505468E-09,
   812.999,   1,  0.14584351E+09,   0.44963317E+08,  -0.57890301E+09,  -0.29072641E+09,  -0.26081928E+08,   0.47024198E+08,   0.64684978E+09,   0.00000000E+00,  -0.50289885E-09,
   813.993,   1,  0.14619351E+09,   0.44963317E+08,  -0.57953716E+09,  -0.29220948E+09,  -0.26103649E+08,   0.47233721E+08,   0.64759971E+09,   0.00000000E+00,  -0.53754292E-09,
   814.999,   1,  0.14649695E+09,   0.44963317E+08,  -0.58017379E+09,  -0.29367573E+09,  -0.26139782E+08,   0.47428217E+08,   0.64825888E+09,   0.00000000E+00,  -0.52379341E-09,
   816.000,   1,  0.14676612E+09,   0.44963317E+08,  -0.58081120E+09,  -0.29511563E+09,  -0.26190939E+08,   0.47663719E+08,   0.64884689E+09,   0.00000000E+00,  -0.50342145E-09,
   816.997,   1,  0.14700959E+09,   0.44963317E+08,  -0.58145639E+09,  -0.29627823E+09,  -0.26246005E+08,   0.47881178E+08,   0.64937790E+09,   0.00000000E+00,  -0.45650374E-09,
   817.995,   1,  0.14723348E+09,   0.44963317E+08,  -0.58210116E+09,  -0.29712082E+09,  -0.26303889E+08,   0.48050101E+08,   0.64986561E+09,   0.00000000E+00,  -0.43038398E-09,
   818.996,   1,  0.14744147E+09,   0.44963317E+08,  -0.58273804E+09,  -0.29786922E+09,  -0.26339626E+08,   0.48217709E+08,   0.65031799E+09,   0.00000000E+00,  -0.44310920E-09,
   819.998,   1,  0.14763844E+09,   0.44963317E+08,  -0.58337896E+09,  -0.29848740E+09,  -0.26366106E+08,   0.48387053E+08,   0.65074780E+09,   0.00000000E+00,  -0.41379222E-09,
   820.993,   1,  0.14784753E+09,   0.45060109E+08,  -0.58400893E+09,  -0.29894743E+09,  -0.26383409E+08,   0.48475356E+08,   0.65120869E+09,   0.00000000E+00,  -0.40550041E-09,
   822.000,   1,  0.14809089E+09,   0.45217773E+08,  -0.58464210E+09,  -0.29934012E+09,  -0.26400078E+08,   0.48447128E+08,   0.65173293E+09,   0.00000000E+00,  -0.39955110E-09,
   823.000,   1,  0.14836364E+09,   0.45217773E+08,  -0.58528063E+09,  -0.29973281E+09,  -0.26420293E+08,   0.48384056E+08,   0.65230239E+09,   0.00000000E+00,  -0.37780577E-09,
   823.997,   1,  0.14865110E+09,   0.45217773E+08,  -0.58592101E+09,  -0.30012507E+09,  -0.26456733E+08,   0.48350828E+08,   0.65290499E+09,   0.00000000E+00,  -0.33428195E-09,
   825.000,   1,  0.14898242E+09,   0.45452212E+08,  -0.58656158E+09,  -0.30051732E+09,  -0.26471095E+08,   0.48349380E+08,   0.65361838E+09,   0.00000000E+00,  -0.32652434E-09,
   825.999,   1,  0.14933967E+09,   0.45488543E+08,  -0.58719301E+09,  -0.30090915E+09,  -0.26477457E+08,   0.48349668E+08,   0.65439328E+09,   0.00000000E+00,  -0.33162679E-09,
   826.999,   1,  0.14964926E+09,   0.45488543E+08,  -0.58783133E+09,  -0.30130097E+09,  -0.26514248E+08,   0.48393888E+08,   0.65506227E+09,   0.00000000E+00,  -0.31831630E-09,
   827.996,   1,  0.14990625E+09,   0.45488543E+08,  -0.58847146E+09,  -0.30169323E+09,  -0.26538096E+08,   0.48482304E+08,   0.65561775E+09,   0.00000000E+00,  -0.29578260E-09,
   828.999,   1,  0.15012413E+09,   0.45488543E+08,  -0.58911490E+09,  -0.30208505E+09,  -0.26566697E+08,   0.48577156E+08,   0.65607758E+09,   0.00000000E+00,  -0.26438083E-09,
   829.995,   1,  0.15031015E+09,   0.45488543E+08,  -0.58976460E+09,  -0.30247687E+09,  -0.26592785E+08,   0.48676672E+08,   0.65646168E+09,   0.00000000E+00,  -0.23586896E-09,
   830.994,   1,  0.15047899E+09,   0.45488543E+08,  -0.59041735E+09,  -0.30286913E+09,  -0.26617983E+08,   0.48774161E+08,   0.65681194E+09,   0.00000000E+00,  -0.18494961E-09,
   831.999,   1,  0.15063803E+09,   0.45488543E+08,  -0.59107845E+09,  -0.30326096E+09,  -0.26621303E+08,   0.48865048E+08,   0.65714423E+09,   0.00000000E+00,  -0.18146700E-09,
   832.995,   1,  0.15081290E+09,   0.45646206E+08,  -0.59173013E+09,  -0.30365235E+09,  -0.26637537E+08,   0.48941104E+08,   0.65752626E+09,   0.00000000E+00,  -0.16443291E-09,
   834.000,   1,  0.15104885E+09,   0.45916291E+08,  -0.59237763E+09,  -0.30404331E+09,  -0.26651684E+08,   0.48995729E+08,   0.65806200E+09,   0.00000000E+00,  -0.10086764E-09,
   834.998,   1,  0.15130703E+09,   0.45916291E+08,  -0.59302792E+09,  -0.30443427E+09,  -0.26668912E+08,   0.49037201E+08,   0.65864858E+09,   0.00000000E+00,  -0.93490251E-10,
   835.996,   1,  0.15153218E+09,   0.45916291E+08,  -0.59365858E+09,  -0.30482566E+09,  -0.26701631E+08,   0.49044982E+08,   0.65914784E+09,   0.00000000E+00,  -0.87447585E-10,
   836.999,   1,  0.15207507E+09,   0.46194602E+08,  -0.59429613E+09,  -0.30519899E+09,  -0.26732438E+08,   0.48984366E+08,   0.66043239E+09,   0.00000000E+00,  -0.10106594E-09,
   837.998,   1,  0.15299365E+09,   0.46892434E+08,  -0.59494650E+09,  -0.30547352E+09,  -0.26750374E+08,   0.48821252E+08,   0.66245815E+09,   0.00000000E+00,  -0.83576599E-10,
   838.997,   1,  0.15375393E+09,   0.46892434E+08,  -0.59558853E+09,  -0.30561409E+09,  -0.26787772E+08,   0.48536157E+08,   0.66402618E+09,   0.00000000E+00,  -0.42579995E-10,
   839.999,   1,  0.15425570E+09,   0.46989226E+08,  -0.59622692E+09,  -0.30579346E+09,  -0.26802464E+08,   0.48263460E+08,   0.66512680E+09,   0.00000000E+00,  -0.12537819E-10,
   841.000,   1,  0.15466198E+09,   0.46989226E+08,  -0.59686837E+09,  -0.30612499E+09,  -0.26816989E+08,   0.48124513E+08,   0.66604303E+09,   0.00000000E+00,  -0.26119301E-10,
   841.998,   1,  0.15498870E+09,   0.46989226E+08,  -0.59751919E+09,  -0.30651638E+09,  -0.26869758E+08,   0.48116149E+08,   0.66677986E+09,   0.00000000E+00,  -0.94609611E-10,
   842.996,   1,  0.15527982E+09,   0.46989226E+08,  -0.59816091E+09,  -0.30690820E+09,  -0.26904183E+08,   0.48155090E+08,   0.66743909E+09,   0.00000000E+00,  -0.70755998E-10,
   843.996,   1,  0.15562217E+09,   0.47245867E+08,  -0.59879440E+09,  -0.30730046E+09,  -0.26921627E+08,   0.48186162E+08,   0.66820936E+09,   0.00000000E+00,  -0.83497178E-10,
   844.998,   1,  0.15598069E+09,   0.47250028E+08,  -0.59943579E+09,  -0.30769185E+09,  -0.26925738E+08,   0.48235379E+08,   0.66900368E+09,   0.00000000E+00,  -0.71743496E-10,
   845.997,   1,  0.15628781E+09,   0.47274933E+08,  -0.60008488E+09,  -0.30823221E+09,  -0.26930026E+08,   0.48291404E+08,   0.66968005E+09,   0.00000000E+00,  -0.88409250E-10,
   846.998,   1,  0.15656308E+09,   0.47274933E+08,  -0.60075427E+09,  -0.30889458E+09,  -0.26934190E+08,   0.48343249E+08,   0.67028698E+09,   0.00000000E+00,  -0.93863670E-10,
   847.999,   1,  0.15682610E+09,   0.47274933E+08,  -0.60142575E+09,  -0.30946802E+09,  -0.26934673E+08,   0.48374699E+08,   0.67086386E+09,   0.00000000E+00,  -0.13438025E-09,
   848.999,   1,  0.15708422E+09,   0.47307151E+08,  -0.60210683E+09,  -0.30998469E+09,  -0.26934673E+08,   0.48404459E+08,   0.67141872E+09,   0.00000000E+00,  -0.15081825E-09,
   849.998,   1,  0.15732402E+09,   0.47307151E+08,  -0.60278815E+09,  -0.31054187E+09,  -0.26968351E+08,   0.48464763E+08,   0.67192600E+09,   0.00000000E+00,  -0.17795214E-09,
   850.998,   1,  0.15752837E+09,   0.47307151E+08,  -0.60345098E+09,  -0.31109841E+09,  -0.27008801E+08,   0.48564329E+08,   0.67236126E+09,   0.00000000E+00,  -0.22980400E-09,
   851.997,   1,  0.15770456E+09,   0.47307151E+08,  -0.60412542E+09,  -0.31163833E+09,  -0.27051940E+08,   0.48692194E+08,   0.67274507E+09,   0.00000000E+00,  -0.25202010E-09,
   852.997,   1,  0.15786483E+09,   0.47307151E+08,  -0.60481479E+09,  -0.31218013E+09,  -0.27090191E+08,   0.48815337E+08,   0.67310222E+09,   0.00000000E+00,  -0.24060148E-09,
   853.997,   1,  0.15802384E+09,   0.47307151E+08,  -0.60550042E+09,  -0.31269251E+09,  -0.27114083E+08,   0.48943313E+08,   0.67345276E+09,   0.00000000E+00,  -0.24033747E-09,
   854.998,   1,  0.15819898E+09,   0.47444250E+08,  -0.60617509E+09,  -0.31318330E+09,  -0.27128116E+08,   0.49048970E+08,   0.67381327E+09,   0.00000000E+00,  -0.23566161E-09,
   855.998,   1,  0.15837919E+09,   0.47456342E+08,  -0.60687272E+09,  -0.31363352E+09,  -0.27181068E+08,   0.49097414E+08,   0.67416054E+09,   0.00000000E+00,  -0.27740351E-09,
   856.998,   1,  0.15854119E+09,   0.47456342E+08,  -0.60754839E+09,  -0.31404008E+09,  -0.27234643E+08,   0.49088032E+08,   0.67447145E+09,   0.00000000E+00,  -0.25618016E-09,
   857.999,   1,  0.15868690E+09,   0.47476495E+08,  -0.60820164E+09,  -0.31443147E+09,  -0.27262579E+08,   0.49079686E+08,   0.67476290E+09,   0.00000000E+00,  -0.24198717E-09,
   859.000,   1,  0.15882770E+09,   0.47549021E+08,  -0.60887738E+09,  -0.31482330E+09,  -0.27288408E+08,   0.49125997E+08,   0.67505496E+09,   0.00000000E+00,  -0.21181518E-09,
   859.997,   1,  0.15896277E+09,   0.47549021E+08,  -0.60954884E+09,  -0.31519316E+09,  -0.27337569E+08,   0.49163520E+08,   0.67534100E+09,   0.00000000E+00,  -0.22452192E-09,
   860.998,   1,  0.15910134E+09,   0.47549021E+08,  -0.61021995E+09,  -0.31548108E+09,  -0.27377751E+08,   0.49133855E+08,   0.67562052E+09,   0.00000000E+00,  -0.23461160E-09,
   862.000,   1,  0.15927738E+09,   0.47561113E+08,  -0.61089427E+09,  -0.31564162E+09,  -0.27405268E+08,   0.49044077E+08,   0.67591564E+09,   0.00000000E+00,  -0.22882087E-09,
   862.998,   1,  0.15946522E+09,   0.47561113E+08,  -0.61158300E+09,  -0.31569489E+09,  -0.27438131E+08,   0.48958309E+08,   0.67620741E+09,   0.00000000E+00,  -0.20973288E-09,
   864.000,   1,  0.15961403E+09,   0.47561113E+08,  -0.61226432E+09,  -0.31570829E+09,  -0.27468951E+08,   0.48932281E+08,   0.67646218E+09,   0.00000000E+00,  -0.21400270E-09,
   864.999,   1,  0.15975930E+09,   0.47565143E+08,  -0.61292157E+09,  -0.31572168E+09,  -0.27495336E+08,   0.48948674E+08,   0.67673926E+09,   0.00000000E+00,  -0.22369890E-09,
   865.999,   1,  0.16000233E+09,   0.48113539E+08,  -0.61356831E+09,  -0.31573550E+09,  -0.27510584E+08,   0.48944452E+08,   0.67718528E+09,   0.00000000E+00,  -0.22884429E-09,
   866.998,   1,  0.16035698E+09,   0.48275315E+08,  -0.61420247E+09,  -0.31580186E+09,  -0.27545104E+08,   0.48850767E+08,   0.67793830E+09,   0.00000000E+00,  -0.25097980E-09,
   867.999,   1,  0.16073744E+09,   0.48420640E+08,  -0.61484976E+09,  -0.31601927E+09,  -0.27576861E+08,   0.48669266E+08,   0.67900883E+09,   0.00000000E+00,  -0.23322732E-09,
   869.000,   1,  0.16110445E+09,   0.48517432E+08,  -0.61549778E+09,  -0.31637295E+09,  -0.27596745E+08,   0.48469799E+08,   0.68019737E+09,   0.00000000E+00,  -0.22013914E-09,
   870.000,   1,  0.16145556E+09,   0.48662756E+08,  -0.61614262E+09,  -0.31676434E+09,  -0.27607400E+08,   0.48326072E+08,   0.68135347E+09,   0.00000000E+00,  -0.20296545E-09,
   871.000,   1,  0.16177126E+09,   0.48703063E+08,  -0.61679995E+09,  -0.31715573E+09,  -0.27614966E+08,   0.48252559E+08,   0.68244950E+09,   0.00000000E+00,  -0.20938693E-09,
   871.999,   1,  0.16202764E+09,   0.48703063E+08,  -0.61746130E+09,  -0.31754712E+09,  -0.27625999E+08,   0.48220958E+08,   0.68345471E+09,   0.00000000E+00,  -0.21746161E-09,
   872.999,   1,  0.16223821E+09,   0.48707094E+08,  -0.61812030E+09,  -0.31793852E+09,  -0.27649882E+08,   0.48202835E+08,   0.68442670E+09,   0.00000000E+00,  -0.20972715E-09,
   873.999,   1,  0.16245394E+09,   0.48791684E+08,  -0.61879189E+09,  -0.31832991E+09,  -0.27666302E+08,   0.48163713E+08,   0.68529653E+09,   0.00000000E+00,  -0.18787640E-09,
   874.998,   1,  0.16268125E+09,   0.48831991E+08,  -0.61950371E+09,  -0.31872130E+09,  -0.27666417E+08,   0.48070952E+08,   0.68591076E+09,   0.00000000E+00,  -0.16777525E-09,
   876.000,   1,  0.16289595E+09,   0.48831991E+08,  -0.62024056E+09,  -0.31911312E+09,  -0.27684821E+08,   0.47952833E+08,   0.68654408E+09,   0.00000000E+00,  -0.15016677E-09,
   876.998,   1,  0.16308501E+09,   0.48831991E+08,  -0.62101129E+09,  -0.31950538E+09,  -0.27700824E+08,   0.47905861E+08,   0.68758955E+09,   0.00000000E+00,  -0.12847367E-09,
   878.000,   1,  0.16323332E+09,   0.48831991E+08,  -0.62178259E+09,  -0.31989807E+09,  -0.27718637E+08,   0.47975696E+08,   0.68883527E+09,   0.00000000E+00,  -0.13795348E-09,
   878.999,   1,  0.16334883E+09,   0.48831991E+08,  -0.62252813E+09,  -0.32029076E+09,  -0.27734896E+08,   0.48094521E+08,   0.69001236E+09,   0.00000000E+00,  -0.12032791E-09,
   879.998,   1,  0.16344158E+09,   0.48831991E+08,  -0.62330969E+09,  -0.32068387E+09,  -0.27755845E+08,   0.48169050E+08,   0.69115909E+09,   0.00000000E+00,  -0.10670534E-09,
   881.000,   1,  0.16351952E+09,   0.48860233E+08,  -0.62412492E+09,  -0.32107700E+09,  -0.27778699E+08,   0.48171585E+08,   0.69231979E+09,   0.00000000E+00,  -0.13536245E-09,
   881.999,   1,  0.16359133E+09,   0.48860233E+08,  -0.62493915E+09,  -0.32146925E+09,  -0.27839197E+08,   0.48121362E+08,   0.69359010E+09,   0.00000000E+00,  -0.14246733E-09,
   882.999,   1,  0.16367436E+09,   0.49473065E+08,  -0.62570813E+09,  -0.32186151E+09,  -0.27881603E+08,   0.48056562E+08,   0.69499034E+09,   0.00000000E+00,  -0.17194111E-09,
   884.000,   1,  0.16376465E+09,   0.49473065E+08,  -0.62645962E+09,  -0.32225376E+09,  -0.27977559E+08,   0.48025392E+08,   0.69627776E+09,   0.00000000E+00,  -0.18523282E-09,
   884.998,   1,  0.16384100E+09,   0.49473065E+08,  -0.62722176E+09,  -0.32264602E+09,  -0.28071618E+08,   0.48063047E+08,   0.69735253E+09,   0.00000000E+00,  -0.18004187E-09,
   886.000,   1,  0.16390792E+09,   0.49473065E+08,  -0.62799626E+09,  -0.32303828E+09,  -0.28148296E+08,   0.48148121E+08,   0.69836639E+09,   0.00000000E+00,  -0.20407894E-09,
   886.998,   1,  0.16396946E+09,   0.49477096E+08,  -0.62881327E+09,  -0.32343096E+09,  -0.28205695E+08,   0.48229659E+08,   0.69936646E+09,   0.00000000E+00,  -0.17536829E-09,
   887.999,   1,  0.16402280E+09,   0.49477096E+08,  -0.62966826E+09,  -0.32382494E+09,  -0.28254184E+08,   0.48279378E+08,   0.70045784E+09,   0.00000000E+00,  -0.17299156E-09,
   888.998,   1,  0.16407088E+09,   0.49477096E+08,  -0.63058920E+09,  -0.32418531E+09,  -0.28305730E+08,   0.48300863E+08,   0.70170584E+09,   0.00000000E+00,  -0.17274188E-09,
   889.998,   1,  0.16412164E+09,   0.49477096E+08,  -0.63148414E+09,  -0.32446234E+09,  -0.28344073E+08,   0.48310079E+08,   0.70285706E+09,   0.00000000E+00,  -0.16273251E-09,
   890.998,   1,  0.16418657E+09,   0.49638873E+08,  -0.63229229E+09,  -0.32467836E+09,  -0.28393685E+08,   0.48334527E+08,   0.70382474E+09,   0.00000000E+00,  -0.20051238E-09,
   891.999,   1,  0.16425570E+09,   0.49638873E+08,  -0.63304158E+09,  -0.32488270E+09,  -0.28443254E+08,   0.48374271E+08,   0.70499353E+09,   0.00000000E+00,  -0.16923179E-09,
   893.000,   1,  0.16435080E+09,   0.49869199E+08,  -0.63373796E+09,  -0.32513057E+09,  -0.28502402E+08,   0.48330959E+08,   0.70642851E+09,   0.00000000E+00,  -0.17814748E-09,
   894.000,   1,  0.16447534E+09,   0.50099525E+08,  -0.63443423E+09,  -0.32547216E+09,  -0.28566079E+08,   0.48184415E+08,   0.70775461E+09,   0.00000000E+00,  -0.18928707E-09,
   894.999,   1,  0.16460340E+09,   0.50099525E+08,  -0.63515404E+09,  -0.32586442E+09,  -0.28612216E+08,   0.48015365E+08,   0.70883550E+09,   0.00000000E+00,  -0.17609562E-09,
