$Direct Runoff Daily Discharge,
Auto-Generated,
JDAY,Flow
1705,0.26
1706,0.016666667
1707,0.836666667
1708,0.82
1709,0.23
1710,-0.346666667
1711,-0.12
1712,0.736666667
1713,0.823333333
1714,0.596666667
1715,0.156666667
1716,0.346666667
1717,0.346666667
1718,0.966666667
1719,0.323333333
1720,0.55
1721,0.103333333
1722,0.31
1723,0.083333333
1724,0.643333333
1725,0.436666667
1726,0.19
1727,-0.37
1728,-0.236666667
1729,0.01
1730,0.01
1731,6.38E-16
1732,0.06
1733,0.06
1734,0.173333333
1735,0.6
1736,0.246666667
1737,-0.593333333
1738,-1.08
1739,-0.726666667
1740,0.183333333
1741,0.083333333
1742,0.266666667
1743,0.6
1744,0.7
1745,0.316666667
1746,-0.2
1747,-0.046666667
1748,0.093333333
1749,0.296666667
1750,0.143333333
1751,0.203333333
1752,5.55E-16
1753,5.55E-16
1754,0.173333333
1755,0.413333333
1756,0.566666667
1757,0.393333333
1758,0.153333333
1759,-0.476666667
1760,-0.523333333
1761,-1.06
1762,-0.583333333
1763,-0.68
1764,-0.143333333
1765,0.09
1766,0.11
1767,-0.24
1768,-0.626666667
1769,-0.616666667
1770,-0.266666667
1771,-0.113333333
1772,5.92E-16
1773,0.936666667
1774,0.936666667
1775,0.98
1776,0.173333333
1777,0.173333333
1778,0.13
1779,5.92E-16
1780,5.92E-16
1781,0.436666667
1782,0.436666667
1783,0.436666667
1784,0.146666667
1785,-0.036666667
1786,-1.193333333
1787,-1.34
1788,-0.993333333
1789,0.283333333
1790,1.003333333
1791,0.84
1792,-0.056666667
1793,-1.233333333
1794,-1.233333333
1795,-0.986666667
1796,-0.53
1797,-0.286666667
1798,0.456666667
1799,0.313333333
1800,-0.83
1801,-1.043333333
1802,-1.16
1803,0.043333333
1804,0.043333333
1805,0.303333333
1806,0.733333333
1807,0.733333333
1808,0.733333333
1809,2.96E-16
1810,-0.123333333
1811,-1.196666667
1812,-1.37
1813,-1.456666667
1814,-0.383333333
1815,-1.033333333
1816,-0.823333333
1817,-0.64
1818,0.1
1819,-0.103333333
1820,-0.256666667
1821,0.07
1822,0.73
1823,0.803333333
1824,0.573333333
1825,-0.456666667
1826,-0.56
1827,0.783333333
1828,1.356666667
1829,1.356666667
1830,0.02
1831,0.02
1832,-0.53
1833,-0.55
1834,-1.693333333
1835,-1.143333333
1836,-1.143333333
1837,0.746666667
1838,0.87
1839,0.71
1840,1.17
1841,1.503333333
1842,2.25
1843,1.546666667
1844,1.016666667
1845,0.703333333
1846,0.606666667
1847,1.323333333
1848,0.623333333
1849,-1.08
1850,-1.723333333
1851,-1.296666667
1852,-0.263333333
1853,0.043333333
1854,0.106666667
1855,0.37
1856,0.063333333
1857,0.953333333
1858,1.543333333
1859,2.5
1860,1.636666667
1861,1.9
1862,1.04
1863,0.276666667
1864,-0.57
1865,-0.31
1866,0.363333333
1867,1.38
1868,1.023333333
1869,1.126666667
1870,0.103333333
1871,-1.303333333
1872,-1.82
1873,-1.05
1874,1.54
1875,1.953333333
1876,1.106666667
1877,-0.32
1878,-0.32
1879,-0.243333333
1880,0.066666667
1881,0.44
1882,0.89
1883,0.823333333
1884,0.45
1885,7.40E-16
1886,0.066666667
1887,0.066666667
1888,0.066666667
1889,0.816666667
1890,1.13
1891,1.13
1892,0.313333333
1893,-0.183333333
1894,-0.183333333
1895,-0.183333333
1896,1.41
1897,2.396666667
1898,2.426666667
1899,1.073333333
1900,0.71
1901,0.68
1902,1.44
1903,0.816666667
1904,1.656666667
1905,1.44
1906,1.653333333
1907,1.7
1908,2.046666667
1909,3.296666667
1910,2.68
1911,1.12
1912,-0.313333333
1913,-0.236666667
1914,1
1915,-0.866666667
1916,-1.213333333
1917,-5.11
1918,-3.273333333
1919,-3.273333333
1920,1.153333333
1921,2.586666667
1922,3.596666667
1923,4.22
1924,3.033333333
1925,2.776666667
1926,2.463333333
1927,2.556666667
1928,2.806666667
1929,2.176666667
1930,3.186666667
1931,3.61
1932,3.136666667
1933,2.853333333
1934,3.12
1935,2.783333333
1936,2.166666667
1937,1.79
1938,1.706666667
1939,1.913333333
1940,2.04
1941,2.623333333
1942,2.39
1943,1.12
1944,1.47
1945,1.066666667
1946,1.413333333
1947,0.843333333
1948,1.09
1949,1.453333333
1950,2.303333333
1951,2.773333333
1952,2.51
1953,2.003333333
1954,2.14
1955,2.876666667
1956,3.71
1957,3.703333333
1958,3.436666667
1959,2.343333333
1960,1.87
1961,0.78
1962,0.283333333
1963,-0.66
1964,-0.926666667
1965,-0.74
1966,1.243333333
1967,1.51
1968,1.58
1969,2.196666667
1970,2.623333333
1971,1.45
1972,-0.6
1973,1.58
1974,2.606666667
1975,2.67
1976,0.17
1977,0.17
1978,-0.33
1979,-0.436666667
1980,0.19
1981,1.006666667
1982,1.006666667
1983,0.38
1984,-7.40E-17
1985,1.24
1986,2.263333333
1987,2.353333333
1988,2.403333333
1989,1.133333333
1990,1.043333333
1991,-0.246666667
1992,0.47
1993,0.58
1994,0.66
1995,0.006666667
1996,-0.103333333
1997,-0.183333333
1998,0.413333333
1999,0.413333333
2000,0.433333333
2001,0.763333333
2002,0.763333333
2003,0.743333333
2004,0.33
2005,0.33
2006,0.33
2007,0.273333333
2008,0.273333333
2009,0.43
2010,-0.15
2011,-1.086666667
2012,-1.243333333
2013,-1.096666667
2014,0.206666667
2015,1.213333333
2016,1.713333333
2017,1.346666667
2018,0.34
2019,0.083333333
2020,0.083333333
2021,-0.553333333
2022,0.08
2023,0.183333333
2024,0.82
2025,0.44
2026,1.026666667
2027,0.966666667
2028,0.63
2029,-0.12
2030,-0.06
2031,0.033333333
2032,0.196666667
2033,-0.516666667
2034,-1.426666667
2035,-2.42
2036,-2.393333333
2037,-1.436666667
2038,-0.61
2039,0.136666667
2040,0.76
2041,0.823333333
2042,0.763333333
2043,-0.233333333
2044,0.056666667
2045,-0.096666667
2046,0.153333333
2047,-0.426666667
2048,-0.813333333
2049,-0.83
2050,-0.476666667
2051,0.063333333
2052,0.063333333
2053,-6.11E-16
2054,0.036666667
2055,0.14
2056,0.14
2057,0.096666667
2058,-0.006666667
2059,-0.25
2060,-0.346666667
2061,-0.346666667
2062,-0.103333333
2063,0.533333333
2064,-0.013333333
2065,-0.343333333
2066,-1.646666667
2067,-0.976666667
2068,-0.646666667
2069,-1.236666667
2070,-3.666666667
2071,-5.553333333
2072,-2.54
2073,-0.233333333
2074,3.3
2075,1.646666667
2076,1.28
2077,-0.323333333
2078,-0.323333333
2079,0.15
2080,0.44
2081,0.44
2082,0.42
2083,0.2
2084,-0.043333333
2085,-0.13
2086,-0.22
2087,-0.06
2088,-0.06
2089,-0.083333333
2090,5.37E-16
2091,5.37E-16
2092,-0.06
2093,-0.06
2094,0.18
2095,-0.15
2096,-0.35
2097,-0.59
2098,-0.2
2099,0.336666667
2100,0.336666667
2101,0.336666667
2102,1.69
2103,2.17
2104,1.743333333
2105,-0.143333333
2106,-0.623333333
2107,-0.196666667
2108,4.07E-16
2109,4.07E-16
2110,0.06
2111,0.06
2112,0.243333333
2113,0.183333333
2114,0.183333333
2115,4.44E-16
2116,-2.366666667
2117,-2.956666667
2118,-2.956666667
2119,-0.283333333
2120,2.13
2121,2.13
2122,1.823333333
2123,-0.673333333
2124,-1.1
2125,-0.576666667
2126,0.486666667
2127,0.9
2128,0.376666667
2129,0.263333333
2130,0.77
2131,1.156666667
2132,0.696666667
2133,-0.35
2134,-0.803333333
2135,-0.193333333
2136,0.713333333
2137,0.823333333
2138,0.596666667
2139,0.243333333
2140,0.226666667
2141,0.593333333
2142,0.886666667
2143,0.936666667
2144,0.463333333
2145,0.616666667
2146,0.65
2147,0.556666667
2148,1.763333333
2149,1.336666667
2150,0.963333333
2151,-0.69
2152,-0.373333333
2153,8.14E-16
2154,-0.29
2155,-0.26
2156,1.146666667
2157,0.97
2158,1.263333333
2159,1.18
2160,1.646666667
2161,1.323333333
2162,-0.306666667
2163,-0.673333333
2164,-0.613333333
2165,-0.306666667
2166,0.06
2167,1.05E-15
2168,1.05E-15
2169,-0.8
2170,-1.113333333
2171,-0.846666667
2172,0.696666667
2173,0.943333333
2174,2.056666667
2175,3.356666667
2176,3.423333333
2177,2.393333333
2178,0.966666667
2179,1.21
2180,1.92
2181,2.393333333
2182,1.59
2183,0.37
2184,-0.49
2185,0.07
2186,0.32
2187,0.516666667
2188,0.76
2189,1.22
2190,1.57
2191,1.326666667
2192,0.896666667
2193,0.65
2194,2.01
2195,1.28
2196,0.866666667
2197,-0.493333333
2198,0.116666667
2199,-0.526666667
2200,-0.873333333
2201,-0.826666667
2202,-0.013333333
2203,0.333333333
2204,0.87
2205,0.676666667
2206,0.83
2207,0.246666667
2208,0.423333333
2209,0.353333333
2210,0.773333333
2211,0.3
2212,0.2
2213,-0.076666667
2214,0.76
2215,0.816666667
2216,2.403333333
2217,1.77
2218,0.5
2219,-1.23
2220,-2.333333333
2221,-1.103333333
2222,-0.713333333
2223,0.39
2224,2.11
2225,1.72
2226,1.35
2227,-0.98
2228,-0.91
2229,-0.083333333
2230,0.526666667
2231,0.456666667
2232,-0.303333333
2233,0.113333333
2234,0.05
2235,0.393333333
2236,0.273333333
2237,0.213333333
2238,-0.05
2239,-0.346666667
2240,0.206666667
2241,0.43
2242,0.64
2243,0.146666667
2244,0.13
2245,-0.003333333
2246,0.06
2247,-0.046666667
2248,-0.123333333
2249,-0.063333333
2250,0.06
2251,-0.583333333
2252,-0.643333333
2253,-0.766666667
2254,-0.123333333
2255,0.516666667
2256,0.58
2257,0.58
2258,-0.596666667
2259,-0.936666667
2260,-0.936666667
2261,-0.706666667
2262,0.733333333
2263,1.703333333
2264,2.356666667
2265,1.316666667
2266,0.56
2267,0.55
2268,0.986666667
2269,1.453333333
2270,1.37
2271,0.933333333
2272,1.35
2273,1.97
2274,1.85
2275,0.08
2276,0.103333333
2277,1.456666667
2278,2.293333333
2279,1.626666667
2280,1.09
2281,1.03
2282,0.556666667
2283,0.183333333
2284,0.08
2285,0.323333333
2286,1.41E-15
2287,-0.616666667
2288,-0.616666667
2289,-0.616666667
2290,0.286666667
2291,0.5
2292,0.5
2293,0.213333333
2294,1.41E-15
2295,-1.643333333
2296,-1.643333333
2297,-1.696666667
2298,0.5
2299,1.27
2300,1.836666667
2301,1.283333333
2302,-0.17
2303,-0.96
2304,-0.43
2305,0.253333333
2306,1.01
2307,0.48
2308,0.48
2309,0.116666667
2310,0.633333333
2311,0.883333333
2312,0.766666667
2313,0.25
2314,1.55E-15
2315,0.7
2316,0.7
2317,0.18
2318,-0.52
2319,0.286666667
2320,0.93
2321,0.976666667
2322,0.17
2323,0.046666667
2324,0.4
2325,0.613333333
2326,0.636666667
2327,0.113333333
2328,-0.1
2329,-0.123333333
2330,0.816666667
2331,0.983333333
2332,0.983333333
2333,0.166666667
2334,0.266666667
2335,-0.1
2336,-0.1
2337,-0.366666667
2338,0.263333333
2339,0.263333333
2340,-0.913333333
2341,-1.176666667
2342,0.443333333
2343,1.62
2344,0.263333333
2345,-1.233333333
2346,-0.35
2347,0.953333333
2348,0.366666667
2349,-0.516666667
2350,-0.34
2351,0.873333333
2352,1.263333333
2353,1.14
2354,-0.196666667
2355,-0.566666667
2356,-0.566666667
2357,0.893333333
2358,1.776666667
2359,1.776666667
2360,0.413333333
2361,-0.49
2362,-0.49
2363,2.15E-15
2364,2.15E-15
2365,0.09
2366,0.09
2367,0.503333333
2368,0.866666667
2369,0.866666667
2370,0.826666667
2371,0.373333333
2372,-0.723333333
2373,-1.096666667
2374,-0.943333333
2375,0.213333333
2376,0.81
2377,1.703333333
2378,1.643333333
2379,1.093333333
2380,0.993333333
2381,0.993333333
2382,0.946666667
2383,1.16
2384,2.053333333
2385,2.053333333
2386,0.96
2387,-0.243333333
2388,-0.243333333
2389,0.26
2390,0.84
2391,1.326666667
2392,0.573333333
2393,0.226666667
2394,-0.26
2395,-0.076666667
2396,-0.346666667
2397,-0.346666667
2398,0.623333333
2399,1.386666667
2400,1.996666667
2401,1.026666667
2402,0.63
2403,-0.096666667
2404,-0.033333333
2405,0.323333333
2406,0.443333333
2407,0.303333333
2408,0.033333333
2409,0.703333333
2410,0.78
2411,0.693333333
2412,-0.62
2413,-0.62
2414,-0.64
2415,1.386666667
2416,1.386666667
2417,0.403333333
2418,-0.983333333
2419,-2.6
2420,-1.97
2421,-1.97
2422,-0.353333333
2423,-0.143333333
2424,-0.143333333
2425,0.54
2426,0.683333333
2427,0.536666667
2428,-0.083333333
2429,-0.083333333
2430,-0.146666667
2431,-0.083333333
2432,-0.02
2433,0.706666667
2434,0.96
2435,0.426666667
2436,-0.536666667
2437,-1.316666667
2438,-0.6
2439,0.153333333
2440,0.87
2441,0.52
2442,0.273333333
2443,0.77
2444,0.873333333
2445,0.813333333
2446,2.22E-15
2447,-0.296666667
2448,0.176666667
2449,0.22
2450,0.516666667
2451,0.043333333
2452,-0.083333333
2453,-0.083333333
2454,-0.083333333
2455,-0.126666667
2456,-0.06
2457,0.05
2458,0.303333333
2459,0.073333333
2460,-0.206666667
2461,-0.44
2462,0.353333333
2463,1.406666667
2464,1.343333333
2465,0.933333333
2466,-0.446666667
2467,-0.593333333
2468,-0.94
2469,-0.24
2470,0.14
2471,0.163333333
2472,-0.1
2473,-0.333333333
2474,-0.483333333
2475,-0.55
2476,-0.803333333
2477,-0.156666667
2478,-0.03
2479,0.29
2480,-0.186666667
2481,-0.186666667
2482,-0.88
2483,-0.796666667
2484,-0.24
2485,0.423333333
2486,0.253333333
2487,-0.303333333
2488,0.056666667
2489,-0.233333333
2490,-1.173333333
2491,-1.4
2492,-0.94
2493,-0.11
2494,-1.096666667
2495,-0.666666667
2496,-0.166666667
2497,1.08
2498,0.65
2499,0.466666667
2500,0.206666667
2501,-0.2
2502,-0.406666667
2503,0.19
2504,0.596666667
2505,0.743333333
2506,0.086666667
2507,-1.03
2508,-1.473333333
2509,-0.983333333
2510,0.09
2511,0.386666667
2512,-0.043333333
2513,0.183333333
2514,0.183333333
2515,-0.236666667
2516,-0.256666667
2517,-0.256666667
2518,0.576666667
2519,0.413333333
2520,0.413333333
2521,-0.06
2522,-0.06
2523,-0.206666667
2524,-0.146666667
2525,0.513333333
2526,0.966666667
2527,0.966666667
2528,0.306666667
2529,-0.06
2530,-0.543333333
2531,-0.66
2532,-1.04
2533,-0.556666667
2534,-0.516666667
2535,-0.726666667
2536,-0.726666667
2537,-0.426666667
2538,0.37
2539,0.37
2540,0.2
2541,-0.1
2542,-0.933333333
2543,-0.986666667
2544,-0.833333333
2545,2.07E-15
2546,0.123333333
2547,-0.256666667
2548,-0.03
2549,-0.38
2550,2.07E-15
2551,0.373333333
2552,0.99
2553,1.566666667
2554,1.483333333
2555,1.093333333
2556,0.516666667
2557,-0.366666667
2558,-0.4
2559,-0.323333333
2560,0.043333333
2561,0.076666667
2562,0.31
2563,0.493333333
2564,1.533333333
2565,0.976666667
2566,-1.286666667
2567,-2.326666667
2568,-2.033333333
2569,0.046666667
2570,0.046666667
2571,1.96E-15
2572,0.456666667
2573,0.676666667
2574,1.6
2575,1.23
2576,1.01
2577,-0.28
2578,-0.823333333
2579,-0.823333333
2580,-0.456666667
2581,-0.41
2582,-0.41
2583,-0.41
2584,0.456666667
2585,0.456666667
2586,0.653333333
2587,0.196666667
2588,0.736666667
2589,0.483333333
2590,0.63
2591,0.34
2592,0.08
2593,0.096666667
2594,0.736666667
2595,1.053333333
2596,0.89
2597,1.78E-15
2598,1.78E-15
2599,1.78E-15
2600,0.193333333
2601,0.57
2602,0.386666667
2603,0.193333333
2604,-0.183333333
2605,0.076666667
2606,-0.13
2607,-0.063333333
2608,-0.14
2609,1.43
2610,2.483333333
2611,1.25
2612,-0.946666667
2613,-1.576666667
2614,1.32
2615,2.663333333
2616,2.466666667
2617,2.18
2618,1.67
2619,2
2620,0.77
2621,0.77
2622,0.35
2623,0.753333333
2624,0.693333333
2625,0.753333333
2626,0.916666667
2627,0.67
2628,0.1
2629,-0.49
2630,0.54
2631,1.696666667
2632,1.573333333
2633,1.07
2634,-0.033333333
2635,-0.033333333
2636,-0.253333333
2637,0.853333333
2638,1.243333333
2639,1.916666667
2640,1.063333333
2641,0.936666667
2642,0.166666667
2643,0.166666667
2644,-0.096666667
2645,1.34
2646,2.336666667
2647,3.153333333
2648,1.276666667
2649,0.67
2650,0.023333333
2651,0.923333333
2652,1.083333333
2653,0.913333333
2654,0.856666667
2655,0.353333333
2656,0.626666667
2657,0.37
2658,0.176666667
2659,0.323333333
2660,1.06
2661,1.206666667
2662,0.91
2663,0.123333333
2664,1.003333333
2665,0.88
2666,1.503333333
2667,0.623333333
2668,0.623333333
2669,1.43
2670,2.166666667
2671,2.166666667
2672,0.736666667
2673,0.203333333
2674,0.82
2675,0.82
2676,0.68
2677,-0.06
2678,0.463333333
2679,0.95
2680,1.13
2681,1.19
2682,0.64
2683,0.803333333
2684,-0.083333333
2685,0.166666667
2686,0.003333333
2687,0.306666667
2688,0.773333333
2689,1.043333333
2690,0.923333333
2691,0.206666667
2692,-0.12
2693,0.12
2694,0.426666667
2695,0.566666667
2696,0.693333333
2697,0.386666667
2698,0.023333333
2699,-0.223333333
2700,1.143333333
2701,1.306666667
2702,1.306666667
2703,-0.06
2704,-0.373333333
2705,-0.373333333
2706,-0.373333333
2707,-0.043333333
2708,-0.056666667
2709,0.076666667
2710,-0.056666667
2711,-0.43
2712,-0.933333333
2713,0.42
2714,1.586666667
2715,2.663333333
2716,1.486666667
2717,0.4
2718,-0.81
2719,-0.553333333
2720,-0.246666667
2721,0.256666667
2722,0.073333333
2723,0.276666667
2724,0.233333333
2725,0.16
2726,0.38
2727,0.376666667
2728,0.15
2729,-0.57
2730,-0.396666667
2731,0.02
2732,0.253333333
2733,0.083333333
2734,-0.106666667
2735,-0.043333333
2736,2.83E-15
2737,0.526666667
2738,0.72
2739,0.536666667
2740,-0.136666667
2741,-0.456666667
2742,-0.15
2743,-0.003333333
2744,-0.003333333
2745,-0.063333333
2746,-0.063333333
2747,0.416666667
2748,0.353333333
2749,0.456666667
2750,0.42
2751,0.566666667
2752,0.403333333
2753,0.086666667
2754,-0.06
2755,2.89E-15
2756,-0.83
2757,-0.83
2758,-0.283333333
2759,0.006666667
2760,0.006666667
2761,-0.69
2762,-0.413333333
2763,-0.42
2764,-0.026666667
2765,0.42
2766,2.566666667
2767,2.323333333
2768,1.346666667
2769,-0.716666667
2770,-0.716666667
2771,0.076666667
2772,-0.873333333
2773,-0.873333333
2774,-0.74
2775,0.343333333
2776,0.786666667
2777,0.366666667
2778,0.156666667
2779,-0.286666667
2780,-0.15
2781,-0.15
2782,-0.15
2783,-0.496666667
2784,-0.496666667
2785,0.796666667
2786,1.736666667
2787,1.756666667
2788,0.216666667
2789,-0.226666667
2790,-0.246666667
2791,2.74E-15
2792,-0.06
2793,-0.12
2794,-0.12
2795,0.24
2796,0.3
2797,0.346666667
2798,0.03
2799,0.03
2800,0.273333333
2801,0.29
2802,0.126666667
2803,-0.203333333
2804,-0.14
2805,0.21
2806,0.25
2807,0.186666667
2808,2.66E-15
2809,-0.236666667
2810,-0.13
2811,0.456666667
2812,0.693333333
2813,0.716666667
2814,0.886666667
2815,1.12
2816,1.166666667
2817,0.58
2818,0.346666667
2819,0.17
2820,3.18E-15
2821,0.026666667
2822,0.11
2823,-0.79
2824,-0.966666667
2825,-0.33
2826,0.993333333
2827,1.143333333
2828,0.423333333
2829,0.646666667
2830,1.566666667
2831,2.6
2832,1.953333333
2833,2.126666667
2834,0.71
2835,0.78
2836,-0.093333333
2837,0.54
2838,0.47
2839,0.926666667
2840,0.396666667
2841,0.81
2842,0.736666667
2843,1.373333333
2844,1.153333333
2845,0.763333333
2846,0.843333333
2847,1.656666667
2848,1.693333333
2849,0.89
2850,-0.116666667
2851,-0.843333333
2852,-1.32
2853,-0.363333333
2854,-0.376666667
2855,0.223333333
2856,-0.903333333
2857,-0.396666667
2858,-0.15
2859,-0.443333333
2860,-0.843333333
2861,-0.6
2862,-0.136666667
2863,-0.483333333
2864,-0.73
2865,-0.056666667
2866,0.673333333
2867,0.966666667
2868,0.293333333
2869,0.293333333
2870,-0.21
2871,-0.576666667
2872,-0.576666667
2873,-0.366666667
2874,2.81E-15
2875,2.81E-15
2876,-0.166666667
2877,-0.166666667
2878,0.436666667
2879,1.24
2880,1.24
2881,0.993333333
2882,0.296666667
2883,-0.443333333
2884,-0.74
2885,-0.68
2886,0.883333333
2887,1.373333333
2888,1.373333333
2889,-0.106666667
2890,-0.553333333
2891,-0.553333333
2892,0.103333333
2893,-0.2
2894,-0.703333333
2895,-0.703333333
2896,1.423333333
2897,1.916666667
2898,1.633333333
2899,-0.123333333
2900,0.013333333
2901,0.296666667
2902,0.126666667
2903,2.92E-15
2904,2.92E-15
2905,-1.296666667
2906,-1.296666667
2907,-1.296666667
2908,-0.083333333
2909,-0.553333333
2910,-0.853333333
2911,-0.526666667
2912,-0.056666667
2913,0.916666667
2914,1.006666667
2915,0.803333333
2916,-0.293333333
2917,-0.626666667
2918,0.19
2919,1.013333333
2920,1.013333333
2921,0.24
2922,-0.2
2923,0.263333333
2924,0.843333333
2925,1.183333333
2926,0.72
2927,0.32
2928,-0.243333333
2929,-0.09
2930,0.38
2931,1.683333333
2932,2.166666667
2933,1.553333333
2934,0.513333333
2935,-0.72
2936,-0.596666667
2937,-0.596666667
2938,-0.246666667
2939,0.56
2940,0.796666667
2941,1.553333333
2942,0.753333333
2943,1.153333333
2944,1.186666667
2945,1.18
2946,0.543333333
2947,1.36
2948,1.843333333
2949,1.21
2950,-0.5
2951,-0.983333333
2952,-0.35
2953,-0.173333333
2954,0.366666667
2955,1.136666667
2956,1.31
2957,0.693333333
2958,-0.013333333
2959,0.433333333
2960,0.853333333
2961,0.84
2962,0.393333333
2963,0.343333333
2964,0.913333333
2965,1.49
2966,1.416666667
2967,0.796666667
2968,0.22
2969,3.15E-15
2970,0.28
2971,0.416666667
2972,0.416666667
2973,0.556666667
2974,0.42
2975,1.24
2976,1.14
2977,1.14
2978,-0.183333333
2979,-1.2
2980,-1.18
2981,-0.553333333
2982,1.123333333
2983,1.103333333
2984,1.98
2985,1
2986,1.096666667
2987,0.196666667
2988,0.8
2989,1.156666667
2990,1.056666667
2991,1.563333333
2992,1.433333333
2993,1.713333333
2994,1.35
2995,1.783333333
2996,1.32
2997,0.573333333
2998,-0.073333333
2999,-0.87
3000,-1.553333333
3001,-1.663333333
3002,0.216666667
3003,1.823333333
3004,2.63
3005,1.73
3006,0.03
3007,-0.776666667
3008,0.723333333
3009,1.776666667
3010,1.933333333
3011,1.486666667
3012,4.183333333
3013,4.98
3014,3.8
3015,1.03
3016,0.076666667
3017,0.203333333
3018,2.576666667
3019,1.5
3020,2.58
3021,0.78
3022,1.81
3023,1.36
3024,2.763333333
3025,4.273333333
3026,4.67
3027,2.883333333
3028,2.863333333
3029,2.06
3030,2.9
3031,2.603333333
3032,3.123333333
3033,2.943333333
3034,3.423333333
3035,2.68
3036,3.343333333
3037,4.82
3038,5.293333333
3039,2.956666667
3040,0.416666667
3041,0.966666667
3042,2.376666667
3043,2.73
3044,3.066666667
3045,2.483333333
3046,2.243333333
3047,2.616666667
3048,4.02
3049,3.76
3050,2.553333333
3051,2.693333333
3052,1.163333333
3053,0.78
3054,0.433333333
3055,1.546666667
3056,2.56
3057,0.586666667
3058,0.586666667
3059,1.66
3060,2.23
3061,1.983333333
3062,-0.096666667
3063,1.12
3064,2.406666667
3065,2.993333333
3066,2.376666667
3067,0.776666667
3068,-0.973333333
3069,-2.603333333
3070,-1.726666667
3071,1.56
3072,2.59
3073,2.273333333
3074,-0.886666667
3075,-0.96
3076,0.676666667
3077,2.546666667
3078,3.206666667
3079,1.506666667
3080,1.486666667
3081,0.143333333
3082,0.206666667
3083,-0.226666667
3084,0.53
3085,1.846666667
3086,1.976666667
3087,1.813333333
3088,0.563333333
3089,0.803333333
3090,1.236666667
3091,0.82
3092,0.956666667
3093,1.65
3094,2.7
3095,1.243333333
3096,0.28
3097,-0.21
3098,0.133333333
3099,-0.11
3100,0.633333333
3101,0.71
3102,1.19
3103,0.363333333
3104,0.853333333
3105,0.433333333
3106,0.39
3107,0.173333333
3108,0.356666667
3109,0.273333333
3110,0.343333333
3111,0.583333333
3112,0.89
3113,0.546666667
3114,0.056666667
3115,-0.25
3116,-0.25
3117,0.756666667
3118,0.76
3119,0.76
3120,0.126666667
3121,0.9
3122,0.9
3123,0.776666667
3124,2.066666667
3125,2.066666667
3126,2.066666667
3127,0.693333333
3128,0.326666667
3129,0.326666667
3130,-1.26
3131,-1.443333333
3132,-2.393333333
3133,-2.323333333
3134,-1.653333333
3135,-0.473333333
3136,0.35
3137,-0.373333333
3138,-0.42
3139,0.193333333
3140,0.796666667
3141,0.92
3142,0.306666667
3143,1.02
3144,-0.196666667
3145,-1.543333333
3146,-2.576666667
3147,-0.98
3148,6.15
3149,11.73
3150,10.79666667
3151,0.13
3152,-5.13
3153,-4.883333333
3154,5.92E-16
3155,-0.54
3156,-0.54
3157,-0.54
3158,0.426666667
3159,0.423333333
3160,0.05
3161,-0.376666667
3162,-0.403333333
3163,-1.03
3164,-1.75
3165,-1.166666667
3166,0.486666667
3167,1.083333333
3168,-1.226666667
3169,-1.88
3170,-2.386666667
3171,-3.456666667
3172,-2.966666667
3173,4.49
3174,7.376666667
3175,3.896666667
3176,2.716666667
3177,3.56
3178,3.49
3179,-1.57
3180,-1.323333333
3181,2.363333333
3182,2.286666667
3183,1.193333333
3184,1.41
3185,1.03
3186,0.626666667
3187,-0.276666667
3188,-0.31
3189,0.173333333
3190,0.523333333
3191,0.82
3192,0.683333333
3193,0.563333333
3194,0.26
3195,0.28
3196,0.536666667
3197,0.446666667
3198,0.846666667
3199,0.053333333
3200,-0.13
3201,-0.486666667
3202,-0.12
3203,0.063333333
3204,-0.076666667
3205,-0.766666667
3206,-0.766666667
3207,-0.69
3208,0.983333333
3209,1.253333333
3210,1.46
3211,1.236666667
3212,0.843333333
3213,0.12
3214,-0.64
3215,-0.333333333
3216,0.5
3217,0.926666667
3218,0.546666667
3219,1.07
3220,-0.026666667
3221,-2.436666667
3222,-3.276666667
3223,-2.733333333
3224,-2.173333333
3225,-2.883333333
3226,-2.823333333
3227,-0.326666667
3228,0.38
3229,0.65
3230,0.516666667
3231,0.52
3232,0.316666667
3233,7.03E-16
3234,7.03E-16
3235,0.156666667
3236,0.263333333
3237,0.263333333
3238,0.106666667
3239,0.376666667
3240,0.376666667
3241,0.376666667
3242,-0.293333333
3243,-0.276666667
3244,-0.303333333
3245,-0.01
3246,-0.956666667
3247,-0.93
3248,-0.93
3249,-0.243333333
3250,-0.573333333
3251,-0.573333333
3252,0.223333333
3253,0.696666667
3254,1.013333333
3255,-0.133333333
3256,-1.206666667
3257,-1.523333333
3258,-1.243333333
3259,-0.07
3260,-0.153333333
3261,-0.09
3262,-0.333333333
3263,0.066666667
3264,0.316666667
3265,0.5
3266,0.183333333
3267,0.183333333
3268,0.08
3269,0.04
3270,-0.426666667
3271,-0.506666667
3272,-0.466666667
3273,7.40E-16
3274,-0.46
3275,-0.46
3276,-0.65
3277,0.143333333
3278,0.143333333
3279,0.8
3280,1.183333333
3281,0.936666667
3282,0.47
3283,-1.26
3284,-1.946666667
3285,-2.783333333
3286,-1.293333333
3287,-0.463333333
3288,0.66
3289,0.223333333
3290,0.293333333
3291,0.006666667
3292,-1.01
3293,-0.743333333
3294,-0.69
3295,0.41
3296,-0.07
3297,-0.49
3298,-0.796666667
3299,-2.82
3300,-6.243333333
3301,-8.903333333
3302,-8.41
3303,-2.843333333
3304,2.82
3305,4.596666667
3306,2.27
3307,-0.343333333
3308,0.803333333
