$Waushacum Daily Discharge,
Auto-Generated,
JDAY,Flow
396,0.408665142
397,0.369135655
398,0.323211691
399,0.297052472
400,0.277869044
401,0.259848248
402,0.249965876
403,0.233689029
404,0.223225341
405,0.211017705
406,0.225550605
407,0.221481393
408,0.202297965
409,0.192415593
410,0.198810069
411,0.190671645
412,0.190671645
413,0.194159541
414,0.194159541
415,0.191252961
416,0.190671645
417,0.198228753
418,0.204041913
419,0.219737445
420,0.484817537
421,1.244016222
422,5.41786504
423,2.819382558
424,1.964848051
425,1.714882175
426,1.563740017
427,1.488168938
428,1.203324102
429,1.017302985
430,0.964984546
431,1.028929305
432,1.226576742
433,1.488168938
434,1.35446626
435,1.284708341
436,1.32540046
437,1.517234737
438,6.278212707
439,8.022160681
440,5.987554711
441,3.493709108
442,2.639174601
443,1.99391385
444,1.627684776
445,1.37190574
446,1.197510942
447,2.458966643
448,3.278622191
449,2.139242848
450,1.616058456
451,1.34283994
452,1.092874064
453,1.302147821
454,3.784367104
455,5.813159914
456,3.551840707
457,2.377582405
458,1.726508494
459,1.33121362
460,1.069621424
461,0.906852947
462,0.813842388
463,0.755710789
464,0.808029228
465,1.005676665
466,0.784776588
467,0.66851339
468,0.610381791
469,0.534229396
470,0.476097797
471,0.468540689
472,0.587129151
473,0.64526075
474,0.604568631
475,0.530160184
476,0.534229396
477,0.460402265
478,0.39878277
479,0.379018026
480,0.349952227
481,0.334256695
482,0.327862219
483,0.335419327
484,0.327862219
485,0.335419327
486,0.309260107
487,0.267405356
488,0.273218516
489,0.334256695
490,0.247059296
491,0.319142479
492,0.294727208
493,0.409246458
494,0.526672288
495,0.405758562
496,0.446450681
497,0.283100888
498,0.227875869
499,0.201716649
500,0.315654583
501,0.231945081
502,0.170325585
503,0.169162953
504,0.464471477
505,0.510976756
506,0.355184071
507,0.244152716
508,0.199391385
509,0.16683769
510,0.152886106
511,0.130214782
512,0.141259786
513,0.131377414
514,0.10870609
515,0.10579951
516,0.098823719
517,0.118007146
518,0.14939821
519,0.116263198
520,0.199391385
521,0.178464009
522,0.115681882
523,0.115681882
524,0.086616083
525,0.080802923
526,0.098242403
527,0.115100566
528,0.11161267
529,0.184858485
530,0.219156129
531,0.170325585
532,0.127308202
533,0.104636878
534,0.079640291
535,0.063944759
536,0.058073468
537,0.05342294
538,0.048481754
539,0.068013971
540,0.078477659
541,0.095917139
542,0.069757919
543,0.060456863
544,0.056910836
545,0.056503914
546,0.051678992
547,0.049644386
548,0.043889357
549,0.035518407
550,0.031914248
551,0.029472721
552,0.027205588
553,0.024124614
554,0.023485166
555,0.020811112
556,0.02871701
557,0.034123249
558,0.032379301
559,0.036971697
560,0.040459593
561,0.050981412
562,0.050981412
563,0.076733711
564,0.05778281
565,0.042377936
566,0.042087278
567,0.032146774
568,0.033193143
569,0.034123249
570,0.053248545
571,0.050865149
572,0.039355093
573,0.032379301
574,0.029763379
575,0.025868562
576,0.022787587
577,0.021915613
578,0.01854398
579,0.017381348
580,0.016800032
581,0.016683769
582,0.016044321
583,0.019067165
584,0.019357823
585,0.017613875
586,0.016800032
587,0.017206953
588,0.016974427
589,0.016044321
590,0.019125296
591,0.018660243
592,0.015404874
593,0.015463005
594,0.019009033
595,0.018253322
596,0.016800032
597,0.016683769
598,0.016393111
599,0.014939821
600,0.029123931
601,0.071501867
602,0.090685295
603,0.084290819
604,0.055690072
605,0.035227749
606,0.027728773
607,0.022264402
608,0.01889277
609,0.015753663
610,0.015811795
611,0.014591031
612,0.016044321
613,0.014242242
614,0.012672689
615,0.012672689
616,0.013428399
617,0.013254005
618,0.012672689
619,0.012207636
620,0.010986872
621,0.012091373
622,0.014416637
623,0.013602794
624,0.01162632
625,0.010463688
626,0.012382031
627,0.012963347
628,0.011916978
629,0.012207636
630,0.011568188
631,0.010870609
632,0.010347425
633,0.010114898
634,0.009998635
635,0.010347425
636,0.010347425
637,0.010754346
638,0.01307961
639,0.055341282
640,0.196484805
641,0.077315027
642,0.055922598
643,0.044528805
644,0.083709503
645,0.217993497
646,0.133702678
647,0.087197399
648,0.057957204
649,0.052202176
650,0.047435385
651,0.044180015
652,0.03708796
653,0.368554339
654,0.557482036
655,0.24938456
656,0.11161267
657,0.084290819
658,0.065107391
659,0.055690072
660,0.056503914
661,0.062200811
662,0.048598017
663,0.053190413
664,0.049004938
665,0.060456863
666,0.091266611
667,0.100567667
668,0.092429243
669,0.084872135
670,0.069176603
671,0.081965555
672,0.101730298
673,0.12323899
674,0.544111768
675,0.496443857
676,0.161605846
677,0.286588784
678,0.279612992
679,0.238920872
680,0.112193986
681,0.065107391
682,0.108124774
683,0.076733711
684,0.097661087
685,0.202297965
686,0.538879924
687,0.778963428
688,0.403433298
689,0.244734032
690,0.170325585
691,0.130214782
692,0.159280582
693,0.137190574
694,0.11161267
695,0.160443214
696,0.291239312
697,0.180207957
698,0.123820306
699,0.124401622
700,0.14649163
701,0.744084469
702,0.581315991
703,0.39006303
704,0.311585371
705,0.258685616
706,0.219156129
707,0.226131921
708,0.195903489
709,0.168000322
710,0.203460597
711,0.329024851
712,2.075298089
713,1.505608418
714,0.883600307
715,0.68013971
716,0.503419649
717,0.455751737
718,0.411571722
719,0.362741179
720,0.232526397
721,0.215086917
722,0.209273757
723,0.197647437
724,0.186021117
725,0.168581637
726,0.191834277
727,0.186021117
728,0.174394797
729,0.162768478
730,0.162768478
731,0.174394797
732,0.232526397
733,0.284844836
734,0.244152716
735,0.191834277
736,0.156955318
737,0.145328998
738,0.133702678
739,0.122076358
740,0.116263198
741,0.110450038
742,0.116263198
743,0.145328998
744,0.133702678
745,0.122076358
746,0.122076358
747,0.116263198
748,0.116263198
749,0.162768478
750,0.168581637
751,0.156955318
752,0.145328998
753,0.127889518
754,0.122076358
755,0.127889518
756,0.127889518
757,0.145328998
758,0.151142158
759,0.139515838
760,0.133702678
761,0.122076358
762,0.116263198
763,0.139515838
764,0.156955318
765,0.151142158
766,0.145328998
767,0.186021117
768,0.197647437
769,0.186021117
770,0.168581637
771,0.151142158
772,0.133702678
773,0.133702678
774,0.127889518
775,0.139515838
776,0.151142158
777,0.145328998
778,0.151142158
779,0.215086917
780,0.313910635
781,0.296471156
782,0.238339556
783,0.203460597
784,0.186021117
785,0.162768478
786,0.244152716
787,0.348789595
788,0.290657996
789,0.331350115
790,0.406921194
791,0.372042234
792,0.325536955
793,0.296471156
794,0.296471156
795,0.68595287
796,5.929423112
797,4.877241168
798,2.156682328
799,1.406784699
800,2.162495488
801,2.953085236
802,2.092737569
803,1.616058456
804,1.31377414
805,1.482355778
806,2.086924409
807,2.203187607
808,2.307824486
809,1.685816375
810,1.307960981
811,1.151005663
812,1.034742465
813,0.895226627
814,0.767337109
815,0.67432655
816,0.604568631
817,0.552250192
818,0.511558072
819,0.476679113
820,0.459239633
821,0.534810712
822,0.622008111
823,0.67432655
824,0.69176603
825,0.883600307
826,0.813842388
827,0.65688707
828,0.563876512
829,0.470865953
830,0.412734354
831,0.389481714
832,0.366229075
833,0.465052793
834,0.65688707
835,0.569689672
836,0.499931753
837,2.086924409
838,2.278758686
839,1.33121362
840,1.052181944
841,0.877787147
842,0.67432655
843,0.709205509
844,0.918479266
845,0.784776588
846,0.67432655
847,0.633634431
848,0.616194951
849,0.610381791
850,0.528997552
851,0.441800153
852,0.395294874
853,0.366229075
854,0.389481714
855,0.442962785
856,0.41331567
857,0.356346703
858,0.336000643
859,0.333094063
860,0.308678791
861,0.349952227
862,0.487142801
863,0.405177246
864,0.301703
865,0.388900398
866,0.767337109
867,0.918479266
868,0.889413467
869,0.854534507
870,0.813842388
871,0.68595287
872,0.531904132
873,0.468540689
874,0.55690072
875,0.523184392
876,0.497025173
877,0.401108034
878,0.303446947
879,0.245315348
880,0.195322173
881,0.174976113
882,0.166256374
883,0.228457185
884,0.200554017
885,0.162187162
886,0.155792686
887,0.136609258
888,0.116844514
889,0.11161267
890,0.129633466
891,0.179045325
892,0.14939821
893,0.302865632
894,0.288914048
895,0.319723795
896,0.247640612
897,0.174976113
898,0.142422418
899,0.361578547
900,0.187183749
901,0.135446626
902,0.096498455
903,0.132540046
904,0.813842388
905,0.912666106
906,0.802216068
907,1.092874064
908,0.773150269
909,0.463308845
910,0.411571722
911,0.329024851
912,0.226131921
913,0.192415593
914,0.15521137
915,0.124401622
916,0.106380826
917,0.11161267
918,0.091847927
919,0.084872135
920,0.094173191
921,0.077315027
922,0.065688707
923,0.055573809
924,0.064526075
925,0.076733711
926,0.061619495
927,0.053887992
928,0.036913565
929,0.038192461
930,0.039645751
931,0.02400835
932,0.020694849
933,0.017846401
934,0.029530852
935,0.032960617
936,0.033018748
937,0.037378618
938,0.032669959
939,0.032786222
940,0.0290658
941,0.029530852
942,0.029530852
943,0.020927376
944,0.019532217
945,0.023368903
946,0.017730138
947,0.017497611
948,0.0145329
949,0.010347425
950,0.023485166
951,0.028775142
952,0.170906901
953,0.10579951
954,0.064526075
955,0.048307359
956,0.033251275
957,0.135446626
958,0.627821271
959,0.303446947
960,0.158699266
961,0.109868722
962,0.085453451
963,0.063363443
964,0.060456863
965,0.04906307
966,0.036157855
967,0.032030511
968,0.055922598
969,0.052260308
970,1.459103138
971,2.261319206
972,1.156818823
973,0.587129151
974,0.380761974
975,0.277287728
976,0.216830865
977,0.174976113
978,0.143003734
979,0.212761653
980,0.633634431
981,2.400835044
982,2.592669321
983,1.3777189
984,0.930105586
985,0.68595287
986,0.541786504
987,0.434243046
988,0.357509335
989,0.310422739
990,0.270311936
991,0.240083504
992,0.220900077
993,0.200554017
994,0.202879281
995,0.218574813
996,0.294145892
997,1.3195873
998,1.151005663
999,0.720831829
1000,0.500513069
1001,0.40459593
1002,0.918479266
1003,1.087060904
1004,0.860347667
1005,0.65107391
1006,0.540623872
1007,0.65688707
1008,0.854534507
1009,0.633634431
1010,0.476679113
1011,0.405758562
1012,0.354602755
1013,0.312748003
1014,0.281938256
1015,0.255779036
1016,0.414478302
1017,0.720831829
1018,1.185884622
1019,0.831281868
1020,0.598755471
1021,0.506907544
1022,0.592942311
1023,1.464916298
1024,1.226576742
1025,0.866160827
1026,0.66851339
1027,0.57143362
1028,0.531904132
1029,0.526090972
1030,0.534810712
1031,0.877787147
1032,0.744084469
1033,0.837095028
1034,0.906852947
1035,0.871973987
1036,0.906852947
1037,0.935918746
1038,1.005676665
1039,0.924292426
1040,0.778963428
1041,0.68595287
1042,0.633634431
1043,0.587129151
1044,0.622008111
1045,1.046368784
1046,0.837095028
1047,0.68013971
1048,0.639447591
1049,0.616194951
1050,0.587129151
1051,0.65107391
1052,0.552250192
1053,0.482492273
1054,0.442381469
1055,0.428429886
1056,0.431336466
1057,1.063808264
1058,1.302147821
1059,0.953358226
1060,0.749897629
1061,0.633634431
1062,0.587129151
1063,0.558063352
1064,1.389345219
1065,1.226576742
1066,0.906852947
1067,0.749897629
1068,0.639447591
1069,0.598755471
1070,0.574921515
1071,0.70339235
1072,2.081111249
1073,1.680003215
1074,1.139379343
1075,0.848721347
1076,0.69757919
1077,0.56852704
1078,0.51911518
1079,0.52783492
1080,0.559225984
1081,0.549924928
1082,0.51911518
1083,0.505744912
1084,0.499350437
1085,0.506907544
1086,0.738271309
1087,1.040555625
1088,1.046368784
1089,0.808029228
1090,0.66851339
1091,0.616194951
1092,1.075434584
1093,0.918479266
1094,0.790589748
1095,0.709205509
1096,0.65688707
1097,0.610381791
1098,0.542949136
1099,0.461564897
1100,0.456333053
1101,0.438893573
1102,0.428429886
1103,0.409246458
1104,0.388900398
1105,0.37262355
1106,0.366229075
1107,0.381924606
1108,0.444706733
1109,0.419710146
1110,0.326118271
1111,0.292401944
1112,0.352277491
1113,0.412153038
1114,0.384831186
1115,0.337163275
1116,0.320305111
1117,0.306353527
1118,0.329024851
1119,0.423198042
1120,0.53364808
1121,0.455170421
1122,0.906852947
1123,1.255642541
1124,0.860347667
1125,0.67432655
1126,0.553412824
1127,0.496443857
1128,0.460402265
1129,0.445288049
1130,0.43075515
1131,0.41331567
1132,0.397038822
1133,0.383087238
1134,0.367391707
1135,0.352858807
1136,0.344720383
1137,0.327280903
1138,0.315073267
1139,0.288914048
1140,0.297633788
1141,0.299959052
1142,0.305190895
1143,0.327280903
1144,0.331350115
1145,0.311585371
1146,0.286588784
1147,0.274962464
1148,0.283682204
1149,0.291820628
1150,0.311004055
1151,0.639447591
1152,0.533066764
1153,0.447031997
1154,0.394132242
1155,0.371460918
1156,0.385993818
1157,0.379599342
1158,0.445869365
1159,0.587129151
1160,0.481910957
1161,0.402270666
1162,0.410990406
1163,0.66270023
1164,0.947545066
1165,0.749897629
1166,0.610381791
1167,0.53655466
1168,0.504000965
1169,0.498769121
1170,0.460402265
1171,0.428429886
1172,0.41622225
1173,0.401108034
1174,0.383668554
1175,0.349952227
1176,0.327862219
1177,0.295308524
1178,0.2581043
1179,0.24647798
1180,0.247059296
1181,0.234851661
1182,0.200554017
1183,0.223225341
1184,0.226713237
1185,0.217412181
1186,0.215668233
1187,0.198228753
1188,0.188927697
1189,0.177882693
1190,0.176720061
1191,0.173813481
1192,0.174976113
1193,0.169162953
1194,0.169162953
1195,0.162187162
1196,0.158699266
1197,0.162768478
1198,0.181370589
1199,0.178464009
1200,0.168000322
1201,0.156374002
1202,0.147072946
1203,0.130796098
1204,0.112193986
1205,0.111031354
1206,0.105218194
1207,0.097661087
1208,0.130796098
1209,1.209137262
1210,1.185884622
1211,0.68595287
1212,0.535392028
1213,0.445869365
1214,0.369716971
1215,0.305190895
1216,0.249965876
1217,0.337163275
1218,0.531322816
1219,0.460983581
1220,0.431336466
1221,0.376692762
1222,0.322049059
1223,0.279031676
1224,0.274381148
1225,0.39587619
1226,0.555156772
1227,0.537135976
1228,0.393550926
1229,0.308097475
1230,0.267405356
1231,0.29298326
1232,0.527253604
1233,0.479585693
1234,0.373204866
1235,0.285426152
1236,0.233689029
1237,0.203460597
1238,0.285426152
1239,0.430173834
1240,0.335419327
1241,0.265080092
1242,0.218574813
1243,0.187183749
1244,0.156374002
1245,0.14067847
1246,0.223225341
1247,0.183114537
1248,0.148235578
1249,0.501094385
1250,1.104500384
1251,0.761523949
1252,0.639447591
1253,0.553412824
1254,0.449357261
1255,0.402851982
1256,0.358671967
1257,0.308678791
1258,0.261592196
1259,0.216830865
1260,0.317979847
1261,0.43075515
1262,0.301121684
1263,0.231945081
1264,0.197066121
1265,0.165675058
1266,0.154048738
1267,0.13195873
1268,0.113937934
1269,0.100567667
1270,0.093591875
1271,0.087778715
1272,0.106962142
1273,0.119169778
1274,0.097661087
1275,0.081384239
1276,0.069757919
1277,0.108124774
1278,0.074989763
1279,0.057027099
1280,0.048656148
1281,0.055399414
1282,0.052027781
1283,0.047900438
1284,0.045284516
1285,0.045749569
1286,0.036913565
1287,0.035344012
1288,0.034413907
1289,0.03563467
1290,0.036390381
1291,0.035402144
1292,0.030460958
1293,0.028019431
1294,0.025054719
1295,0.024299008
1296,0.022206271
1297,0.021159902
1298,0.020578586
1299,0.017672006
1300,0.0156374
1301,0.015172347
1302,0.013660926
1303,0.013835321
1304,0.015404874
1305,0.017497611
1306,0.025636035
1307,0.020578586
1308,0.020578586
1309,0.021508692
1310,0.017962664
1311,0.0145329
1312,0.015928058
1313,0.015928058
1314,0.016625637
1315,0.015172347
1316,0.0145329
1317,0.01307961
1318,0.020113533
1319,0.038657513
1320,0.062200811
1321,0.066270023
1322,0.058131599
1323,0.059875547
1324,0.141259786
1325,0.120913726
1326,0.12033241
1327,0.094754507
1328,0.067432655
1329,0.065688707
1330,0.058712915
1331,0.061619495
1332,0.065688707
1333,0.069757919
1334,0.062782127
1335,0.049935044
1336,0.042959252
1337,0.0312748
1338,0.02110177
1339,0.0145329
1340,0.025345377
1341,0.021508692
1342,0.021741218
1343,0.020462323
1344,0.026449878
1345,0.034123249
1346,0.031856116
1347,0.024880324
1348,0.031100406
1349,0.029937774
1350,0.019881007
1351,0.019183428
1352,0.020113533
1353,0.022671324
1354,0.021973744
1355,0.017555743
1356,0.018950901
1357,0.01709069
1358,0.059294231
1359,0.058131599
1360,0.042087278
1361,0.034820828
1362,0.034704565
1363,0.032030511
1364,0.024647798
1365,0.022729455
1366,0.024124614
1367,0.036390381
1368,0.067432655
1369,0.058712915
1370,0.049353728
1371,0.044528805
1372,0.057724678
1373,0.076733711
1374,0.062200811
1375,0.045458911
1376,0.035169617
1377,0.03197238
1378,0.035169617
1379,0.037262355
1380,0.035053354
1381,0.043714963
1382,0.038192461
1383,0.044935726
1384,0.039936409
1385,0.052957887
1386,0.049121201
1387,0.043889357
1388,0.04760978
1389,0.138934522
1390,0.148235578
1391,0.115100566
1392,0.088360031
1393,0.074989763
1394,0.063944759
1395,0.057027099
1396,0.059294231
1397,0.056736441
1398,0.165675058
1399,1.273082021
1400,1.110313544
1401,0.720831829
1402,0.453426473
1403,0.318561163
1404,0.245315348
1405,0.199391385
1406,0.169744269
1407,0.148235578
1408,0.159861898
1409,0.183695853
1410,0.179045325
1411,0.162768478
1412,0.145910314
1413,0.14649163
1414,0.138934522
1415,0.130214782
1416,0.12614557
1417,0.116263198
1418,0.116263198
1419,0.11451925
1420,0.109287406
1421,0.105218194
1422,0.16102453
1423,0.151723474
1424,0.12033241
1425,0.098242403
1426,0.088941347
1427,0.094173191
1428,0.093010559
1429,0.088360031
1430,0.097661087
1431,0.092429243
1432,0.090685295
1433,0.102311614
1434,0.098242403
1435,0.099986351
1436,0.091847927
1437,0.083128187
1438,0.101148982
1439,0.112193986
1440,0.181951905
1441,0.225550605
1442,0.188927697
1443,0.168581637
1444,0.141259786
1445,0.133702678
1446,0.129633466
1447,0.135446626
1448,0.331931431
1449,0.520859128
1450,0.400526718
1451,0.497606489
1452,1.046368784
1453,0.65107391
1454,0.492955961
1455,0.395294874
1456,0.326118271
1457,0.343557751
1458,0.333675379
1459,0.279031676
1460,0.2871701
1461,0.245315348
1462,0.216249549
1463,0.195903489
1464,0.192996909
1465,0.215668233
1466,0.209273757
1467,0.206948493
1468,0.193578225
1469,0.187183749
1470,0.178464009
1471,0.182533221
1472,0.185439801
1473,0.210436389
1474,0.29298326
1475,0.572596251
1476,0.720831829
1477,0.556319404
1478,0.474935165
1479,0.39587619
1480,0.329024851
1481,0.328443535
1482,0.326118271
1483,0.279031676
1484,0.205785861
1485,0.222644025
1486,0.207529809
1487,0.201135333
1488,0.189509013
1489,0.186602433
1490,0.192996909
1491,0.219737445
1492,0.842908187
1493,1.005676665
1494,0.65688707
1495,0.55108756
1496,0.439474889
1497,0.358671967
1498,0.338325907
1499,0.29588984
1500,0.28426352
1501,0.324374323
1502,0.406339878
1503,0.388900398
1504,0.391806978
1505,0.351696175
1506,0.329024851
1507,0.312748003
1508,0.330187483
1509,0.277869044
1510,0.259848248
1511,0.284844836
1512,0.345883015
1513,0.302284316
1514,0.261592196
1515,0.274962464
1516,0.320886427
1517,0.357509335
1518,0.344139067
1519,0.56271388
1520,1.307960981
1521,1.040555625
1522,0.755710789
1523,0.627821271
1524,0.576665463
1525,0.543530452
1526,0.559225984
1527,0.552250192
1528,0.538879924
1529,0.577828095
1530,0.565039144
1531,0.569108356
1532,0.767337109
1533,1.714882175
1534,1.563740017
1535,1.110313544
1536,0.883600307
1537,0.738271309
1538,0.66270023
1539,0.65107391
1540,0.633634431
1541,0.598755471
1542,0.544693084
1543,0.509232808
1544,0.51039544
1545,0.557482036
1546,0.54818098
1547,0.575502831
1548,0.64526075
1549,0.709205509
1550,0.848721347
1551,0.930105586
1552,1.220763582
1553,1.389345219
1554,0.999863505
1555,0.778963428
1556,0.738271309
1557,0.726644989
1558,0.68595287
1559,0.65107391
1560,0.66270023
1561,0.68595287
1562,0.709205509
1563,0.749897629
1564,0.964984546
1565,0.883600307
1566,0.749897629
1567,0.639447591
1568,0.576665463
1569,0.533066764
1570,0.492955961
1571,0.566783092
1572,0.587129151
1573,0.504000965
1574,0.423198042
1575,0.417384882
1576,0.404014614
1577,0.381924606
1578,0.341813803
1579,0.296471156
1580,0.25519772
1581,0.229038501
1582,0.215086917
1583,0.204623229
1584,0.186602433
1585,0.186021117
1586,0.197066121
1587,0.197066121
1588,0.188927697
1589,0.195322173
1590,0.473772533
1591,0.500513069
1592,0.440637521
1593,0.440056205
1594,0.311004055
1595,0.247640612
1596,0.216249549
1597,0.202297965
1598,0.206367177
1599,0.37553013
1600,0.2726372
1601,0.170325585
1602,0.147072946
1603,0.2726372
1604,0.274962464
1605,1.650937415
1606,1.656750575
1607,1.267268861
1608,0.877787147
1609,0.633634431
1610,0.587129151
1611,1.046368784
1612,0.953358226
1613,0.67432655
1614,0.472028585
1615,0.456914369
1616,0.410990406
1617,0.315073267
1618,0.247059296
1619,0.341232487
1620,1.924155931
1621,1.621871616
1622,1.005676665
1623,2.081111249
1624,2.360142925
1625,1.680003215
1626,2.784503599
1627,2.226440247
1628,1.523047897
1629,1.133566183
1630,1.232389902
1631,1.069621424
1632,0.813842388
1633,0.622008111
1634,0.504000965
1635,0.414478302
1636,0.318561163
1637,0.305190895
1638,0.307516159
1639,0.349952227
1640,0.469703321
1641,0.506907544
1642,0.352858807
1643,0.441800153
1644,1.203324102
1645,0.912666106
1646,0.517371232
1647,0.330768799
1648,0.234270345
1649,0.191834277
1650,0.172069533
1651,0.149979526
1652,0.16393111
1653,0.160443214
1654,0.161605846
1655,0.148235578
