$Waushacum Daily Discharge,
Auto-Generated,
JDAY,Flow
1656,0.141841102
1657,0.11451925
1658,0.096498455
1659,0.083709503
1660,0.070920551
1661,0.066270023
1662,0.056794572
1663,0.058712915
1664,0.056968967
1665,0.16683769
1666,0.342976435
1667,0.171488217
1668,0.166256374
1669,0.178464009
1670,0.154630054
1671,0.125564254
1672,0.094173191
1673,0.079640291
1674,0.073245815
1675,0.106380826
1676,0.103474246
1677,0.085453451
1678,0.071501867
1679,0.069176603
1680,0.058073468
1681,0.060456863
1682,0.099986351
1683,0.211017705
1684,0.139515838
1685,0.10870609
1686,0.333675379
1687,0.143003734
1688,0.076733711
1689,0.053306676
1690,0.051097676
1691,0.048191096
1692,0.044412542
1693,0.036448513
1694,0.030809748
1695,0.030693484
1696,0.038308724
1697,0.028019431
1698,0.026508009
1699,0.028891405
1700,0.029647116
1701,0.02435714
1702,0.035402144
1703,0.03307688
1704,0.028891405
1705,0.033018748
1706,0.037785539
1707,0.041331567
1708,0.028019431
1709,0.030054037
1710,0.02726372
1711,0.028542615
1712,0.021566823
1713,0.029937774
1714,0.020113533
1715,0.013021478
1716,0.019067165
1717,0.04906307
1718,0.033600064
1719,0.028949536
1720,0.035750933
1721,0.034006985
1722,0.021508692
1723,0.025868562
1724,0.019299691
1725,0.02255506
1726,0.024822193
1727,0.028775142
1728,0.026624272
1729,0.023368903
1730,0.026508009
1731,0.018718375
1732,0.028135694
1733,0.02761251
1734,0.012207636
1735,0.037553013
1736,0.040692119
1737,0.040285198
1738,0.045923963
1739,0.055690072
1740,0.068595287
1741,0.081384239
1742,0.092429243
1743,0.088941347
1744,0.083128187
1745,0.070920551
1746,0.063363443
1747,0.058712915
1748,0.05342294
1749,0.054236782
1750,0.051911518
1751,0.050458228
1752,0.046737806
1753,0.04290112
1754,0.044586937
1755,0.047086595
1756,0.045342647
1757,0.044761331
1758,0.044528805
1759,0.042959252
1760,0.042377936
1761,0.042145409
1762,0.040168935
1763,0.029763379
1764,0.028891405
1765,0.031391064
1766,0.049237464
1767,0.04836549
1768,0.037669276
1769,0.027670641
1770,0.027379983
1771,0.02726372
1772,0.027438115
1773,0.02761251
1774,0.02871701
1775,0.030926011
1776,0.028891405
1777,0.027903168
1778,0.028193826
1779,0.030635353
1780,0.030286563
1781,0.029588984
1782,0.029647116
1783,0.034239512
1784,0.036622907
1785,0.03307688
1786,0.029705247
1787,0.066270023
1788,0.085453451
1789,0.054469308
1790,0.037146092
1791,0.033774459
1792,0.231363765
1793,0.29007668
1794,0.193578225
1795,0.141841102
1796,0.124401622
1797,0.11451925
1798,0.108124774
1799,0.099405035
1800,0.091266611
1801,0.091847927
1802,0.11161267
1803,0.104636878
1804,0.100567667
1805,0.099986351
1806,0.090103979
1807,0.082546871
1808,0.076733711
1809,0.073827131
1810,0.093591875
1811,0.090103979
1812,0.093591875
1813,0.098823719
1814,0.093591875
1815,0.091266611
1816,0.097079771
1817,0.118007146
1818,0.218574813
1819,0.298215104
1820,0.231363765
1821,0.170325585
1822,0.140097154
1823,0.122657674
1824,0.138353206
1825,0.376692762
1826,0.259266932
1827,0.185439801
1828,0.148235578
1829,0.213924285
1830,0.174394797
1831,0.153467422
1832,0.191834277
1833,0.347626963
1834,0.304609579
1835,0.214505601
1836,0.159280582
1837,0.175557429
1838,0.566783092
1839,0.492374645
1840,0.402851982
1841,0.732458149
1842,0.513883336
1843,0.370879602
1844,0.298215104
1845,0.258685616
1846,0.233689029
1847,0.197647437
1848,0.178464009
1849,0.164512426
1850,0.151142158
1851,0.14358505
1852,0.143003734
1853,0.138934522
1854,0.127308202
1855,0.11451925
1856,0.099986351
1857,0.098242403
1858,0.104636878
1859,0.108124774
1860,0.112193986
1861,0.116263198
1862,0.116844514
1863,0.116263198
1864,0.116263198
1865,0.112193986
1866,0.112193986
1867,0.112193986
1868,0.109287406
1869,0.105218194
1870,0.116844514
1871,0.148235578
1872,0.142422418
1873,0.137190574
1874,0.13195873
1875,0.131377414
1876,0.128470834
1877,0.125564254
1878,0.162768478
1879,0.223225341
1880,0.25229114
1881,0.24066482
1882,0.213342969
1883,0.189509013
1884,0.171488217
1885,0.157536634
1886,0.147072946
1887,0.139515838
1888,0.130214782
1889,0.12614557
1890,0.119169778
1891,0.111031354
1892,0.109868722
1893,0.109868722
1894,0.12033241
1895,0.118007146
1896,0.14067847
1897,0.170906901
1898,0.408083826
1899,0.396457506
1900,0.334838011
1901,0.37843671
1902,0.280775624
1903,0.254616404
1904,0.223806657
1905,0.451101209
1906,0.633634431
1907,0.458077001
1908,0.453426473
1909,0.358090651
1910,0.29879642
1911,0.270893252
1912,0.233689029
1913,0.242408768
1914,0.448194629
1915,3.418138029
1916,4.900493807
1917,2.900766797
1918,1.906716452
1919,1.296334661
1920,1.017302985
1921,1.023116145
1922,0.912666106
1923,0.726644989
1924,0.883600307
1925,0.988237185
1926,0.715018669
1927,0.581315991
1928,0.538879924
1929,0.481910957
1930,0.43075515
1931,0.437149626
1932,0.895226627
1933,0.773150269
1934,0.567945724
1935,0.469703321
1936,0.394132242
1937,0.345301699
1938,0.308678791
1939,0.328443535
1940,0.394132242
1941,0.316817215
1942,0.325536955
1943,0.535973344
1944,0.473772533
1945,0.369135655
1946,0.365647759
1947,1.3777189
1948,1.470729458
1949,0.866160827
1950,0.610381791
1951,0.490630697
1952,0.406921194
1953,0.348789595
1954,0.307516159
1955,0.283100888
1956,0.277869044
1957,0.291239312
1958,0.247059296
1959,0.226713237
1960,0.211599021
1961,0.192415593
1962,0.185439801
1963,0.472028585
1964,0.592942311
1965,0.406921194
1966,0.319723795
1967,0.254035088
1968,0.225550605
1969,0.223806657
1970,0.230782449
1971,0.232526397
1972,0.229038501
1973,0.190090329
1974,0.346464331
1975,0.377274078
1976,0.29007668
1977,0.325536955
1978,0.280775624
1979,0.220318761
1980,0.177301377
1981,0.175557429
1982,0.204041913
1983,0.256941668
1984,0.197066121
1985,0.148816894
1986,0.124982938
1987,0.115681882
1988,0.097661087
1989,0.088360031
1990,0.116263198
1991,0.173813481
1992,0.136027942
1993,0.101148982
1994,0.094173191
1995,0.098242403
1996,0.084290819
1997,0.076733711
1998,0.064526075
1999,0.057666546
2000,0.050690754
2001,0.04760978
2002,0.044819463
2003,0.11451925
2004,0.091266611
2005,0.076152395
2006,0.068013971
2007,0.060456863
2008,0.061038179
2009,0.050981412
2010,0.062200811
2011,0.337163275
2012,0.330187483
2013,0.178464009
2014,0.112193986
2015,0.108124774
2016,0.088941347
2017,0.094173191
2018,0.080221607
2019,0.068595287
2020,0.057840941
2021,0.060456863
2022,0.060456863
2023,0.098823719
2024,0.095335823
2025,0.076733711
2026,0.065688707
2027,0.061619495
2028,0.055748204
2029,0.051562728
2030,0.047958569
2031,0.04906307
2032,0.044063752
2033,0.041564093
2034,0.04324991
2035,0.045749569
2036,0.045923963
2037,0.040982777
2038,0.037843671
2039,0.036332249
2040,0.034472038
2041,0.033774459
2042,0.031216669
2043,0.030344695
2044,0.029937774
2045,0.02836822
2046,0.028891405
2047,0.027496246
2048,0.025345377
2049,0.023659561
2050,0.021973744
2051,0.055573809
2052,0.217993497
2053,0.141259786
2054,0.095335823
2055,0.063944759
2056,0.044470673
2057,0.034123249
2058,0.029995905
2059,0.027089325
2060,0.02615922
2061,0.026391746
2062,0.025636035
2063,0.026508009
2064,0.023136376
2065,0.023078245
2066,0.027728773
2067,0.025170982
2068,0.021566823
2069,0.02145056
2070,0.026275483
2071,0.032786222
2072,0.062200811
2073,0.040750251
2074,0.030286563
2075,0.025868562
2076,0.027031194
2077,0.023543298
2078,0.02110177
2079,0.020985507
2080,0.020811112
2081,0.019067165
2082,0.018834638
2083,0.020520454
2084,0.019881007
2085,0.019241559
2086,0.01889277
2087,0.018369585
2088,0.017730138
2089,0.017148822
2090,0.024589666
2091,0.02982151
2092,0.023833956
2093,0.019648481
2094,0.017497611
2095,0.017032559
2096,0.016509374
2097,0.015346742
2098,0.014881689
2099,0.015579269
2100,0.017672006
2101,0.029240194
2102,0.031739853
2103,0.026042956
2104,0.028251957
2105,0.025229114
2106,0.022787587
2107,0.024066482
2108,0.024996588
2109,0.025229114
2110,0.025345377
2111,0.02615922
2112,0.025926693
2113,0.026508009
2114,0.02546164
2115,0.073245815
2116,0.290657996
2117,0.124401622
2118,0.083128187
2119,0.062200811
2120,0.050574491
2121,0.04726099
2122,0.773150269
2123,1.36609258
2124,0.616194951
2125,0.349370911
2126,0.213924285
2127,0.14649163
2128,0.112193986
2129,0.090103979
2130,0.081965555
2131,0.130214782
2132,0.141841102
2133,0.116844514
2134,0.097079771
2135,0.077896343
2136,0.070339235
2137,0.15811795
2138,0.13195873
2139,0.089522663
2140,0.072083183
2141,0.068595287
2142,0.073827131
2143,0.068013971
2144,0.094173191
2145,0.094754507
2146,0.072083183
2147,0.133121362
2148,0.370879602
2149,0.247640612
2150,0.173232165
2151,0.134283994
2152,0.184858485
2153,0.16393111
2154,0.216249549
2155,0.28135694
2156,0.206367177
2157,0.229619817
2158,0.208692441
2159,0.179626641
2160,0.16683769
2161,0.236014292
2162,0.365066443
2163,0.478423061
2164,0.65688707
2165,0.506907544
2166,0.550506244
2167,1.087060904
2168,0.709205509
2169,0.802216068
2170,2.958898396
2171,2.03460597
2172,1.197510942
2173,0.808029228
2174,0.622008111
2175,0.515045968
2176,0.437149626
2177,0.56562046
2178,0.65107391
2179,0.515627284
2180,0.423198042
2181,0.370879602
2182,0.337163275
2183,0.338325907
2184,0.427267254
2185,0.778963428
2186,0.69757919
2187,0.523184392
2188,0.443544101
2189,0.379599342
2190,0.322049059
2191,0.269149304
2192,0.242990084
2193,0.245315348
2194,0.236595608
2195,0.358671967
2196,0.65107391
2197,0.388900398
2198,0.353440123
2199,0.311004055
2200,0.271474568
2201,0.253453772
2202,0.236014292
2203,0.239502188
2204,0.238920872
2205,0.217412181
2206,0.206367177
2207,0.199391385
2208,0.192996909
2209,0.217412181
2210,1.017302985
2211,0.65107391
2212,0.380761974
2213,0.308097475
2214,0.271474568
2215,0.256941668
2216,0.250547192
2217,0.217993497
2218,0.598755471
2219,0.379599342
2220,0.309260107
2221,0.25519772
2222,0.222644025
2223,0.212761653
2224,0.24066482
2225,0.27554378
2226,0.232526397
2227,0.213924285
2228,0.205204545
2229,0.195903489
2230,0.190090329
2231,0.191252961
2232,0.198810069
2233,0.188346381
2234,0.181370589
2235,0.180207957
2236,0.177882693
2237,0.177882693
2238,0.177882693
2239,0.174394797
2240,0.16393111
2241,0.159861898
2242,0.159861898
2243,0.153467422
2244,0.15521137
2245,0.150560842
2246,0.147654262
2247,0.144166366
2248,0.138934522
2249,0.134283994
2250,0.129633466
2251,0.12614557
2252,0.133121362
2253,0.133702678
2254,0.150560842
2255,0.163349794
2256,0.14358505
2257,0.135446626
2258,0.134283994
2259,0.135446626
2260,0.147654262
2261,0.207529809
2262,0.334838011
2263,0.267986672
2264,0.256360352
2265,0.355765387
2266,0.327862219
2267,0.351114859
2268,0.438312257
2269,0.374948814
2270,0.277287728
2271,0.265661408
2272,0.262754828
2273,0.242990084
2274,0.226131921
2275,0.227294553
2276,0.358671967
2277,0.988237185
2278,1.017302985
2279,0.69757919
2280,0.580734675
2281,0.542949136
2282,0.622008111
2283,0.65107391
2284,1.034742465
2285,2.02297965
2286,1.98810069
2287,1.249829381
2288,1.098687224
2289,0.988237185
2290,0.941731906
2291,0.970797706
2292,1.127753023
2293,1.121939863
2294,0.988237185
2295,0.895226627
2296,0.802216068
2297,0.66851339
2298,0.572596251
2299,0.530160184
2300,0.476097797
2301,0.475516481
2302,1.116126703
2303,1.046368784
2304,0.761523949
2305,0.616194951
2306,0.515627284
2307,0.451682525
2308,0.391806978
2309,0.369135655
2310,0.341813803
2311,0.315654583
2312,0.286007468
2313,0.359834599
2314,0.310422739
2315,0.255779036
2316,0.223225341
2317,0.192996909
2318,0.184277169
2319,0.187765065
2320,0.176138745
2321,0.16683769
2322,0.160443214
2323,0.147654262
2324,0.13777189
2325,0.122076358
2326,0.10579951
2327,0.10289293
2328,0.098242403
2329,0.088360031
2330,0.088941347
2331,0.087197399
2332,0.077315027
2333,0.072083183
2334,0.071501867
2335,0.066851339
2336,0.062200811
2337,0.060456863
2338,0.048481754
2339,0.047435385
2340,0.054236782
2341,0.049760649
2342,0.049702517
2343,0.13486531
2344,0.825468708
2345,0.889413467
2346,0.414478302
2347,0.223806657
2348,0.14067847
2349,0.097079771
2350,0.077896343
2351,0.072083183
2352,0.079058975
2353,0.060456863
2354,0.049237464
2355,0.043947489
2356,0.038076197
2357,0.068595287
2358,0.100567667
2359,0.079640291
2360,0.062200811
2361,0.048598017
2362,0.040982777
2363,0.111031354
2364,0.227875869
2365,0.13195873
2366,0.102311614
2367,0.086034767
2368,0.080221607
2369,0.061038179
2370,0.265661408
2371,0.525509656
2372,0.304028263
2373,0.2435714
2374,0.295308524
2375,0.333094063
2376,0.176720061
2377,0.109868722
2378,0.080221607
2379,0.065107391
2380,0.057840941
2381,0.051039544
2382,0.288332732
2383,0.165093742
2384,0.089522663
2385,0.066851339
2386,0.05632952
2387,0.05127207
2388,0.04034333
2389,0.03563467
2390,0.036390381
2391,0.039820145
2392,0.036157855
2393,0.031739853
2394,0.028949536
2395,0.026856799
2396,0.024996588
2397,0.024822193
2398,0.026798667
2399,0.027961299
2400,0.029356458
2401,0.059875547
2402,0.069176603
2403,0.069757919
2404,0.046854069
2405,0.035285881
2406,0.027845036
2407,0.039296961
2408,0.04179662
2409,0.03453017
2410,0.030112168
2411,0.02761251
2412,0.026856799
2413,0.026217351
2414,0.043656831
2415,0.063944759
2416,0.047319122
2417,0.038192461
2418,0.033774459
2419,0.033658196
2420,0.030112168
2421,0.027089325
2422,0.024531535
2423,0.022206271
2424,0.02110177
2425,0.020404191
2426,0.02034606
2427,0.020462323
2428,0.019532217
2429,0.018776507
2430,0.018078927
2431,0.017788269
2432,0.017613875
2433,0.01709069
2434,0.016160585
2435,0.015346742
2436,0.014823558
2437,0.01418411
2438,0.013719057
2439,0.012963347
2440,0.011975109
2441,0.01162632
2442,0.011510057
2443,0.01127753
2444,0.013544663
2445,0.025170982
2446,0.022845718
2447,0.022438797
2448,0.026740536
2449,0.02982151
2450,0.025519772
2451,0.021508692
2452,0.019241559
2453,0.017904533
2454,0.016625637
2455,0.015230479
2456,0.0145329
2457,0.0145329
2458,0.01418411
2459,0.014009715
2460,0.013777189
2461,0.013660926
2462,0.013370268
2463,0.013195873
2464,0.066851339
2465,0.084290819
2466,0.056910836
2467,0.044238147
2468,0.037553013
2469,0.032844354
2470,0.029240194
2471,0.025868562
2472,0.050981412
2473,0.051911518
2474,0.03999454
2475,0.030984142
2476,0.027321852
2477,0.024066482
2478,0.023368903
2479,0.022031876
2480,0.020811112
2481,0.020694849
2482,0.020694849
2483,0.02034606
2484,0.020404191
2485,0.020694849
2486,0.020985507
2487,0.020694849
2488,0.020694849
2489,0.021334297
2490,0.020636718
2491,0.020229796
2492,0.024996588
2493,0.087197399
2494,0.076733711
2495,0.052085913
2496,0.040517725
2497,0.034878959
2498,0.031914248
2499,0.030460958
2500,0.0290658
2501,0.028426352
2502,0.027670641
2503,0.037959934
2504,0.042610462
2505,0.023717692
2506,0.029298326
2507,0.040924646
2508,0.0458077
2509,0.050109438
2510,0.044412542
2511,0.035809065
2512,0.031100406
2513,0.029356458
2514,0.029937774
2515,0.122076358
2516,0.168581637
2517,0.116263198
2518,0.083128187
2519,0.066270023
2520,0.059294231
2521,0.05743402
2522,0.056678309
2523,0.056852704
2524,0.059294231
2525,0.055922598
2526,0.052085913
2527,0.065107391
2528,0.090685295
2529,0.090685295
2530,0.081384239
2531,0.070920551
2532,0.065107391
2533,0.061619495
2534,0.058712915
2535,0.054759966
2536,0.050283833
2537,0.047493516
2538,0.045226384
2539,0.045110121
2540,0.068013971
2541,0.070920551
2542,0.134283994
2543,0.187765065
2544,0.147072946
2545,0.109287406
2546,0.098242403
2547,0.095335823
2548,0.109868722
2549,0.452263841
2550,0.418547514
2551,0.280775624
2552,0.235432977
2553,0.229619817
2554,0.212761653
2555,0.194740857
2556,0.192415593
2557,0.227294553
2558,0.209855073
2559,0.179626641
2560,0.156955318
2561,0.133121362
2562,0.119751094
2563,0.11161267
2564,0.10579951
2565,0.105218194
2566,0.244734032
2567,0.912666106
2568,0.604568631
2569,0.579572043
2570,0.370879602
2571,0.256360352
2572,0.2871701
2573,0.352277491
2574,0.291820628
2575,0.23775824
2576,0.204623229
2577,0.177882693
2578,0.154630054
2579,0.14358505
2580,0.136027942
2581,0.130214782
2582,0.13195873
2583,0.151142158
2584,0.14649163
2585,0.14067847
2586,0.133702678
2587,0.132540046
2588,0.14358505
2589,0.152886106
2590,0.172069533
2591,0.354602755
2592,0.373786182
2593,0.311004055
2594,0.26391746
2595,0.234851661
2596,0.212180337
2597,0.201716649
2598,0.202879281
2599,0.180789273
2600,0.160443214
2601,0.16102453
2602,0.148235578
2603,0.181370589
2604,0.550506244
2605,0.54236782
2606,0.37262355
2607,0.313910635
2608,0.386575134
2609,0.419710146
2610,0.336581959
2611,0.37843671
2612,2.081111249
2613,1.697442695
2614,0.924292426
2615,0.65107391
2616,0.523184392
2617,0.428429886
2618,0.501094385
2619,0.575502831
2620,0.460983581
2621,0.391806978
2622,0.352277491
2623,0.322630375
2624,0.304028263
2625,0.286588784
2626,0.27554378
2627,0.354021439
2628,0.349370911
2629,0.310422739
2630,0.28426352
2631,0.557482036
2632,0.848721347
2633,0.69176603
2634,0.555156772
2635,0.439474889
2636,0.374367498
2637,0.356346703
2638,0.355765387
2639,0.338907223
2640,0.314491951
2641,0.320305111
2642,0.362159863
2643,0.320305111
2644,0.366229075
2645,0.64526075
2646,0.483073589
2647,0.386575134
2648,0.345301699
2649,0.329606167
2650,0.345883015
2651,0.329024851
2652,0.318561163
2653,0.304609579
2654,0.409246458
2655,0.918479266
2656,0.65107391
2657,0.479004377
2658,0.39587619
2659,0.386575134
2660,0.405177246
2661,0.349952227
2662,0.309841423
2663,0.281938256
2664,0.259848248
2665,0.240083504
2666,0.227875869
2667,0.202297965
2668,0.184277169
2669,0.184858485
2670,0.219156129
2671,0.195322173
2672,0.176138745
2673,0.189509013
2674,0.229038501
2675,0.200554017
2676,0.186602433
2677,0.190671645
2678,0.173232165
2679,0.176720061
2680,0.238920872
2681,0.233107713
2682,0.226713237
2683,0.283100888
2684,0.309841423
2685,0.280194308
2686,0.233107713
2687,0.197066121
2688,0.182533221
2689,0.163349794
2690,0.149979526
2691,0.15811795
2692,0.14939821
2693,0.129633466
2694,0.120913726
2695,0.115681882
2696,0.107543458
2697,0.124982938
2698,0.12033241
2699,0.113356618
2700,0.100567667
2701,0.109868722
2702,0.115681882
2703,0.097661087
2704,0.084290819
2705,0.076152395
2706,0.068595287
2707,0.082546871
2708,0.086616083
2709,0.070920551
2710,0.063944759
2711,0.058131599
2712,0.054294914
2713,0.057143362
2714,0.13486531
2715,0.101730298
2716,0.078477659
2717,0.064526075
2718,0.056620178
2719,0.052202176
2720,0.054004256
2721,0.052609097
2722,0.056096993
2723,0.049179333
2724,0.040982777
2725,0.033135012
2726,0.028542615
2727,0.026333614
2728,0.025229114
2729,0.024124614
2730,0.022322534
2731,0.021218034
2732,0.01999727
2733,0.018950901
2734,0.018427717
2735,0.017788269
2736,0.019648481
2737,0.020229796
2738,0.017788269
2739,0.017555743
2740,0.017265085
2741,0.015869927
2742,0.015288611
2743,0.015288611
2744,0.0145329
2745,0.014067847
2746,0.014591031
2747,0.014939821
2748,0.015230479
2749,0.014881689
2750,0.013370268
2751,0.011451925
2752,0.011916978
2753,0.012323899
2754,0.011045004
2755,0.010289293
2756,0.009998635
2757,0.008661608
2758,0.007615239
2759,0.007382713
2760,0.006859529
2761,0.006568871
2762,0.005929423
2763,0.004999318
2764,0.004766791
2765,0.004069212
2766,0.003894817
2767,0.006627002
2768,0.007615239
2769,0.007440845
2770,0.006452608
2771,0.008894135
2772,0.007731503
2773,0.006452608
2774,0.005406239
2775,0.004883054
2776,0.004243607
2777,0.003604159
2778,0.003546028
2779,0.004127344
2780,0.004766791
2781,0.003662291
2782,0.004650528
2783,0.013835321
2784,0.008138424
2785,0.007440845
2786,0.007847766
2787,0.007033923
2788,0.007092055
2789,0.00691766
2790,0.006045686
2791,0.013660926
2792,0.012033241
2793,0.010754346
2794,0.009068529
2795,0.008487213
2796,0.007673371
2797,0.007033923
2798,0.006627002
2799,0.005522502
2800,0.005348107
2801,0.005755028
2802,0.005929423
2803,0.005406239
2804,0.004941186
2805,0.004418002
2806,0.005057449
2807,0.006568871
2808,0.006801397
2809,0.006278213
2810,0.005348107
2811,0.005755028
2812,0.004999318
2813,0.004650528
2814,0.004069212
2815,0.003604159
2816,0.003604159
2817,0.003604159
2818,0.003720422
2819,0.00726645
2820,0.006859529
2821,0.005696897
2822,0.005057449
2823,0.004650528
2824,0.005929423
2825,0.005173712
2826,0.004418002
2827,0.005871292
2828,0.005871292
2829,0.005522502
2830,0.005173712
2831,0.007440845
2832,0.007440845
2833,0.00726645
2834,0.006568871
2835,0.005987555
2836,0.006103818
2837,0.006336344
2838,0.005871292
2839,0.00837095
2840,0.010231161
2841,0.008603477
2842,0.008661608
2843,0.009068529
2844,0.008777871
2845,0.008312819
2846,0.00837095
2847,0.008429082
2848,0.012207636
2849,0.012498294
2850,0.011219399
2851,0.088360031
2852,0.334256695
2853,0.165093742
2854,0.092429243
2855,0.062782127
2856,0.045865832
2857,0.039355093
2858,0.101148982
2859,0.098823719
2860,0.076733711
2861,0.065107391
2862,0.05452744
2863,0.050923281
2864,0.047667911
2865,0.044645068
2866,0.043831226
2867,0.042552331
2868,0.051911518
2869,0.03598346
2870,0.035344012
2871,0.036157855
2872,0.036622907
2873,0.035227749
2874,0.033716327
2875,0.033658196
2876,0.045400779
2877,0.11451925
2878,0.105218194
2879,0.105218194
2880,0.089522663
2881,0.097661087
2882,0.095335823
2883,0.080221607
2884,0.076152395
2885,0.147072946
2886,0.130214782
2887,0.098823719
2888,0.069176603
2889,0.058131599
2890,0.067432655
2891,0.16393111
2892,0.837095028
2893,0.66270023
2894,0.37262355
2895,0.26101088
2896,0.206367177
2897,0.173232165
2898,0.162768478
2899,0.158699266
2900,0.147072946
2901,0.12905215
2902,0.111031354
2903,0.12905215
2904,0.138353206
2905,0.132540046
2906,0.119751094
2907,0.111031354
2908,0.116263198
2909,0.150560842
2910,0.210436389
2911,0.223225341
2912,0.172069533
2913,0.14649163
2914,0.133702678
2915,0.172069533
2916,0.264498776
2917,0.212761653
2918,0.266242724
2919,0.354021439
2920,0.283100888
2921,0.280194308
2922,0.230201133
2923,0.244152716
2924,0.213924285
2925,0.245896664
2926,0.877787147
2927,0.808029228
2928,0.525509656
2929,0.369135655
2930,0.307516159
2931,0.297633788
2932,0.261592196
2933,0.354602755
2934,0.616194951
2935,0.918479266
2936,0.633634431
2937,0.465052793
2938,0.37843671
2939,0.327862219
2940,0.325536955
2941,0.316235899
2942,0.312748003
2943,0.306934843
2944,0.351114859
2945,0.393550926
2946,0.416803566
2947,0.423198042
2948,0.439474889
2949,0.504582281
2950,0.519696496
2951,0.405758562
2952,0.330768799
2953,0.280194308
2954,0.267405356
2955,0.247640612
2956,0.224969289
2957,0.207529809
2958,0.204623229
2959,0.201716649
2960,0.197647437
2961,0.220900077
2962,0.251709824
2963,0.254035088
2964,0.25229114
2965,0.235432977
2966,0.241246136
2967,0.229038501
2968,0.217993497
2969,0.227875869
2970,0.208692441
2971,0.205204545
2972,0.277869044
2973,0.374367498
2974,0.340069855
2975,0.323793007
2976,0.441218837
2977,0.877787147
2978,1.412597859
2979,1.523047897
2980,0.982424025
2981,0.70339235
2982,0.598755471
2983,0.53946124
2984,0.430173834
2985,0.349952227
2986,0.304609579
2987,0.288332732
2988,0.287751416
2989,0.301703
2990,0.299377736
2991,0.270311936
2992,0.238920872
2993,0.219737445
2994,0.209855073
2995,0.210436389
2996,0.240083504
2997,0.270311936
2998,0.249965876
2999,0.228457185
3000,0.217412181
3001,0.219737445
3002,0.248221928
3003,0.274381148
3004,0.24066482
3005,0.224969289
3006,0.220900077
3007,0.230782449
3008,0.311004055
3009,0.531322816
3010,0.994050345
3011,0.924292426
3012,0.744084469
3013,0.871973987
3014,0.842908187
3015,0.941731906
3016,1.662563735
3017,2.406648204
3018,1.99391385
3019,3.028656315
3020,1.860211172
3021,1.156818823
3022,0.871973987
3023,0.715018669
3024,0.592942311
3025,0.526672288
3026,0.43075515
3027,0.355184071
3028,0.312166687
3029,0.280194308
3030,0.271474568
3031,0.216830865
3032,0.205785861
3033,0.277869044
3034,0.385993818
3035,0.318561163
3036,0.251128508
3037,0.219737445
3038,0.39296961
3039,0.431917782
3040,0.325536955
3041,0.249965876
3042,0.209855073
3043,0.188927697
3044,0.211599021
3045,0.216249549
3046,0.173813481
3047,0.203460597
3048,0.592942311
3049,0.532485448
3050,0.372042234
3051,0.27845036
3052,0.224387973
3053,0.192415593
3054,0.168000322
3055,0.156955318
3056,0.64526075
3057,0.808029228
3058,0.610381791
3059,0.37553013
3060,0.254035088
3061,0.225550605
3062,0.198810069
3063,0.153467422
3064,0.142422418
3065,0.169162953
3066,0.14939821
3067,0.136609258
3068,1.493982098
3069,1.610245296
3070,0.825468708
3071,0.555738088
3072,0.477260429
3073,0.457495685
3074,0.592942311
3075,0.419710146
3076,0.312166687
3077,0.263336144
3078,0.294145892
3079,0.639447591
3080,1.046368784
3081,0.66851339
3082,0.482492273
3083,0.354602755
3084,0.26391746
3085,0.205785861
3086,0.165093742
3087,0.138353206
3088,0.12033241
3089,0.11161267
3090,0.215086917
3091,0.205785861
3092,0.196484805
3093,0.305772211
3094,0.25519772
3095,0.199972701
3096,0.137190574
3097,0.122076358
3098,0.11161267
3099,0.116263198
3100,0.106962142
3101,0.127889518
3102,0.115100566
3103,0.101730298
3104,0.15811795
3105,0.163349794
3106,0.136609258
3107,0.100567667
3108,0.080221607
3109,0.069176603
3110,0.083709503
3111,0.104636878
3112,0.138353206
3113,0.101148982
3114,0.091266611
3115,0.086034767
3116,0.090103979
3117,0.093591875
3118,0.108124774
3119,0.102311614
3120,0.088360031
3121,0.066851339
3122,0.055806335
3123,0.046912201
3124,0.049760649
3125,0.042610462
3126,0.034646433
3127,0.075571079
3128,0.197066121
3129,0.137190574
3130,0.111031354
3131,0.095335823
3132,0.075571079
3133,0.061619495
3134,0.05162086
3135,0.045226384
3136,0.049586254
3137,0.059875547
3138,0.051446465
3139,0.057666546
3140,0.083709503
3141,0.063363443
3142,0.057957204
3143,0.050458228
3144,0.049237464
3145,0.044470673
3146,0.040401461
3147,0.038308724
3148,0.033193143
3149,0.029879642
3150,0.02691493
3151,0.025577904
3152,0.024589666
3153,0.024880324
3154,0.023427034
3155,0.020636718
3156,0.018834638
3157,0.021043639
3158,0.020694849
3159,0.019881007
3160,0.018369585
3161,0.018427717
3162,0.016451243
3163,0.015463005
3164,0.015172347
3165,0.014300373
3166,0.013312136
3167,0.012091373
3168,0.028193826
3169,0.042784857
3170,0.029123931
3171,0.030344695
3172,0.317398531
3173,0.314491951
3174,0.173813481
3175,0.105218194
3176,0.074408447
3177,0.057550283
3178,0.041622225
3179,0.033483801
3180,0.045923963
3181,0.176720061
3182,0.074408447
3183,0.051213939
3184,0.042668594
3185,0.041389699
3186,0.044005621
3187,0.036739171
3188,0.031797985
3189,0.028251957
3190,0.024531535
3191,0.021973744
3192,0.020752981
3193,0.019532217
3194,0.017265085
3195,0.016683769
3196,0.017032559
3197,0.01598619
3198,0.015172347
3199,0.014416637
3200,0.014649163
3201,0.018660243
3202,0.021334297
3203,0.019648481
3204,0.027379983
3205,0.050632623
3206,0.033890722
3207,0.027496246
