"","Date","JDAY","Temperature","Specific Conductivity","TDS"
"1",2017-01-01,1,3.29709375,109.220458333333,65.532275
"2",2017-01-02,2,3.1831875,109.26740625,65.56044375
"3",2017-01-03,3,3.34922916666667,109.284552083333,65.57073125
"4",2017-01-04,4,3.43226041666667,109.3245,65.5947
"5",2017-01-05,5,3.05301041666667,109.874541666667,65.924725
"6",2017-01-06,6,2.89755208333333,109.622895833333,65.7737375
"7",2017-01-07,7,2.80627083333333,109.5926875,65.7556125
"8",2017-01-08,8,2.46398958333333,109.73290625,65.83974375
"9",2017-01-09,9,1.78527083333333,110.134364583333,66.08061875
"10",2017-01-10,10,1.75097916666667,110.313072916667,66.18784375
"11",2017-01-11,11,1.92864583333333,110.316989583333,66.19019375
"12",2017-01-12,12,2.32215625,110.33828125,66.20296875
"13",2017-01-13,13,2.57135416666667,110.427760416667,66.25665625
"14",2017-01-14,14,2.4258125,110.86028125,66.51616875
"15",2017-01-15,15,2.21127083333333,111.1446875,66.6868125
"16",2017-01-16,16,2.08884375,111.151052083333,66.69063125
"17",2017-01-17,17,2.126875,111.063916666667,66.63835
"18",2017-01-18,18,2.26097916666667,111.211229166667,66.7267375
"19",2017-01-19,19,2.36445833333333,111.286979166667,66.7721875
"20",2017-01-20,20,2.33544791666667,111.368,66.8208
"21",2017-01-21,21,2.40230208333333,111.314729166667,66.7888375
"22",2017-01-22,22,2.47391666666667,111.498958333333,66.899375
"23",2017-01-23,23,2.54119791666667,113.967583333333,68.38055
"24",2017-01-24,24,2.40269791666667,114.435572916667,68.66134375
"25",2017-01-25,25,2.34975,114.448802083333,68.66928125
"26",2017-01-26,26,2.46833333333333,114.374864583333,68.62491875
"27",2017-01-27,27,2.37070833333333,114.622208333333,68.773325
"28",2017-01-28,28,2.20910416666667,115.4131875,69.2479125
"29",2017-01-29,29,2.1733125,115.1213125,69.0727875
"30",2017-01-30,30,2.09094791666667,114.595,68.757
"31",2017-01-31,31,1.79076041666667,115.174541666667,69.104725
"32",2017-02-01,32,1.92047916666667,114.860770833333,68.9164625
"33",2017-02-02,33,1.70680208333333,115.071875,69.043125
"34",2017-02-03,34,1.51744791666667,115.829958333333,69.497975
"35",2017-02-04,35,1.35088541666667,116.199333333333,69.7196
"36",2017-02-05,36,1.31613541666667,116.227479166667,69.7364875
"37",2017-02-06,37,1.46240625,115.645385416667,69.38723125
"38",2017-02-07,38,1.53678125,116.30759375,69.78455625
"39",2017-02-08,39,1.60490625,116.935510416667,70.16130625
"40",2017-02-09,40,1.51014583333333,117.364677083333,70.41880625
"41",2017-02-10,41,0.95759375,118.69975,71.21985
"42",2017-02-11,42,1.05214583333333,119.050354166667,71.4302125
"43",2017-02-12,43,1.1835,118.7141875,71.2285125
"44",2017-02-13,44,1.21484375,119.074083333333,71.44445
"45",2017-02-14,45,1.22411458333333,119.355354166667,71.6132125
"46",2017-02-15,46,1.27391666666667,119.50034375,71.70020625
"47",2017-02-16,47,1.32684375,119.406833333333,71.6441
"48",2017-02-17,48,1.44034375,119.868885416667,71.92133125
"49",2017-02-18,49,1.55667708333333,119.996479166667,71.9978875
"50",2017-02-19,50,1.6283125,120.304166666667,72.1825
"51",2017-02-20,51,1.70327083333333,120.719083333333,72.43145
"52",2017-02-21,52,1.78427083333333,121.21496875,72.72898125
"53",2017-02-22,53,1.88211458333333,121.8290625,73.0974375
"54",2017-02-23,54,1.99817708333333,121.964989583333,73.17899375
"55",2017-02-24,55,2.2224375,121.39646875,72.83788125
"56",2017-02-25,56,2.70119791666667,121.8549375,73.1129625
"57",2017-02-26,57,2.62527083333333,122.1414375,73.2848625
"58",2017-02-27,58,2.66647916666667,124.52275,74.71365
"59",2017-02-28,59,2.84953125,123.63428125,74.18056875
"60",2017-03-01,60,3.3666875,124.065354166667,74.4392125
"61",2017-03-02,61,3.49220833333333,125.1168125,75.0700875
"62",2017-03-03,62,3.10065625,125.9321875,75.5593125
"63",2017-03-04,63,2.90076041666667,125.151770833333,75.0910625
"64",2017-03-05,64,2.45147916666667,125.236760416667,75.14205625
"65",2017-03-06,65,2.36415625,125.018416666667,75.01105
"66",2017-03-07,66,2.37772916666667,125.6019375,75.3611625
"67",2017-03-08,67,2.72571875,125.413854166667,75.2483125
"68",2017-03-09,68,2.97160416666667,125.65665625,75.39399375
"69",2017-03-10,69,2.90332291666667,126.24315625,75.74589375
"70",2017-03-11,70,2.55175,126.416572916667,75.84994375
"71",2017-03-12,71,2.02494565217391,126.999043478261,76.1994260869565
"72",2017-03-13,72,1.89153125,127.41240625,76.44744375
"73",2017-03-14,73,2.05436458333333,127.666854166667,76.6001125
"74",2017-03-15,74,1.588625,128.64371875,77.18623125
"75",2017-03-16,75,1.38703125,129.029489583333,77.41769375
"76",2017-03-17,76,1.53207291666667,128.484104166667,77.0904625
"77",2017-03-18,77,1.81636458333333,128.252239583333,76.95134375
"78",2017-03-19,78,1.91527083333333,128.419989583333,77.05199375
"79",2017-03-20,79,2.08097916666667,129.62140625,77.77284375
"80",2017-03-21,80,2.1328125,129.848427083333,77.90905625
"81",2017-03-22,81,2.21771875,130.633125,78.379875
"82",2017-03-23,82,2.00660416666667,130.844708333333,78.506825
"83",2017-03-24,83,2.06213541666667,131.10596875,78.66358125
"84",2017-03-25,84,2.15588541666667,130.761302083333,78.45678125
"85",2017-03-26,85,2.25819791666667,130.9321875,78.5593125
"86",2017-03-27,86,2.31789583333333,131.122177083333,78.67330625
"87",2017-03-28,87,2.383875,131.679020833333,79.0074125
"88",2017-03-29,88,2.44744791666667,132.383166666667,79.4299
"89",2017-03-30,89,2.54034375,133.081322916667,79.84879375
"90",2017-03-31,90,2.68021875,133.089791666667,79.853875
"91",2017-04-01,91,2.69326041666667,133.50303125,80.10181875
"92",2017-04-02,92,2.78573958333333,134.0234375,80.4140625
"93",2017-04-03,93,2.91433333333333,133.991072916667,80.39464375
"94",2017-04-04,94,3.13153125,133.997822916667,80.39869375
"95",2017-04-05,95,3.24069791666667,134.321479166667,80.5928875
"96",2017-04-06,96,3.22076041666667,134.598791666667,80.759275
"97",2017-04-07,97,3.49540625,135.513447916667,81.30806875
"98",2017-04-08,98,3.61879166666667,134.193875,80.516325
"99",2017-04-09,99,3.89708333333333,134.611791666667,80.767075
"100",2017-04-10,100,4.41404166666667,135.172635416667,81.10358125
"101",2017-04-11,101,4.80080208333333,134.638833333333,80.7833
"102",2017-04-12,102,5.42883333333333,134.339375,80.603625
"103",2017-04-13,103,5.72470833333333,134.377947916667,80.62676875
"104",2017-04-14,104,5.480125,134.151822916667,80.49109375
"105",2017-04-15,105,6.02782291666667,134.150135416667,80.49008125
"106",2017-04-16,106,6.55595833333333,134.599427083333,80.75965625
"107",2017-04-17,107,7.23196875,136.161177083333,81.69670625
"108",2017-04-18,108,7.05815625,136.474822916667,81.88489375
"109",2017-04-19,109,7.06772916666667,136.58821875,81.95293125
"110",2017-04-20,110,7.33075,136.395260416667,81.83715625
"111",2017-04-21,111,6.94063541666667,137.886395833333,82.7318375
"112",2017-04-22,112,6.78409375,139.671135416667,83.80268125
"113",2017-04-23,113,7.03152083333333,140.675927083333,84.40555625
"114",2017-04-24,114,7.5905625,140.545625,84.327375
"115",2017-04-25,115,7.480875,141.327375,84.796425
"116",2017-04-26,116,7.23854166666667,143.653177083333,86.19190625
"117",2017-04-27,117,7.69721875,145.0526875,87.0316125
"118",2017-04-28,118,8.18158333333333,144.797864583333,86.87871875
"119",2017-04-29,119,9.25260416666667,145.166854166667,87.1001125
"120",2017-04-30,120,9.32675,146.35934375,87.81560625
"121",2017-05-01,121,8.29595833333333,144.059927083333,86.43595625
"122",2017-05-02,122,8.56884375,145.47734375,87.28640625
"123",2017-05-03,123,10.5440833333333,147.40134375,88.44080625
"124",2017-05-04,124,10.2068125,146.984541666667,88.190725
"125",2017-05-05,125,9.39144791666667,146.782166666667,88.0693
"126",2017-05-06,126,9.21685416666667,147.567145833333,88.5402875
"127",2017-05-07,127,10.5760833333333,148.007020833333,88.8042125
"128",2017-05-08,128,10.9936145833333,148.668145833333,89.2008875
"129",2017-05-09,129,10.767625,149.473,89.6838
"130",2017-05-10,130,10.4329166666667,150.04090625,90.02454375
"131",2017-05-11,131,9.70163541666667,150.876541666667,90.525925
"132",2017-05-12,132,9.77680208333333,152.057166666667,91.2343
"133",2017-05-13,133,10.0642291666667,152.942229166667,91.7653375
"134",2017-05-14,134,9.30933333333333,153.0853125,91.8511875
"135",2017-05-15,135,10.068625,152.77503125,91.66501875
"136",2017-05-16,136,10.4980833333333,152.369697916667,91.42181875
"137",2017-05-17,137,11.4628229166667,152.02325,91.21395
"138",2017-05-18,138,12.3442604166667,152.2355625,91.3413375
"139",2017-05-19,139,12.9253854166667,152.81340625,91.68804375
"140",2017-05-20,140,11.13690625,152.266927083333,91.36015625
"141",2017-05-21,141,11.4149895833333,152.293729166667,91.3762375
"142",2017-05-22,142,12.12678125,153.57246875,92.14348125
"143",2017-05-23,143,11.2942395833333,152.658552083333,91.59513125
"144",2017-05-24,144,11.5478020833333,152.849270833333,91.7095625
"145",2017-05-25,145,10.8156458333333,152.245072916667,91.34704375
"146",2017-05-26,146,11.0650833333333,153.26028125,91.95616875
"147",2017-05-27,147,12.48065625,154.2488125,92.5492875
"148",2017-05-28,148,11.9734166666667,153.620645833333,92.1723875
"149",2017-05-29,149,11.6453333333333,153.329864583333,91.99791875
"150",2017-05-30,150,12.0867083333333,153.639979166667,92.1839875
"151",2017-05-31,151,12.7683020833333,154.605833333333,92.7635
"152",2017-06-01,152,13.0137083333333,154.858291666667,92.914975
"153",2017-06-02,153,12.8345208333333,154.796875,92.878125
"154",2017-06-03,154,12.4411770833333,154.49821875,92.69893125
"155",2017-06-04,155,12.53353125,154.423635416667,92.65418125
"156",2017-06-05,156,11.7153333333333,153.949833333333,92.3699
"157",2017-06-06,157,10.6028645833333,154.083447916667,92.45006875
"158",2017-06-07,158,12.8235729166667,155.888395833333,93.5330375
"159",2017-06-08,159,13.2708229166667,156.370447916667,93.82226875
"160",2017-06-09,160,13.3958541666667,156.285270833333,93.7711625
"161",2017-06-10,161,13.64203125,156.251458333333,93.750875
"162",2017-06-11,162,14.118,156.756114583333,94.05366875
"163",2017-06-12,163,13.3719791666667,155.754052083333,93.45243125
"164",2017-06-13,164,13.9353020833333,156.004635416667,93.60278125
"165",2017-06-14,165,13.1617604166667,156.404916666667,93.84295
"166",2017-06-15,166,14.3243125,158.1293125,94.8775875
"167",2017-06-16,167,13.2352604166667,156.462510416667,93.87750625
"168",2017-06-17,168,13.5142604166667,156.949416666667,94.16965
"169",2017-06-18,169,15.0134895833333,158.176958333333,94.906175
"170",2017-06-19,170,14.99521875,157.074885416667,94.24493125
